# _root_ The new offer , which seeks 50.3 % of the cellular and broadcasting concern , is for $ 125 a share for 22 million LIN shares .
#goldHeads=3,3,16,3,6,3,8,6,8,14,14,11,12,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
#predictedHeads=3,3,16,3,6,3,8,6,8,14,14,11,14,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
(11,5),(11,7),-0.0228829 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0756841 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.269299 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0672125 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.107986 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0245245 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00325089 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.114837 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0816707 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.00333575 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0151536 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.00749671 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0136729 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.16867 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.148189 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0455277 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0685138 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0458997 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0459976 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0924152 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0255308 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0313803 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0919974 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0660662 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0769932 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.170035 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0397813 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.214815 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0282357 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0327584 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.107713 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0436168 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0474374 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0552122 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0256691 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.040458 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.216611 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.13489 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.080661 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0887275 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.049462 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0826676 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.14451 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00538367 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0848648 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.135272 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0479504 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.120239 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0987452 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0467688 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.024749 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.064272 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0857065 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.0117876 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0496542 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00201361 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0139776 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0156523 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0185355 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0289096 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.149231 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0856052 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0695589 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.155685 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0108399 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0929813 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0159548 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.076355 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0724995 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.051522 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0467042 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0966542 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0174157 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0668274 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.0724111 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0514336 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.229405 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0296218 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0686473 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.141999 # DEPENDENCYPART_SIBL
(11,15),(11,24),0.115882 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0704144 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0181176 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0298069 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.0515454 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0635416 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.107308 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.14046 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.160128 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.166624 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.145922 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0617543 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0841849 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.062864 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0316286 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0566302 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.14254 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0566302 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.585435 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.284109 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.769514 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0391384 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.157228 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0391384 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.251038 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.776024 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0753617 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.150536 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0753617 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0271281 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0436647 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.116179 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0436647 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0845773 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.189823 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0845773 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0306643 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.06662 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0477014 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.210514 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.119433 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0297993 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.140915 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.116886 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.114618 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0117734 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0477557 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0202963 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0407039 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.029496 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.000798962 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.06738 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.047974 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.580519 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.147918 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.365059 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0619359 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0156038 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.154777 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.063129 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.605627 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0408281 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.118252 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.13016 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.307154 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.148017 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0272442 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.133742 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0482528 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0272442 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.0974791 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.128631 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0290266 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.10315 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0382058 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.503979 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0164719 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0744052 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0481483 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0249763 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0682977 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.151534 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.170827 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.121411 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.151534 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0580546 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0622928 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.13645 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0158416 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0624633 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.17018 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.173055 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0898779 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.118309 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0252844 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0988132 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.054705 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0541959 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0988132 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.109394 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.12633 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0986238 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.613245 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.103065 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.144595 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.123543 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0795676 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.103482 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0485575 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.101836 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0493941 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0485575 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.10583 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0546511 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.428995 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.166951 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0897532 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.11475 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0798242 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.00365961 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0233148 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0566059 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0220013 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0233148 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0915281 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.423353 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0915435 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0461537 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0214077 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0142437 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0221449 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.014519 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.12935 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0866519 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.014519 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.23361 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.134468 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.242276 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.212865 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0182384 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0724545 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.146335 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.059359 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0665535 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.146335 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.26521 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.124011 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.232124 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.212095 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0804766 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0592447 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.16748 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0702027 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0592447 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.175209 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0472369 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.160291 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0357118 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.107545 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0223626 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0348345 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.107545 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0656819 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.034772 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00170047 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0540205 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0248914 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0370273 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0540205 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0247145 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0614617 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.161413 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.15736 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.127398 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.161413 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.50675 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.101289 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.142698 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.51334 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.101289 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0636875 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0049014 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0552901 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0636875 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0030354 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.107308 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.109045 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.213471 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0552395 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.16259 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0881881 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.646629 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.376952 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.430393 # DEPENDENCYPART_SIBL
(16,3),(16,8),-1.06399 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0788274 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.678547 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.497878 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.444897 # DEPENDENCYPART_SIBL
(16,3),(16,13),-1.00192 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.997321 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0881881 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.013286 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0184572 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0287603 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0783372 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.013286 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.0321147 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0105357 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.00931023 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0301262 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.150082 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.073736 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0134933 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.056849 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.032995 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0821079 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.00437886 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0633069 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.0168392 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0463199 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.00890003 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0770537 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0367994 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0929877 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0704998 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0770537 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.0963677 # DEPENDENCYPART_SIBL
(16,4),(16,24),-0.0608152 # DEPENDENCYPART_SIBL
(16,4),(16,26),-0.0859555 # DEPENDENCYPART_SIBL
(16,4),(16,27),0.0582691 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.199841 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.205444 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.360322 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.152651 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.395919 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.262124 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.220671 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.339756 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.324126 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.00545418 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0537328 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.000321881 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0993729 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.00523713 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0537328 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.110091 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0860107 # DEPENDENCYPART_SIBL
(16,5),(16,26),0.0704611 # DEPENDENCYPART_SIBL
(16,5),(16,27),-0.612083 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.120589 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.139561 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.161713 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.125214 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.122546 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.157044 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.110166 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0929915 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.10021 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0266006 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0501914 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0483082 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.00773926 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0266006 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0516659 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0284216 # DEPENDENCYPART_SIBL
(16,6),(16,26),-0.0671963 # DEPENDENCYPART_SIBL
(16,6),(16,27),0.0213947 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.395801 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0613981 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.353381 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.110845 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.06572 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.1978 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.182948 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.116714 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0559776 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00966174 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0329062 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0143201 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0559776 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0362462 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0258338 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0796133 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.0779236 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.100221 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.681329 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.47902 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.420683 # DEPENDENCYPART_SIBL
(16,8),(16,13),-1.03445 # DEPENDENCYPART_SIBL
(16,8),(16,14),-1.02983 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.120319 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00748933 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0392187 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0863728 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.138036 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.00748933 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0897346 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0715067 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.0400917 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0629257 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.156456 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.199639 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.231747 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.102348 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0613474 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.167579 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.110907 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.000620622 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0167196 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0323955 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.110907 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0262743 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.000461062 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0271759 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.0493903 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.159959 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.363813 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.253776 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.234154 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.111889 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.144715 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.245548 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.230023 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.119469 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.144715 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.236207 # DEPENDENCYPART_SIBL
(16,10),(16,24),-0.207711 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.258912 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.318463 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.17366 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.109297 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0922939 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0832736 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.111605 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0458706 # DEPENDENCYPART_SIBL
