# _root_ Now in its 13th day , the strike has idled about 55,000 machinists and has started to delay delivery of some jetliners .
#goldHeads=2,9,5,5,2,9,8,9,0,9,13,11,10,9,14,15,16,17,18,19,22,20,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,13,11,10,9,14,15,16,17,18,19,22,20,9,
(11,16),(11,23),0.179792 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.155039 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0991382 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.246775 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.00216478 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0631504 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0907725 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0335857 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0105854 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00193292 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0463083 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.102677 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00824733 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0148049 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0527525 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.128271 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.055526 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.372114 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0239287 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0547116 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.222284 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.239035 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0497244 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0430332 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0236016 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.032543 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0666677 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0101135 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00758654 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0777067 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00707419 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0181808 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0234628 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0922931 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0553443 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0263192 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0213101 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0414166 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0587254 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00659729 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0196917 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.112571 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.000485704 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0633635 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.116387 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0146191 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.201978 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0183288 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0725511 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0625343 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.184936 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.210276 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0611563 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0656638 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.113784 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.078052 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0346925 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.102874 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0165119 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.068737 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0367754 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.342525 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0819648 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0193804 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.119931 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0748361 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.056674 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.111681 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.118075 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.296531 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0959489 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0491779 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.19093 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0264575 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.010743 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.540206 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0467749 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.024812 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.012189 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.162807 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.103776 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0265708 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0472834 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0650266 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0302807 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.00468216 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0198483 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0198892 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.503852 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0989373 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00189661 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0613233 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.101728 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.12376 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0407099 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0712345 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0730417 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.162303 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0376965 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.152247 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0187087 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.138416 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0332052 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.286083 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.064792 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.181202 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0145093 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.333713 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.112359 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.133908 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0256031 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.452006 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0354744 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0231931 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0364974 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.060093 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0969368 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0290377 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0541473 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0208776 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.129488 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.000372481 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0866998 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.00475455 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0194872 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0782979 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0438142 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0151278 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0351066 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0233387 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.12587 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0141092 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0567707 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0102561 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.117755 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0232274 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0106518 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0369172 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.048858 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0456956 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0406154 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.073065 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.026078 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0557054 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0446095 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0595996 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0046388 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0494916 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0594877 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0976988 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.00987577 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0263218 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0471256 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.115151 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0870502 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0055525 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0508265 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0411711 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0681109 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0129264 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0896004 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.000570368 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.039523 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0135823 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0814958 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0837233 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00439426 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.00250745 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0170597 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0856584 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.108063 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0881978 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00193067 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0939727 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0428392 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.150053 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0421239 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.125734 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0240598 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.02325 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0101483 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0566099 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0109586 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0242792 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.266343 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.203933 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.366676 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.403047 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.203639 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.346548 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.51935 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.296561 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.26641 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.512511 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0627205 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0236496 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.279306 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0557307 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0128902 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0658053 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00290397 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0988001 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0563458 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0829798 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.220041 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.116541 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0404488 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.204245 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.00102476 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.0443645 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0203559 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.283056 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.000111362 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0643221 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0694523 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0972109 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.028222 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.207279 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0502746 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0560734 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0888777 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.00429345 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.143292 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0828783 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.0543631 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0680144 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.840543 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.281879 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.10282 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.350073 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.459004 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.388294 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.120722 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0365316 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.104494 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0389428 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.115994 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.016927 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0125585 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0885778 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0853947 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0154308 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0649072 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0447804 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.0966151 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0599673 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.197299 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.085331 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0148015 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.182992 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0610131 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.0903759 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.293595 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0946785 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.360765 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.468967 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.399811 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0664844 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0129564 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0855444 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00299872 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0733813 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00298419 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0235235 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0792958 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0956049 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0381212 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.15024 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0428392 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.249269 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.074074 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0165993 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.13583 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0340117 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.0652939 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0134628 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0580971 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.137712 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0517347 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.207882 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.14974 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0331673 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0887796 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0631046 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.166091 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.134644 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0672823 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.151436 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.147214 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.105305 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0503571 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.167643 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0573702 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.101955 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.164532 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0138972 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.141999 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0404927 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0218084 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.129865 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0318376 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0312624 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0181581 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.112673 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0066871 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.022784 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.122789 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0253319 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.152772 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.400675 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.372384 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.633772 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.476692 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.58436 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0620715 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.188318 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.232522 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.12718 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.256406 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.039945 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.401759 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.20797 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.34373 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0924391 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.011812 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.363871 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0521814 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.160467 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0979322 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.00288769 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.01282 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0780782 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0157635 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0793836 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0116357 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.114286 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0157635 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0909888 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.11035 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0669222 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.111502 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0156557 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.140856 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0290714 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0689299 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0872243 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0240822 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0281444 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0689299 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0384333 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0677239 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0104452 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0808874 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0559058 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.0323054 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0610434 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.000241446 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0291745 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.128435 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0610434 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0145158 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0618506 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0360727 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0912695 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0170675 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.166135 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0475268 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.00144741 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0853695 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0608156 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.197611 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0756803 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0575802 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0912503 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.050737 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.100643 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0662607 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0433679 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.024781 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.117499 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.132408 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0272233 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0286498 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0642556 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00964382 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0110613 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0163549 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0998926 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0609719 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0230627 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0963072 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0300079 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0388802 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.000838736 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.107556 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0129555 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.026302 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0832588 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00773405 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.17467 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.197611 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0756803 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0575802 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0912503 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.050737 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.100643 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0799025 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0736391 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.145703 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.146191 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0222898 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.227083 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.117705 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.185343 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0189764 # DEPENDENCYPART_SIBL
