# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(30,15),(30,32),-0.123866 # DEPENDENCYPART_SIBL
(30,15),(30,33),0.00295116 # DEPENDENCYPART_SIBL
(30,15),(30,34),0.0819681 # DEPENDENCYPART_SIBL
(30,15),(30,35),-0.0168571 # DEPENDENCYPART_SIBL
(30,15),(30,36),-0.12483 # DEPENDENCYPART_SIBL
(30,15),(30,37),0.0438159 # DEPENDENCYPART_SIBL
(30,17),(30,18),-0.038874 # DEPENDENCYPART_SIBL
(30,17),(30,19),0.0190278 # DEPENDENCYPART_SIBL
(30,17),(30,20),-0.0760026 # DEPENDENCYPART_SIBL
(30,17),(30,21),-0.000582003 # DEPENDENCYPART_SIBL
(30,17),(30,22),0.268899 # DEPENDENCYPART_SIBL
(30,17),(30,23),-0.0293226 # DEPENDENCYPART_SIBL
(30,17),(30,24),0.0573505 # DEPENDENCYPART_SIBL
(30,17),(30,25),-0.0348797 # DEPENDENCYPART_SIBL
(30,17),(30,26),0.0553416 # DEPENDENCYPART_SIBL
(30,17),(30,27),0.00865263 # DEPENDENCYPART_SIBL
(30,17),(30,28),-0.0292356 # DEPENDENCYPART_SIBL
(30,17),(30,29),-0.0491339 # DEPENDENCYPART_SIBL
(30,17),(30,31),0.0256836 # DEPENDENCYPART_SIBL
(30,17),(30,32),-0.0359936 # DEPENDENCYPART_SIBL
(30,17),(30,33),0.0163004 # DEPENDENCYPART_SIBL
(30,17),(30,34),-0.192683 # DEPENDENCYPART_SIBL
(30,17),(30,35),0.0552133 # DEPENDENCYPART_SIBL
(30,17),(30,36),0.053967 # DEPENDENCYPART_SIBL
(30,17),(30,37),0.101212 # DEPENDENCYPART_SIBL
(30,18),(30,19),-0.079331 # DEPENDENCYPART_SIBL
(30,18),(30,20),-0.0871907 # DEPENDENCYPART_SIBL
(30,18),(30,21),-0.0151968 # DEPENDENCYPART_SIBL
(30,18),(30,22),0.279425 # DEPENDENCYPART_SIBL
(30,18),(30,23),-0.0744205 # DEPENDENCYPART_SIBL
(30,18),(30,24),-0.0183984 # DEPENDENCYPART_SIBL
(30,18),(30,25),-0.24196 # DEPENDENCYPART_SIBL
(30,18),(30,26),-0.0561571 # DEPENDENCYPART_SIBL
(30,18),(30,27),-0.00873616 # DEPENDENCYPART_SIBL
(30,18),(30,28),-0.0637651 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.0432471 # DEPENDENCYPART_SIBL
(30,18),(30,31),-0.00748553 # DEPENDENCYPART_SIBL
(30,18),(30,32),-0.0570203 # DEPENDENCYPART_SIBL
(30,18),(30,33),0.0394664 # DEPENDENCYPART_SIBL
(30,18),(30,34),-0.0474807 # DEPENDENCYPART_SIBL
(30,18),(30,35),-0.0210385 # DEPENDENCYPART_SIBL
(30,18),(30,36),0.00803412 # DEPENDENCYPART_SIBL
(30,18),(30,37),-0.0150042 # DEPENDENCYPART_SIBL
(30,19),(30,20),-0.0967107 # DEPENDENCYPART_SIBL
(30,19),(30,21),-0.00877541 # DEPENDENCYPART_SIBL
(30,19),(30,22),0.328691 # DEPENDENCYPART_SIBL
(30,19),(30,23),-0.146992 # DEPENDENCYPART_SIBL
(30,19),(30,24),0.151592 # DEPENDENCYPART_SIBL
(30,19),(30,25),-0.0896433 # DEPENDENCYPART_SIBL
(30,19),(30,26),0.0513569 # DEPENDENCYPART_SIBL
(30,19),(30,27),-0.0043585 # DEPENDENCYPART_SIBL
(30,19),(30,28),0.0337485 # DEPENDENCYPART_SIBL
(30,19),(30,29),0.040734 # DEPENDENCYPART_SIBL
(30,19),(30,31),0.058952 # DEPENDENCYPART_SIBL
(30,19),(30,32),0.0677974 # DEPENDENCYPART_SIBL
(30,19),(30,33),-0.0248742 # DEPENDENCYPART_SIBL
(30,19),(30,34),-0.0676855 # DEPENDENCYPART_SIBL
(30,19),(30,35),0.0297564 # DEPENDENCYPART_SIBL
(30,19),(30,36),0.0362202 # DEPENDENCYPART_SIBL
(30,19),(30,37),0.0256537 # DEPENDENCYPART_SIBL
(30,20),(30,21),-0.099556 # DEPENDENCYPART_SIBL
(30,20),(30,22),0.120096 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.13237 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.0764226 # DEPENDENCYPART_SIBL
(30,20),(30,25),-0.152381 # DEPENDENCYPART_SIBL
(30,20),(30,26),-0.172663 # DEPENDENCYPART_SIBL
(30,20),(30,27),-0.0927314 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.216922 # DEPENDENCYPART_SIBL
(30,20),(30,29),-0.100299 # DEPENDENCYPART_SIBL
(30,20),(30,31),0.00369519 # DEPENDENCYPART_SIBL
(30,20),(30,32),-0.0315563 # DEPENDENCYPART_SIBL
(30,20),(30,33),-0.00591901 # DEPENDENCYPART_SIBL
(30,20),(30,34),0.0207362 # DEPENDENCYPART_SIBL
(30,20),(30,35),0.0591569 # DEPENDENCYPART_SIBL
(30,20),(30,36),0.0398442 # DEPENDENCYPART_SIBL
(30,20),(30,37),-0.0940535 # DEPENDENCYPART_SIBL
(30,21),(30,22),-0.0596737 # DEPENDENCYPART_SIBL
(30,21),(30,23),-0.408532 # DEPENDENCYPART_SIBL
(30,21),(30,24),-0.652437 # DEPENDENCYPART_SIBL
(30,21),(30,25),-0.408708 # DEPENDENCYPART_SIBL
(30,21),(30,26),-0.537403 # DEPENDENCYPART_SIBL
(30,21),(30,27),-0.985931 # DEPENDENCYPART_SIBL
(30,21),(30,28),-0.691509 # DEPENDENCYPART_SIBL
(30,21),(30,29),-0.711138 # DEPENDENCYPART_SIBL
(30,21),(30,31),0.133208 # DEPENDENCYPART_SIBL
(30,21),(30,32),0.0598855 # DEPENDENCYPART_SIBL
(30,21),(30,33),0.0231308 # DEPENDENCYPART_SIBL
(30,21),(30,34),0.032544 # DEPENDENCYPART_SIBL
(30,21),(30,35),-0.0378825 # DEPENDENCYPART_SIBL
(30,21),(30,36),-0.02322 # DEPENDENCYPART_SIBL
(30,21),(30,37),0.016058 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.0864391 # DEPENDENCYPART_SIBL
(30,22),(30,24),0.155237 # DEPENDENCYPART_SIBL
(30,22),(30,25),-0.0748111 # DEPENDENCYPART_SIBL
(30,22),(30,26),0.0491713 # DEPENDENCYPART_SIBL
(30,22),(30,27),0.0216765 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.0270825 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.0397398 # DEPENDENCYPART_SIBL
(30,22),(30,31),0.0778636 # DEPENDENCYPART_SIBL
(30,22),(30,32),0.0196177 # DEPENDENCYPART_SIBL
(30,22),(30,33),-0.00709452 # DEPENDENCYPART_SIBL
(30,22),(30,34),-0.202301 # DEPENDENCYPART_SIBL
(30,22),(30,35),-0.0627933 # DEPENDENCYPART_SIBL
(30,22),(30,36),0.0582691 # DEPENDENCYPART_SIBL
(30,22),(30,37),-0.000555361 # DEPENDENCYPART_SIBL
(30,23),(30,24),0.225285 # DEPENDENCYPART_SIBL
(30,23),(30,25),-0.0480523 # DEPENDENCYPART_SIBL
(30,23),(30,26),-0.0150397 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.00665823 # DEPENDENCYPART_SIBL
(30,23),(30,28),-0.084751 # DEPENDENCYPART_SIBL
(30,23),(30,29),-0.0635556 # DEPENDENCYPART_SIBL
(30,23),(30,31),0.111307 # DEPENDENCYPART_SIBL
(30,23),(30,32),-0.0754582 # DEPENDENCYPART_SIBL
(30,23),(30,33),-0.0761756 # DEPENDENCYPART_SIBL
(30,23),(30,34),-0.0281439 # DEPENDENCYPART_SIBL
(30,23),(30,35),-0.000939318 # DEPENDENCYPART_SIBL
(30,23),(30,36),0.459577 # DEPENDENCYPART_SIBL
(30,23),(30,37),0.124066 # DEPENDENCYPART_SIBL
(30,24),(30,25),-0.0494362 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.0946188 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.155815 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.132142 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.122099 # DEPENDENCYPART_SIBL
(30,24),(30,31),0.1453 # DEPENDENCYPART_SIBL
(30,24),(30,32),-0.194768 # DEPENDENCYPART_SIBL
(30,24),(30,33),-0.0462949 # DEPENDENCYPART_SIBL
(30,24),(30,34),-0.0474791 # DEPENDENCYPART_SIBL
(30,24),(30,35),0.200697 # DEPENDENCYPART_SIBL
(30,24),(30,36),-0.0293392 # DEPENDENCYPART_SIBL
(30,24),(30,37),-0.163303 # DEPENDENCYPART_SIBL
(30,25),(30,26),-0.0934498 # DEPENDENCYPART_SIBL
(30,25),(30,27),-0.136436 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.137017 # DEPENDENCYPART_SIBL
(30,25),(30,29),-0.131401 # DEPENDENCYPART_SIBL
(30,25),(30,31),0.0241216 # DEPENDENCYPART_SIBL
(30,25),(30,32),-0.0227597 # DEPENDENCYPART_SIBL
(30,25),(30,33),0.0250144 # DEPENDENCYPART_SIBL
(30,25),(30,34),-0.0499609 # DEPENDENCYPART_SIBL
(30,25),(30,35),0.00641347 # DEPENDENCYPART_SIBL
(30,25),(30,36),-0.000248815 # DEPENDENCYPART_SIBL
(30,25),(30,37),-0.0379969 # DEPENDENCYPART_SIBL
(30,26),(30,27),-0.224642 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.389843 # DEPENDENCYPART_SIBL
(30,26),(30,29),-0.262419 # DEPENDENCYPART_SIBL
(30,26),(30,31),0.0403205 # DEPENDENCYPART_SIBL
(30,26),(30,32),-0.0570195 # DEPENDENCYPART_SIBL
(30,26),(30,33),-0.10141 # DEPENDENCYPART_SIBL
(30,26),(30,34),0.0270496 # DEPENDENCYPART_SIBL
(30,26),(30,35),0.00540717 # DEPENDENCYPART_SIBL
(30,26),(30,36),-0.0385726 # DEPENDENCYPART_SIBL
(30,26),(30,37),-0.0757961 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.705263 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.719348 # DEPENDENCYPART_SIBL
(30,27),(30,31),0.0802401 # DEPENDENCYPART_SIBL
(30,27),(30,32),0.00494587 # DEPENDENCYPART_SIBL
(30,27),(30,33),-0.0303178 # DEPENDENCYPART_SIBL
(30,27),(30,34),-0.0198222 # DEPENDENCYPART_SIBL
(30,27),(30,35),-0.125236 # DEPENDENCYPART_SIBL
(30,27),(30,36),-0.100999 # DEPENDENCYPART_SIBL
(30,27),(30,37),-0.0341078 # DEPENDENCYPART_SIBL
(30,28),(30,29),-0.212674 # DEPENDENCYPART_SIBL
(30,28),(30,31),0.0601977 # DEPENDENCYPART_SIBL
(30,28),(30,32),-0.0349582 # DEPENDENCYPART_SIBL
(30,28),(30,33),-0.167192 # DEPENDENCYPART_SIBL
(30,28),(30,34),-0.0719178 # DEPENDENCYPART_SIBL
(30,28),(30,35),-0.012754 # DEPENDENCYPART_SIBL
(30,28),(30,36),-0.139095 # DEPENDENCYPART_SIBL
(30,28),(30,37),-0.109914 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.116504 # DEPENDENCYPART_SIBL
(30,29),(30,32),0.0555169 # DEPENDENCYPART_SIBL
(30,29),(30,33),-0.000900214 # DEPENDENCYPART_SIBL
(30,29),(30,34),0.0139706 # DEPENDENCYPART_SIBL
(30,29),(30,35),-0.0190786 # DEPENDENCYPART_SIBL
(30,29),(30,36),-0.00334873 # DEPENDENCYPART_SIBL
(30,29),(30,37),-0.0347434 # DEPENDENCYPART_SIBL
(30,31),(30,32),0.212752 # DEPENDENCYPART_SIBL
(30,31),(30,33),0.089736 # DEPENDENCYPART_SIBL
(30,31),(30,34),0.155139 # DEPENDENCYPART_SIBL
(30,31),(30,35),0.158111 # DEPENDENCYPART_SIBL
(30,31),(30,36),0.101755 # DEPENDENCYPART_SIBL
(30,31),(30,37),-0.0178262 # DEPENDENCYPART_SIBL
(30,32),(30,33),-0.299126 # DEPENDENCYPART_SIBL
(30,32),(30,34),-0.170181 # DEPENDENCYPART_SIBL
(30,32),(30,35),-0.384164 # DEPENDENCYPART_SIBL
(30,32),(30,36),0.0672673 # DEPENDENCYPART_SIBL
(30,32),(30,37),-0.00671048 # DEPENDENCYPART_SIBL
(30,33),(30,34),-0.098023 # DEPENDENCYPART_SIBL
(30,33),(30,35),-0.152724 # DEPENDENCYPART_SIBL
(30,33),(30,36),-0.00707086 # DEPENDENCYPART_SIBL
(30,33),(30,37),0.00460632 # DEPENDENCYPART_SIBL
(30,34),(30,35),-0.24833 # DEPENDENCYPART_SIBL
(30,34),(30,36),-0.0831862 # DEPENDENCYPART_SIBL
(30,34),(30,37),0.0235231 # DEPENDENCYPART_SIBL
(30,35),(30,36),-0.0076126 # DEPENDENCYPART_SIBL
(30,35),(30,37),-0.0231174 # DEPENDENCYPART_SIBL
(30,36),(30,37),1.28695 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.00549015 # DEPENDENCYPART_SIBL
(31,28),(31,33),-0.0982412 # DEPENDENCYPART_SIBL
(31,28),(31,35),-0.0598786 # DEPENDENCYPART_SIBL
(31,32),(31,33),-0.0551612 # DEPENDENCYPART_SIBL
(31,32),(31,35),-0.0968413 # DEPENDENCYPART_SIBL
(31,33),(31,35),-0.102705 # DEPENDENCYPART_SIBL
(32,26),(32,27),-0.0193432 # DEPENDENCYPART_SIBL
(32,26),(32,28),-0.220302 # DEPENDENCYPART_SIBL
(32,26),(32,29),-0.0746262 # DEPENDENCYPART_SIBL
(32,26),(32,31),-0.0345316 # DEPENDENCYPART_SIBL
(32,26),(32,33),-0.0296386 # DEPENDENCYPART_SIBL
(32,26),(32,34),0.0855908 # DEPENDENCYPART_SIBL
(32,26),(32,35),-0.0275902 # DEPENDENCYPART_SIBL
(32,26),(32,36),0.0978918 # DEPENDENCYPART_SIBL
(32,26),(32,37),0.0089562 # DEPENDENCYPART_SIBL
(32,27),(32,28),-0.243763 # DEPENDENCYPART_SIBL
(32,27),(32,29),-0.10478 # DEPENDENCYPART_SIBL
(32,27),(32,31),0.105582 # DEPENDENCYPART_SIBL
(32,27),(32,33),0.015864 # DEPENDENCYPART_SIBL
(32,27),(32,34),0.0538752 # DEPENDENCYPART_SIBL
(32,27),(32,35),-0.0393175 # DEPENDENCYPART_SIBL
(32,27),(32,36),-0.00196867 # DEPENDENCYPART_SIBL
(32,27),(32,37),0.0491813 # DEPENDENCYPART_SIBL
(32,28),(32,29),-0.039255 # DEPENDENCYPART_SIBL
(32,28),(32,31),-0.00473067 # DEPENDENCYPART_SIBL
(32,28),(32,33),-0.0597226 # DEPENDENCYPART_SIBL
(32,28),(32,34),-0.0249894 # DEPENDENCYPART_SIBL
(32,28),(32,35),-0.0614459 # DEPENDENCYPART_SIBL
(32,28),(32,36),-0.00291505 # DEPENDENCYPART_SIBL
(32,28),(32,37),-0.0209692 # DEPENDENCYPART_SIBL
(32,29),(32,31),0.0606406 # DEPENDENCYPART_SIBL
(32,29),(32,33),0.0237718 # DEPENDENCYPART_SIBL
(32,29),(32,34),0.0627607 # DEPENDENCYPART_SIBL
(32,29),(32,35),-0.00376959 # DEPENDENCYPART_SIBL
(32,29),(32,36),0.0816743 # DEPENDENCYPART_SIBL
(32,29),(32,37),0.0373731 # DEPENDENCYPART_SIBL
(32,31),(32,33),0.0668578 # DEPENDENCYPART_SIBL
(32,31),(32,34),-0.158241 # DEPENDENCYPART_SIBL
(32,31),(32,35),-0.00876693 # DEPENDENCYPART_SIBL
(32,31),(32,36),0.127366 # DEPENDENCYPART_SIBL
(32,31),(32,37),0.0443646 # DEPENDENCYPART_SIBL
(32,33),(32,34),-0.124685 # DEPENDENCYPART_SIBL
(32,33),(32,35),-0.196872 # DEPENDENCYPART_SIBL
(32,33),(32,36),-0.014146 # DEPENDENCYPART_SIBL
(32,33),(32,37),0.0230331 # DEPENDENCYPART_SIBL
(32,34),(32,35),-0.262568 # DEPENDENCYPART_SIBL
(32,34),(32,36),-0.0886441 # DEPENDENCYPART_SIBL
(32,34),(32,37),0.0464568 # DEPENDENCYPART_SIBL
(32,35),(32,36),-0.088672 # DEPENDENCYPART_SIBL
(32,35),(32,37),0.0215231 # DEPENDENCYPART_SIBL
(32,36),(32,37),0.771065 # DEPENDENCYPART_SIBL
(33,28),(33,29),-0.0437 # DEPENDENCYPART_SIBL
(33,28),(33,31),0.0269013 # DEPENDENCYPART_SIBL
(33,28),(33,32),0.297875 # DEPENDENCYPART_SIBL
(33,28),(33,34),-0.211976 # DEPENDENCYPART_SIBL
(33,28),(33,35),-0.0560138 # DEPENDENCYPART_SIBL
(33,28),(33,37),-0.0324767 # DEPENDENCYPART_SIBL
(33,29),(33,31),0.15321 # DEPENDENCYPART_SIBL
(33,29),(33,32),0.205378 # DEPENDENCYPART_SIBL
(33,29),(33,34),-0.00402343 # DEPENDENCYPART_SIBL
(33,29),(33,35),0.0290227 # DEPENDENCYPART_SIBL
(33,29),(33,37),0.0833463 # DEPENDENCYPART_SIBL
(33,31),(33,32),0.0476308 # DEPENDENCYPART_SIBL
(33,31),(33,34),-0.352397 # DEPENDENCYPART_SIBL
(33,31),(33,35),-0.00569933 # DEPENDENCYPART_SIBL
(33,31),(33,37),0.039885 # DEPENDENCYPART_SIBL
(33,32),(33,34),-0.170536 # DEPENDENCYPART_SIBL
(33,32),(33,35),-0.0475807 # DEPENDENCYPART_SIBL
(33,32),(33,37),0.0312089 # DEPENDENCYPART_SIBL
(33,34),(33,35),-0.183079 # DEPENDENCYPART_SIBL
(33,34),(33,37),0.157834 # DEPENDENCYPART_SIBL
(33,35),(33,37),-0.00842053 # DEPENDENCYPART_SIBL
(35,26),(35,27),0.0853106 # DEPENDENCYPART_SIBL
(35,26),(35,28),-0.48278 # DEPENDENCYPART_SIBL
(35,26),(35,29),0.0104875 # DEPENDENCYPART_SIBL
(35,26),(35,31),-0.0527439 # DEPENDENCYPART_SIBL
(35,26),(35,32),0.209221 # DEPENDENCYPART_SIBL
(35,26),(35,33),0.00831368 # DEPENDENCYPART_SIBL
(35,26),(35,34),-0.026866 # DEPENDENCYPART_SIBL
(35,26),(35,37),-0.00319005 # DEPENDENCYPART_SIBL
(35,27),(35,28),-0.420187 # DEPENDENCYPART_SIBL
(35,27),(35,29),-0.0203079 # DEPENDENCYPART_SIBL
(35,27),(35,31),0.0766051 # DEPENDENCYPART_SIBL
(35,27),(35,32),0.025156 # DEPENDENCYPART_SIBL
(35,27),(35,33),-0.0194946 # DEPENDENCYPART_SIBL
(35,27),(35,34),-0.00185849 # DEPENDENCYPART_SIBL
(35,27),(35,37),0.0616842 # DEPENDENCYPART_SIBL
(35,28),(35,29),0.0136406 # DEPENDENCYPART_SIBL
(35,28),(35,31),-0.0914845 # DEPENDENCYPART_SIBL
(35,28),(35,32),0.152027 # DEPENDENCYPART_SIBL
(35,28),(35,33),0.0111265 # DEPENDENCYPART_SIBL
(35,28),(35,34),0.0556152 # DEPENDENCYPART_SIBL
(35,28),(35,37),-0.0599404 # DEPENDENCYPART_SIBL
(35,29),(35,31),0.0649626 # DEPENDENCYPART_SIBL
(35,29),(35,32),0.113232 # DEPENDENCYPART_SIBL
(35,29),(35,33),-0.00725946 # DEPENDENCYPART_SIBL
(35,29),(35,34),-0.024653 # DEPENDENCYPART_SIBL
(35,29),(35,37),0.0107863 # DEPENDENCYPART_SIBL
(35,31),(35,32),-0.105599 # DEPENDENCYPART_SIBL
(35,31),(35,33),-0.0371546 # DEPENDENCYPART_SIBL
(35,31),(35,34),0.0568565 # DEPENDENCYPART_SIBL
(35,31),(35,37),-0.0171086 # DEPENDENCYPART_SIBL
(35,32),(35,33),0.0480666 # DEPENDENCYPART_SIBL
(35,32),(35,34),0.00473041 # DEPENDENCYPART_SIBL
(35,32),(35,37),0.0104323 # DEPENDENCYPART_SIBL
(35,33),(35,34),-0.0124556 # DEPENDENCYPART_SIBL
(35,33),(35,37),0.0063421 # DEPENDENCYPART_SIBL
(35,34),(35,37),0.0114402 # DEPENDENCYPART_SIBL
(36,35),(36,37),-0.0588277 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.595261 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.00717661 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.461186 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0762665 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.334182 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.311259 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.590322 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.136514 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.375839 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.381633 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.308216 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0196967 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.280053 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.162912 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.165215 # DEPENDENCYPART_GRANDPAR
(0,2),(2,36),0.648226 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.873151 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.652758 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.167926 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.695019 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.229359 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.112157 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.279059 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.205765 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.462866 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0314855 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.095422 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0785077 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.568499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.887703 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.349322 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.201118 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.309398 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.495193 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.766843 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.151609 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.0670109 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.370029 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.0888115 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),-0.219304 # DEPENDENCYPART_GRANDPAR
(0,6),(6,30),-0.898326 # DEPENDENCYPART_GRANDPAR
(0,6),(6,31),0.0923601 # DEPENDENCYPART_GRANDPAR
(0,6),(6,32),-0.481116 # DEPENDENCYPART_GRANDPAR
(0,6),(6,36),1.09161 # DEPENDENCYPART_GRANDPAR
(0,6),(6,37),0.579902 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.83018 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.862114 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.215396 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.731676 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0633882 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.442515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.304306 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.289494 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.24979 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0557568 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.109409 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.161294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.466517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.362906 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.123386 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.340997 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.397577 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.127941 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.0157752 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),0.31331 # DEPENDENCYPART_GRANDPAR
(0,9),(9,32),-0.575086 # DEPENDENCYPART_GRANDPAR
(0,9),(9,36),0.893386 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.873151 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.652758 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.167926 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.695019 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.229359 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.330414 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.353757 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.390227 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.101731 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.656675 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.332762 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.379012 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.303208 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.142767 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-1.07205 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.630183 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.00865943 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.495193 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.766843 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.151609 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.0670109 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.370029 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.0888115 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.219304 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),0.643315 # DEPENDENCYPART_GRANDPAR
(0,18),(18,29),-0.0321014 # DEPENDENCYPART_GRANDPAR
(0,18),(18,30),-0.898326 # DEPENDENCYPART_GRANDPAR
(0,18),(18,31),0.0923601 # DEPENDENCYPART_GRANDPAR
(0,18),(18,32),-0.481116 # DEPENDENCYPART_GRANDPAR
(0,18),(18,35),-0.532287 # DEPENDENCYPART_GRANDPAR
(0,18),(18,36),1.09161 # DEPENDENCYPART_GRANDPAR
(0,18),(18,37),0.579902 # DEPENDENCYPART_GRANDPAR
(0,25),(25,1),0.765544 # DEPENDENCYPART_GRANDPAR
(0,25),(25,3),-0.187395 # DEPENDENCYPART_GRANDPAR
