# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,27,28,9,
(2,9),(9,20),-0.0481945 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.599994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),-0.184686 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.533223 # DEPENDENCYPART_GRANDPAR
(2,9),(9,24),-0.49698 # DEPENDENCYPART_GRANDPAR
(2,9),(9,30),-1.38781 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.958366 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.180154 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.435438 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.711772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.4722 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.975886 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.958434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,5),-0.256882 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.377028 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.181012 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.507445 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.232294 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.352457 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.386685 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.581619 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.400909 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.338921 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.624813 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.7789 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.374468 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.238169 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.695883 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.305886 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.770315 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.613667 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-1.48486 # DEPENDENCYPART_GRANDPAR
(2,11),(11,27),-0.784264 # DEPENDENCYPART_GRANDPAR
(2,11),(11,28),-1.36533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,30),-1.30273 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.17603 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.428364 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0594979 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.586425 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.306052 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.221658 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.635436 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.665484 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.302023 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.436516 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.16864 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-1.06798 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.965782 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.196223 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.147389 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.137216 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.0238339 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.530702 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.137175 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.612972 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.656999 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.301654 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.164173 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.481 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.18161 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.648416 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.601648 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-1.07526 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-0.682976 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.221604 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.996139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.47242 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.580849 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.465949 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.355963 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.704653 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.614377 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.29548 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.567185 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.76631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,30),-1.87907 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.035395 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.399051 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.720805 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.49836 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.388373 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.737065 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.586235 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.04877 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.29471 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.0948 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.37037 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.707141 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.226416 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.472403 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.597064 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.717098 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.368207 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.24813 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.222397 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),1.09169 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0703979 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.385352 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.0364686 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.222751 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),1.11622 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0599681 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.255743 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0726754 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.00619725 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.397236 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.629345 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.308387 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.578153 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.593406 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.222397 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.443316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),1.11371 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0603533 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.253231 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.330114 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0322336 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.42252 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.654628 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.333671 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.666372 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.206377 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.713727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.648925 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.273814 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0878536 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0252873 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.320647 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.235865 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.608145 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.737032 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.41392 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.777748 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.554122 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.695876 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.257031 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.193139 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.411672 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.254264 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.559504 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-1.26028 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.571379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.678966 # DEPENDENCYPART_GRANDPAR
(3,9),(9,30),-1.42494 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.574011 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.2472 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.680662 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.843004 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.783891 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.587115 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.181069 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.143849 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.110826 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.237145 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.00514708 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.518524 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.766362 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.410462 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.702749 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.63787 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.699527 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.155737 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.176804 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.478966 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.302891 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.528686 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-1.22326 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.650013 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.652438 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-1.72575 # DEPENDENCYPART_GRANDPAR
(3,11),(11,27),-1.24634 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),-1.25053 # DEPENDENCYPART_GRANDPAR
(3,11),(11,30),-1.18463 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.567951 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.919214 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.685365 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-1.03805 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.761599 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.885548 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.25946 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.25992 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.69174 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.681368 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-1.31877 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-1.73221 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.565152 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.467176 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.630885 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.830996 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.264447 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.326848 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.609641 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.630797 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-1.43842 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.63179 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.301219 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.53287 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.59956 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.341934 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.838714 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.611813 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.187544 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.2135 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.649937 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.413557 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.684135 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-1.29107 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.762044 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.840095 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-1.68119 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-1.4039 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.485369 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.401341 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.546497 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-1.24226 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.669135 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.764641 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-1.72219 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-1.2932 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.668048 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-0.209781 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.673178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),-0.202042 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),0.0489294 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.297005 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.0566749 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.658165 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.933846 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.482744 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.726949 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.691032 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.796186 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.188378 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.488757 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.716737 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.402517 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-1.17227 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.708298 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.772805 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-1.82202 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-1.29257 # DEPENDENCYPART_GRANDPAR
(3,21),(21,28),-1.24131 # DEPENDENCYPART_GRANDPAR
(3,21),(21,29),-1.48043 # DEPENDENCYPART_GRANDPAR
(3,21),(21,30),-1.44892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.854514 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.710841 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-2.1221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-1.09004 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.973132 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.862378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.847568 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.18098 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.10215 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.26201 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.27546 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.42337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.2291 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.64287 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.12148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.420276 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.193346 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.184018 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.64299 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.10844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.419395 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.00136763 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.17566 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.666581 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.677283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.785248 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.728185 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.887976 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.32148 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.64287 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.3926 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.10308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.411901 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.00673592 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0828453 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.671258 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.675438 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.783403 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.726341 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.29002 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.49511 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.24763 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.58609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.517334 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.353475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.24011 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.223249 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.329694 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.573722 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.894727 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.472986 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.76653 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.589963 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.639534 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.557213 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.375435 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.496172 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.600513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.731415 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.531507 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.832372 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.868935 # DEPENDENCYPART_GRANDPAR
(4,9),(9,30),-1.64435 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.671167 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.456421 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.207684 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.380281 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.89707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.766494 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.06659 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-1.29155 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-1.17152 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-1.38381 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.42752 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.49009 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-1.63349 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.484862 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.49672 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.89855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.767975 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.06807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-1.2917 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.16292 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.09475 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.0515 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.04444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.309735 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.796731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.766997 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.92763 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.906019 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.980462 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-1.14025 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.1628 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.10557 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-1.09463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.0515 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.03907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0568607 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.801407 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.765152 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.925786 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.904175 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.663433 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.241399 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0942798 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.280047 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.322785 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.69141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.720749 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.30674 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.951971 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-1.21113 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-1.34697 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.30839 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.3745 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.305055 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.396486 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.656461 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.69289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.722231 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.30689 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.236594 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.164189 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.106648 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.69141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.720749 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.1333 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.991328 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.88239 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.791339 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.948638 # DEPENDENCYPART_GRANDPAR
