# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,15,27,27,24,14,
(3,4),(4,5),0.967016 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.549563 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.296866 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.221796 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.0873089 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.941851 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.969288 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.736067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.856297 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.55795 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.318718 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.225317 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.117611 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.074666 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0654566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.0552998 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.941851 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.969288 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.734376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.859741 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),1.09865 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.322627 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.884793 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.230622 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.116372 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.72358 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0703862 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0615477 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0625155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.770359 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.53783 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.799514 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),0.107999 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.632352 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.551324 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-1.93843 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.161128 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.08013 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.801988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.827831 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),1.07823 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.658485 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.454364 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.676001 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0435998 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.789834 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.295457 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0619599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),0.058501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.752912 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.565242 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.805501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),0.0472259 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.958732 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-1.44396 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-0.328983 # DEPENDENCYPART_GRANDPAR
(3,9),(9,28),-1.98288 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.686928 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.506042 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.162205 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.0893409 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0753456 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0587464 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.770286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.537762 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.806039 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-1.68814 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.108132 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.633148 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-1.21454 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.551257 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),-1.93836 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.969512 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.495189 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.86142 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0505317 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.096235 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.944189 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.891817 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-1.11456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.420385 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.666785 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.247108 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0339691 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.113517 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.761296 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-1.03336 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.751413 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.418144 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.765996 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.587957 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.924114 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-1.85043 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.110814 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.745167 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.541042 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-1.57132 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),-2.22941 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.25204 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.3785 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.29458 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.04821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.238353 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.322602 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.640814 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.392298 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.444765 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.593271 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.559283 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.25204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.3785 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.29458 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.04937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0920237 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.324978 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.177187 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.636752 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.392301 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.446184 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.450702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.595646 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.555268 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.624654 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.817103 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.853615 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.91149 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.705537 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.707159 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-1.38979 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.62629 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.22539 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.20316 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.07285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0796996 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.212411 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.397566 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.707322 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0429521 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.579523 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.754002 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.754286 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.35234 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.53184 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.732911 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.670882 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.78114 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.94818 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.720587 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.847962 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-1.49572 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.381428 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.571051 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.678334 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.19216 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.423016 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.541 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.271145 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.55907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.769397 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.31322 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.07213 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.584574 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.23113 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.21577 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.18005 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.969301 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.965394 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.05429 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.23167 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.03552 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-2.11735 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.550386 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.467522 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.411538 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.48005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.690375 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.19822 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.05347 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.15211 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.13626 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.988496 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.60012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.810447 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.41052 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.1063 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.27735 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.00576 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.11595 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.12269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.05815 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.800926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.537305 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0315201 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.59969 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.162293 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.488941 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.319927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.404138 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.501473 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.504487 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.71704 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.697521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.908249 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.457268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.692731 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-1.34355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.587726 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.979107 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.03127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.02573 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.797795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.00792121 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.633687 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.857451 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.281377 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.622409 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.623356 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.565808 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.294302 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.406097 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.628978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.508643 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.771915 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.695661 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.541647 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.756886 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-1.44561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.306974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.491866 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.577188 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.590159 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.619967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.594716 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.877236 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.11616 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.463379 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.814354 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.617624 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.582539 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.901222 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.909591 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-1.13018 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.902825 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.906347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.116442 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.763087 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.346337 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.00774488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.580906 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.677896 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.629921 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.351156 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.55808 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.536488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-1.00002 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.716313 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.608653 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.569534 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.535843 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-1.60705 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.353498 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.384829 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.12918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.707743 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.335426 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.353014 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.274733 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.336223 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.22025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.828799 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.448017 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.293354 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.866947 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.679497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.89736 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.593825 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.56493 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.762152 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.741434 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.695779 # DEPENDENCYPART_GRANDPAR
(6,2),(2,28),-1.58599 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.460366 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.435355 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.416933 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.481208 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.14123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.713802 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.429362 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.787925 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.59999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.61302 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.315324 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.2613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.926095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.482188 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.994657 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.577914 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.571083 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.467663 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.286316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.2613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.926181 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.482188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.378631 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.721986 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.994742 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.64822 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0406814 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.252894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.401729 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.889063 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.845031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.03408 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.09886 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.454018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.137768 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),1.04972 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.560844 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.266458 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.095313 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.294114 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0796374 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.00712381 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.197488 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.223808 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.288754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.211367 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.209117 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.304022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.916704 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0514046 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0386052 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.303065 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.213971 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.218564 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.160798 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.391669 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.43162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,9),0.227232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.553945 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.21481 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.151017 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.128217 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.104651 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.284693 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.413256 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.888127 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.422052 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),0.0299938 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-1.09354 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.288518 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-0.813788 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.08825 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.173427 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.431542 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.353362 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.206731 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.811178 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.881677 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.943946 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.911167 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.975948 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.559925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.264552 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.282192 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.303343 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.209359 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.134256 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.333114 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0577212 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.11861 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.241387 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.750167 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.222963 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.11397 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.158196 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.193048 # DEPENDENCYPART_GRANDPAR
