# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(2,6),(6,10),-0.310761 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.220183 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.478851 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.340488 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.0752658 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.299727 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.369216 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),0.175553 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-0.964121 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-0.40784 # DEPENDENCYPART_GRANDPAR
(2,6),(6,30),0.0897256 # DEPENDENCYPART_GRANDPAR
(2,6),(6,32),-2.21243 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.04875 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.428304 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.469554 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.00661364 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.242643 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.0593001 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.184344 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.277522 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.321795 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),0.330505 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.991368 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0916606 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.415586 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.306007 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.336428 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.570565 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.488609 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),0.0748606 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.35856 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.0182551 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-1.20136 # DEPENDENCYPART_GRANDPAR
(2,9),(9,3),1.04293 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.644917 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.422781 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.246419 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.133834 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0625203 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.648135 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.223826 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.339189 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.373812 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),0.178155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.234481 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.120975 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.00377004 # DEPENDENCYPART_GRANDPAR
(2,9),(9,27),-0.824459 # DEPENDENCYPART_GRANDPAR
(2,9),(9,28),-0.587163 # DEPENDENCYPART_GRANDPAR
(2,9),(9,32),-1.92587 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),1.17453 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.728014 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.331929 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.195184 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.365407 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.342342 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.487707 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.48963 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.143455 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.30242 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.147888 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-1.354 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.127428 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-1.46613 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-1.2594 # DEPENDENCYPART_GRANDPAR
(2,13),(13,24),-0.345582 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-1.59023 # DEPENDENCYPART_GRANDPAR
(2,13),(13,26),-1.83154 # DEPENDENCYPART_GRANDPAR
(2,13),(13,27),-0.972978 # DEPENDENCYPART_GRANDPAR
(2,13),(13,28),-0.710821 # DEPENDENCYPART_GRANDPAR
(2,13),(13,29),-1.34571 # DEPENDENCYPART_GRANDPAR
(2,13),(13,30),0.157915 # DEPENDENCYPART_GRANDPAR
(2,13),(13,32),-1.98996 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.03214 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.04492 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.55159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.326244 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.153613 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.607515 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.535009 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.76926 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.952879 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.998307 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.512574 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-1.08848 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-1.09194 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.744573 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-1.24378 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.19982 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-0.834663 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-0.288021 # DEPENDENCYPART_GRANDPAR
(3,6),(6,30),-1.34818 # DEPENDENCYPART_GRANDPAR
(3,6),(6,32),-2.14752 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.124377 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.561264 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.6445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.282313 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.0887 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.783921 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.67658 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.866364 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.754745 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.930316 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-1.21082 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-1.14147 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.76461 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.835846 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.83827 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.42757 # DEPENDENCYPART_GRANDPAR
(4,1),(1,27),-1.72671 # DEPENDENCYPART_GRANDPAR
(4,1),(1,28),-1.72274 # DEPENDENCYPART_GRANDPAR
(4,1),(1,30),-0.722271 # DEPENDENCYPART_GRANDPAR
(4,1),(1,32),-1.15087 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.11241 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.775506 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.861973 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.943347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.25158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.284251 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0233209 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.303083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.229445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.373367 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.30364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.565497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.510529 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.356515 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.276005 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.456892 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.78924 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-1.08138 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-1.08442 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),-0.314176 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),-0.701462 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.93004 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.23213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.327397 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0137383 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.175823 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.20223 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.247391 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.369457 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.465807 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.235451 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.930968 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.500995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.160677 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.416691 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.213711 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.457468 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.436184 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.436129 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.112254 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.828726 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.244036 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.327209 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.024321 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.37106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.720455 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.745849 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.643153 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-1.07834 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.21151 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-1.03312 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.04531 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-1.27156 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-1.15297 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-1.18962 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.46181 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.17545 # DEPENDENCYPART_GRANDPAR
(5,1),(1,27),-1.35816 # DEPENDENCYPART_GRANDPAR
(5,1),(1,28),-1.21662 # DEPENDENCYPART_GRANDPAR
(5,1),(1,30),-1.55423 # DEPENDENCYPART_GRANDPAR
(5,1),(1,32),-2.209 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.627681 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.278911 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.30379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.708308 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.644504 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.63707 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-1.01107 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.965757 # DEPENDENCYPART_GRANDPAR
(5,2),(2,32),-2.12393 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.718144 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.265541 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.48564 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.674377 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.659815 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.612208 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.798706 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.2198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.89909 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.615628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.641196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0561818 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.00155155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.307055 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.413183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.275867 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.242506 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.495612 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.403661 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.508437 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.663484 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.437869 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.555359 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-0.479043 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-0.804921 # DEPENDENCYPART_GRANDPAR
(5,6),(6,32),-1.78241 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.938548 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.67068 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.58066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.279186 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.297588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.237881 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.263752 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.256105 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.497954 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.253118 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.898229 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.254593 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.295812 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.425386 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.245719 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.23426 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.491021 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.445479 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.459801 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.51693 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.05517 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.15746 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.756456 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.577138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.0348003 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.116224 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.230087 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.421816 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.275484 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.157506 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.509279 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.393931 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.555833 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.480387 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.179791 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.470359 # DEPENDENCYPART_GRANDPAR
(5,9),(9,28),-0.220966 # DEPENDENCYPART_GRANDPAR
(5,9),(9,32),-1.67508 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.987091 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.330341 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.151485 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.045573 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.241829 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.33532 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.447822 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.375001 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.639631 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0755373 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.252374 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.192624 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.736352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.21947 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),0.295329 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.511515 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.131576 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.783012 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.88098 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.666473 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.0215387 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.416991 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.613494 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-0.617345 # DEPENDENCYPART_GRANDPAR
(6,1),(1,27),-0.925388 # DEPENDENCYPART_GRANDPAR
(6,1),(1,28),-0.542001 # DEPENDENCYPART_GRANDPAR
(6,1),(1,30),-0.131401 # DEPENDENCYPART_GRANDPAR
(6,1),(1,32),-1.76262 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.194772 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0433616 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.247419 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.0331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.332324 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),0.04842 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.647865 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.919268 # DEPENDENCYPART_GRANDPAR
(6,2),(2,32),-1.89897 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.879146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),0.072534 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.188803 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.787302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.181808 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),0.276107 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.228043 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.743315 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.286842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.259049 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.736398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.219482 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),0.295389 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.511523 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.124628 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.877997 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.358311 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.306533 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.389788 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.574121 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0146786 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.202381 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.267394 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.152723 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.129248 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.0980213 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.425109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.212629 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0165432 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0204236 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.281717 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0835116 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.155775 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0735895 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.232162 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.258239 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.441082 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.72079 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.344035 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.470002 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.377462 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.676188 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.431422 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.224138 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.174973 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.187985 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0332706 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0877361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.123405 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0504968 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.208403 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.232393 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.133059 # DEPENDENCYPART_GRANDPAR
(6,9),(9,32),-1.52678 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.57501 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.529831 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.36944 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.195574 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.3043 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0909723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0858434 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.261724 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.744715 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.368515 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.397774 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.679379 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0644764 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.17525 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.171171 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.0114031 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.171032 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.0777199 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),0.0393279 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.380946 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.203834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.555481 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.376386 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.504669 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.485543 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.273404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.215579 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.12849 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-0.489116 # DEPENDENCYPART_GRANDPAR
(6,13),(13,30),0.0611697 # DEPENDENCYPART_GRANDPAR
(6,13),(13,32),-1.47837 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.12009 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.181643 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.116635 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.012202 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.141543 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.12871 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.0539165 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.416945 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.259041 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.555842 # DEPENDENCYPART_GRANDPAR
