# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,36,40,40,37,16,
(0,16),(16,22),-0.274397 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.479684 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.0761894 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.498757 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),0.514892 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),0.60097 # DEPENDENCYPART_GRANDPAR
(0,16),(16,28),-0.273785 # DEPENDENCYPART_GRANDPAR
(0,16),(16,29),-0.265607 # DEPENDENCYPART_GRANDPAR
(0,16),(16,31),0.15181 # DEPENDENCYPART_GRANDPAR
(0,16),(16,32),-0.740456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,33),-0.608789 # DEPENDENCYPART_GRANDPAR
(0,16),(16,36),0.0459744 # DEPENDENCYPART_GRANDPAR
(0,16),(16,37),-0.462724 # DEPENDENCYPART_GRANDPAR
(0,16),(16,41),2.45656 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.975281 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.438372 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.177949 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.423096 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.163634 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.784344 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.0650198 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.112679 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.386329 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.0561846 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.647725 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.674958 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.389724 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.524685 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.233902 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.581749 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),0.419521 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),0.518245 # DEPENDENCYPART_GRANDPAR
(0,21),(21,28),-0.476139 # DEPENDENCYPART_GRANDPAR
(0,21),(21,29),-0.348605 # DEPENDENCYPART_GRANDPAR
(0,21),(21,33),-0.772629 # DEPENDENCYPART_GRANDPAR
(0,21),(21,37),-0.664754 # DEPENDENCYPART_GRANDPAR
(0,21),(21,41),2.35593 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.045829 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.897754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.55805 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0130168 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.191827 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.757427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.929576 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.524045 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0309564 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.142236 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0399592 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.154666 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.362093 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.351595 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.366761 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.204639 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.048674 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.730194 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.217784 # DEPENDENCYPART_GRANDPAR
(1,4),(4,41),-1.60008 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.856457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),0.459604 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.611186 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0156942 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.111449 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0406023 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.246608 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.167467 # DEPENDENCYPART_GRANDPAR
(1,5),(5,41),-1.7074 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.875469 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.512885 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.183117 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.421757 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.0655013 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.93827 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.180708 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.388135 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.410794 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-1.80621 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.392655 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.232558 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.086565 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.735797 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.242699 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.246742 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-0.77981 # DEPENDENCYPART_GRANDPAR
(1,7),(7,41),-1.62441 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-1.06959 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.352915 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.548465 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.374024 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.368118 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.135198 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.729086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,5),0.195013 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.46884 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),0.0366187 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0925492 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.75543 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.101573 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.392177 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-1.85009 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.349497 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.161635 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.114703 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.792108 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.582624 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.673187 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.361408 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.695729 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.101174 # DEPENDENCYPART_GRANDPAR
(1,11),(11,26),-0.761193 # DEPENDENCYPART_GRANDPAR
(1,11),(11,31),-0.119317 # DEPENDENCYPART_GRANDPAR
(1,11),(11,41),-1.77109 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.835985 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.121614 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.737317 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.721197 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.855268 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.500574 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.611184 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.559181 # DEPENDENCYPART_GRANDPAR
(2,5),(5,41),-2.55609 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.459872 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.58305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.39128 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.432432 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.976892 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.60137 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.810242 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-1.09283 # DEPENDENCYPART_GRANDPAR
(3,1),(1,41),-0.933568 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.533835 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.776099 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.134316 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.378765 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.315497 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.247284 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.034844 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.13805 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.540346 # DEPENDENCYPART_GRANDPAR
(3,5),(5,41),-0.585746 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.46365 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.142936 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0110437 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.538798 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.146536 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.343374 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.226001 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0646339 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.15699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.396687 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.404345 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.597037 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.853861 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.686436 # DEPENDENCYPART_GRANDPAR
(4,1),(1,41),-2.35448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.51054 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.210963 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.414142 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.503462 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.688012 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.98478 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.423746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.383857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.416949 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.133559 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.153072 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0647135 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0120542 # DEPENDENCYPART_GRANDPAR
(4,5),(5,41),-2.03449 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.11631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.741415 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.372171 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.244618 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.149505 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.705899 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.279973 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.205501 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.021349 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.23997 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.181812 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.171591 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.175693 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.194948 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.00804485 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.79138 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.481755 # DEPENDENCYPART_GRANDPAR
(4,7),(7,41),-1.90795 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.321435 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.140058 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0307585 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0407456 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.152814 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.103347 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.422069 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.162942 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0251273 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.0267219 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0520021 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0969342 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.166555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.21634 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.166922 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.0424463 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-1.03801 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),0.332163 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.313242 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.278625 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0720898 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.402301 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.31593 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0147438 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0354761 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0538706 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0969805 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.166792 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.215395 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.197605 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.270688 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.0429245 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.566595 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.754509 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.48836 # DEPENDENCYPART_GRANDPAR
(4,11),(11,31),-0.0331841 # DEPENDENCYPART_GRANDPAR
(4,11),(11,41),-1.94516 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.22706 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.248546 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.117388 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.238869 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.215645 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.283241 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.313499 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.255711 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),-0.63735 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-1.02211 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),0.365499 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.0776676 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.105431 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.10095 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.152767 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-1.05259 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.465338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.444751 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.282983 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.107677 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.470856 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.29842 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.232765 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.135475 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.00492643 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0921763 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0366829 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.510301 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.111994 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.223706 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.231303 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.00935273 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.230751 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.533344 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.555651 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.371347 # DEPENDENCYPART_GRANDPAR
(4,16),(16,26),-0.600257 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-0.289707 # DEPENDENCYPART_GRANDPAR
(4,16),(16,28),-0.436114 # DEPENDENCYPART_GRANDPAR
(4,16),(16,29),-0.483255 # DEPENDENCYPART_GRANDPAR
(4,16),(16,31),-0.0868212 # DEPENDENCYPART_GRANDPAR
(4,16),(16,32),-0.292466 # DEPENDENCYPART_GRANDPAR
(4,16),(16,33),-0.360886 # DEPENDENCYPART_GRANDPAR
(4,16),(16,36),-0.487695 # DEPENDENCYPART_GRANDPAR
(4,16),(16,37),-0.283596 # DEPENDENCYPART_GRANDPAR
(4,16),(16,41),-2.07893 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.121513 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.14352 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.0636204 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.0369977 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.0578754 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.176496 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.30254 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.0130054 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.44221 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.599314 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.73708 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.589584 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.489619 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.504866 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.277422 # DEPENDENCYPART_GRANDPAR
(4,18),(18,31),-0.0208154 # DEPENDENCYPART_GRANDPAR
(4,18),(18,32),-0.314824 # DEPENDENCYPART_GRANDPAR
(4,18),(18,33),-0.483373 # DEPENDENCYPART_GRANDPAR
(4,18),(18,37),-0.446319 # DEPENDENCYPART_GRANDPAR
(4,18),(18,41),-1.90755 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-1.08925 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.497855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.197314 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.0320398 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.27491 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.0891308 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.223516 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),0.0803267 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.199493 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.259431 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.398427 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.382937 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.137868 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.584385 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.561668 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.376396 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.619989 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.294478 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.524067 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-0.48831 # DEPENDENCYPART_GRANDPAR
(4,21),(21,33),-0.401776 # DEPENDENCYPART_GRANDPAR
(4,21),(21,37),-0.373543 # DEPENDENCYPART_GRANDPAR
(4,21),(21,41),-1.97585 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.483747 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.238187 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0181928 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.65459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.101034 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.733564 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.25699 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.641517 # DEPENDENCYPART_GRANDPAR
(5,1),(1,41),-2.20733 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.231084 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0491328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.239004 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.74888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.154607 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.838328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.92085 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.22554 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.799432 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.20945 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.918639 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.83146 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.50162 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.17516 # DEPENDENCYPART_GRANDPAR
(5,4),(4,41),-2.28956 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.19408 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.01182 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.896805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.09198 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.00327217 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.55746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.126288 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.429951 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.170856 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-1.23526 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.398641 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.293968 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.239318 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.584951 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.456874 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.291708 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.734583 # DEPENDENCYPART_GRANDPAR
(5,7),(7,41),-1.73765 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.688778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.298495 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.590281 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.134086 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.374104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.196609 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.408917 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.39095 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0779449 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-1.22378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.287935 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.159004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.203076 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.578229 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.461031 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.510729 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.894444 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.884909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.0449 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.933708 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0237757 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.37462 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0471522 # DEPENDENCYPART_GRANDPAR
