# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(4,5),(5,3),-1.10307 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.50992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.724264 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.36624 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.289562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.463916 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.489912 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-1.01481 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.469689 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.895567 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.928429 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.906168 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.4692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.135729 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.375029 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.279185 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.575766 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.401722 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.556936 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.473537 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.823212 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-1.04325 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.956732 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.800079 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.770031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.402642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.282139 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.689009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,31),-1.71574 # DEPENDENCYPART_GRANDPAR
(4,6),(6,37),-0.926416 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.953448 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.10309 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.48136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0508592 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.719787 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.334366 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.55837 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.469207 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.466543 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.445788 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.79382 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-1.01548 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.899386 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.796596 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.693003 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.504168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.102509 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.674399 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.478274 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.778327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.50745 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.414234 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.539319 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.34158 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.713154 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-1.0086 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.767582 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.218703 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.35378 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.22183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.674029 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.144145 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.320134 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0417055 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.2129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.70824 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.69584 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.919668 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.749915 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-1.18997 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.735037 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.770018 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.0492 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.58003 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.847505 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-1.08876 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.02386 # DEPENDENCYPART_GRANDPAR
(5,2),(2,31),-0.744763 # DEPENDENCYPART_GRANDPAR
(5,2),(2,37),-2.16001 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.260211 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.021506 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.754978 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.941328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.338693 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.36938 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.28875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.728032 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.771376 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.928275 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.686012 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.809155 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.769912 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.480552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.668719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0859744 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0946986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.305949 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0926832 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.394771 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.180057 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.503624 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.210873 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.586254 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.0703996 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.289061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.405369 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.320521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.620082 # DEPENDENCYPART_GRANDPAR
(5,6),(6,31),-0.185618 # DEPENDENCYPART_GRANDPAR
(5,6),(6,37),-1.8962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.884605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.01443 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.603254 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.618699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0249043 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.136311 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.513441 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.252314 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.261183 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.260239 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.539705 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0675339 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.589808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.223459 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.322688 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.553137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.680268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0808667 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.174545 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.394861 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0354318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0127772 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.322452 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0668854 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.320193 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.0963562 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.177768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.32751 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.282216 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.835397 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.934868 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.587767 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.713724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.15254 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.196815 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.162561 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.45763 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.216875 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.270889 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.108195 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.345622 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.445816 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.0501057 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.596254 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.0663434 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.309605 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.512468 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.354671 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.362347 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-0.556531 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.562311 # DEPENDENCYPART_GRANDPAR
(5,11),(11,36),-0.911172 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.64128 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.25339 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.123567 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0839928 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.299555 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),0.00599107 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.0815863 # DEPENDENCYPART_GRANDPAR
(5,12),(12,25),-0.288664 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.213412 # DEPENDENCYPART_GRANDPAR
(5,21),(21,18),-0.77009 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.153106 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),-0.407713 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.298843 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.70186 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.315018 # DEPENDENCYPART_GRANDPAR
(5,21),(21,26),-0.55166 # DEPENDENCYPART_GRANDPAR
(5,21),(21,27),-0.761102 # DEPENDENCYPART_GRANDPAR
(5,21),(21,28),-0.452233 # DEPENDENCYPART_GRANDPAR
(5,21),(21,30),-0.614749 # DEPENDENCYPART_GRANDPAR
(5,21),(21,31),-0.106386 # DEPENDENCYPART_GRANDPAR
(5,21),(21,32),-0.966513 # DEPENDENCYPART_GRANDPAR
(5,21),(21,33),-0.576737 # DEPENDENCYPART_GRANDPAR
(5,21),(21,36),-1.01947 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.161432 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.16867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,1),-0.187184 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.15033 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0180454 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0591248 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.09376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.289916 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.0855427 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.26849 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.45418 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.557107 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.617878 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.493889 # DEPENDENCYPART_GRANDPAR
(6,2),(2,19),-0.38196 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.42314 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.278377 # DEPENDENCYPART_GRANDPAR
(6,2),(2,26),-0.488796 # DEPENDENCYPART_GRANDPAR
(6,2),(2,31),-1.05955 # DEPENDENCYPART_GRANDPAR
(6,2),(2,37),-0.892923 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.00784709 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.104548 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.24026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.217723 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.160869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.513196 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.256099 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.16578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.153604 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.119909 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.222299 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0985038 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.684836 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.125441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.1992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.0334242 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0174581 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.397585 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.535267 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.899811 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.306253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.579567 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.314211 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.443785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.472035 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.55761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.141601 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.219409 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0509658 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0197411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.146019 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.151187 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.250401 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.408404 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.25445 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),0.0425571 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.166014 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.54269 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.583052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.687743 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.485424 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.160626 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.165783 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0326219 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.128931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.077847 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.267177 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),0.0699923 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.0313737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,25),-0.216417 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.131117 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.638222 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.097526 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.252945 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.586965 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.268438 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.496495 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.426167 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.667677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.616746 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.209373 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.627244 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0643469 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0910997 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.165519 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.34723 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.233587 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.262296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.482867 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.168856 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.0617691 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.170925 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.32874 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.265463 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),-0.401263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.758962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,36),-0.368879 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.319983 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.033157 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.225208 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.317046 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.156768 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.182002 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.0437196 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.374357 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.84623 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.17778 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.722025 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0740555 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0249999 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0395885 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.149888 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.537964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.120969 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.177363 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.356714 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.117201 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),0.04074 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.0215044 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.480097 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.24896 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.513927 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.224454 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.351922 # DEPENDENCYPART_GRANDPAR
(6,13),(13,27),-0.56578 # DEPENDENCYPART_GRANDPAR
(6,13),(13,28),-0.633105 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-0.51384 # DEPENDENCYPART_GRANDPAR
(6,13),(13,30),-0.414278 # DEPENDENCYPART_GRANDPAR
(6,13),(13,31),-0.619032 # DEPENDENCYPART_GRANDPAR
(6,13),(13,32),-0.718989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,33),-0.899125 # DEPENDENCYPART_GRANDPAR
(6,13),(13,34),-0.576058 # DEPENDENCYPART_GRANDPAR
(6,13),(13,36),-0.256261 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.467855 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0960889 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.159907 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.323792 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.267506 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.406894 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.206034 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.0175629 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.121801 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.286852 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.316451 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.517634 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.151055 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.272387 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.815442 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),-0.421469 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-1.06717 # DEPENDENCYPART_GRANDPAR
(6,19),(19,27),-0.843568 # DEPENDENCYPART_GRANDPAR
(6,19),(19,28),-0.911067 # DEPENDENCYPART_GRANDPAR
(6,19),(19,30),-1.05938 # DEPENDENCYPART_GRANDPAR
(6,19),(19,32),-0.826762 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.16642 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.059944 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.299073 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.471841 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.14259 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.13612 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.518574 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.323509 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),-0.808982 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.299631 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.45134 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.853004 # DEPENDENCYPART_GRANDPAR
(6,20),(20,28),-0.873931 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),-0.789056 # DEPENDENCYPART_GRANDPAR
(6,20),(20,31),-0.716964 # DEPENDENCYPART_GRANDPAR
(6,20),(20,32),-0.823191 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.414321 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.197257 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.511133 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.220367 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.573275 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.201886 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),-0.359262 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.891752 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.629407 # DEPENDENCYPART_GRANDPAR
(6,21),(21,30),-0.600038 # DEPENDENCYPART_GRANDPAR
(6,21),(21,31),-0.55536 # DEPENDENCYPART_GRANDPAR
(6,21),(21,32),-0.733206 # DEPENDENCYPART_GRANDPAR
(6,21),(21,33),-0.895428 # DEPENDENCYPART_GRANDPAR
(6,21),(21,36),-0.268234 # DEPENDENCYPART_GRANDPAR
(6,25),(25,13),-0.159915 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.148371 # DEPENDENCYPART_GRANDPAR
(6,25),(25,18),-0.451822 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.158292 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.0339105 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),-0.75427 # DEPENDENCYPART_GRANDPAR
