# _root_ In composite trading on the New York Stock Exchange , the company closed at $ 25.25 a share , down 25 cents .
#goldHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
#predictedHeads=13,3,1,3,9,9,9,9,4,13,12,13,0,13,14,15,18,15,13,13,22,20,13,
(15,16),(15,22),-0.116826 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0175785 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.044324 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0341902 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00227513 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.00104298 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0149217 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.050324 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0863399 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0325369 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.158657 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.235632 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0461866 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.618397 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0145894 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.246362 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0206467 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0677546 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0471888 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.00101459 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.206271 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.104767 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0260321 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.173955 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0390276 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0566843 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.018022 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0536841 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0518153 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0400435 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.11571 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.136853 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.74249 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00869425 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.388992 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0780541 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0217274 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0163204 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0124932 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.394932 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0766974 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.06758 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0258674 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0547902 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.192615 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.133208 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.122141 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.181627 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.52466 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.346509 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.620305 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0109733 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0996832 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.105394 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.00605287 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0506689 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0242001 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.205474 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0547193 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0957464 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.14054 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.39619 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.033816 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.025651 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.185815 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0574422 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0182634 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.182568 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0403245 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.024436 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.15607 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.125974 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.15082 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.130626 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0904597 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.00592973 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.144489 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.227535 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.136336 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0166251 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.110518 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0613814 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.147656 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0809743 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0260688 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0168951 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0886651 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.316149 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.109656 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0483579 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.101912 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0759958 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0563964 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0868686 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.254918 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0601131 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0352309 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0675996 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0788578 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0114475 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0842518 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0504916 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0433237 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0656082 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.286674 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.100341 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0236026 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.126755 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0275825 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.114706 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0660244 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.112938 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0272005 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0210195 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0490105 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.154707 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.073913 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.114702 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0407559 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0852555 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.115353 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0421563 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.125336 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0985712 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0093858 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0467258 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0293543 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0291408 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.154372 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.109803 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0508647 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0391763 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.22192 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.231154 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.14825 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.157896 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.129203 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.247082 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0930346 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.46665 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0254348 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0304471 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.621839 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),1.30078 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.73949 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0849225 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.213922 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0726497 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0367942 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.443967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.348271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.191319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.00417516 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.131073 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),1.49562 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.819955 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.201369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.821125 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.377418 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0445161 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.179194 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0944697 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.538637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.354699 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.344088 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),1.30411 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.934315 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.222819 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0104441 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-1.08657 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.336567 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.1214 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.204689 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.00436448 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.829555 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.807689 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.24324 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.499436 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0678691 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.182962 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.387974 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.370351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.490221 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.139323 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),1.58245 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.868276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.228298 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.505748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.918525 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.168901 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.253975 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.210511 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.451808 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0070197 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.0295181 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.388643 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.700649 # DEPENDENCYPART_GRANDPAR
(1,3),(3,23),-1.16748 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.813889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),0.809832 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.756791 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.421263 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.208666 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.113912 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.26974 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.417686 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0316054 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.21636 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-1.423 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.509019 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.315971 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.307218 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.532414 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0906611 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.268398 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.401515 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.145844 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.849882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.641474 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),0.957911 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.175316 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.475056 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.0211108 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.134654 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.0355652 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.155218 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-1.18156 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.0701014 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.0484057 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.531767 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-1.07725 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.0982088 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.0920529 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.651258 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),-0.582879 # DEPENDENCYPART_GRANDPAR
(1,9),(9,23),-1.11507 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.766616 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.65982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.643763 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.642326 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.783227 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.730458 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.97147 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-1.12211 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.95789 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.724032 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.10365 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.633349 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.321439 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.129748 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.261962 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.363434 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.660277 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.517349 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.635381 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.636857 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0472599 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.37961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.716442 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.810951 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.701847 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.330791 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.1039 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-1.60324 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.139907 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.807604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.91628 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.793746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.609722 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.115604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.128391 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.329577 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.61113 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.495687 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.0792447 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.577713 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-1.25047 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.440843 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.124802 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.00285178 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.497182 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.176293 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.00442 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.611094 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.848747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.179458 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.427718 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.145614 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0366453 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0259198 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.440729 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0844519 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.163029 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.608436 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.489624 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.273995 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.998224 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.702501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.706566 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.459076 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-1.16536 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),-0.100377 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.432929 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.234689 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.112698 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.12109 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.247257 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.485912 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.211632 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.500045 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.523439 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.232074 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.878285 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.715912 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.349753 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.00134 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.681508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.0411387 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.637182 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.277253 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.173547 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0910245 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.206567 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.613215 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.00737899 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0457093 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.312641 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.26859 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.439072 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.902262 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.836693 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.455685 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.433525 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-1.42791 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.841912 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.45453 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.122325 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-1.17486 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.498483 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.319317 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.107685 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.48578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.290811 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.532465 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.931016 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.624498 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-1.79948 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.415624 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.549584 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.50118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.63939 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.03829 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.769382 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.01613 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.740088 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.06426 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.17567 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.8694 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),1.06987 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.225246 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0492147 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),1.01067 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.879217 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.086727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.144645 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.140281 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),1.10242 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.811001 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.461969 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.185304 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0845966 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.122196 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.205948 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.379474 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-1.32871 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.837267 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.00066 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.905641 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.710068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),1.29147 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),1.17517 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.803886 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.559796 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0573328 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.597427 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0950366 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.129312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.408514 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-1.11291 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.181812 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.352211 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.486802 # DEPENDENCYPART_GRANDPAR
