# _root_ Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says Ms. MacDonald .
#goldHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,22,25,27,25,23,30,30,0,32,30,30,
#predictedHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,21,25,27,25,23,30,30,0,32,30,30,
(2,4),(4,1),-0.591801 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.14907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0491941 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.476833 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.323911 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.421954 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.0960847 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.503834 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.235535 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.626791 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-1.13372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0917734 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.614478 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.218568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.377111 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.385353 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.075084 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.60033 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.22318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.000566045 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.196319 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.408754 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.237801 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.293324 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.576816 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.429179 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.37692 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.583001 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.329962 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.226034 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.607434 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.480135 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.448737 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.611356 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.800101 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-1.32897 # DEPENDENCYPART_GRANDPAR
(2,7),(7,28),-0.398437 # DEPENDENCYPART_GRANDPAR
(2,7),(7,29),-0.629734 # DEPENDENCYPART_GRANDPAR
(2,7),(7,30),-0.784486 # DEPENDENCYPART_GRANDPAR
(2,7),(7,33),-1.18242 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.119575 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.638867 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.31177 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.594547 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.460345 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.587284 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.314815 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.557728 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.231506 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.24674 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.738158 # DEPENDENCYPART_GRANDPAR
(2,8),(8,33),-1.11606 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.710407 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.1236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.0308152 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.701901 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.369227 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.238972 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.300088 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.483002 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.538035 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.538782 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.618322 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.723719 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.380041 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.579345 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.159311 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.249849 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.67867 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.592862 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.59373 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.612788 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.928269 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),-0.468665 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),-0.896026 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),-1.50147 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),-1.07506 # DEPENDENCYPART_GRANDPAR
(2,15),(15,28),-0.331714 # DEPENDENCYPART_GRANDPAR
(2,15),(15,29),-0.642935 # DEPENDENCYPART_GRANDPAR
(2,15),(15,30),-0.684036 # DEPENDENCYPART_GRANDPAR
(2,15),(15,32),-0.835584 # DEPENDENCYPART_GRANDPAR
(2,15),(15,33),-1.0013 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.519933 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.657249 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.956896 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.50061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.404101 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.747196 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.553919 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.676674 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.569183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.03295 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.376823 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.818919 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.0649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.232683 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.171924 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.249849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.12083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0289575 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.196113 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.400106 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.83629 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.08041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0444533 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0114572 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.198702 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.218369 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.547238 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.382717 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.802136 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.981636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.419663 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.120067 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0995968 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.12829 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.21734 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.343119 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.509499 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.506191 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.471816 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.630779 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.655036 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.405479 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.4766 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.483048 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.266757 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.15387 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.754849 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.846336 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-0.860936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,33),-1.29542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.21479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.16628 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.142302 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.252759 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.264083 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.230971 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.477119 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.502477 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.412992 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.572201 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.556436 # DEPENDENCYPART_GRANDPAR
(3,8),(8,33),-1.19988 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.574126 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.53393 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.161049 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.14751 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.17756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.753599 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.60529 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.550532 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.551644 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.934451 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.594714 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.554807 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.26715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.613534 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.574855 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.526414 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.629882 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.570517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.793658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.00394752 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.855856 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.88701 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.573722 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.851116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.00573873 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0799964 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.248288 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.307043 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.575098 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.861096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.11286 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.538738 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.171546 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.400097 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.277652 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.317565 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.272463 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.353118 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.412549 # DEPENDENCYPART_GRANDPAR
(4,8),(8,33),-0.765243 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.637882 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.388672 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0734347 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.6775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.255435 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.925195 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.673046 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.479688 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.344739 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.274439 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.67598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.24741 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.702759 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.925879 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.792778 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.685809 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.544486 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.3892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.201493 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.103554 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.601648 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.212183 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.532763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.565788 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.557757 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.78644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.770718 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-1.13255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-1.14106 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.919979 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.868465 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-1.18286 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.999854 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-1.30867 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-0.890783 # DEPENDENCYPART_GRANDPAR
(5,7),(7,33),-1.91746 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.30166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.727246 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.237935 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.190344 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.411633 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.189045 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.33485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.745607 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.883643 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.835006 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.712628 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.57286 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.354815 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.435318 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.30184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.719191 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.959442 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.568203 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.526269 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.195539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.388842 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.29631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.991865 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.211246 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.410288 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.740986 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.946706 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.902421 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.646003 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.90677 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.902013 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.857314 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.29899 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.483653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0124673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.24543 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.282037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.111294 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.386099 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.390896 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.398156 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.222047 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.248887 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.376758 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.938107 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.663774 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-0.478203 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-0.29495 # DEPENDENCYPART_GRANDPAR
(6,7),(7,33),-1.30943 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.687685 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.73327 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.839735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.60935 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.121109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.256989 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.472845 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.559257 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.314159 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.392317 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.509228 # DEPENDENCYPART_GRANDPAR
(6,8),(8,33),-1.30544 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.00766409 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.23287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,1),0.064443 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0706623 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.19389 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.606404 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.147002 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.23764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.28535 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.755104 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.246007 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.184055 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.38184 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.540457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0286708 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.22944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.0949518 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.169175 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.277605 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.00513305 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.373057 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.230169 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),0.0777068 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0832274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.339246 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.24254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,1),-0.0388337 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.23189 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.110795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0852034 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.539748 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.3158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.028715 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.0169 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.40636 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),0.0906815 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.693485 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.387685 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.105931 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.328434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.122262 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.272235 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.225966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.255609 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.160369 # DEPENDENCYPART_GRANDPAR
(7,8),(8,33),-1.1126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0367465 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.591746 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.381114 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.0237419 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.0415261 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.628901 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.73325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.28777 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.605504 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.275369 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.358068 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.337657 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.448926 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.455903 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.220384 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.344404 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.398802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),0.00970473 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.0390527 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.0588128 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.644659 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.439129 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-1.12909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.701415 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.455224 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.492066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-0.0413163 # DEPENDENCYPART_GRANDPAR
(7,10),(10,32),-0.452386 # DEPENDENCYPART_GRANDPAR
(7,10),(10,33),-1.11724 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.294932 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.102006 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.169478 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.322216 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.303997 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.33386 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.211162 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.265825 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0296181 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.0528063 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.524908 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.245898 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.326002 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0940296 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.32536 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.133224 # DEPENDENCYPART_GRANDPAR
