# _root_ That should stop a lot of account-churning , and produce a stock market driven only by professional concern , careful thought and good sense .
#goldHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,14,14,18,16,18,21,18,21,24,22,2,
#predictedHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,16,14,18,16,18,21,18,21,24,22,2,
(13,10),(13,15),-0.0768659 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.11517 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0599588 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0446175 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0386155 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.375808 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.353851 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0982018 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0151343 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0699281 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0480028 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00543044 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.153229 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.176187 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.264366 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0707594 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0878025 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0535095 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.140008 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0800188 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.116103 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.206271 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0758783 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0817023 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0660378 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0161265 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0772537 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.121419 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.110745 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.161805 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0271206 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0895269 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.794782 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0501001 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.00748394 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0548766 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.00214702 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0398398 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0813159 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.00677777 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.327531 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.00111592 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0228581 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0141594 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0169357 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.00705225 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0144242 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0267432 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.00655988 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0372208 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.00640351 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0149418 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.00610977 # DEPENDENCYPART_SIBL
(14,1),(14,25),-0.000863956 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0437421 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.10565 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0438264 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.154538 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0156333 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0184522 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0415625 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0338423 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0420396 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0279004 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.110879 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0593232 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0770039 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0106136 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0589307 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0817852 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0124356 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0525958 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.0652568 # DEPENDENCYPART_SIBL
(14,2),(14,25),0.0933142 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0154538 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.123134 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0280967 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0351714 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.00479251 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.172922 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.141504 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0955901 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0380616 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0445821 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.00906236 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.00288792 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0482445 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00858577 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.000978247 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.101935 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.00962076 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0205876 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.168484 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0201336 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.174002 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0740928 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0071376 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0533327 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0468257 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0169896 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0918795 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.297544 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.129647 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.104483 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.127734 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.131764 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0953667 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.116165 # DEPENDENCYPART_SIBL
(14,6),(14,23),-0.146475 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.0842152 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.026955 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.055705 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0350833 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.00488858 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.169794 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.134766 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0888529 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0446795 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0757677 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.038109 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.00694168 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0293061 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0376325 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.005032 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0616973 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0386675 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.0246416 # DEPENDENCYPART_SIBL
(14,7),(14,25),0.14911 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.154475 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0194347 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00666727 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0648749 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0686235 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00198163 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0726898 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0584389 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0211741 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0335682 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.065548 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.00864238 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0617172 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0420662 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0242631 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.133933 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0572601 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0799634 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0513272 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0299779 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0654686 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.116061 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0822368 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.110004 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0950143 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0814936 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.104654 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0802121 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0694498 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0947559 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.00826716 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0330769 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0112288 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00366437 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0461008 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0993344 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0724501 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0666771 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0394494 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0720577 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0658018 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0300197 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0657245 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0548436 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.00415615 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0274224 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0571995 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0843681 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0288797 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0492747 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.110078 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0153997 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0488553 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0626546 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.100829 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0445748 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0906162 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0445409 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0573117 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0635237 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0789472 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00928348 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.000360905 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0362521 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00880689 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0015176 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0855684 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.00984241 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.018092 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.158314 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0545957 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.113069 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0261974 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0163975 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00462334 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0257208 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0182393 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.1226 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0267571 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.00137035 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.118473 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0218109 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0689225 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.15817 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.146111 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0683648 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.175998 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.0268917 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.0592772 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.169544 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.100296 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.104381 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0229357 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00318958 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0995699 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0311036 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.207308 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.106364 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0364172 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.114305 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.159471 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00472649 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.131538 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.155593 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.038586 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.135636 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.157969 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0352339 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0382279 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0110898 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.212997 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0970039 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.00668609 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.206883 # DEPENDENCYPART_SIBL
(14,18),(14,25),0.0521182 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.270238 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.20635 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.430207 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.276908 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.194962 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.0322629 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.169509 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0262084 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.149554 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.171885 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0520124 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.111062 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.00768026 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.196216 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0788584 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0264566 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0772911 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.0148316 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.152627 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.0492933 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.0679855 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0125558 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0283529 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0250713 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0179926 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0252278 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.021019 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0755587 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0122525 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0610749 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0484696 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.04519 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0241432 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0452624 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0241887 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00609228 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0224568 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0937083 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.171895 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.185732 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.176925 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.201275 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.269225 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.206969 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0166648 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0249477 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0034592 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0176343 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0197805 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0195677 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0622516 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.000327774 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.251862 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0368657 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.245308 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0898904 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.017829 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0211246 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0197624 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0591888 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0271715 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.238995 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.067873 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0315692 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0101493 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0944907 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.120694 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00852014 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0173868 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0224519 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00833418 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0301159 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0563133 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0123147 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0297334 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0430263 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.16824 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00655171 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.044078 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.144205 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.115576 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.157259 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.138194 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.504152 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0140739 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.314229 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.498524 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0700771 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.505846 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.116744 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0526145 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.413825 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.934976 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0432728 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.935577 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.144055 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0983011 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0203482 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.511145 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0363225 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.038788 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.498519 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0685333 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.505841 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.119602 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0240387 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.924494 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.119276 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0210793 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0471804 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.130928 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0457695 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0737912 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0640231 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.266216 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.236903 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.446695 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.130993 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0143309 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.131148 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0354164 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0854594 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0435386 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.146157 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0920606 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.108191 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0477188 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0436217 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0737361 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0957785 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0521968 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0355958 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0646488 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0913858 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.129277 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0476076 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0928216 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.136419 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.120598 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0020535 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0517827 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0391262 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0806863 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0186428 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.04552 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0782508 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0402199 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0469566 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0853927 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0689717 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0577983 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.136597 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0133527 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0714114 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0471921 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00271095 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.043727 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0394564 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.0247202 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0684313 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.227458 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.196739 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0667752 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.1016 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0692237 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0460984 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0911939 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0534425 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0772637 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0360948 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0103359 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0203202 # DEPENDENCYPART_SIBL
