# _root_ West German Economics Minister Helmut Haussmann said , `` In my view , the stock market will stabilize relatively quickly .
#goldHeads=6,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
#predictedHeads=2,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
(17,2),(17,15),-0.115596 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.124962 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0339315 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0584777 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0796566 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.00907815 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.323431 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.315738 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.333672 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.148635 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0389462 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0267659 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0102328 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.22435 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.355873 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0389462 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.427016 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.363022 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.356566 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0572525 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0170853 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.00518919 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.00279904 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.301132 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.319065 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.148716 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0499307 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0267396 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0101459 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.224446 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.359616 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0499307 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.427088 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.366765 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.360309 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0410039 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.00772746 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00416867 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.011761 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.336283 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.148635 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0361501 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0268119 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0102341 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.22435 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.355237 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0361501 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.427016 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.362386 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.35593 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0572525 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0216617 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.00976554 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0106124 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.148635 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0361501 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0268119 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0102341 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.22435 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.355237 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0361501 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.427016 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.362386 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.35593 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.0572528 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0216617 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.00976555 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.00335945 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0891247 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.230281 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0111166 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0123878 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0952721 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0891247 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0687077 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.093487 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0933255 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0384721 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.02013 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0386342 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.000637931 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.178898 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.111246 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.00846227 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0329633 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.00695535 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0935887 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0072223 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0038794 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0231073 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0218846 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0513269 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0362674 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.133522 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0590381 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0661184 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0957056 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.00384817 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0499709 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0731012 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0585486 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0043231 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.02218 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.234655 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.00356025 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0189766 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.151044 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0583318 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.033404 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0102297 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0569629 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00194461 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0164721 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0471922 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.110248 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.074826 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.201364 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.106309 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0970935 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0520693 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.01928 # DEPENDENCYPART_SIBL
(17,11),(17,20),7.6174e-05 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0761273 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0377431 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.558236 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.762396 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.721032 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.027733 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0172582 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0637068 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0106819 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0935887 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0072223 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0038794 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0231073 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0218846 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0513269 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0362674 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.205829 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.181469 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.202382 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.13515 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.152789 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.236984 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.701249 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00644105 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0343803 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0808289 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.00784715 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0116929 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0247114 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0701987 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.03904 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.367412 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.373508 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0371214 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.13026 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.041635 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0911778 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0240778 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0040996 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0694016 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.0410864 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0380303 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0630251 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.040853 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0699228 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0758735 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.01327 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0422943 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.147 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0167684 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0706683 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0240342 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.00982676 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0460176 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0492937 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0173588 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.049555 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0832111 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0196135 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.073171 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0924618 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.00508557 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00244845 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.109209 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0386049 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0993608 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0476008 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0493976 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0309525 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0361724 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0973878 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.112886 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.146213 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.115373 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0249508 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0490485 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.003397 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0399095 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0242867 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0112757 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0201842 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.202809 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.081858 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0338762 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0579739 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0108088 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0238052 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0469416 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0217282 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0553954 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0575673 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0208498 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0151412 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0576235 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0312288 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0362772 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.00101782 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0202196 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.00111681 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.042344 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0316731 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.00578218 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.124187 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0409468 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.181134 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0806801 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.08068 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0109174 # DEPENDENCYPART_SIBL
(0,7),(7,1),0.444192 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0530946 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0424198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.175633 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.115702 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.126062 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.679662 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.113444 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.573117 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.389685 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.277589 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.760547 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0855476 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.197339 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.890433 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.273655 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.52141 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.343039 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.0282783 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.132206 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0292535 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.273537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0637419 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.365813 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.66679 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.707281 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.787112 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-1.22928 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.264044 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.290461 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-1.186 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.505706 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.639185 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.0206521 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.684554 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.122186 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),1.4001 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.06502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0700154 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.00269682 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.068161 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.00974156 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.586519 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.392689 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.112444 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.2582 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.93629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.210515 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.148608 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.208494 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.262703 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.920718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.226086 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.00720802 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.205729 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.259938 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.189247 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.311432 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.652295 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.354518 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.446346 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.415065 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.825468 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.570956 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.443262 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.318035 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.612339 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.850996 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.541714 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.791383 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.537673 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.625579 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.586077 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-1.12776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.0315892 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.103478 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.182929 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.241657 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.291408 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.398107 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.460513 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.797208 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.424645 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.543067 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.498158 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.582699 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.754824 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.687225 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.833607 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.438654 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.385076 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.484814 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.43034 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.28642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.341178 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.555443 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.705228 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.73233 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.69124 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.811251 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.754256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.00783292 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0710637 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.123825 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.811252 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.738684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.260168 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0682984 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.12106 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.113376 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.3522 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.811251 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.759545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.238732 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0187478 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.144707 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.341976 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0999256 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.453368 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.26849 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.380087 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.33875 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.786822 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.242221 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.441964 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.225987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.299905 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.279587 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.268477 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.235608 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.375791 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.351262 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.616242 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.365077 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.24244 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.347013 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.469769 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.643895 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.341132 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.652724 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.244565 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.358983 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.368255 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.763692 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.934381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.161635 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.060097 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.12217 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.170473 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.32654 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.395698 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.586971 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.168992 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.365295 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.347882 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.634522 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.598931 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.5952 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.677052 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.328101 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.120075 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.246326 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.240625 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.368734 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.66949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.543192 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.03489 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-1.07293 # DEPENDENCYPART_GRANDPAR
