# _root_ At Shearson Lehman , executives created potential new commercials Friday night and throughout the weekend , then had to regroup yesterday afternoon .
#goldHeads=6,3,1,6,6,0,9,9,6,11,6,11,12,15,13,6,18,6,18,19,22,20,6,
#predictedHeads=6,3,1,6,6,0,9,9,6,11,6,6,12,15,13,18,18,12,18,19,22,20,6,
(9,10),(9,16),0.0576319 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0361446 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0159438 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00551019 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.076187 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0593766 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0383701 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0936455 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0124264 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0468456 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0611504 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0418598 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0667092 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0529753 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0169405 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0406065 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.083374 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.000793506 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0759353 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0267736 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00419861 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0572863 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00129357 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00370306 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.048953 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0981742 # DEPENDENCYPART_SIBL
(9,15),(9,16),-6.06936e-05 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0414167 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.056281 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.000213603 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0565253 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.306673 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.457186 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.138876 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0146343 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0108188 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0124595 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.0540689 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00699894 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.126995 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.174641 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.00958615 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.119738 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0124499 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0382022 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0606428 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0183582 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0361725 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.298556 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.000326037 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0264213 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.189388 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.175955 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.259054 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.00997869 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0381476 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.0194874 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0792399 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0194333 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.165745 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0172647 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00885222 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0053167 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0846365 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0323399 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0230122 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.145659 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0399836 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0880716 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0957129 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.0478496 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0461116 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0424505 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.129332 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0493712 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.157199 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00385011 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0588322 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0223633 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.00608182 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0319906 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0099871 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0994427 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.00382498 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0871654 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0406628 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0391682 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.048276 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.135158 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0421843 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.19355 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0124846 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0451574 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0120924 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.018629 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0321513 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.015721 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0887909 # DEPENDENCYPART_SIBL
(11,3),(11,23),-0.0213612 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.167362 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0635441 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.101673 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0446063 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.133204 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0855545 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0624888 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0248022 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0163981 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0268949 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0122925 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0252236 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0392435 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0596941 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00822658 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.121968 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.159366 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.269856 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.238882 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0692506 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0381414 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0201966 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.065746 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00984274 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0253876 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0644315 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.135161 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.00926614 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.056822 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.179895 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.045312 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0535038 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0128502 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0136342 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0235001 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0078308 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0350514 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.065115 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.0634405 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.126098 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0698797 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.153301 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0405523 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0188795 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0231539 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.054046 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0280197 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0240181 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0369331 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0409067 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0947046 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0248533 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0586269 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.021261 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00762851 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.138806 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0277613 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.117678 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.174584 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.0176364 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.232439 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0735608 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0177013 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0376619 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0378776 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0179362 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0216982 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0733904 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.0913008 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0653394 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.112948 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0694291 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.133162 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0186738 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.026526 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.137519 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0212248 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0422456 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0663414 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0161385 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0510427 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0390966 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0646227 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.050815 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00392168 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0548838 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.022079 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0748338 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0820774 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0943304 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00970345 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0861132 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0732049 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0213339 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.00568721 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.362223 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.405174 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.133067 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.019148 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00599973 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0981703 # DEPENDENCYPART_SIBL
(11,17),(11,23),0.00100453 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00310867 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0860227 # DEPENDENCYPART_SIBL
(11,19),(11,23),0.0202907 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00526741 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0951385 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0433421 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0153355 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0980957 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00551603 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0508996 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0772844 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00904913 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00501972 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0553239 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0363291 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0577672 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0293929 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0120594 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0512873 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0314692 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.142047 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.254439 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0371227 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00805522 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.535613 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0201788 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.225239 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.289219 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.188456 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0719503 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.507449 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0510277 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.289185 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.279758 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.159935 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.727891 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0190962 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.544262 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.231525 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0480307 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.134492 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.161263 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.62579 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0607086 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.325726 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.271045 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.543003 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.267284 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.486532 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0443483 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.109952 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.463692 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.326581 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.485072 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.182112 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0496939 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.151946 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.65801 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.349573 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.799159 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.044525 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.500802 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0954313 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0510304 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0513624 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.115882 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.350987 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.17079 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.314825 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0267897 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.230588 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.383449 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.299952 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.34046 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.00027705 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0796352 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0538956 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.422772 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.115304 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.037441 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0303517 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.180332 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0729181 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.14113 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0631601 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0516881 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0353445 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.12674 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0494235 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0498844 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0795884 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.19617 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.313988 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.11333 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.340005 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.412995 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.136213 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.695354 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00479971 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0951805 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0697893 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00675632 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0185794 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.115228 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0286036 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0265065 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.00844697 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0848475 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0341817 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0980059 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.029778 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0416637 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.298538 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.00863504 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0615398 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0117926 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0180335 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00023436 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.164951 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0407484 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0955133 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0903323 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0333346 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.00434607 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.298538 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0128317 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0314284 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0143371 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0968769 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0262572 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.126576 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.391573 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0150728 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.328067 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.137232 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.191122 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.217352 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.345185 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.368291 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.179011 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.236792 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.0367163 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.335173 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.204694 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0150728 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0170249 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.000240541 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0180977 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.00566708 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.00251234 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0664424 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0089758 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.334897 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.143821 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.19692 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.223149 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.352015 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.399598 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.194521 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.243604 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0256728 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.341933 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.220205 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0089758 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0117126 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0347908 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0260565 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0232944 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0314738 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.00942432 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0998186 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0187909 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.028383 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0340933 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0292105 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0223051 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0060216 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00754393 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0601711 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0818434 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.027901 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.01123 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0928017 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0706193 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0850456 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.204057 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.1327 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0634279 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.267137 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.297004 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.275863 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.858174 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.525964 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.545708 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.296117 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0341268 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.299559 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.578415 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.100663 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0306009 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0879328 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0622443 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0685896 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.0225474 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0530636 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0694915 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.059227 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0170956 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00574 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.029412 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.117292 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.100714 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0616267 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0471472 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.263798 # DEPENDENCYPART_SIBL
