# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(5,4),(4,5),-1.59069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.394013 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.0890832 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.710945 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.778766 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.700511 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.31674 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.77353 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-1.68996 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.755989 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-1.14476 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.45985 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.82096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.66368 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.44499 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-2.11826 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-0.792811 # DEPENDENCYPART_GRANDPAR
(5,4),(4,30),-2.39853 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.18731 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.934094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.605759 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0938137 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.426852 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.18725 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.945254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.529876 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.141936 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.016988 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.162452 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.773018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.396979 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.093106 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.105142 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.440127 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.18163 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.801306 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),1.01444 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.107912 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.11885 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.57321 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.458448 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0623904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.591846 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.99176 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.44066 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.49595 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.30622 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.893733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.760928 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.999195 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.377257 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0562473 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.355375 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0606479 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0147993 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.538097 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.472222 # DEPENDENCYPART_GRANDPAR
(5,9),(9,30),-1.86287 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.27543 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.29756 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.10725 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.19045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.196513 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.492057 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0635127 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.478402 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.689975 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.411132 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.243307 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.884295 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.166372 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.485225 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.513188 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-1.05504 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.758073 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.788377 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.132484 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.891964 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.251472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-2.15582 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.39226 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-1.33888 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.06824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.422228 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.740683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0639969 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0604747 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.051298 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.659359 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.249445 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.856149 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.236148 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.502554 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.546637 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.845866 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.80718 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.896932 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-1.25052 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.25761 # DEPENDENCYPART_GRANDPAR
(5,12),(12,30),-1.94494 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.760268 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.10969 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-1.06562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,9),-0.0554313 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.374843 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0383701 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.733805 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.403096 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.625037 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.914085 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-1.28886 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.835165 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.819838 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-1.27588 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.136188 # DEPENDENCYPART_GRANDPAR
(5,30),(30,29),-1.70841 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.405594 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0890588 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.202711 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.143489 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.57702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.307871 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.616991 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.530211 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.876503 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.15796 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-1.16617 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.18566 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.911934 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.822618 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.42635 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.08922 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.44951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.943216 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.59877 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-0.654649 # DEPENDENCYPART_GRANDPAR
(6,4),(4,30),-1.06443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.331056 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.53707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.268057 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.534338 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.561514 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.893604 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.12756 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.0485 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.88852 # DEPENDENCYPART_GRANDPAR
(6,5),(5,30),-1.03474 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.933617 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.698564 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.14445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0755297 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.102358 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.314495 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.364037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.43012 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.328234 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.340055 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.267198 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.961983 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.01757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.232715 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0354472 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.471397 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.304297 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.584644 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.502978 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.886368 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.703285 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.616973 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.453176 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.632838 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.71292 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.581516 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.710624 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.702609 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.550551 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.384019 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.820449 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-0.598102 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.31433 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.00588116 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.130587 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.146815 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.368521 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.31694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.340611 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.43026 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.658077 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.930887 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.925779 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.996987 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.713654 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.659533 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.20944 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.908779 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.23764 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-0.740778 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.38203 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-0.50776 # DEPENDENCYPART_GRANDPAR
(7,4),(4,30),-0.845878 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.204136 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.404131 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.27712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.257954 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.461554 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.675174 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.900484 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.808099 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.690237 # DEPENDENCYPART_GRANDPAR
(7,5),(5,30),-0.816182 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.139019 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.125718 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.29322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.278267 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.705005 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.829095 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.778855 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.771376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0644456 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.254661 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.00373518 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.366302 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.239618 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.678035 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.08601 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.813715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.851357 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.829582 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.585638 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.852705 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.893241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.163873 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.091944 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.246183 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.166484 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.148568 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.314951 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.514929 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.298761 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.73443 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.736991 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.71502 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.696408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.773397 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.956043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.141077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.248362 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0355813 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.296892 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.31584 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.424554 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.234169 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.217338 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.563554 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.564825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.603646 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.260757 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.129535 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-0.718981 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.649957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-0.47501 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.669372 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.0345809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.541231 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.301805 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.449532 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.253885 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.338714 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.768252 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.767575 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.873608 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.610167 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.806109 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.925249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0867874 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.080734 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.12271 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.104344 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.262626 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.334412 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.244681 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.270782 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.442818 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.366757 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.480177 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.360098 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.680665 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-0.596742 # DEPENDENCYPART_GRANDPAR
(7,12),(12,30),-0.278506 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.43149 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.769515 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.691308 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0086183 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.391644 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.372109 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.249441 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.222455 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.648879 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.512835 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.64048 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.652734 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.371698 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.827812 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.186131 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.475259 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.43317 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.25484 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.464056 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.502235 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.406222 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.459496 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.497116 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.353604 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.242476 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.484713 # DEPENDENCYPART_GRANDPAR
(7,16),(16,30),-0.381454 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.716014 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.19292 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.352852 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.215806 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0538024 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0858057 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.69601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.459176 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-1.20066 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.971028 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-1.1188 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-1.15055 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.650065 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.996771 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.18134 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-1.72996 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-1.40441 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-1.09122 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-1.39539 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-1.29116 # DEPENDENCYPART_GRANDPAR
(8,4),(4,30),-1.72338 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.339522 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.197319 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.357635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.60493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,16),-1.01185 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.332419 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.181657 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0510623 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.60459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.434158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.16551 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.836905 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.859769 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.995018 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.624032 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.01167 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.32358 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.831261 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.959784 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.898388 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.632655 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.763033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.88237 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.13125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.656949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.319232 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.327141 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0910039 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.528921 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.55079 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-1.04674 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.761419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.85515 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.793557 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.755238 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.693169 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.812837 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
