# _root_ Even food products and automobiles , which have long depended on color , are making the switch .
#goldHeads=3,3,14,3,4,3,8,3,10,8,10,11,3,0,14,17,15,14,
#predictedHeads=3,3,14,3,4,3,8,3,8,8,10,11,3,0,14,17,15,14,
(14,9),(14,11),0.00946609 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0627606 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.19975 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0196079 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.13899 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0303984 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0109532 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0627947 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0323055 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.341478 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.057092 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0859439 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.058215 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0370418 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0476816 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.333364 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00635318 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.109449 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0793936 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0161096 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0547356 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0645349 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.110536 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0341749 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0278149 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.157966 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.148842 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0319433 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0905751 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.25749 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.283598 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0749689 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0679781 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0863347 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0133369 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0405926 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0298635 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0104715 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0348827 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0376779 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0193922 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0169296 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.10221 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0120221 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0315094 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0210796 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0597967 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0898807 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0711858 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0472689 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0232191 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0766714 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.108362 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.135371 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.110526 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0202265 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0100994 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0704675 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.00607425 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0323942 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.015499 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.187282 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0401162 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.156482 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0216052 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0851491 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.099187 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.31806 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.053326 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0246046 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0805766 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0269557 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.171445 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.114643 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00981082 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0209073 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.039184 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0500345 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00479398 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0156407 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.109432 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0167707 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0156601 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0534582 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0543824 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.079494 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.038331 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.269398 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0267196 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00215037 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0106786 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0495445 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.020456 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.281911 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.020766 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0548861 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0407567 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.015347 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.118308 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0116752 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0490677 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00293213 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.021669 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0533395 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.033848 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0311939 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.115094 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00493454 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0115578 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.03268 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.126605 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.110153 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0314633 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0407727 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0138067 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.219808 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.116824 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.108554 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.490334 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0473959 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.182843 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0387134 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0901462 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.31093 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0987285 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.12951 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.344074 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0400838 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.196654 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),1.2446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.26207 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.296567 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.112478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.247426 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.217429 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-1.04135 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.0272809 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.491419 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.141123 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.421719 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.442484 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.328964 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.139442 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0392735 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),1.31405 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.406968 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0814896 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.589264 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.25382 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.114089 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.00428 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.225955 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.430231 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.255761 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.335823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0871526 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.026269 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.174269 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.0825514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),1.76373 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.521626 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.341158 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.316174 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0391812 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.290415 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-1.07487 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0996033 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.416187 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.193247 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.382068 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.121316 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.045553 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.149041 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.0364263 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),1.55546 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.457512 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.417568 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.0597713 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.537128 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.308335 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.160026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.865063 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.100843 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.445696 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0979073 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.690571 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.595147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0484912 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.345089 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.530166 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0158759 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),1.77094 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.13047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.227246 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0101948 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.37009 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.353651 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.742104 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.362056 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.324108 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.1195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.201266 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.00867722 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.282921 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.264651 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.651199 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.689539 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.332099 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.310443 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.561811 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.7201 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.235109 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.800682 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.641556 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.932928 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.24558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,5),-0.274952 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.21415 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.575525 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.558968 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.0736645 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.1911 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.637062 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.442198 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.11328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.203098 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0807034 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.297212 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.651131 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.689985 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.336856 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.301192 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.551302 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.731625 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.26767 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.804414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.6445 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.9318 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.12628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,3),0.0256059 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0323923 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.13871 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.380903 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.336459 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.162052 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.037642 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.34352 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.454703 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.162476 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.727619 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.526425 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.643626 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.850224 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.63018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.334913 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.963153 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.737261 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.890626 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.794326 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-1.48151 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.15644 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.08426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.174292 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.132505 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.197097 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.577825 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.354017 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.428035 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.131179 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.486486 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.412361 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.344621 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.5899 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.463195 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-1.11263 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.12134 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0681617 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.23596 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.717638 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.560537 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.402281 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.250697 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.847776 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.539868 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.15596 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.07467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.185235 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.18577 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.551721 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.327121 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.406738 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.105888 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.449363 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.388122 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.333295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.566295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.440055 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-1.08547 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.09191 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.332623 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.437021 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0694598 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.502241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0726814 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.293569 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.0145376 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.348992 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.362241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.54586 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.682331 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.452298 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.333984 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-1.15436 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.19357 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.168454 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.193174 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.235476 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.410754 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.227484 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.295535 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.291192 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.365196 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.397623 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.473243 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.627964 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.419015 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.369334 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-1.10044 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.187053 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.00802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.378707 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.148968 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.563395 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.774588 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.08704 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.371839 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.07139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.543082 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.212246 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.750103 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.866702 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.618055 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.975009 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.814229 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.863877 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0566883 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.466877 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.433271 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0986443 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.171935 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.626045 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.393627 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.850561 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.862338 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.567356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),0.119655 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.327357 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.23185 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0161779 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0378879 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.281644 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.298757 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.105251 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.471972 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.351344 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.612372 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.579548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,6),-0.00427345 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.315279 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0969604 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.798761 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.49426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0790856 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.388509 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.068287 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.533068 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0803286 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0521007 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.270691 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.239455 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.416095 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.606729 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.412885 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.424231 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.772706 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.069993 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.00277895 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.114403 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.342873 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.332692 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.306356 # DEPENDENCYPART_GRANDPAR
