# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,7,7,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(12,1),(12,23),-0.144786 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.111428 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.232114 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.279961 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.1587 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0554062 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.396569 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0634634 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0135016 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.03716 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0404994 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0140476 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.00509865 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0718917 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.00378493 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0288923 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0731979 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.128554 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.314422 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.043575 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.072438 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.0116177 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0874136 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.144786 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.111428 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0483553 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0817012 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.10694 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.27159 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0207592 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.092603 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0118786 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0519072 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.118086 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0779533 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.494836 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.051151 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.105235 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.153088 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.160753 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.288086 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.252192 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0438843 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.148164 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0940964 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.123784 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00796311 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0135672 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.0558808 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0818435 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0458989 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.0587235 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.162354 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0496495 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0513995 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.148414 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0746113 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0750112 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.103127 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.261605 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.32922 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.137033 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0638205 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.254176 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.265333 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0387992 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0493376 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.124026 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0661465 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.197697 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0928515 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.122066 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.176021 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0887188 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0801724 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.162424 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.142402 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.193629 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.151262 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.07233 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0839161 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.072916 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.004989 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0353823 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.113576 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0809441 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.104849 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.2202 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.254604 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.411037 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0313131 # DEPENDENCYPART_SIBL
(14,2),(14,15),0.127719 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.00921468 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0711637 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.112594 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.085373 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.602533 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0766534 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0353823 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.113576 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0809441 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.104849 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0944227 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.065766 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.082432 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.137332 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0341304 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.262458 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00188696 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.00520319 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.213737 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0522872 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0151742 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.213242 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0110917 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.164382 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0236447 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.049958 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0273034 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0141829 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0757161 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0252048 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0244905 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0507818 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0503662 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0184249 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0168578 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00683009 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.039715 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.308111 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.328504 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.250107 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.723946 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.517369 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.385112 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.615456 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.413654 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.746647 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.715048 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.151044 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0317 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0571251 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.00294452 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.197785 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.0858095 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0204864 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.20542 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.142207 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.147821 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.069698 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0818509 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0177032 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.043371 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0889921 # DEPENDENCYPART_SIBL
(17,1),(17,24),-0.0507683 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.0471922 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.0638533 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.116629 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0178075 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.178898 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.111246 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0216171 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0539438 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.067522 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.133973 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.403077 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0369031 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0850681 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.0642557 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.107061 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.132786 # DEPENDENCYPART_SIBL
(17,3),(17,25),0.0362674 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0933225 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.322544 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0268119 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0102341 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.357462 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.136852 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.206461 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.25658 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.00342107 # DEPENDENCYPART_SIBL
(17,4),(17,18),0.0908911 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0725601 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0123163 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0609855 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0539297 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.00263137 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.150934 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0724402 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0417489 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.13415 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.115307 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0827719 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.122213 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0812289 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0395645 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.12817 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0603144 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0559704 # DEPENDENCYPART_SIBL
(17,5),(17,24),-0.109304 # DEPENDENCYPART_SIBL
(17,5),(17,25),-0.0161958 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0414324 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.00524762 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.601129 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0565314 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.30213 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.386522 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.152736 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0601884 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0841902 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0739119 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0734981 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.0305292 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.0175721 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.133522 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0697011 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.0111764 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0956402 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0529046 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.616652 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.112517 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0116272 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0287035 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.00869449 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.0722949 # DEPENDENCYPART_SIBL
(17,8),(17,25),0.234655 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0204864 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.20542 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.142207 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.147821 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.069698 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0818509 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0177032 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.043371 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0889921 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0507683 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.0471922 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0884145 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.315599 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.357515 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.143038 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0263348 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0903638 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0376705 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.110681 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.078281 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0132655 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.176504 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.152238 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0202753 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0926077 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.148597 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.19433 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.171247 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.116769 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.0186087 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.168938 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.00632162 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0396604 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0337358 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0356725 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.0979455 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0195252 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.00329604 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0127473 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0320273 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0348967 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0330607 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0655744 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.00656733 # DEPENDENCYPART_SIBL
(17,14),(17,25),0.00719911 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.122849 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0294011 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0263286 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0384498 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.00183816 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.118844 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.354763 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0351663 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.295794 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.286977 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.00131753 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00651691 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.07039 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.117242 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0252629 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.266263 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0691364 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.0405891 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0850327 # DEPENDENCYPART_SIBL
(17,23),(17,25),0.0162051 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0132948 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.205094 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.211299 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.120845 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.109097 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0521045 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.00852453 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.028823 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0303049 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0255628 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0558121 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.211299 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.120845 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.109097 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0521045 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00852453 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.028823 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0303049 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0255628 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0558121 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.097916 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0711551 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.128401 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.129317 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.130326 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0815376 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0779975 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.103203 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0262187 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0710496 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0270635 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0430095 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0610062 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.0583805 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0244825 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0328194 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0278505 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0165068 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0259064 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0225867 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.00302451 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.196043 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0356781 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.149588 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.149521 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.157177 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0837872 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.149288 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.149216 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.241738 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.161173 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.18967 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0849458 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.190091 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.138183 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.130077 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.120716 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.116792 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.103901 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0518009 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.619021 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.659734 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.323582 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.138805 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0453938 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0373907 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.00179611 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.035564 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.150087 # DEPENDENCYPART_SIBL
(23,5),(23,21),0.191013 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.217842 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.00562857 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0621731 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.144578 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0698841 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.233857 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00684201 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.167826 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.135684 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.204992 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.25396 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.11814 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.453545 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0254662 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.149562 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.427075 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0493481 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.165779 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.166243 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.0585593 # DEPENDENCYPART_SIBL
(24,1),(24,5),-0.50287 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.138124 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.00152062 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.127655 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.0948252 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.0125028 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0861871 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.166123 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.203587 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.220239 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.50287 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.0773127 # DEPENDENCYPART_SIBL
(24,1),(24,20),0.0639036 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.166243 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.0291853 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.0585593 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.139989 # DEPENDENCYPART_SIBL
(24,2),(24,3),-0.19554 # DEPENDENCYPART_SIBL
(24,2),(24,4),-0.131507 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.466521 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.170057 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.226577 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.116255 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.0622885 # DEPENDENCYPART_SIBL
(24,2),(24,10),-0.11094 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0448533 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.23955 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.207647 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.0859394 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.466521 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.1262 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.0992555 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.19554 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.182392 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.131507 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0768504 # DEPENDENCYPART_SIBL
