# _root_ DPC Acquisition Partners , a hostile suitor for Dataproducts Corp. , said it intends to launch a tender offer for the computer printer maker 's common stock .
#goldHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
#predictedHeads=3,3,12,3,7,7,3,7,8,9,3,0,14,12,14,15,19,19,16,19,24,24,24,27,24,27,20,12,
(14,11),(14,24),-0.0414898 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.192253 # DEPENDENCYPART_SIBL
(14,11),(14,27),0.0355366 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0380024 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0985347 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.124022 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.10032 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0394474 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0506311 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0560419 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0432694 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0791258 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.00884069 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0205128 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.158416 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0439333 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0279053 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.026105 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0567006 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0234172 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0393481 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.0565902 # DEPENDENCYPART_SIBL
(14,13),(14,28),-0.0166517 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.14757 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.152758 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.162071 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00256002 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.175818 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.155006 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.162443 # DEPENDENCYPART_SIBL
(14,15),(14,28),0.0652983 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.322404 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.324084 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.137744 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.32733 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.122979 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.322348 # DEPENDENCYPART_SIBL
(14,16),(14,28),-0.00895075 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.250081 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0204409 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.255669 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0540359 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.241988 # DEPENDENCYPART_SIBL
(14,18),(14,28),0.0160946 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0252007 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.273259 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.0614251 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.260318 # DEPENDENCYPART_SIBL
(14,19),(14,28),0.007812 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0251002 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0873507 # DEPENDENCYPART_SIBL
(14,20),(14,27),0.00151794 # DEPENDENCYPART_SIBL
(14,20),(14,28),0.0772641 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0655795 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.242759 # DEPENDENCYPART_SIBL
(14,24),(14,28),-0.00652577 # DEPENDENCYPART_SIBL
(14,25),(14,27),-0.266767 # DEPENDENCYPART_SIBL
(14,25),(14,28),-0.0732429 # DEPENDENCYPART_SIBL
(14,27),(14,28),0.0333145 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0527905 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.173982 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0477684 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0104557 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0139898 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0843303 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.19882 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0227559 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0595782 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0230211 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.00874601 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0530963 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0492201 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0230571 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00154483 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.704757 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.710263 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0370309 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.742952 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.143632 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.210952 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.013959 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0434491 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0535731 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0825711 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.119328 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.050854 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0220111 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0220841 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0699636 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.00807468 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.0240743 # DEPENDENCYPART_SIBL
(16,3),(16,24),0.0336632 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.0507812 # DEPENDENCYPART_SIBL
(16,3),(16,26),-0.060376 # DEPENDENCYPART_SIBL
(16,3),(16,27),0.016323 # DEPENDENCYPART_SIBL
(16,3),(16,28),0.0608253 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0477014 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0594353 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.119426 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.104646 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0871687 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00152228 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0119936 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0294729 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.00150217 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.00272627 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.0128088 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.0288429 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0473039 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.019431 # DEPENDENCYPART_SIBL
(16,7),(16,28),-0.00514928 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0238151 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.317927 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0951541 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0821721 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0496581 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0510418 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0443172 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0469711 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0496514 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.0533618 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0480003 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.012045 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0282014 # DEPENDENCYPART_SIBL
(16,8),(16,28),0.0789895 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0934549 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.119293 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.050325 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0165265 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0145581 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.065249 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00258984 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0185895 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0281783 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.0513098 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.0629841 # DEPENDENCYPART_SIBL
(16,9),(16,27),0.0108382 # DEPENDENCYPART_SIBL
(16,9),(16,28),0.0608829 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0537182 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0295044 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.053138 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0273613 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0161039 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0218002 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0511242 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0534147 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.16048 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0527528 # DEPENDENCYPART_SIBL
(16,11),(16,27),-0.0274102 # DEPENDENCYPART_SIBL
(16,11),(16,28),0.204913 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0541154 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0225123 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0187997 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00316361 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0228028 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0224234 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0212176 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.0374511 # DEPENDENCYPART_SIBL
(16,13),(16,26),-0.0689182 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.024439 # DEPENDENCYPART_SIBL
(16,13),(16,28),0.147451 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.161129 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.176037 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.101177 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.1633 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.158811 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.174172 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.113356 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.106555 # DEPENDENCYPART_SIBL
(16,17),(16,27),-0.171804 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.107622 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.305132 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0805462 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.28027 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.276342 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.304114 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.117411 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.0717988 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.293968 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.0832023 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0982729 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.270713 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.266786 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.294557 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0957435 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0523006 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.285728 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0594726 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0129768 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.00354626 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.0438516 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.097178 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.0519906 # DEPENDENCYPART_SIBL
(16,20),(16,27),-0.0230989 # DEPENDENCYPART_SIBL
(16,20),(16,28),0.0280492 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.255565 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.283337 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.105472 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.0608824 # DEPENDENCYPART_SIBL
(16,22),(16,27),-0.273191 # DEPENDENCYPART_SIBL
(16,22),(16,28),-0.084959 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.313969 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.128037 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0824252 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.303823 # DEPENDENCYPART_SIBL
(16,23),(16,28),-0.0931292 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.131041 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.083142 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.293539 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.103448 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.0198566 # DEPENDENCYPART_SIBL
(16,25),(16,27),-0.266165 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.0836586 # DEPENDENCYPART_SIBL
(16,26),(16,27),-0.2266 # DEPENDENCYPART_SIBL
(16,26),(16,28),-0.0389505 # DEPENDENCYPART_SIBL
(16,27),(16,28),-0.0700541 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0127425 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0659056 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.111717 # DEPENDENCYPART_SIBL
(18,17),(18,27),-0.0473902 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0832771 # DEPENDENCYPART_SIBL
(18,19),(18,27),-0.125972 # DEPENDENCYPART_SIBL
(18,20),(18,27),0.14207 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.402426 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.104304 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0475986 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0522931 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.028403 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0210635 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.133018 # DEPENDENCYPART_SIBL
(19,9),(19,27),-0.048699 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.284862 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.321209 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0267232 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0107904 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0518828 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.138231 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0432411 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.418355 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0521888 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0613087 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0250944 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.226011 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0257682 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.176767 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.183206 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.121114 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.051075 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.167576 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.110801 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.137627 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0794653 # DEPENDENCYPART_SIBL
(19,22),(19,27),-0.119331 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.136706 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.073999 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.11841 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0749447 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.108969 # DEPENDENCYPART_SIBL
(19,25),(19,27),-0.169681 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.135176 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.124514 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.11603 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.13266 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00754865 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.140876 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.596768 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.605534 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.606737 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.158891 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.61745 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.956216 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.965731 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.275729 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.972319 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.990007 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.295734 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.996594 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.311307 # DEPENDENCYPART_SIBL
(20,24),(20,27),-1.00181 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.558156 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00147367 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.448821 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0849622 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.385437 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.000781512 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.494555 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.00762477 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.185342 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0852419 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.332533 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.310323 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.034371 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.711709 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.413184 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.310125 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.151169 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.121455 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.100893 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.122716 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0627727 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.462986 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.108953 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.104949 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.193052 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0234425 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.072132 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.048149 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.469512 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.089941 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0859375 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.149103 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0638349 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0956614 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.204261 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0720147 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.128073 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0701305 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0312567 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0833838 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.558067 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.456982 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.490187 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.083349 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0920152 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0975739 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.18545 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0600062 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0775756 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.156081 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0599663 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.102835 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0507927 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.170098 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.057907 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0441646 # DEPENDENCYPART_SIBL
(27,17),(27,18),0.188659 # DEPENDENCYPART_SIBL
(27,17),(27,19),0.166451 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.781874 # DEPENDENCYPART_SIBL
(27,17),(27,22),0.274631 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.166473 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.117902 # DEPENDENCYPART_SIBL
(27,17),(27,25),-0.0609761 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.17693 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.0962587 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.454163 # DEPENDENCYPART_SIBL
(27,18),(27,22),0.0909311 # DEPENDENCYPART_SIBL
(27,18),(27,23),0.0798034 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.000607774 # DEPENDENCYPART_SIBL
(27,18),(27,25),0.0555439 # DEPENDENCYPART_SIBL
(27,18),(27,26),0.2118 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.460689 # DEPENDENCYPART_SIBL
(27,19),(27,22),0.0719195 # DEPENDENCYPART_SIBL
(27,19),(27,23),0.0607918 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0196194 # DEPENDENCYPART_SIBL
(27,19),(27,25),0.0490182 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.19952 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.315943 # DEPENDENCYPART_SIBL
(27,21),(27,23),0.209757 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.131141 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.045465 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.272729 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.0820149 # DEPENDENCYPART_SIBL
(27,22),(27,24),0.00027657 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.0647681 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.207446 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.0127748 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.052599 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.208855 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.048156 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.213203 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.305987 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.687835 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.696211 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0990731 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.00211253 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.123528 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.754018 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.531392 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.295805 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.304402 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.140697 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.720194 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.742334 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.159151 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.118961 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.404331 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.00775938 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.10362 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.741847 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.51904 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.235727 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),1.38655 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.33499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.288777 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.130536 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),0.539333 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.725103 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.775141 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.628632 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.504972 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0923042 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.106687 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.784665 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.08676 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.110094 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.229039 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.191954 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.324294 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.242902 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.414404 # DEPENDENCYPART_GRANDPAR
(0,12),(12,28),1.87227 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.48377 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.488117 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.391118 # DEPENDENCYPART_GRANDPAR
