# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(13,1),(13,22),-0.101363 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.111739 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.126942 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.0420479 # DEPENDENCYPART_SIBL
(13,1),(13,28),0.397679 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.390202 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.13835 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0300535 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.307874 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.714105 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.369719 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.718955 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.212358 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.345883 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.12738 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.126279 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00914638 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00753262 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0521313 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0129292 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.116757 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.128796 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.143741 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.0247996 # DEPENDENCYPART_SIBL
(13,3),(13,27),-0.0132026 # DEPENDENCYPART_SIBL
(13,3),(13,28),0.082112 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.136885 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.113926 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.131834 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0885454 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.222156 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0892206 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.105042 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.151692 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.048462 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0501762 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0293077 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00516791 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0531777 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0453967 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0496609 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0501621 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.038938 # DEPENDENCYPART_SIBL
(13,4),(13,24),-0.0529041 # DEPENDENCYPART_SIBL
(13,4),(13,27),0.0583076 # DEPENDENCYPART_SIBL
(13,4),(13,28),0.143706 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0875696 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.187876 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.165174 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.17276 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.169088 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0242741 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.222768 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.104378 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.10336 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0356873 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0327367 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.00268541 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0167067 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.104336 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.103371 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.111452 # DEPENDENCYPART_SIBL
(13,5),(13,24),-0.0417258 # DEPENDENCYPART_SIBL
(13,5),(13,27),0.0332501 # DEPENDENCYPART_SIBL
(13,5),(13,28),0.047179 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00512164 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.035795 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.109718 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0211299 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0535398 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.157368 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.154757 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.153763 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0241945 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.032964 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0723876 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0921117 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.154363 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.153876 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.164129 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.223756 # DEPENDENCYPART_SIBL
(13,6),(13,27),-0.0260223 # DEPENDENCYPART_SIBL
(13,6),(13,28),0.0872009 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0160095 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0691314 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0148677 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0202409 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.127879 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.19527 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.194278 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.172759 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0294592 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0757229 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0194439 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.194793 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.194289 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.205716 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.126011 # DEPENDENCYPART_SIBL
(13,7),(13,27),-0.06529 # DEPENDENCYPART_SIBL
(13,7),(13,28),0.0203897 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.370976 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.712173 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.243113 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.347141 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.126494 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.125393 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0224307 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00456454 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0638012 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0309434 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.115872 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.127911 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.142855 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.0173857 # DEPENDENCYPART_SIBL
(13,8),(13,27),-0.0248726 # DEPENDENCYPART_SIBL
(13,8),(13,28),0.0785668 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.013846 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0665289 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0585369 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.155993 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.155001 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0896047 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0171441 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0878808 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0844381 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.155517 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.155012 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.1654 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0829052 # DEPENDENCYPART_SIBL
(13,9),(13,27),-0.0757903 # DEPENDENCYPART_SIBL
(13,9),(13,28),0.179694 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.234538 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.345559 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.128537 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.127432 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00389133 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0142139 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0604931 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.00865123 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.11791 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.129949 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.144894 # DEPENDENCYPART_SIBL
(13,10),(13,24),0.0353815 # DEPENDENCYPART_SIBL
(13,10),(13,27),-0.0215257 # DEPENDENCYPART_SIBL
(13,10),(13,28),0.117729 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.637305 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0943427 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0958063 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.208255 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.00104617 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0360887 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.161374 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.095046 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0954401 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.0527321 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.192621 # DEPENDENCYPART_SIBL
(13,11),(13,27),0.0607712 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.00580342 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0188033 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0163925 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0501368 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0518075 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.10735 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0189249 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0169078 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.016403 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0276599 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0387904 # DEPENDENCYPART_SIBL
(13,12),(13,27),0.0950227 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.147141 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.314003 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0237221 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0523823 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.255197 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.111994 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.31428 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.315075 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.32907 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.162434 # DEPENDENCYPART_SIBL
(13,14),(13,27),-0.25453 # DEPENDENCYPART_SIBL
(13,14),(13,28),-0.196752 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0275309 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0506002 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.2534 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.10931 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.312498 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.313293 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.327289 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.160656 # DEPENDENCYPART_SIBL
(13,15),(13,27),-0.252732 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.193344 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.00420076 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0160575 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0492581 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0567166 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.050209 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.162922 # DEPENDENCYPART_SIBL
(13,16),(13,24),-0.23341 # DEPENDENCYPART_SIBL
(13,16),(13,27),-0.0314178 # DEPENDENCYPART_SIBL
(13,16),(13,28),-0.347156 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.285824 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.13758 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.190182 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.189912 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.190231 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0970919 # DEPENDENCYPART_SIBL
(13,18),(13,27),-0.287545 # DEPENDENCYPART_SIBL
(13,18),(13,28),-0.0775781 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.148477 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.250563 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.250291 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.244517 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.144325 # DEPENDENCYPART_SIBL
(13,19),(13,27),-0.345863 # DEPENDENCYPART_SIBL
(13,19),(13,28),-0.186665 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.156834 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.156531 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.160987 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.0236496 # DEPENDENCYPART_SIBL
(13,20),(13,27),-0.0526431 # DEPENDENCYPART_SIBL
(13,20),(13,28),-0.0223719 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.313581 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.327576 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.160944 # DEPENDENCYPART_SIBL
(13,21),(13,27),-0.25302 # DEPENDENCYPART_SIBL
(13,21),(13,28),-0.193746 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.327304 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.160671 # DEPENDENCYPART_SIBL
(13,22),(13,27),-0.252747 # DEPENDENCYPART_SIBL
(13,22),(13,28),-0.197198 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.171723 # DEPENDENCYPART_SIBL
(13,23),(13,27),-0.283805 # DEPENDENCYPART_SIBL
(13,23),(13,28),-0.231025 # DEPENDENCYPART_SIBL
(13,24),(13,27),-0.291613 # DEPENDENCYPART_SIBL
(13,24),(13,28),-0.154864 # DEPENDENCYPART_SIBL
(13,27),(13,28),-0.189823 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0176922 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0470639 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.024208 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0806523 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.718955 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.337145 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.626961 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0561932 # DEPENDENCYPART_SIBL
(14,19),(14,27),-0.319873 # DEPENDENCYPART_SIBL
(14,20),(14,27),0.1782 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.204611 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0271867 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0744497 # DEPENDENCYPART_SIBL
(15,1),(15,7),-0.0110924 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.287287 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.311401 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0938178 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.902488 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.132626 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.115559 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0564173 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.111427 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.26007 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.225257 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.210611 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.195131 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.278932 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.13849 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.131041 # DEPENDENCYPART_SIBL
(15,1),(15,26),0.232295 # DEPENDENCYPART_SIBL
(15,1),(15,27),0.217639 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0386942 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0142103 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.0444067 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.178749 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.172677 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.210104 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.283503 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.109262 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0825775 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0644669 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0446247 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0338083 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0579144 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0277909 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0137752 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.0986328 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.183111 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.0391553 # DEPENDENCYPART_SIBL
(15,4),(15,26),-0.0587022 # DEPENDENCYPART_SIBL
(15,4),(15,27),-0.0735279 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0429591 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0432785 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.231961 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.223375 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.380287 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0897651 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.228588 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.101188 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0541078 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0102199 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0272325 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0322535 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0307241 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0445028 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.044652 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.165543 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.004799 # DEPENDENCYPART_SIBL
(15,5),(15,26),-0.0442558 # DEPENDENCYPART_SIBL
(15,5),(15,27),-0.0492516 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.087837 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.232787 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.207392 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0641448 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0818271 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.134647 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0505004 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.03633 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.053503 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0520501 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0115302 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.00464888 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.00937783 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.086726 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.32206 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.059272 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.0670647 # DEPENDENCYPART_SIBL
(15,6),(15,27),-0.0595889 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.126325 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.122117 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.132493 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00367958 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0541675 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.170078 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.057779 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0290882 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0252076 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0357908 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0671789 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0811877 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.00118224 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.184234 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.0234971 # DEPENDENCYPART_SIBL
(15,7),(15,26),-0.0424867 # DEPENDENCYPART_SIBL
(15,7),(15,27),-0.0577516 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.195561 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0502146 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.18521 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.195191 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0673581 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.080315 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0260434 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.00114282 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00353204 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0332201 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.00397216 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0812936 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.089377 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.023094 # DEPENDENCYPART_SIBL
(15,8),(15,26),-0.0104158 # DEPENDENCYPART_SIBL
(15,8),(15,27),-0.0190341 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.09474 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.210047 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.274758 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.157551 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.121434 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0650653 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0573413 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0868842 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0268803 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0640726 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0211932 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.124561 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.062116 # DEPENDENCYPART_SIBL
(15,10),(15,26),-0.0665367 # DEPENDENCYPART_SIBL
(15,10),(15,27),-0.075155 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.323198 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0628417 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00138496 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0850957 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0726208 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.118231 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0716789 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.105659 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.119773 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0842726 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.564891 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0658054 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.130501 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.145586 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00611838 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0365458 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0396472 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0254342 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0130213 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0432908 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0115037 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0255123 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0579948 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.167239 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0152188 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0124027 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.0281706 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.274714 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0152924 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0229858 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.177519 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0935865 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.108756 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0898801 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.345047 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0876654 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.028986 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.117234 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0750187 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0512349 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.310652 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.739526 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.347133 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.711355 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.702572 # DEPENDENCYPART_SIBL
