# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(14,16),(14,17),-0.0236863 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0755187 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0131806 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.433238 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.442097 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0023301 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.450698 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.251187 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.317704 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.345045 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0023301 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.179621 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.427749 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.379327 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.118953 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0545464 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.105685 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0167662 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.00766872 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.161653 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0227567 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0233805 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.0978764 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.00483992 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.442199 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0117875 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.4508 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.250623 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.318954 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.346527 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0117875 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.179644 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.427732 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.38085 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.120319 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0550733 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.105186 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0135586 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.00446116 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.161147 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0214177 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0246514 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0925524 # DEPENDENCYPART_SIBL
(15,2),(15,25),0.0072976 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0128527 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.45092 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.250557 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.318863 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.346439 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0128527 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.179583 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.42767 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.380762 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.120463 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0552029 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.105065 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0109092 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00181173 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.161026 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0212967 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0245056 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.0923768 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.00237452 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.0337658 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0113042 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.00294606 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.00650368 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.00890003 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.105575 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0821079 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0481845 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0778636 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0283973 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0775533 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0402082 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0182134 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0539274 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.032651 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0485874 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0673767 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.0582691 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.252579 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.321523 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.349099 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0653561 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.181828 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.42969 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.383422 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.110798 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0467721 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.113475 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.00110744 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00799 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.169436 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0298687 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0329155 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.110891 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0195189 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0756789 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.104693 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0594115 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.105451 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.36229 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.13715 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.082361 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0904329 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.113803 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0691769 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0432463 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0579737 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.103604 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0876316 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.100011 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.0306344 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.926163 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0238095 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.383792 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.670676 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.993969 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.136415 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.00106478 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0943213 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0393047 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0202521 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0785049 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0674574 # DEPENDENCYPART_SIBL
(15,9),(15,23),0.00114903 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00585395 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0165442 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0245687 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.389297 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.678838 # DEPENDENCYPART_SIBL
(15,10),(15,14),-1.04531 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.116886 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0168869 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.106294 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0680688 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0490162 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.122424 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.088443 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.00635162 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0471236 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.00615095 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.105575 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0821079 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0481845 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0778636 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0283973 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0775533 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0402082 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0182134 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0539274 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.032651 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0485874 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0673767 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0582691 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.165554 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.162863 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0377115 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.11922 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.141286 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0392159 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0574431 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.187993 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.110759 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.080948 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.15734 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.0732637 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.270439 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.144406 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.230515 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.227781 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.136174 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.140406 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.320996 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.160584 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.215071 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.231182 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.318463 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.100237 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00519041 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.105812 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0614268 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0423742 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0659877 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.081587 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00423372 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0270637 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.0493005 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.169896 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.12735 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.181701 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.154055 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.133992 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.105543 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.248417 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0918484 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.101755 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.156923 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.380144 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.381954 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0963107 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.256223 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.334873 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.344995 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0540568 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.160678 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.163896 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.117107 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.169559 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.197293 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.17667 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.20181 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.257349 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0597274 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0887012 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.100108 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.304839 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.00169307 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0423377 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0912942 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.101702 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.30468 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0358083 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.227928 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.212634 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.217144 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.00123182 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.265106 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.245741 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0138299 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.311601 # DEPENDENCYPART_SIBL
(15,23),(15,25),-0.159319 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.119088 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00045184 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00112482 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0439666 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.101077 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.068363 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0235861 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.127875 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.045291 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.195103 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0388318 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0150087 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0458856 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0213366 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0575981 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0625732 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0121695 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.00501328 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0419023 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.0177231 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0452648 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.195102 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0388055 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0150087 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0458856 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0213365 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0548078 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.059783 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0121695 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.00501321 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.0418773 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.0177779 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.207265 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.192929 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0112595 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0962082 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0259027 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00445227 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0112804 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0605341 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0483816 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0170693 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.0279433 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0312166 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0680057 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0492835 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0128899 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0230457 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0201244 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.103732 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0495458 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0575991 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0525181 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0112679 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0905318 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0258858 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00933065 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0161588 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0186568 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0407777 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0190803 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0427155 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0183894 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0411392 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0122498 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0166967 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.102996 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.065498 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0590304 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.00179445 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0302771 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0500809 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0499726 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0789713 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0579623 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0197914 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0663061 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0753867 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0752713 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0547904 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0413427 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0872213 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0928912 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.207156 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0652967 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0034168 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0141847 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.31391 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0525435 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0113565 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00786513 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.317078 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.112231 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.166911 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.200422 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.136691 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.149678 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.171395 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0180176 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0126165 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.062486 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0185118 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0438806 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0139679 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.189181 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00695428 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0322394 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0165425 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0108452 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0622 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0339511 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00946908 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.133544 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0513018 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.124581 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.602634 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.167878 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0810558 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.00612838 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.32102 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.149189 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0580071 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0235386 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.00455873 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.511172 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0394362 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0776555 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0836249 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.15462 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.074542 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.237605 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0830899 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0540179 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.264676 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.110015 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.565062 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.44181 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.219487 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.172539 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.00523015 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0945647 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0841793 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.105874 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.141792 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0464335 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.122997 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0219059 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0141975 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0603794 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.133988 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0134303 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.188716 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0618429 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.00964529 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.180914 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0415375 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0384223 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.000381465 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.027561 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.226142 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0690889 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0581498 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0208242 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.185123 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0442603 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0158541 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0312648 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0521104 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0378556 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.02851 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0194238 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00716825 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.00920099 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0377297 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0080734 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00983796 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0162094 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.00339954 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0439664 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0233065 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.252443 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0497619 # DEPENDENCYPART_SIBL
