# _root_ Copper inventories in New York 's Commodity Exchange warehouses rose yesterday by 516 tons , to 10,004 tons .
#goldHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
#predictedHeads=2,10,2,5,9,5,9,9,3,0,10,10,14,12,10,10,18,16,10,
(18,15),(18,19),0.144429 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.088936 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00736176 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00930377 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.387813 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.154516 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0818259 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-1.00476 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.451603 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.308554 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.518908 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.190117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.273343 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.219545 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.132482 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.29549 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.110547 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.54563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.391294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.63999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.269859 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.889862 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.344677 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.433335 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.641777 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.39975 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.519544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.189119 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.262736 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.219642 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.132607 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.284855 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.110644 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.498071 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.71875 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0613692 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.817888 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.30368 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.729237 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.538314 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.335628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.419252 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.55919 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0410835 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.14262 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0991962 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.233816 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.207313 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.138753 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.00980192 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.78429 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.11633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.119362 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.442309 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.05193 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.454267 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.145457 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.366182 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.416882 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.547234 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.506446 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.399962 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.681687 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.698063 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-1.05401 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.117025 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.644586 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.345179 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.944215 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.395532 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.386633 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.117116 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.60127 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.656319 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.460132 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-1.20435 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.2009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0150532 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.172388 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.384724 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.983384 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.394937 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.410159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.983046 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),-0.158267 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.255111 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-1.12981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.00938021 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.0660372 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.572951 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.50175 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.489291 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.484837 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.446846 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.199598 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.154368 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.349647 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.36675 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.545909 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.53863 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.502793 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.351094 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.737526 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-1.23202 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.406689 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.391805 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.366733 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.544791 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.739998 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.376149 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.55835 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.851456 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.09915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.700868 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.658749 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.34118 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.588932 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.885381 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.23676 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.552863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.087355 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.28165 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.92801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.0625072 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0997977 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.322116 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.146351 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.0791456 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.344833 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.7907 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.728857 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.559351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.00632168 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.130823 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-1.06049 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.130485 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.124637 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.608275 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.647348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0563598 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.551301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.00235128 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0910589 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.155281 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.175697 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0777915 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.744837 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.563643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0275888 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0294016 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0368398 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0619986 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.090967 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0452219 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0197083 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.171439 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.109159 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.220865 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.13229 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.337239 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.378579 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.634308 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.610572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0534772 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.108633 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.026415 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.511229 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.128179 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0916485 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0943723 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.332562 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0433865 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.370426 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.363187 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.366667 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.127399 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.341643 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.520902 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.900566 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0245001 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.141826 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.120153 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.445345 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.306439 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.218968 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.317253 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.464153 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.571165 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.233386 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.441492 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.331603 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.439107 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.411872 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.412708 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.489318 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.569755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.0134621 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.0273994 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.100407 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.142009 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.18548 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.22715 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.300297 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.14337 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.354597 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.297467 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.383128 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.649857 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.383488 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.35788 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.711812 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.453723 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.360342 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.54776 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.816771 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.22715 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.300297 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.51828 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.345801 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.447987 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.271513 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.649857 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.778232 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.273317 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.76236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),0.0444684 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.82353 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.700324 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-1.33238 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.588711 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.28851 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-1.45385 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.19867 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.96839 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.06191 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.37787 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.8813 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.01436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.868377 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-1.60491 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.995123 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.09014 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.996466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.07691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-1.67888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.097844 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.439475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-1.37591 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.06067 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.06245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,2),-1.09014 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.0084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.970299 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),1.00623 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.716818 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.537642 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.09052 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.02586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),1.00736 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),1.04969 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.705316 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.42038 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.501116 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.341724 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.0450219 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-1.21528 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.12987 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.24758 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.856395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.987912 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),1.05151 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.625064 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.379289 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.785703 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.000233819 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.48266 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.995315 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.376599 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.277825 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.60355 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.555802 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.944577 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.08682 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.05697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.444942 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.531016 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-1.26979 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0858372 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.313598 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.713686 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0989093 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.748095 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.665214 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.298316 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.155623 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.374302 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.804278 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.477519 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-1.57806 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.515829 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.679697 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.08345 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.671362 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.341837 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.308513 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.352025 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.521041 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.2662 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-1.24885 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.850759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,5),1.05932 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.387104 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.397265 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.329379 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.547536 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.490319 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.321572 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.643375 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.871334 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.58262 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-1.47663 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.734743 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.849087 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.83585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.501175 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.43843 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.96074 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.974882 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.760379 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.04263 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.27812 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.05804 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.44915 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.36166 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.36105 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.24805 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.905619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-1.07417 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.283479 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.295703 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.653486 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.26531 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.16579 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.500037 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.515701 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.46583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-1.19859 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-1.12001 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.898972 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.52375 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.670904 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.467307 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.39827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.17764 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.948922 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.681238 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.0971 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.08763 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.844659 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.03715 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.27015 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-1.07192 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.12478 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.48557 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.676854 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.534496 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.38611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-1.17549 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.939581 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.732824 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.734883 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-1.127 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.1407 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.0908 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.48162 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.665304 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.50748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
