# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(4,2),(2,20),-0.599961 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.08688 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.760891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.732885 # DEPENDENCYPART_GRANDPAR
(4,2),(2,27),-0.566458 # DEPENDENCYPART_GRANDPAR
(4,2),(2,28),-1.78739 # DEPENDENCYPART_GRANDPAR
(4,2),(2,29),-0.943679 # DEPENDENCYPART_GRANDPAR
(4,2),(2,31),-1.45544 # DEPENDENCYPART_GRANDPAR
(4,2),(2,32),-1.20797 # DEPENDENCYPART_GRANDPAR
(4,2),(2,33),-2.27308 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.388381 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.14509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.148075 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0747103 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.969299 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.917244 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.824526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.462835 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.445859 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.608753 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.350856 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0552612 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.187782 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.224896 # DEPENDENCYPART_GRANDPAR
(4,5),(5,33),-2.22263 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.95849 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.854745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.86463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.472976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.390936 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.545017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.106395 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0393105 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.256848 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.00483145 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.310946 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.203328 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.273076 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.403185 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.719143 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0837515 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.026881 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.121704 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.13502 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.686278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,9),-0.0633052 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.698253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.625259 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.639107 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.113239 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0358737 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0883198 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.158851 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.984011 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.903454 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.0383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0871733 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.241007 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.408892 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0456817 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.186239 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.269474 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.038462 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.852264 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.376658 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0159468 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.162463 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.110627 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.18047 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.84418 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),0.0565574 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.284904 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.404167 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.199963 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.721703 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.121284 # DEPENDENCYPART_GRANDPAR
(4,11),(11,33),-1.98278 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.03272 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.95715 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.897039 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.6453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.344954 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.708773 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.207118 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.114273 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),0.139164 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.537444 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),0.692201 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.620442 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-1.32534 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.283524 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),0.0854775 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.136296 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.565165 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.521797 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),0.671592 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.018538 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),0.285655 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.147594 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),0.164026 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.335957 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-2.34305 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),0.0867348 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-0.972947 # DEPENDENCYPART_GRANDPAR
(4,17),(17,29),-0.0197464 # DEPENDENCYPART_GRANDPAR
(4,17),(17,30),-0.379004 # DEPENDENCYPART_GRANDPAR
(4,17),(17,31),-0.666325 # DEPENDENCYPART_GRANDPAR
(4,17),(17,32),-0.305021 # DEPENDENCYPART_GRANDPAR
(4,17),(17,33),-1.82796 # DEPENDENCYPART_GRANDPAR
(4,27),(27,2),-0.903604 # DEPENDENCYPART_GRANDPAR
(4,27),(27,6),0.727232 # DEPENDENCYPART_GRANDPAR
(4,27),(27,11),0.559878 # DEPENDENCYPART_GRANDPAR
(4,27),(27,12),0.434015 # DEPENDENCYPART_GRANDPAR
(4,27),(27,16),0.0445681 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),0.166907 # DEPENDENCYPART_GRANDPAR
(4,27),(27,19),-0.614254 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),0.421926 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-0.642876 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-0.237781 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.00861405 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),0.101235 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.40462 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-2.33685 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-1.04714 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.140391 # DEPENDENCYPART_GRANDPAR
(4,27),(27,30),-0.394674 # DEPENDENCYPART_GRANDPAR
(4,27),(27,31),-0.673739 # DEPENDENCYPART_GRANDPAR
(4,27),(27,32),-0.382526 # DEPENDENCYPART_GRANDPAR
(4,27),(27,33),-1.97212 # DEPENDENCYPART_GRANDPAR
(4,30),(30,1),-0.967703 # DEPENDENCYPART_GRANDPAR
(4,30),(30,2),-0.896504 # DEPENDENCYPART_GRANDPAR
(4,30),(30,3),-0.847536 # DEPENDENCYPART_GRANDPAR
(4,30),(30,4),-0.640122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,30),(30,5),0.266568 # DEPENDENCYPART_GRANDPAR
(4,30),(30,6),0.687103 # DEPENDENCYPART_GRANDPAR
(4,30),(30,7),-0.045528 # DEPENDENCYPART_GRANDPAR
(4,30),(30,11),0.556971 # DEPENDENCYPART_GRANDPAR
(4,30),(30,12),0.410252 # DEPENDENCYPART_GRANDPAR
(4,30),(30,14),-0.110784 # DEPENDENCYPART_GRANDPAR
(4,30),(30,15),0.256868 # DEPENDENCYPART_GRANDPAR
(4,30),(30,16),0.0387627 # DEPENDENCYPART_GRANDPAR
(4,30),(30,17),0.0875048 # DEPENDENCYPART_GRANDPAR
(4,30),(30,18),0.138671 # DEPENDENCYPART_GRANDPAR
(4,30),(30,19),-0.638239 # DEPENDENCYPART_GRANDPAR
(4,30),(30,20),0.410621 # DEPENDENCYPART_GRANDPAR
(4,30),(30,21),-0.651227 # DEPENDENCYPART_GRANDPAR
(4,30),(30,22),-0.241433 # DEPENDENCYPART_GRANDPAR
(4,30),(30,23),-0.0323766 # DEPENDENCYPART_GRANDPAR
(4,30),(30,24),0.0912019 # DEPENDENCYPART_GRANDPAR
(4,30),(30,25),-0.436779 # DEPENDENCYPART_GRANDPAR
(4,30),(30,26),-2.33863 # DEPENDENCYPART_GRANDPAR
(4,30),(30,27),0.141915 # DEPENDENCYPART_GRANDPAR
(4,30),(30,28),-1.22631 # DEPENDENCYPART_GRANDPAR
(4,30),(30,29),-0.390355 # DEPENDENCYPART_GRANDPAR
(4,30),(30,31),-0.781451 # DEPENDENCYPART_GRANDPAR
(4,30),(30,32),-0.499167 # DEPENDENCYPART_GRANDPAR
(4,30),(30,33),-2.08668 # DEPENDENCYPART_GRANDPAR
(4,33),(33,32),-0.833036 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.319462 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.300934 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0549367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.32627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.637628 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.451691 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.608233 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.736627 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.698943 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.75958 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.918893 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.558781 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.970982 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-1.00076 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.995443 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-0.978747 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-1.15093 # DEPENDENCYPART_GRANDPAR
(5,2),(2,27),-0.99616 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-0.956837 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-1.28767 # DEPENDENCYPART_GRANDPAR
(5,2),(2,31),-1.43651 # DEPENDENCYPART_GRANDPAR
(5,2),(2,32),-1.34538 # DEPENDENCYPART_GRANDPAR
(5,2),(2,33),-1.57452 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.478752 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0789168 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.3586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.58902 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.22004 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.332938 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.38712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.591233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.489647 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.618266 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.766809 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.834316 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.810056 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.669929 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.02922 # DEPENDENCYPART_GRANDPAR
(5,4),(4,27),-1.07702 # DEPENDENCYPART_GRANDPAR
(5,4),(4,30),-1.03331 # DEPENDENCYPART_GRANDPAR
(5,4),(4,33),-1.67708 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.98763 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.82098 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.438982 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.890753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0337444 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.133413 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.14004 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.366118 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.312799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.363345 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.526841 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.0521833 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.9021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.122927 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.204258 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0562598 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.341371 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.218711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0341103 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.597058 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.234321 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.567043 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.904028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.220287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0194325 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0962284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.59609 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.307258 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.842692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.107485 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.272585 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.170478 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.617922 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.264294 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.949178 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.805853 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.546139 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.954727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.195066 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.163829 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.225113 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.316399 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0182746 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.395548 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.697257 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.475417 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.415393 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.58523 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.224902 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.578425 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.523409 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.714361 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.657431 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.614715 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.859401 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.535923 # DEPENDENCYPART_GRANDPAR
(5,11),(11,27),-0.616111 # DEPENDENCYPART_GRANDPAR
(5,11),(11,33),-1.23466 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.979907 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.928511 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.805613 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.538718 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.896279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-6.13992e-05 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.108063 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0480897 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.259524 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.0993139 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0459527 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.446002 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.505237 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.262183 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.223366 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.266859 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.394355 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.36711 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.577945 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.55655 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.509914 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.506677 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.770074 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.428224 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),-0.819497 # DEPENDENCYPART_GRANDPAR
(5,17),(17,27),-0.584718 # DEPENDENCYPART_GRANDPAR
(5,17),(17,28),-0.446661 # DEPENDENCYPART_GRANDPAR
(5,17),(17,29),-0.71287 # DEPENDENCYPART_GRANDPAR
(5,17),(17,30),-0.535071 # DEPENDENCYPART_GRANDPAR
(5,17),(17,31),-0.967192 # DEPENDENCYPART_GRANDPAR
(5,17),(17,32),-0.791015 # DEPENDENCYPART_GRANDPAR
(5,17),(17,33),-1.25556 # DEPENDENCYPART_GRANDPAR
(5,33),(33,32),-1.05481 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0434391 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.213815 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0874874 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.00121937 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.29265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.265444 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.862546 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.584285 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.191292 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.604877 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.859601 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.675532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-1.05253 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.87343 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.705979 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.796176 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-1.36505 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-1.135 # DEPENDENCYPART_GRANDPAR
(6,2),(2,28),-0.789257 # DEPENDENCYPART_GRANDPAR
(6,2),(2,29),-1.85174 # DEPENDENCYPART_GRANDPAR
(6,2),(2,31),-2.27829 # DEPENDENCYPART_GRANDPAR
(6,2),(2,32),-2.01965 # DEPENDENCYPART_GRANDPAR
(6,2),(2,33),-2.56429 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.330689 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.312208 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0353859 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.19818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,2),-0.283458 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.327506 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0689018 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.24211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.21336 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.877312 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.452416 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.338815 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.644364 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.791099 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.835663 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-1.22019 # DEPENDENCYPART_GRANDPAR
(6,4),(4,30),-1.67081 # DEPENDENCYPART_GRANDPAR
(6,4),(4,33),-2.6716 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.382996 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.267879 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0766055 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.32807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.179036 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.933786 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.5315 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.731158 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.338746 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.745146 # DEPENDENCYPART_GRANDPAR
(6,5),(5,33),-2.71834 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.523899 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.828224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.61398 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.324874 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.0266444 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.192822 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0879954 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.763219 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.229364 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.739445 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.505726 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.607379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),1.03695 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.00750048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.089044 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0125629 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.662652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.710497 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0555821 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.103138 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.00433806 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.132298 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.883254 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.862688 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.815718 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.66039 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.831531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.995865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.080942 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.167106 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.275287 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0755654 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.797215 # DEPENDENCYPART_GRANDPAR
