# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
(13,12),(13,21),0.127589 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.103403 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0694997 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.316023 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0692109 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0618268 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.313553 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0440306 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0184327 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.205721 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.04589 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.110436 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.2017 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0101449 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.230617 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0911741 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.194194 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.228147 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.00940291 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0604792 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0618268 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.313554 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0434862 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00350568 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.000758733 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0440602 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.320957 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0428169 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0433318 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.229951 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0761143 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.336436 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.0568208 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0893619 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.138172 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0239772 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0352428 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0158625 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0229679 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0163951 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.00510999 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0440154 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.37211 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0272544 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.00468797 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0790923 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0314257 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.134629 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00239043 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.034004 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00374238 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0237201 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.165342 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0786562 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.439366 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.025082 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0566884 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.109527 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0338687 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.155591 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0343945 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0479413 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0372171 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.164744 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.342855 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0847622 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.121818 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0635913 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0494385 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.057356 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0942729 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0892089 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0140006 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.116138 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.107432 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0253731 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0230106 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0267988 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0182401 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.067895 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0732739 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.08162 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0237822 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0843879 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0242067 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.160901 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.120284 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0984489 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00231725 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0224323 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00284982 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0288118 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0106509 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0296094 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.103379 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.024214 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.150423 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0283386 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0810701 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0319204 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0791174 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0477263 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.216124 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0201503 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0290751 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0403205 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0186532 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0266667 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.304599 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.00595096 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.05511 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0648907 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.175895 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.17545 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0460038 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.16912 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0223684 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0442731 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0100998 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.163229 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.025793 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.102293 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0300886 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0537417 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.09597 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0141388 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0462824 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0769613 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.116975 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.15192 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.285457 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0611189 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.145043 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0483326 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0102164 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0635809 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.125469 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.10215 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0357294 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.1187 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00428041 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0441172 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.184577 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0223446 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0460619 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.177545 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0251698 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.606246 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0201217 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.636906 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.606245 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0310983 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0659523 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.729185 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.852553 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0797806 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0590241 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0767292 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0555896 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.930587 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.046317 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0800175 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.183919 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0227762 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.019429 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.216822 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0511986 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0189832 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0508606 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00782401 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.187551 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0188084 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00808789 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0483902 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0653758 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0736309 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0483834 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.00685212 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0484949 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.348478 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0242934 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0223187 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.30606 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.025082 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0109771 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.100102 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0200731 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.132421 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.000119029 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0349502 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0362145 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0165829 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0422221 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00196138 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0456032 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0121862 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00340514 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0170855 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.204809 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0456824 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00781463 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00298833 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0306158 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00148022 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0357394 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.137442 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0304342 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0205396 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0176801 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0355645 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.105531 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0735361 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.114973 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00595482 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0243934 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0404796 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.135786 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0167133 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0133403 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.602644 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0567715 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.138172 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.101045 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0644591 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0891091 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.105784 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0784228 # DEPENDENCYPART_SIBL
(20,2),(20,21),-0.0239719 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0140004 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0881446 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0382303 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0305607 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0834059 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.132365 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0299771 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0165831 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0422221 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.00248835 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0213218 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0362476 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0170855 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.20481 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0451552 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.216232 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00657056 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.00147678 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0362664 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0268661 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0524955 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0176809 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0333042 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0539173 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.10139 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.012894 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.000515185 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0286414 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.0161689 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.737128 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0888243 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0237382 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.460216 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0080954 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.591243 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.81867 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.139864 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),1.11191 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.678235 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.753347 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0755081 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0767765 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.455513 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0545928 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.515872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.880922 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.659485 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.156082 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.378334 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.04191 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0586381 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.1366 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.214166 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.122427 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.483396 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.157657 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.571849 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.288588 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.30296 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.702129 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.180219 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.133256 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.66883 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0996242 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.421883 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.57837 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.871763 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.110993 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),1.39779 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0983779 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.311867 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.556601 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0744614 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.387316 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.228891 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.387764 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.699817 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.23864 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.204471 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.570659 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.042372 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.561313 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.0646125 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.60692 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.88656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.194709 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.264601 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.124645 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.143142 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.245506 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.318617 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.469759 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.41981 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.00455109 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.226373 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.989238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.319306 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.851806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.466466 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.136915 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.481172 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.794924 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.174929 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.00164989 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.340773 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.877323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.315911 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.341135 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.763945 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.401168 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.340015 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.489924 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.56363 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.351503 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.507633 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.454604 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.499182 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.892651 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),0.013481 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.670414 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.434008 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-1.70715 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.817751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.423681 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.094987 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.583126 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.240262 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0855104 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.512727 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.589627 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.625405 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.407572 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.426349 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.684799 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.956269 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),0.0550059 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.857201 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.404969 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.820738 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-1.60088 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.918477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.224231 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.180299 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.565128 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.327223 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.567313 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.442295 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.385854 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.486512 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.539891 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.954486 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.00944831 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.706681 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.232349 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-1.62406 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.611818 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.516178 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.322582 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.245637 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.331528 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.395118 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.978805 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),0.147802 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.561908 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.167065 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-1.53884 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.85642 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.2111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.529647 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.425587 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.516915 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.725036 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.681412 # DEPENDENCYPART_GRANDPAR
