# _root_ It also recommends better retirement and day-care benefits , and basing pay on education , experience and nurses ' demanding work schedules .
#goldHeads=3,3,0,5,3,5,8,6,8,8,10,11,11,13,14,14,16,22,18,22,22,17,3,
#predictedHeads=3,3,0,5,3,5,8,6,3,3,10,11,11,13,14,14,16,22,18,22,22,17,3,
(11,16),(11,22),-0.324544 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0269997 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.00255615 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.00255566 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0440602 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.304591 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0532346 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0613082 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.193916 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.201641 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0877725 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.19765 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0306086 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0287807 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.01452 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.014303 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0547515 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0154157 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0933101 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.00363641 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0661976 # DEPENDENCYPART_SIBL
(12,4),(12,22),-0.000319081 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.00686393 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0126179 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.000622213 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.111802 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0601222 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.106373 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0569164 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0713734 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.125407 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.056375 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0589556 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0335551 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.10433 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0303176 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0303621 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.003124 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.113086 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0589965 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.107495 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0424456 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0735651 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.144411 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0585668 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0662956 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0299689 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0991449 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0267314 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.029434 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0782025 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0546715 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0168677 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.000883652 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0210984 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.118677 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0220372 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.109333 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0387107 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0412476 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0387123 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0895252 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.142578 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0455483 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0425477 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00714793 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0569376 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00668759 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0640768 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0787174 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.213047 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0787191 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0251122 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.00720687 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00628687 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0361598 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0078445 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0368771 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0120398 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0259849 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.100649 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0259869 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0820107 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0279471 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00404836 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0392441 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00551662 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0220187 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.023813 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0745959 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0238146 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.0315242 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.107362 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0717301 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.114126 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.171957 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0765563 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0184084 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0806697 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.217585 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0439516 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.115368 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0078208 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.166968 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0791013 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.169424 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0139112 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.761096 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.572064 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.645377 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.208001 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.631901 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.12362 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0302587 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.166621 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0781711 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.169077 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0239656 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00972686 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.109119 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.012183 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0307563 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.114093 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.284734 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0168075 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0930082 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.17806 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.0171305 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0209709 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0785212 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.516612 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0744051 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.285457 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.151812 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.151818 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0170104 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0306602 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00664721 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.000791727 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.126863 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.130104 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0526706 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.92353 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0447846 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.901302 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.901302 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0332052 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.584992 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0563745 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0624779 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0559247 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.901807 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.901808 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0749344 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0749357 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.852252 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0512598 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0362749 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0436514 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0301524 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0163073 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0158256 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0779231 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0158272 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0307155 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0358266 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0506045 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00788212 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.051681 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.018667 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0765978 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0154295 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.00728684 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.10709 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0676942 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0836509 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.020497 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.147712 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0204987 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0209898 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.737466 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.622792 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.646624 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.173607 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.633148 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0207044 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0194978 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.145653 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0798727 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.148109 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.00506758 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00188471 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.121667 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00434086 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0502606 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0907171 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.24942 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0168614 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0781555 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.195455 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.0171843 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0538634 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0353114 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0621861 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.644259 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00265614 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0158139 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0765097 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.02465 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0470179 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0158155 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0262404 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0385433 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00157256 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.170181 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0661191 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0217124 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.081044 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00551189 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0129215 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0184749 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.00872929 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0606178 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.273425 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0661774 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0186834 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.144496 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0599136 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0721258 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.018685 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0182205 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.149359 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00708663 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.003348 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0575258 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0269267 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00789583 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0065855 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0235059 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0712326 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0529923 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.200179 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0229449 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0311569 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.052994 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0559174 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00131778 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.121169 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0134738 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0711699 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00377393 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0499947 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.094798 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.011782 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.108188 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.25349 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.02117 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0309168 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.129462 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.078106 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.195644 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0540982 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0508182 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0454394 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.171814 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0792767 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.021493 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.214108 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.203508 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.486656 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.713552 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0694516 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.332754 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.298731 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.605636 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.604736 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.603326 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0693087 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0188684 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00964751 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.014398 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.00938479 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0621687 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.23386 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.157063 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.252892 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0479874 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.00303158 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0180426 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.129416 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0180852 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0152386 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0107258 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0226895 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0891374 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0431714 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0201505 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0587329 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.029237 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0381934 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0768259 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.134063 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.134079 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.128632 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.129131 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0566613 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0279846 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0206187 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.135938 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.00198385 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0891348 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.101684 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0968772 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0666796 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0825259 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0896827 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0847548 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0160478 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0703622 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0655549 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0402982 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0561482 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0385207 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0534325 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.012399 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0953964 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0646353 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0807759 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0853249 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.083274 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0140354 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0652076 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.08084 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0854351 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.083715 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0158455 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00379219 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0673236 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0160459 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.00262803 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00910685 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0577726 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0227228 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.054172 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.13636 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0439336 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.485563 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.802168 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0903095 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.132645 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.450715 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.437023 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.22446 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.12264 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.765191 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0817675 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.158025 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.276377 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0501215 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.43566 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),1.30201 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.540583 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0100534 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.115711 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0197025 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.294674 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.102773 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.363375 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.206553 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.17123 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.205255 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.129191 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.223607 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.233071 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.255304 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.68015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.17731 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.495913 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.445647 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.245862 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.368434 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.496089 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.305438 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0452761 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.142178 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.388161 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.421597 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.361917 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.672649 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.541705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.286604 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.581802 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.820564 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),2.47171 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.877606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.300143 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.196008 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.179289 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.274773 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.334316 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.358919 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.693575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0817126 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.186121 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.124585 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.245243 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.147399 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.00303606 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.461302 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.304786 # DEPENDENCYPART_GRANDPAR
