# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(3,11),(11,14),0.628714 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.30946 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.191093 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.159462 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.305444 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0506925 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.131568 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0953916 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.380011 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.332089 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.388687 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.196581 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.073911 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.193992 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.0851774 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),0.274954 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.152846 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.918907 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.113863 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.337197 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.00819051 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.326889 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.194863 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.10677 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.186345 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.0239086 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.204418 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.655996 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.16155 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.354666 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.11059 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.435634 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.613429 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.146373 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.0351853 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),0.217431 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),0.315489 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.279021 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),0.0483266 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.986388 # DEPENDENCYPART_GRANDPAR
(3,15),(15,28),-0.218709 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.401508 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.235434 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.193992 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.0851774 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.274954 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.45045 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.152846 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.175289 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),0.173252 # DEPENDENCYPART_GRANDPAR
(3,16),(16,25),-0.918907 # DEPENDENCYPART_GRANDPAR
(3,16),(16,26),-0.113863 # DEPENDENCYPART_GRANDPAR
(3,16),(16,28),-0.519613 # DEPENDENCYPART_GRANDPAR
(3,16),(16,29),-1.31392 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.0657246 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.625763 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.321352 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.905359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.168917 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.142386 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.371796 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.105744 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.192328 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.123697 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.00766834 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.192712 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.0660069 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.613532 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.2855 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.140945 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.167187 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.144145 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.387784 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.266637 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.0706409 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.00156273 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.214969 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),0.317718 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.871651 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.132803 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.416972 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.536199 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-1.48473 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.187814 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.494391 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),0.0856056 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.104039 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.436521 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),0.285916 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-1.01084 # DEPENDENCYPART_GRANDPAR
(3,19),(19,28),-0.465579 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),0.0735839 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),0.0370833 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),0.320707 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.958072 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.0654653 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.591323 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.612698 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),0.0353829 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),0.018703 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.686638 # DEPENDENCYPART_GRANDPAR
(3,28),(28,1),-0.664063 # DEPENDENCYPART_GRANDPAR
(3,28),(28,2),-0.340091 # DEPENDENCYPART_GRANDPAR
(3,28),(28,3),-0.933288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,28),(28,4),0.106862 # DEPENDENCYPART_GRANDPAR
(3,28),(28,5),-0.203457 # DEPENDENCYPART_GRANDPAR
(3,28),(28,11),0.114966 # DEPENDENCYPART_GRANDPAR
(3,28),(28,13),-0.648664 # DEPENDENCYPART_GRANDPAR
(3,28),(28,14),0.214493 # DEPENDENCYPART_GRANDPAR
(3,28),(28,15),0.0634921 # DEPENDENCYPART_GRANDPAR
(3,28),(28,17),-0.182667 # DEPENDENCYPART_GRANDPAR
(3,28),(28,18),-0.249356 # DEPENDENCYPART_GRANDPAR
(3,28),(28,19),-0.0694809 # DEPENDENCYPART_GRANDPAR
(3,28),(28,20),-0.68877 # DEPENDENCYPART_GRANDPAR
(3,28),(28,21),-0.226467 # DEPENDENCYPART_GRANDPAR
(3,28),(28,22),-0.253797 # DEPENDENCYPART_GRANDPAR
(3,28),(28,23),-0.509695 # DEPENDENCYPART_GRANDPAR
(3,28),(28,24),-0.00264996 # DEPENDENCYPART_GRANDPAR
(3,28),(28,25),-1.23548 # DEPENDENCYPART_GRANDPAR
(3,28),(28,26),-0.276488 # DEPENDENCYPART_GRANDPAR
(3,28),(28,27),-0.617629 # DEPENDENCYPART_GRANDPAR
(3,28),(28,29),-1.4226 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.399187 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.252531 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.497534 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.279429 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.58276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.149351 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.551371 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.393445 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.204942 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.54698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.15491 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.528531 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.987073 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.79319 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.695306 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.997291 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.931878 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.02651 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.859639 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.22588 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.44017 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.3449 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.20085 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.995051 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.37243 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.89531 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.955935 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-1.41606 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-1.37025 # DEPENDENCYPART_GRANDPAR
(4,3),(3,29),-1.73351 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.899093 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.819336 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.727811 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.15042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.271465 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.595533 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.353224 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.940593 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.819503 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.750047 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.08805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.707481 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.687294 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.360868 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.329668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.569408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.549612 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.620061 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.565059 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.812983 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-1.09372 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.938448 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.631494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,29),-1.35534 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.28836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.248691 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0781552 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0154801 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0766504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.398629 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.3619 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.286688 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.257519 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0124233 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.625749 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.33957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.550929 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.920526 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.08509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.612618 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0503062 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.315927 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0286788 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.557003 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.591732 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.651167 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.501172 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.833495 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-1.14851 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.969554 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.597109 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-1.02553 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.72133 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.0887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.472769 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0417695 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.439451 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.147227 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.280055 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.596307 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.686433 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.702551 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.2707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.120892 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.586299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.460356 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.312092 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.652498 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.422198 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.419493 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.5974 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.967903 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.740585 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.414102 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.381311 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.118489 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.169114 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.553468 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.332077 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.525124 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.850955 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-1.08262 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.94035 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.802531 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.610779 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.925523 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-1.06953 # DEPENDENCYPART_GRANDPAR
(4,12),(12,25),-0.621419 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-1.06826 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.607633 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.667916 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.583409 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.874602 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.76238 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.668972 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.36757 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.793769 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.670133 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.88785 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.527846 # DEPENDENCYPART_GRANDPAR
(4,15),(15,28),-0.742813 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.860466 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.825254 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.726136 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-1.14659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.413423 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.0297038 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.435949 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.23828 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.237086 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.585568 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.392158 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.509737 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.513786 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.833914 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.885464 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.828124 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.561929 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.682752 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.662642 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.955629 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-1.26492 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-1.15972 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.272005 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.521468 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-1.04088 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.865484 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.96121 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-1.43531 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.80113 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.979487 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-1.19362 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-1.50377 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.649855 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.645751 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.899542 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.471188 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-1.59553 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-1.35253 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.473604 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.661354 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-1.08622 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.986531 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-1.00031 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-1.04994 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.220586 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.430688 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.832797 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.909948 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-0.897867 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.891205 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.566051 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.871845 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-1.22417 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.983237 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.597467 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-1.02553 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-1.03091 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),-0.939161 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.463801 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.382387 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.598515 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.410219 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.320318 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.69101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.52874 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.571621 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.380432 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.308875 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.69756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.506327 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.990087 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.771692 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-1.0801 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.933851 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.892924 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.860942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.8651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.958993 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.924722 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.00883 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.893211 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-1.00959 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.02747 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.16119 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.15427 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-1.23171 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.23342 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.44338 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.560394 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.411805 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.384167 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.71908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.568237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.958326 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.793171 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.11795 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.988749 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.847174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.922761 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.888798 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.879302 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.00512 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.30082 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.04036 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-1.12943 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.67277 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.52 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.03626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.90816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.873374 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.818424 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.29359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.589021 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.167377 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.59817 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.572866 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.433284 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.356324 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.360523 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.592665 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.47521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.504214 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.569756 # DEPENDENCYPART_GRANDPAR
(5,6),(6,29),-0.995318 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.82222 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
