# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(14,10),(14,18),-0.039089 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0505719 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.207689 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.067871 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.220894 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.390278 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0982252 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0324765 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.164455 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.141841 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0217025 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0445864 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0280108 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0743456 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.204983 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0589514 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0991076 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0106986 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0970741 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.237324 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00919679 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.106534 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.75983 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0126629 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0772196 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.110501 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0523658 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.274377 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.147605 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0693502 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.274377 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.267299 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.167676 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.272231 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.08245 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0303252 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.596034 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.075786 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.170138 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0633245 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0849446 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.028476 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0513974 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.0457806 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.028476 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0633122 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.162436 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0205802 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0111328 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.49016 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0255683 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0125143 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0283367 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.114219 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00567811 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.00841526 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.000390265 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.00567811 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.0194057 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.16293 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0866633 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0800087 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0674118 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.11225 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0396413 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0278301 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0207144 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0596517 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.00889761 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0207144 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.11919 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.039831 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.220213 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.104145 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0210606 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0752343 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0690195 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.00754543 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00781875 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0629467 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.00754543 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.173859 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.131604 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0739619 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0203173 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0370455 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0510834 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0922213 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0511928 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0307319 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0922213 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0813235 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.175336 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.270922 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.124612 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.155138 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.489899 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.036776 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.100796 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.489899 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0087245 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.155686 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0144619 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.11673 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.070909 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0284241 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00725746 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.070909 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.00499115 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0470738 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.14624 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0255591 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.01495 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.000251451 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0255591 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0058869 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.269518 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.259039 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.545985 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.683141 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.259039 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0307652 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.236832 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0186999 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0283045 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.236832 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.185986 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.033255 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0859245 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.52112 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0552479 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0445545 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0108761 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0276785 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0158942 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0125485 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0552479 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0198986 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.146778 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.00684255 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0719021 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0528083 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.00863156 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.00684255 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.00532844 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0910671 # DEPENDENCYPART_SIBL
(17,11),(17,25),0.216589 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00250047 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.1184 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.112972 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0645326 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0655719 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.1184 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0439497 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.102077 # DEPENDENCYPART_SIBL
(17,15),(17,25),0.0934206 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0552178 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0210724 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0727662 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0493203 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0552178 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0132668 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0669237 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.173108 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.155802 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.124868 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.915942 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.392871 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.129599 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.768664 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.111264 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.449036 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.319108 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.17984 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.171487 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.186973 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.208918 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.425284 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0960992 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.337842 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.406482 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0737678 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.139255 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.394379 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.73706 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.111407 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.129599 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.768664 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.111264 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.302258 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0939367 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0856791 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.171792 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.174935 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.375994 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.16825 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.424378 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.622873 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.387749 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.750926 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.682566 # DEPENDENCYPART_SIBL
(18,21),(18,24),-1.14669 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0275549 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.114921 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.097285 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0194362 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0349205 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.00231449 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0154015 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0257095 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0477891 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.201345 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00742713 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0230215 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.00153436 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0266166 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.010454 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0637698 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0425415 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.068839 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0916325 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00775309 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.460886 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0521326 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0741428 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0863747 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.00373405 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.354375 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.102876 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0972545 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.173821 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.129487 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.239374 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.182883 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.221625 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.129487 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0716697 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.128618 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0100091 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0182054 # DEPENDENCYPART_SIBL
(21,11),(21,25),0.0452699 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.207785 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0576803 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0847344 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.868132 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.496889 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.555755 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0189523 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.00905009 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0472588 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.122627 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0394324 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0290602 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0126935 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0401083 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.00542555 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.034576 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0814711 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.195965 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.153683 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0839232 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.101809 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0227975 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0219942 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.0838942 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.193076 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.153647 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0453354 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.074999 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0578701 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00340103 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.496889 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.555755 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0189523 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00905009 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0472588 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.263962 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0583619 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0442721 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0558817 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00656827 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0420834 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0538579 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0460397 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0307957 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0222059 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.558226 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00651364 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0308752 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.342038 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.105045 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0883812 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.112631 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0699663 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0524702 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.00927872 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0652195 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0109079 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.115642 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.0402215 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0492027 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.640845 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.137417 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.15102 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.126432 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.279016 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.312001 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.111048 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.661973 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.203852 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.630343 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.232769 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0706544 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.861591 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0896 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.165811 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.324274 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.345196 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-1.01218 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),1.81617 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.459046 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0936728 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.510087 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.20835 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.574047 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.218887 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0883127 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.94897 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0953214 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.46653 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.200729 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.179077 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.306616 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.306967 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.886622 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.987739 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.177848 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),1.61874 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.1667 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.18702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.409906 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.176567 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.376025 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.423343 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.92133 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.24852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.190654 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0394069 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.304165 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.375993 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.395684 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.55098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.447873 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.375769 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.604791 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.64161 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.416842 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.580952 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-1.80766 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-1.23311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.228104 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.418756 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.288369 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.329256 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.362612 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.496673 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.482275 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.213711 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.550023 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.624995 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.53904 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.587303 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.256963 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.625048 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.537527 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.693508 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-1.72965 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-1.15735 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-1.23476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.215296 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.119521 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.235505 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.273976 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.374399 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.529342 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.347752 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.775624 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.618212 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.536971 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.46503 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.515148 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.585748 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.599708 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.684159 # DEPENDENCYPART_GRANDPAR
(2,8),(8,25),-1.67166 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.661519 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.467515 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.516299 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.502727 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.706404 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.514843 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.729013 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.700573 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.690363 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.607886 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.686117 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.830973 # DEPENDENCYPART_GRANDPAR
