# _root_ I si a això hi sumem l' esgotament a què està arribant CiU , al costat dels conflictes interns que viu la formació , jo crec que de tot això n' ha de treure un benefici electoral ERC .
#goldHeads=26,6,6,3,6,26,8,6,12,9,12,8,12,15,6,15,16,17,18,21,18,23,21,6,26,0,34,34,30,28,34,34,34,26,36,34,36,34,26,
#predictedHeads=6,6,6,3,6,26,8,6,12,9,12,8,12,15,12,15,16,17,18,21,16,23,21,34,26,0,34,34,30,28,34,34,34,26,36,34,36,36,26,
(0,3),(3,6),0.360966 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.592216 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.151683 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.256568 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.2945 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.429314 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.431994 # DEPENDENCYPART_GRANDPAR
(0,4),(4,39),2.7262 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.401757 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.418566 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.10969 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.487947 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.879183 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.394625 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.170777 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.00281097 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.257393 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.390813 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.155319 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.241735 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.265011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.428758 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.200177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.615932 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.418267 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.462313 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.214347 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.123715 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.206295 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.594039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),0.108251 # DEPENDENCYPART_GRANDPAR
(0,6),(6,30),0.759311 # DEPENDENCYPART_GRANDPAR
(0,6),(6,32),0.0761415 # DEPENDENCYPART_GRANDPAR
(0,6),(6,34),-0.720206 # DEPENDENCYPART_GRANDPAR
(0,6),(6,36),-0.355488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,38),-0.463616 # DEPENDENCYPART_GRANDPAR
(0,6),(6,39),2.99068 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.587803 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.7893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.352 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.160632 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.00393729 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.320625 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.338406 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.669883 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-1.50417 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.260273 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.256582 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.319766 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.201506 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.607762 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.422966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.105182 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.198509 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),-0.485047 # DEPENDENCYPART_GRANDPAR
(0,11),(11,30),0.788042 # DEPENDENCYPART_GRANDPAR
(0,11),(11,39),3.0633 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.501453 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.862221 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.380141 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.18406 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.0187947 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.351348 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.646647 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.339788 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.698023 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.47976 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0273229 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.249951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.406994 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.20868 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.600873 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.409764 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.447253 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.198507 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.103217 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.191236 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.572274 # DEPENDENCYPART_GRANDPAR
(0,12),(12,26),0.128748 # DEPENDENCYPART_GRANDPAR
(0,12),(12,30),0.772964 # DEPENDENCYPART_GRANDPAR
(0,12),(12,39),3.01683 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.450132 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),-0.912925 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.411933 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.316076 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.391298 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.729815 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-1.51539 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.0625943 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.318933 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.813384 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.178798 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.751196 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.799581 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.59755 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.511378 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-1.70296 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.226571 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.640362 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),0.787152 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),0.0579849 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),-0.908754 # DEPENDENCYPART_GRANDPAR
(0,21),(21,30),0.714438 # DEPENDENCYPART_GRANDPAR
(0,21),(21,32),0.0219549 # DEPENDENCYPART_GRANDPAR
(0,21),(21,33),-0.0188326 # DEPENDENCYPART_GRANDPAR
(0,21),(21,34),-0.770472 # DEPENDENCYPART_GRANDPAR
(0,21),(21,36),-0.375764 # DEPENDENCYPART_GRANDPAR
(0,21),(21,38),-0.483892 # DEPENDENCYPART_GRANDPAR
(0,21),(21,39),2.93376 # DEPENDENCYPART_GRANDPAR
(0,26),(26,1),0.557059 # DEPENDENCYPART_GRANDPAR
(0,26),(26,2),-0.808147 # DEPENDENCYPART_GRANDPAR
(0,26),(26,3),-0.342581 # DEPENDENCYPART_GRANDPAR
(0,26),(26,4),0.237977 # DEPENDENCYPART_GRANDPAR
(0,26),(26,6),0.387904 # DEPENDENCYPART_GRANDPAR
(0,26),(26,8),-0.296347 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),-0.660464 # DEPENDENCYPART_GRANDPAR
(0,26),(26,10),-1.42368 # DEPENDENCYPART_GRANDPAR
(0,26),(26,11),0.00923322 # DEPENDENCYPART_GRANDPAR
(0,26),(26,12),0.173088 # DEPENDENCYPART_GRANDPAR
(0,26),(26,13),-0.223982 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-0.752484 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),-0.110943 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-0.656246 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),-0.731883 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.5026 # DEPENDENCYPART_GRANDPAR
(0,26),(26,19),-0.43621 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),-1.61038 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-0.141155 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.988541 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.21811 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.917764 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),0.800128 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.93492 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),-0.689264 # DEPENDENCYPART_GRANDPAR
(0,26),(26,30),0.71936 # DEPENDENCYPART_GRANDPAR
(0,26),(26,31),-0.913331 # DEPENDENCYPART_GRANDPAR
(0,26),(26,32),0.0663789 # DEPENDENCYPART_GRANDPAR
(0,26),(26,33),-0.02153 # DEPENDENCYPART_GRANDPAR
(0,26),(26,34),-0.728767 # DEPENDENCYPART_GRANDPAR
(0,26),(26,36),-0.417649 # DEPENDENCYPART_GRANDPAR
(0,26),(26,38),-0.525777 # DEPENDENCYPART_GRANDPAR
(0,26),(26,39),2.99563 # DEPENDENCYPART_GRANDPAR
(0,32),(32,14),-0.70294 # DEPENDENCYPART_GRANDPAR
(0,32),(32,20),-1.62051 # DEPENDENCYPART_GRANDPAR
(0,32),(32,24),-0.868221 # DEPENDENCYPART_GRANDPAR
(0,32),(32,27),-1.28589 # DEPENDENCYPART_GRANDPAR
(0,32),(32,28),-0.667569 # DEPENDENCYPART_GRANDPAR
(0,32),(32,31),-0.974607 # DEPENDENCYPART_GRANDPAR
(0,32),(32,33),-0.00888465 # DEPENDENCYPART_GRANDPAR
(0,32),(32,36),-0.285187 # DEPENDENCYPART_GRANDPAR
(0,32),(32,39),2.98824 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.895496 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.907971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.349562 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.558095 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.19922 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.641843 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.390009 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.0498789 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.28472 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.631518 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.54089 # DEPENDENCYPART_GRANDPAR
(2,4),(4,39),-1.42495 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.909554 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.870863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0722045 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.126311 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.216052 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.585789 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.465837 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.375185 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.447734 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.643521 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.747316 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.598403 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.705957 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.768908 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.680926 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.555351 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.469347 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.847126 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-1.00244 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.458324 # DEPENDENCYPART_GRANDPAR
(2,6),(6,30),-0.842332 # DEPENDENCYPART_GRANDPAR
(2,6),(6,32),-0.562206 # DEPENDENCYPART_GRANDPAR
(2,6),(6,34),-0.469041 # DEPENDENCYPART_GRANDPAR
(2,6),(6,36),-0.776299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,38),-1.05745 # DEPENDENCYPART_GRANDPAR
(2,6),(6,39),-1.38608 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.564759 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-2.08469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.551599 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.05653 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.21544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.339631 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.573065 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.711931 # DEPENDENCYPART_GRANDPAR
(3,4),(4,39),-2.71741 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.08575 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.553302 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.423813 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.29781 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.20451 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.1506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.280914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.310153 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.3515 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.526673 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.352955 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.358716 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.650773 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.783991 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.895056 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.635297 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-1.24498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.495911 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.489077 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.604062 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.0885641 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-0.865347 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.767103 # DEPENDENCYPART_GRANDPAR
(3,6),(6,30),-1.17634 # DEPENDENCYPART_GRANDPAR
(3,6),(6,32),-1.29645 # DEPENDENCYPART_GRANDPAR
(3,6),(6,34),-0.692807 # DEPENDENCYPART_GRANDPAR
(3,6),(6,36),-0.985827 # DEPENDENCYPART_GRANDPAR
(3,6),(6,38),-0.955061 # DEPENDENCYPART_GRANDPAR
(3,6),(6,39),-2.58387 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-1.27896 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.17696 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.31485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.0469473 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.247947 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-1.0804 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.562523 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.372972 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.339472 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-1.01485 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-1.10584 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-1.09023 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.523941 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.56776 # DEPENDENCYPART_GRANDPAR
(3,8),(8,26),-0.743446 # DEPENDENCYPART_GRANDPAR
(3,8),(8,39),-2.67561 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-1.29782 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.20452 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.14913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.282589 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.313158 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.316074 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-1.20622 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.425282 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.347853 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.756582 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.401121 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.655974 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.782751 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.901737 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.640499 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-1.25166 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.501113 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.488821 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.602264 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.0937659 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.864107 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.765305 # DEPENDENCYPART_GRANDPAR
(3,12),(12,30),-1.17792 # DEPENDENCYPART_GRANDPAR
(3,12),(12,39),-2.58002 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.564689 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.526497 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.83276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0933313 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.923718 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.19659 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.919983 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.18984 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.11244 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.12421 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.975725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.02406 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.441495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.131445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.676408 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.224871 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.492157 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.362547 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.617797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.846547 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.486405 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.692267 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.223134 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.808404 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-1.16938 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.566578 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.799671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),-1.5629 # DEPENDENCYPART_GRANDPAR
(4,6),(6,32),-1.12435 # DEPENDENCYPART_GRANDPAR
(4,6),(6,34),-0.533639 # DEPENDENCYPART_GRANDPAR
(4,6),(6,36),-1.08578 # DEPENDENCYPART_GRANDPAR
(4,6),(6,38),-0.943487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,39),-1.55739 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.17581 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.08985 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.00554 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.864141 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.109091 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.286722 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.135282 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.664831 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.175334 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.466297 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.685589 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.32372 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.183828 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.750063 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.748092 # DEPENDENCYPART_GRANDPAR
(4,8),(8,39),-1.43189 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.413008 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.294114 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0798894 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.637822 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.158306 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.641767 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.782229 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0154671 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.133217 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.295696 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.919265 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.719735 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.622774 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.541454 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.915023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.119086 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.246961 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0238345 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.949408 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.221095 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.16394 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.527257 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.482273 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.289868 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-1.08274 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-1.20019 # DEPENDENCYPART_GRANDPAR
(5,8),(8,39),-1.43232 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.733763 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.64537 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.660123 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.516117 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.720924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.235124 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.45138 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.188907 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0412628 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.115457 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.911926 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.180065 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.172666 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.453194 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.582959 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.638808 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.50852 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.310991 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-1.12502 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.868687 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.509167 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-1.2357 # DEPENDENCYPART_GRANDPAR
(5,12),(12,30),-1.64828 # DEPENDENCYPART_GRANDPAR
(5,12),(12,39),-1.5378 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.541527 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.00706052 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.143019 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.30535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,1),-0.527285 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0479 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.772036 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.289453 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.39774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.348947 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.769509 # DEPENDENCYPART_GRANDPAR
