# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(12,16),(12,22),0.0607881 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0517937 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.158695 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0613485 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0857006 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.144419 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.0157792 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.00013809 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.00374077 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0523095 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.0497189 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0274738 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0695018 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.143023 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.248389 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.42097 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0508144 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0416981 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0727859 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.141648 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0816808 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0519777 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.143023 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.248389 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.42097 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0508144 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0416981 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0727859 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.141648 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0816808 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0519777 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0585867 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.105343 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.000754477 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0655766 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.121337 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.124041 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.197066 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.12412 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.148243 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.000634644 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00925484 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.014947 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0854882 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0149389 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.0232193 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0483932 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00797018 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00256792 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0650618 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0845273 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0204013 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0211202 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0278545 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.025512 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.114273 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0147195 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.129771 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0683474 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00272298 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.110444 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0714878 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00544739 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0946193 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.00315624 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0708162 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0167117 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.129691 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0545426 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00341993 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0794996 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0620536 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0285631 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0169799 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.015779 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0158807 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0592936 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0264852 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.720469 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.758779 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.160391 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0785927 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0421849 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.114219 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0161813 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0201107 # DEPENDENCYPART_SIBL
(15,2),(15,24),0.0298662 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.298756 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0918789 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.064851 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0844742 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0449803 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0295203 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0774643 # DEPENDENCYPART_SIBL
(15,4),(15,23),0.154288 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.172121 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.192873 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.103854 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.265243 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.00178802 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0353008 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00729522 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.00751054 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.520748 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.170573 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0500847 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0340241 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0599114 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0118472 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0209462 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00707369 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0997965 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0123408 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0491814 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00703579 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0877233 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0706281 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0518645 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0434123 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0845134 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0915316 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.122501 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0356751 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0170537 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.00222814 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0063618 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00509238 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.00808875 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0194688 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0256661 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0198535 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0125491 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.446338 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.07101 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.446338 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.21241 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.06376 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.628098 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.120708 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.670737 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.125175 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.669038 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.142987 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.153643 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.23541 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0260165 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0780074 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.00567987 # DEPENDENCYPART_SIBL
(16,2),(16,22),-0.0381427 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.0260165 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0743931 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.144578 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.336571 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.179185 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.13361 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.532359 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0543433 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0830623 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0886239 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.101447 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0237219 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.182186 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.322476 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.145917 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.0460635 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0201904 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.022707 # DEPENDENCYPART_SIBL
(16,3),(16,23),-0.145917 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.441143 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.251195 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0660611 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.0843105 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.305539 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.03259 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0823848 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0413516 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0716625 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0144526 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0272364 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.230269 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0410063 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0131613 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0240049 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.010741 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.0410063 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.086443 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.179185 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.13361 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.532359 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0543433 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0830623 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0886239 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.101447 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0237219 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.182186 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.322476 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.145917 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0460635 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0201904 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.022707 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.145917 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.441143 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0383417 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.310057 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0641002 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0200086 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.08744 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.00768032 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.063959 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0860374 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.271416 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0909977 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0306292 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0207487 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0417215 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0909977 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.290647 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.340777 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.104819 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.034161 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.182027 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0210592 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0994363 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0266264 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.329565 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0394833 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0867517 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0406089 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0523012 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.0394833 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.01177 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0522262 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.234089 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0285423 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.275113 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0599912 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.247946 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.408968 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.126922 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.107397 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.144555 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.174238 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.126922 # DEPENDENCYPART_SIBL
(16,8),(16,24),-0.363431 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0435183 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0837625 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0477496 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.00480218 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0774336 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0440232 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0938768 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.000872475 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.104375 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.0765916 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0938768 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0746681 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.131098 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.669019 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.15248 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.125824 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.19246 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0248022 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0223333 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0120655 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0347431 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.0248022 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.039503 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0553497 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.110635 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0380542 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00581826 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0771802 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0741018 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0558377 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.171361 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0771802 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.056072 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.156902 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.145668 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.184324 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00164687 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.00187437 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.00745911 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00846795 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.00164687 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.0418386 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0851894 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.110237 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.000775831 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0591801 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.00933502 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0203321 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.000775831 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0188587 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.265532 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0100164 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0224378 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0460949 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0210963 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0100164 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0685899 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0825055 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0495652 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0562774 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0776501 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0825055 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.291832 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.00274672 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0228274 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0219499 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0892986 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0843585 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0143187 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0164704 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0295149 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0254855 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0555668 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0286773 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.016689 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0494409 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0167854 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0843585 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.186556 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0111619 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0308895 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.166662 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.281387 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0493218 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.207771 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.117068 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.224102 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.281626 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0251436 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0838346 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.769399 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0986319 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0437591 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.173838 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0682566 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0398604 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.346303 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0847647 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00339402 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0147698 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0293244 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0672744 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.486842 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.00179014 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.183098 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0326956 # DEPENDENCYPART_SIBL
(20,2),(20,8),-0.669355 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.734466 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.142945 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.733149 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.178883 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.048708 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.179052 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0824692 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0124834 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.16412 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0191843 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0204289 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.00103044 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.0742792 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.103099 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.153275 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.106786 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.504966 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0298212 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0602479 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0478287 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.00564693 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.106272 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.257537 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.157403 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.203951 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.084796 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0418716 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0134154 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.146627 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.479813 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0459467 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.0634636 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.324979 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0342605 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0451236 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0231573 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.035982 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.034487 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.176745 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0470565 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0131056 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0124048 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0739886 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0170883 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0295838 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0361966 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0354476 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.266979 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.00452252 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0112608 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0164697 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0183888 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0936843 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.209022 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.10724 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.00740809 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0206275 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.289171 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0137039 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0462371 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.308553 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.299967 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0119116 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.108508 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.000809014 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0561306 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0320007 # DEPENDENCYPART_SIBL
