# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=23,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,0,19,23,23,0,23,24,23,26,27,30,28,30,31,32,23,
(1,6),(6,16),-0.525408 # DEPENDENCYPART_GRANDPAR
(1,6),(6,34),-0.820582 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.469161 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.90774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.537305 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.648116 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.4554 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.880175 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.11756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0861262 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.030104 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.899669 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.737713 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.14825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.70181 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.238943 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.165258 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.024786 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.186096 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.500261 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0571303 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.025732 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.0382305 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.799325 # DEPENDENCYPART_GRANDPAR
(3,5),(5,34),-2.18646 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.643077 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.868439 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.633567 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.202495 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.334107 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0998209 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.336855 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.128528 # DEPENDENCYPART_GRANDPAR
(3,6),(6,34),-2.20816 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.922353 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.740131 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.965779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.25151 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0349113 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.698222 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.268329 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.154482 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.128491 # DEPENDENCYPART_GRANDPAR
(3,8),(8,34),-2.11689 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.924457 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.745308 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.875077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.611242 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.303505 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0719784 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.813959 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.109038 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0177347 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.272653 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.281074 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.534977 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.803921 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.073575 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.0303793 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.626782 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.202467 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.51592 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.705103 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.66643 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),0.0396327 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.84313 # DEPENDENCYPART_GRANDPAR
(3,10),(10,26),-0.103185 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.863029 # DEPENDENCYPART_GRANDPAR
(3,10),(10,28),-0.492834 # DEPENDENCYPART_GRANDPAR
(3,10),(10,30),-0.562511 # DEPENDENCYPART_GRANDPAR
(3,10),(10,34),-2.11738 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.203604 # DEPENDENCYPART_GRANDPAR
(3,27),(27,30),-0.548577 # DEPENDENCYPART_GRANDPAR
(3,27),(27,31),-1.32803 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.394341 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.416402 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-1.28498 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.712364 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-1.38515 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.61678 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.656909 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.87712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.34123 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.762311 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.0137 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.942722 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.42264 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-1.1284 # DEPENDENCYPART_GRANDPAR
(4,3),(3,34),-1.50206 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.26455 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.27233 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.11685 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.09488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0397454 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.348285 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0953524 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.225092 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-1.34026 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.117845 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.791545 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.462278 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.859501 # DEPENDENCYPART_GRANDPAR
(4,5),(5,34),-0.739956 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.2463 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.15729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.622044 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.352202 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.259951 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.280409 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-1.33853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.852496 # DEPENDENCYPART_GRANDPAR
(4,6),(6,34),-0.839158 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0300645 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.790326 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.44887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.102219 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-0.854314 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.448845 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.20824 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0762258 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.53675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.175179 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.508068 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.776809 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.916007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.60424 # DEPENDENCYPART_GRANDPAR
(5,3),(3,34),-2.56444 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.488825 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.869871 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.48753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.219856 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.951935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.863115 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.634533 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.156366 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.017005 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0860204 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.113615 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0613986 # DEPENDENCYPART_GRANDPAR
(5,6),(6,34),-1.80924 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.23635 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.04579 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.64042 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.668396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.615211 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.793389 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.101 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0356104 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0455529 # DEPENDENCYPART_GRANDPAR
(5,8),(8,34),-1.83181 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.249139 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.01441 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.143015 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.349389 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.23807 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.04943 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.64403 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.92203 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.650338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.618552 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.900045 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.558839 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0359399 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0736963 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.466754 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.224765 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.579504 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0819962 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.232089 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-1.42494 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.0300916 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.165317 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),0.0208697 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.379412 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.143755 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.362349 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.684004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.734533 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.121733 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-0.478362 # DEPENDENCYPART_GRANDPAR
(5,10),(10,34),-1.7104 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.13459 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.40978 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.287433 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0252439 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0283074 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.889705 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.415792 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.348514 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.549781 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.062369 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.366186 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.118287 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.289091 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.62451 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.344208 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.72713 # DEPENDENCYPART_GRANDPAR
(5,12),(12,28),-0.287929 # DEPENDENCYPART_GRANDPAR
(5,12),(12,33),-0.154952 # DEPENDENCYPART_GRANDPAR
(5,12),(12,34),-1.76225 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-1.06636 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0564288 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.320632 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),0.00584542 # DEPENDENCYPART_GRANDPAR
(5,16),(16,6),0.685589 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0440333 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.0957193 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.261896 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.249579 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.441766 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.269522 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.039789 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.207994 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.097607 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.27544 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.35277 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.56484 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-1.23507 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-1.04426 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-1.63623 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.644206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.610297 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.901221 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.560543 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),0.00743601 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.177157 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-1.24167 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.137524 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.219564 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.291007 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.710858 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.0815776 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.0409148 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-1.52209 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.13921 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.0210018 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.37684 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.0865089 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.29629 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.628447 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.668475 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.0593042 # DEPENDENCYPART_GRANDPAR
(5,19),(19,30),-0.452256 # DEPENDENCYPART_GRANDPAR
(5,19),(19,33),-0.0405346 # DEPENDENCYPART_GRANDPAR
(5,19),(19,34),-1.78024 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.263117 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.250337 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),0.0627445 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.289655 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.477496 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.741789 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.849681 # DEPENDENCYPART_GRANDPAR
(5,22),(22,30),-0.58217 # DEPENDENCYPART_GRANDPAR
(5,22),(22,31),-0.895851 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.328234 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.514057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.47473 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.41628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,6),-0.609627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,1),-0.979195 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.01497 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.06894 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.47836 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.640879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),2.42646 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.048172 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.145305 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.260679 # DEPENDENCYPART_GRANDPAR
(6,8),(8,34),-1.51281 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),1.88913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.206083 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.301705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0754117 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.981298 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.02014 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.07233 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.17139 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.47999 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.511781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),2.64756 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.813936 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.426857 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.221732 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.203173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.060146 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.347615 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.474442 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.222846 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.067467 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),0.326374 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.142666 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.620097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.531217 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),0.255671 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.336608 # DEPENDENCYPART_GRANDPAR
(6,10),(10,26),0.174172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.44743 # DEPENDENCYPART_GRANDPAR
(6,10),(10,28),-0.023196 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),-0.250429 # DEPENDENCYPART_GRANDPAR
(6,10),(10,34),-1.44379 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.97248 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.953735 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.559466 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.263866 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.341791 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.865002 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.269162 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0748571 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.272401 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.532549 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.072604 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),0.644952 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.157079 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.552791 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),0.50656 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),0.388788 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),0.27885 # DEPENDENCYPART_GRANDPAR
(6,12),(12,33),-0.558076 # DEPENDENCYPART_GRANDPAR
(6,12),(12,34),-1.43786 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.637636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,9),0.174956 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.186298 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0109907 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0290678 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.225622 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.186234 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.434611 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.114774 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.655942 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),0.313337 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.195296 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),0.280817 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.303319 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.34363 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.52259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.957306 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.19013 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.817602 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.680519 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.02434 # DEPENDENCYPART_GRANDPAR
(7,6),(6,34),-1.83514 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.423006 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.829668 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.776728 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.405975 # DEPENDENCYPART_GRANDPAR
(8,1),(1,21),-1.75214 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.1203 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.827818 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-1.31542 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.665561 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.514329 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.98335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.881955 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-1.91976 # DEPENDENCYPART_GRANDPAR
(8,3),(3,27),-1.28207 # DEPENDENCYPART_GRANDPAR
(8,3),(3,34),-2.57617 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.14218 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.727144 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.929272 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.985227 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.390533 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.85219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.3452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.751298 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.864438 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.431683 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.999705 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.17933 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.550157 # DEPENDENCYPART_GRANDPAR
(8,5),(5,34),-2.4681 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.816845 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-1.38215 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.248311 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.96705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.653707 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.865656 # DEPENDENCYPART_GRANDPAR
