# _root_ De_fet , la noia presentava fractura de pelvis , turmell i cama i va ser atesa a un centre hospitalari .
#goldHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
#predictedHeads=5,1,4,5,0,5,6,7,8,8,8,8,5,16,16,5,16,19,17,19,5,
(16,12),(16,14),0.170676 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0377843 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0793109 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0222172 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00489857 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0410763 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0611837 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0364759 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0503255 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.174691 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0730291 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0159307 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.228018 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.118685 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00618403 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0185802 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.354285 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.2658 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0249131 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0395376 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0562815 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0096748 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0830265 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0526742 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0900542 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0795531 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00778795 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.241785 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0666648 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0185671 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.17597 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0623515 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.019085 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.148701 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.446991 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0764752 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0420285 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.16955 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.11414 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.332831 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.116776 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.00510015 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0706238 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0145315 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0291209 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0684673 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.080509 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00698174 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0359801 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.186144 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.182277 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00953188 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0740634 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.108745 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.13874 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.757223 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.216445 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.451589 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.589785 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.355024 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.837933 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.27488 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.152942 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.12459 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.739751 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0523261 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.251319 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.294555 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.10175 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.232636 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.389496 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0913935 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.8182 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),2.42963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.14636 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.337954 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.238727 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.430051 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.158253 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.234484 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.189787 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.423782 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.318807 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.15054 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.172139 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.291783 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.0173176 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.159095 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),1.04861 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.334482 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),2.45032 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.14627 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.362027 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.858236 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.021735 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.82654 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.125233 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.388733 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.365946 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.247491 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.771983 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.993427 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.307356 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.121894 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),2.64209 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.16259 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.449183 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.844039 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0647248 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.296918 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.811728 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.211693 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.41028 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.279487 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.269038 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.758582 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.0897709 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.338387 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.17517 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.0351622 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),2.44586 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.805003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0821264 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.202346 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0739113 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.378533 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.307874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.310037 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.620587 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.25282 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.543627 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.284886 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.39156 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.528089 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.880682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0443801 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.369201 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.037679 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.307661 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.389714 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.489012 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.336464 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.550375 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.250765 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.472847 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.282831 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.49122 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.287378 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.41326 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.304463 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.583123 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.802293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0662557 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.187421 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.138636 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.018519 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.305852 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.555276 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.310511 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.616677 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.252341 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.539717 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.284407 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.242478 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.386696 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.457527 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.524397 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.256206 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.327845 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.317316 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.12555 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.157615 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.189147 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.879356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,4),0.0401183 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.150474 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.284671 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.465336 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.255775 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.526695 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.191442 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.449931 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.223508 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.33099 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.291245 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.312725 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.694861 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.461231 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.586353 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.313667 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-1.32042 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.00181 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.87451 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.09964 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.4169 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-1.39959 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-1.20831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.16 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.19016 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.28546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.284115 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-1.22499 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.337498 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.704033 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-1.54266 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.69403 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-1.35473 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.644294 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.493442 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.620694 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.544513 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.79891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.763561 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.11358 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.04679 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.00553 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.03634 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-1.30886 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0171699 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.84537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.756245 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.465191 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.500108 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.973833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.229357 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.292358 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.484052 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.151868 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.385128 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.256857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.495413 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.323025 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.971468 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.599394 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.513674 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.407245 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-1.18913 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.655769 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.358645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.480664 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.05553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0203947 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.343534 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.64308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.17359 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.544195 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.33609 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.654497 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.402258 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.749451 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.72839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.417334 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-1.17112 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.310334 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.245268 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.210611 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.282015 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.348183 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.545312 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.655769 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.0206724 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.293987 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0567892 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.334795 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.653062 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.400963 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-1.14176 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.751385 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.730324 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.41722 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-1.17085 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.655769 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.0206688 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0567652 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.52019 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.311579 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.403344 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.748884 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.727823 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.756245 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.972992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.110111 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.29062 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.54286 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0894293 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.444199 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.327142 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.553022 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.393309 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.516542 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.362532 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.415263 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.934613 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.321013 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-1.1918 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.660768 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0508679 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.47266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.365212 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.514725 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.777484 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.764689 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.953587 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.172696 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.123309 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.209149 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.145754 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.962101 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.45149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.36217 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.357217 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.821548 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.529632 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.789878 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.590028 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.793467 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.93242 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.59876 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.761881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.556299 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.171394 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.794943 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.43468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0694075 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0675076 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0850614 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.181944 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.101357 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.121181 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0977683 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.129006 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.20052 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.220623 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.86405 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.109682 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0786733 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.224366 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0476067 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0440176 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.160281 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.761881 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.171394 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.080697 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.188638 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.107792 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.127875 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.104203 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.131281 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.198245 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.859685 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.761881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.434859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.0509884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00835111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.107764 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.127861 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.104175 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0686241 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.131267 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.198258 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.216424 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.859703 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.761881 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.434911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,9),-0.00836604 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.484035 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.244115 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),0.103459 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.135437 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.194089 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0838871 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0702759 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.291158 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.03661 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.10333 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.641287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.445371 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.3008 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.279034 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0248682 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.218113 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.0284573 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.326812 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.318308 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.154377 # DEPENDENCYPART_GRANDPAR
