# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
(2,4),(4,22),-0.223217 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.652715 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-1.12456 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-1.30725 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-0.93701 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-1.86183 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.463547 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.115533 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.41756 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.479924 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.149488 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.276674 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.267343 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.599925 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.493354 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.10283 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.154694 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.32605 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.473484 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.295993 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.574514 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.574784 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.507865 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.353784 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.292279 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.703771 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.816312 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.175382 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.40617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,7),-1.17451 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.737526 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.204541 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.82084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.719626 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.720105 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.998032 # DEPENDENCYPART_GRANDPAR
(3,2),(2,28),-2.66741 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.18325 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.43819 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.610481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.031354 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.199295 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.260796 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0735454 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.209568 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.220591 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.331241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.46467 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.508696 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.137751 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),0.0228602 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.0190688 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.165005 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.343183 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.333051 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.0706494 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.578231 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.443601 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-1.1518 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.288428 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-1.61854 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.447268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.548392 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.145207 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.294564 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0215991 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.243336 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.178977 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.422719 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.547558 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.121842 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.518379 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.141607 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.467151 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.315978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.384122 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.240859 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.609515 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.0876999 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-1.73787 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.314992 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.13725 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.271527 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.352008 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0878279 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.25469 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.27141 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.163483 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),0.144565 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0322416 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.223338 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.221633 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.249123 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.461367 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0529738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.252286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.019604 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.00174557 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.443695 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0798343 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.42347 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.277412 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.110083 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.25989 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.131391 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.0471525 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.312106 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.162582 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.509439 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-1.0415 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),-1.66332 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),0.723668 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.0997965 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.115275 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0133652 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0640466 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.104016 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.315398 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.304191 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.682863 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.103741 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.139317 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.146149 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.322185 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.222271 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.226901 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.173067 # DEPENDENCYPART_GRANDPAR
(3,13),(13,28),-1.7835 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.122786 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.106631 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.18333 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.43825 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.70531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.33913 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.067615 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.181573 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.0252803 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.210408 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.330438 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.421817 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.533797 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.305334 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.273849 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.33093 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.412145 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.402036 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.10092 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.664038 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.495077 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-1.23375 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.339904 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-1.67509 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.312106 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.162582 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.0435502 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.509439 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.209736 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-1.0415 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-1.18935 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-1.4461 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.591551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),0.459992 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),0.0162008 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.0682869 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.226092 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.43285 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),0.427069 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),0.385557 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.0127006 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.370272 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.0786759 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.671424 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.446807 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-1.23376 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-0.291625 # DEPENDENCYPART_GRANDPAR
(3,20),(20,28),-1.5668 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-1.18325 # DEPENDENCYPART_GRANDPAR
(3,21),(21,2),-1.43819 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.634927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,4),0.409504 # DEPENDENCYPART_GRANDPAR
(3,21),(21,5),-0.0171029 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),0.00639394 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.135019 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),0.0576222 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.148583 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.277197 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.380059 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.480558 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.271137 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),0.36463 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),0.330648 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.0929969 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.138312 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.0512857 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.56551 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.429692 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-1.13521 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.27452 # DEPENDENCYPART_GRANDPAR
(3,21),(21,28),-1.61171 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.497922 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.169479 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-1.14471 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.485727 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.333447 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.389199 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.56625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.648345 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.731932 # DEPENDENCYPART_GRANDPAR
(4,2),(2,28),-2.51946 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.31285 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.901351 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.57168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.653725 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.960699 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.38811 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.733881 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.31986 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.63147 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.91994 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.073 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.849895 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.823703 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.53442 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.11448 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.06381 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-2.52305 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.28642 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.315491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.207375 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.213067 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.271735 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.144825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.15846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.334208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.197185 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),0.301292 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.440954 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.140959 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.372711 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0241546 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0849381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.225202 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.225861 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0653539 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-1.57145 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.419866 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.188105 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.587599 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.265089 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.210103 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.156265 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.229127 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.038835 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.301557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.307153 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),0.00892155 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),0.0838612 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.186683 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.372426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,7),0.0484933 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.110236 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.285188 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.116736 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.362305 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.402472 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.340523 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.119549 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.0641421 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.354467 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.328412 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.420489 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.042251 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.182941 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.164629 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.453989 # DEPENDENCYPART_GRANDPAR
(4,11),(11,28),-1.486 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.0980054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.277775 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0666699 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.430806 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.00157281 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.264986 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.166074 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.293247 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.303081 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.0456555 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.191312 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.300989 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.00638836 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.00963764 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.0764609 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),0.0633129 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-1.62094 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0606989 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.38228 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.208219 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.00196775 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.280989 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.142365 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.0268347 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.299556 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0279793 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0952228 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0160877 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.187564 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.296754 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),0.0587125 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.293415 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-1.3439 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-1.77206 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-1.56456 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.484042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),0.0393829 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.0998471 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),0.134888 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.067343 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.061243 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.323639 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.226003 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.163136 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),0.29489 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),0.0648095 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.157033 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.0789502 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),0.15294 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.298301 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.290474 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.631492 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.285332 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-1.50214 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.042251 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),0.182941 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),0.225847 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.164629 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),0.0550678 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.453989 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-1.34992 # DEPENDENCYPART_GRANDPAR
(4,20),(20,2),-1.77991 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-1.57421 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.354167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.126737 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.213003 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.170705 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.11994 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.457123 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.555148 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.310052 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.0464151 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),0.166043 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.301017 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.255511 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.626835 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.250359 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-1.39911 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-1.34382 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-1.772 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-1.5645 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.415656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.0867215 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),0.0972594 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.144673 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.165502 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.125995 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),0.112734 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.285055 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.174514 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.130667 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.383683 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),0.48924 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.223044 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),0.096943 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),0.199187 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.206056 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.228594 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.539234 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.223452 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-1.44215 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.156471 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.171708 # DEPENDENCYPART_GRANDPAR
