# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(3,7),(7,15),-0.233228 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.239597 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.485849 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.0791433 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.35796 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.288864 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.630286 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.402156 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.830046 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.411219 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0587338 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.372382 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.106767 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.149773 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.895563 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.154061 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.183161 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.193867 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.82302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,8),-0.543247 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.15197 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.909567 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.211815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0047258 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.80822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.23858 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.646134 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.256222 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.164105 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.58146 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.420062 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.14324 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.981191 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.965371 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.942608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.211344 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0392852 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.338033 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.190602 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.297056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.772709 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.497623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.301964 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.166285 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.0803811 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.899353 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.744047 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.706445 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.5826 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),-1.37847 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.886054 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.709753 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.547933 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.896938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.795097 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.673063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0195636 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.244977 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.120701 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.471712 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.578302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.292286 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.111684 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.256572 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.340941 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.270204 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.456857 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.561785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.503155 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-1.4279 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.329294 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0635041 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0109432 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.223589 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0126239 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.386946 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.112545 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.0180407 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.254403 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.615517 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.532672 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-1.16502 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.732671 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.287215 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0554124 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.417386 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.39865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.406411 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.328392 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.228715 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.350705 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.409564 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0164376 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.131529 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.278172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.77594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.715949 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.795837 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.4345 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-2.40408 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.30568 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0215 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.964427 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.784166 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.534445 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.25034 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.372141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.2724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0474873 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.202639 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.197695 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.394486 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.227755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0226899 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.058493 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0142744 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.235053 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.0301604 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.0433725 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.0974244 # DEPENDENCYPART_GRANDPAR
(5,7),(7,24),-0.0219283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-1.38861 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.933729 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.195633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.144139 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.337917 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0415523 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.248162 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.0546666 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.0235016 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.963873 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.783695 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.533974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.24932 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.346482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),1.27742 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.145042 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.193466 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.42274 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0772902 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.225098 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0201582 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0611525 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.0086141 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.0378858 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-1.40476 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.416956 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.087278 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.37262 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.556644 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.283591 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0791435 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.087351 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.283523 # DEPENDENCYPART_GRANDPAR
(5,14),(14,28),-1.39643 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-1.22031 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.05437 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.950391 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.63224 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.508392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.386039 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.140791 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.377429 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.268989 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0754801 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.338014 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.616915 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.00454102 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0567234 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.0563912 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.1101 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.126088 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.0920299 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.165224 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.204794 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.153033 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),0.109037 # DEPENDENCYPART_GRANDPAR
(5,15),(15,28),-1.37472 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.22017 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-1.05423 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.950278 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.63195 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.509015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.389835 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.102194 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.363955 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.272784 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0229304 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.359324 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.648676 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0217412 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0571525 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.0449653 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.0743561 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.156495 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.080604 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.193766 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.233337 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.181577 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),0.149434 # DEPENDENCYPART_GRANDPAR
(5,16),(16,28),-1.34513 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.0591847 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.300412 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),0.00685124 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.0505579 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.139113 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.0646716 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),0.290939 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),0.0351646 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),0.104638 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),0.21149 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-1.43468 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.0300466 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.291522 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.239761 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),0.0934116 # DEPENDENCYPART_GRANDPAR
(5,22),(22,28),-1.39782 # DEPENDENCYPART_GRANDPAR
(5,23),(23,1),-1.22017 # DEPENDENCYPART_GRANDPAR
(5,23),(23,2),-1.05423 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-1.63196 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.473062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,7),0.411686 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.0135383 # DEPENDENCYPART_GRANDPAR
(5,23),(23,15),-0.0211973 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),0.110532 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),0.089182 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),0.156925 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),0.280962 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-1.38729 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.0239714 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),0.216157 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.158247 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),0.156354 # DEPENDENCYPART_GRANDPAR
(5,23),(23,27),-0.412582 # DEPENDENCYPART_GRANDPAR
(5,23),(23,28),-1.32309 # DEPENDENCYPART_GRANDPAR
(5,24),(24,1),-1.22018 # DEPENDENCYPART_GRANDPAR
(5,24),(24,2),-1.05424 # DEPENDENCYPART_GRANDPAR
(5,24),(24,4),-1.63255 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.474261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,7),0.393084 # DEPENDENCYPART_GRANDPAR
(5,24),(24,14),0.0323875 # DEPENDENCYPART_GRANDPAR
(5,24),(24,15),-0.0251187 # DEPENDENCYPART_GRANDPAR
(5,24),(24,16),0.106611 # DEPENDENCYPART_GRANDPAR
(5,24),(24,17),0.0705793 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),0.0809661 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),0.236356 # DEPENDENCYPART_GRANDPAR
(5,24),(24,20),-1.41447 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),0.00536893 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.203874 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.0823191 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),0.214787 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.435364 # DEPENDENCYPART_GRANDPAR
(5,24),(24,28),-1.3395 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.0774633 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.4279 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.36685 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.01411 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.50376 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.25766 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.16283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.301537 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.610562 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-1.18599 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.69156 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.497205 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.359599 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.376994 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-1.57776 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.76355 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.755595 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-1.76357 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.470987 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.350828 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.590386 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.25582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.552878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-1.09902 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.818405 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.561099 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.419659 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.300689 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.343154 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.55197 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.521369 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.282617 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.650357 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-1.08376 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.589513 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.00946906 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.552212 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.289442 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.37181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.500941 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.603025 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.35952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.257173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.315576 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.47827 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.108156 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.162197 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.53025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.416773 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.806248 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-2.12152 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.363754 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.531184 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.104218 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.703278 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.111596 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.52986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.416739 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.750952 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.806242 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.460727 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.647459 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.769844 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.02077 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.19774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.70048 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.18913 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.14288 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-1.24651 # DEPENDENCYPART_GRANDPAR
(7,5),(5,28),-2.12152 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.41406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.38071 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.865579 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.148937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.469103 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0852553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0739526 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.448629 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.332004 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.175299 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.22414 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.33295 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.574813 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.37488 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.05604 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.883679 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.484313 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0340559 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.133946 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.161217 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.206784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.113102 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0157705 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0789927 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.287244 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-1.25801 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.573749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,11),0.343986 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.0092894 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.371912 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.27326 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.110497 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.0197387 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.212319 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-1.27141 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.31889 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.43278 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.773423 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.53803 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.21954 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.525208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.508009 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0831417 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.261902 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.276959 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0415526 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.1858 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.866985 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.24702 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.0989046 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.0265902 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.267871 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.115016 # DEPENDENCYPART_GRANDPAR
