# _root_ Per intentar el rècord , l' embarcació catalana participarà en el rànquing ' World_Sailing_Record ' , l' entitat que estableix la legalitat de les marques .
#goldHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
#predictedHeads=9,1,4,2,1,7,9,7,0,9,12,10,14,12,14,18,18,12,20,18,22,20,22,25,23,9,
(10,11),(10,14),-0.220671 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0781921 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0987907 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.223984 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.103916 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0710033 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.987439 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0710033 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0247344 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.998144 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.458098 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.339672 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.299429 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.324257 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.352247 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.103406 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0695912 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0261761 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.99745 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.457356 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.324257 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.352247 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.103406 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.301871 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0916924 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.461275 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0525943 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0954725 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0211169 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0647463 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.0211169 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.00542631 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0535999 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.00534518 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0658401 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.00157752 # DEPENDENCYPART_SIBL
(12,1),(12,25),0.0645561 # DEPENDENCYPART_SIBL
(12,1),(12,26),0.0541302 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0324817 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.164071 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.051023 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.164071 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.33468 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0551107 # DEPENDENCYPART_SIBL
(12,5),(12,20),0.114743 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0497259 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0310395 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0511277 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.316305 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0695457 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.322378 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0695457 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00628142 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.292894 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0240494 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.326698 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.42285 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.322207 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.00289708 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0688291 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.156931 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0225558 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.038969 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0236263 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0752697 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0891788 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.0685817 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.030693 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0102031 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0312553 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0111896 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.000679331 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0151923 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0599149 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.0118773 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.00507259 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0225558 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.038969 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0236263 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0752697 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0891788 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0685817 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.030693 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.331944 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0515467 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.383718 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0276537 # DEPENDENCYPART_SIBL
(12,16),(12,25),0.373765 # DEPENDENCYPART_SIBL
(12,16),(12,26),0.00632052 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.00147722 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00131796 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0418964 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.00463294 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.0337121 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0304762 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.0578806 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0271968 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.042489 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0636736 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.0194393 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.00209836 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.0177517 # DEPENDENCYPART_SIBL
(12,23),(12,26),0.0124785 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.00551023 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0792673 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.0893776 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.213143 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0363858 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00116906 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00759318 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0129308 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.00138871 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0369007 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.0526971 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0365006 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0727621 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0441327 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.031049 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00719149 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00255384 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00508848 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0799264 # DEPENDENCYPART_SIBL
(14,10),(14,26),0.0714649 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.269702 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0609165 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0149047 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.285981 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.015367 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.319786 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.400362 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.0115263 # DEPENDENCYPART_SIBL
(14,13),(14,15),1.16662 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0233763 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0787665 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0242649 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0851658 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0254079 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.146004 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0221517 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0403398 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0239087 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0766406 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0795489 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0302899 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.333356 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.051244 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.385129 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0372633 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.006744 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00218144 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.000481384 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0327908 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0328226 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0314226 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.048024 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.0426665 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0545679 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.00120887 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.00671668 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0528125 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0256362 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00705423 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.00302034 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0321227 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0528125 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0323504 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0669778 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0013651 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0637862 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0137139 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.0625023 # DEPENDENCYPART_SIBL
(18,1),(18,26),0.0559727 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.271182 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.402568 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.460073 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.462941 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0397901 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.137189 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0664983 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.177821 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0122935 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.106465 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0108917 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.245555 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.176777 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0791613 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.213132 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.062269 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0415053 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0959698 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0169052 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.00165935 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0445597 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.00269173 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0508776 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0182748 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.258638 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.287498 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.154519 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.10392 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.109507 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0357498 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0456791 # DEPENDENCYPART_SIBL
(18,9),(18,25),-0.0368111 # DEPENDENCYPART_SIBL
(18,9),(18,26),0.0232352 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0724407 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.012869 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0563603 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0989609 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.00143199 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.00202647 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0875962 # DEPENDENCYPART_SIBL
(18,10),(18,25),0.000744146 # DEPENDENCYPART_SIBL
(18,10),(18,26),0.0732733 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0375254 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.17288 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0737466 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0538107 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.114145 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0146444 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.112743 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.182269 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.137189 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0664983 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.177821 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0122935 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.106465 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0108917 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.245555 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.060884 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.033369 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.179411 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.321265 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.174847 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.0609237 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.135822 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.208066 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.17024 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.21142 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.085687 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0203278 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0612813 # DEPENDENCYPART_SIBL
(18,20),(18,25),0.0170485 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.040067 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0875624 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.014853 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.00398884 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.0241762 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0414626 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.000576958 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0612729 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.00960443 # DEPENDENCYPART_SIBL
(20,1),(20,4),0.0131621 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.265084 # DEPENDENCYPART_SIBL
(20,1),(20,7),0.0139844 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.029936 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.00376595 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0126441 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0142717 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0126441 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.265084 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0510622 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0163018 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.487983 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.0191716 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0214493 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0217065 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.00184946 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0143131 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.14135 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0135383 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0731314 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.171018 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.00461287 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0130886 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.00461287 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.14135 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0439599 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0152338 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.25247 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.111479 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.137119 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.108595 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.034298 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.484615 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.728591 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0154396 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.07936 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0142962 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.728313 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0142962 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.484615 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.136632 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.730261 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.688197 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0339087 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0117796 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0309671 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0190354 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0460006 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.11862 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.130857 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.186605 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0462869 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.186605 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.352082 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0426812 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0363166 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.172918 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.00862662 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.00111758 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.0108293 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.462111 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0146064 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0714461 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0146821 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.728699 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0146821 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.485001 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.137018 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.730647 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.697209 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0282617 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0182976 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.02532 # DEPENDENCYPART_SIBL
(20,7),(20,26),0.0140618 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.171952 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.00206302 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0149337 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.00206302 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.143903 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0465142 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0170789 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.254527 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0336235 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0576317 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0307398 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.023896 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0247946 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.00991507 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0247946 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.341576 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0768374 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0134567 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.5206 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.00519668 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0509561 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.00265399 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.00121085 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.03298 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.165128 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.395007 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0449948 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0269719 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.148994 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0255866 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0193914 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0277885 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0201016 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.022525 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.492844 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.144861 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.73849 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.70505 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0255271 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0106436 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0225855 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.0182791 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.395007 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0449948 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0269719 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.148994 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0255866 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0193914 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0277885 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0201016 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0426812 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0363166 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.172918 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.00862662 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.00111758 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0108293 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.462111 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0698127 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.249248 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0782018 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0693321 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0777746 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0825996 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.707192 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00863283 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00259826 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.00569118 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.046587 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0156294 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0270106 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00998167 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.488549 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0707713 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.240069 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0213479 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0393431 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0162971 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.01966 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.811554 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.603421 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.634401 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.00726315 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0620892 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0278268 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.137282 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.00715671 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0206187 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.00712365 # DEPENDENCYPART_SIBL
(22,1),(22,25),0.0660122 # DEPENDENCYPART_SIBL
(22,1),(22,26),0.0581663 # DEPENDENCYPART_SIBL
