# _root_ Escolti , jo no vull anar a rentar -me les mans , vull anar a orinar .
#goldHeads=0,5,5,5,1,5,6,7,8,11,8,5,5,13,14,15,1,
#predictedHeads=5,1,5,5,0,5,6,7,8,11,8,5,5,13,14,15,5,
(13,7),(13,10),-0.0954874 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0295372 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.27119 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0714408 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0169572 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0279737 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00344002 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0448578 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.044474 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0152801 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.144667 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0319736 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00867517 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00307775 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.0307296 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0741093 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0441014 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.313774 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.122642 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0828308 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0487458 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00346025 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00162994 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.110228 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.000301961 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0471956 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0310689 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0791426 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.489054 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0625712 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0351338 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0420921 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0347943 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0342639 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00483422 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00100967 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.497519 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0126038 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0297883 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0523156 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00140796 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.00349365 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0191987 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.118259 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.0541903 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.00481115 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.075647 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.111328 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.01618 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0947067 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0163992 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0115434 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.00481115 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0935555 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0163302 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.11043 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.013193 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.117663 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.110795 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.00819824 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.114212 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.0544739 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0447692 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.000976279 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.117663 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.00471095 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0454553 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.466496 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.0616022 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.114222 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0157027 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.087567 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0260395 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0918345 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0501588 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0616022 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.159005 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.102002 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.126254 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.089793 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.114524 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.030326 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0983686 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0126949 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0151918 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0189571 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0989148 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0453067 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.104879 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0500001 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0029851 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0889825 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0296132 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.00278365 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.014354 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.14724 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0173243 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.143467 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0821161 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0932641 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0873381 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0394929 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0668922 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0371378 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.019172 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0639851 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0947067 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0163992 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0115434 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.00481115 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0935555 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0163302 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.11043 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0867375 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0541503 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.102701 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.097497 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00368604 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0170597 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00202059 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0875103 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0710717 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0668032 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0458847 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0773249 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0800688 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00480132 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0834974 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0989148 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0453067 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.104879 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.110527 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0304258 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0131211 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00109687 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.175987 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.10354 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.143898 # DEPENDENCYPART_SIBL
(16,1),(16,3),-0.00613316 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0842491 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0134133 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.107122 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0728802 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0343832 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0437044 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.014277 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.143898 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0842491 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0134133 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.107122 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.029887 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0236216 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.113147 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.106279 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0673494 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.109696 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0649025 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0128113 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0384319 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.361012 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.113147 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.106279 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0673494 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.472047 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0323255 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0849451 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0235587 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.0582903 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0184734 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0807449 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0415074 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.318675 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0323255 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0849451 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0235587 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0840129 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0007327 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.110318 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0587342 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0380451 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.0400001 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0106286 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.140193 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0701031 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0007327 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.110318 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0243357 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.045794 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0920454 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0286591 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0569184 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0286041 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.158022 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.103414 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0325784 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.045794 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0629244 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0150524 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0656385 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0978864 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0273078 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.273588 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.000171517 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0505579 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00111384 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.00202139 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0343832 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0437044 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.014277 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.143898 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0842491 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0134133 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.107122 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.029887 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0756478 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0454989 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.315312 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0734242 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.122617 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0578926 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0251814 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00148884 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.110226 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0424955 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.079021 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0926094 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0812496 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.488987 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00854405 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0373567 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.00770468 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0334828 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.113147 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.106279 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0673494 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.472047 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0007327 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.110318 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0243357 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.045794 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0629244 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00202139 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.104746 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.789148 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.182424 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.512639 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.345589 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.409983 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0887284 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.168763 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.169685 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.343868 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),1.34271 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.324461 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.204 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.124585 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),1.75679 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.395871 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0699731 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.359786 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.202457 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.371299 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.22159 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.229876 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.22775 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.552634 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.659171 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.371552 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.295782 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.365228 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.138535 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.117915 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.126847 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.387535 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),1.2929 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.274654 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.159245 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.174392 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.71262 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.31953 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.48993 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.710922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.318822 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.420415 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.421926 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.145624 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.146208 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.173672 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.353299 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),1.28582 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.267566 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.215943 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.181481 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),1.73153 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),1.2514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.502086 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.673575 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.359029 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.35229 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.214667 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0918593 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.168763 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.169685 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.343868 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),1.34271 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.324461 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.204 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.124585 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),1.75679 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.22775 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.552634 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.659171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.328639 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.191016 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.059267 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.248257 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0635925 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.873965 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0528947 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.791755 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.274654 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.159245 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.174392 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),1.71262 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),1.31953 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.48993 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.710922 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.420415 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.282792 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.134941 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.156481 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.00839963 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.815705 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.136026 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),1.25049 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.215943 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.181481 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),1.73153 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.2514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.502086 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.673575 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.35229 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.214667 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.0918593 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.224606 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.045747 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.845521 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.0816694 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.741207 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),1.18236 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.19354 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.114124 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),1.75679 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.10158 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.19384 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0565069 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.00105688 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0929731 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.167879 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.39799 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),0.102308 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.700498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.235841 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.386403 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0867824 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.0213048 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.176128 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.132761 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.232393 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.170076 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.115186 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.476548 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.252382 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),0.0233689 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.292705 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.773698 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.71248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.122298 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.344153 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.036947 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0694878 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.21379 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.178578 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.257045 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.205835 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.131217 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.522365 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.298199 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.061031 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.338522 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.798804 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.683287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,5),0.106744 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.183594 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.00226635 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.332479 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.100511 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.242505 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.342802 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.140749 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.190719 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.16221 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.740655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.182078 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.341862 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.0431212 # DEPENDENCYPART_GRANDPAR
