# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,24,34,24,34,38,38,34,38,39,38,41,7,
(1,2),(2,4),-0.523323 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.39151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.600443 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0638627 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.00378007 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0215846 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.198214 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.260311 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.651002 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.115488 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.504994 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.317681 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.573576 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.495201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.572946 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.625484 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.116667 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0251799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.103637 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.145751 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.481596 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.246678 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.311104 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0810294 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0482574 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.280995 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.16209 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.650641 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.565363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.303973 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.505852 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.327333 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.220518 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.109736 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.089932 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.11761 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.226937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.273346 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.229482 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.011595 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.175977 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.285266 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-0.12543 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.182995 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.354754 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.936436 # DEPENDENCYPART_GRANDPAR
(3,7),(7,31),-0.0149901 # DEPENDENCYPART_GRANDPAR
(3,7),(7,32),-0.574863 # DEPENDENCYPART_GRANDPAR
(3,7),(7,34),-0.269396 # DEPENDENCYPART_GRANDPAR
(3,7),(7,42),-0.00224336 # DEPENDENCYPART_GRANDPAR
(3,7),(7,43),-2.23485 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.361791 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0565708 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0389482 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.200593 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.167458 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.284908 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.131896 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.442914 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.67045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.239546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.31286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0915534 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0575864 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.286545 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.342997 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.17462 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.405661 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.281548 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.392661 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.186889 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.404756 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.455025 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.286449 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.74624 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.480446 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-0.232667 # DEPENDENCYPART_GRANDPAR
(3,11),(11,27),-0.457087 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),-1.12618 # DEPENDENCYPART_GRANDPAR
(3,11),(11,29),-0.649184 # DEPENDENCYPART_GRANDPAR
(3,11),(11,34),-0.483544 # DEPENDENCYPART_GRANDPAR
(3,11),(11,38),-0.931748 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.441587 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0886292 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.294839 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0356266 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.234896 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.251641 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.145751 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.481596 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.199735 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.679524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,8),0.0485679 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.35989 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.197011 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.231227 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.411571 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.205799 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.261695 # DEPENDENCYPART_GRANDPAR
(3,28),(28,7),0.0824775 # DEPENDENCYPART_GRANDPAR
(3,28),(28,12),-0.103976 # DEPENDENCYPART_GRANDPAR
(3,28),(28,18),-0.127567 # DEPENDENCYPART_GRANDPAR
(3,28),(28,21),-0.215805 # DEPENDENCYPART_GRANDPAR
(3,28),(28,22),0.751532 # DEPENDENCYPART_GRANDPAR
(3,28),(28,25),-0.264237 # DEPENDENCYPART_GRANDPAR
(3,28),(28,26),-0.254929 # DEPENDENCYPART_GRANDPAR
(3,28),(28,27),-0.40752 # DEPENDENCYPART_GRANDPAR
(3,28),(28,29),-0.659669 # DEPENDENCYPART_GRANDPAR
(3,28),(28,30),-1.02022 # DEPENDENCYPART_GRANDPAR
(3,28),(28,31),-0.0466825 # DEPENDENCYPART_GRANDPAR
(3,28),(28,32),-0.690892 # DEPENDENCYPART_GRANDPAR
(3,28),(28,34),-0.479398 # DEPENDENCYPART_GRANDPAR
(3,28),(28,35),-0.15301 # DEPENDENCYPART_GRANDPAR
(3,28),(28,38),-0.947907 # DEPENDENCYPART_GRANDPAR
(3,28),(28,39),-0.2507 # DEPENDENCYPART_GRANDPAR
(3,28),(28,41),-0.202999 # DEPENDENCYPART_GRANDPAR
(3,28),(28,42),-0.193867 # DEPENDENCYPART_GRANDPAR
(3,38),(38,26),-0.257074 # DEPENDENCYPART_GRANDPAR
(3,38),(38,29),-0.689583 # DEPENDENCYPART_GRANDPAR
(3,38),(38,35),-0.0454274 # DEPENDENCYPART_GRANDPAR
(3,38),(38,36),0.649235 # DEPENDENCYPART_GRANDPAR
(3,38),(38,37),-0.298765 # DEPENDENCYPART_GRANDPAR
(3,38),(38,39),-0.16471 # DEPENDENCYPART_GRANDPAR
(3,38),(38,40),-1.46139 # DEPENDENCYPART_GRANDPAR
(3,38),(38,41),-0.117009 # DEPENDENCYPART_GRANDPAR
(3,38),(38,42),-0.171105 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.633618 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.381179 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.6076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.634516 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.976542 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.877228 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.954588 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.864166 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.870953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.53639 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.6599 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-1.4908 # DEPENDENCYPART_GRANDPAR
(4,3),(3,38),-1.63995 # DEPENDENCYPART_GRANDPAR
(4,3),(3,43),-3.42397 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.27122 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.662958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0323517 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.532523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.0073 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.119831 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.511031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.414705 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.329412 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.19853 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.32926 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.759469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.982311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.272727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.017988 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.175473 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.057938 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.287893 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0300342 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.536485 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.797147 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.302303 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.312282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.207883 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.407373 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.104307 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.570368 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-0.591846 # DEPENDENCYPART_GRANDPAR
(4,7),(7,31),-1.01651 # DEPENDENCYPART_GRANDPAR
(4,7),(7,32),-0.810455 # DEPENDENCYPART_GRANDPAR
(4,7),(7,34),0.0876796 # DEPENDENCYPART_GRANDPAR
(4,7),(7,42),-0.0990132 # DEPENDENCYPART_GRANDPAR
(4,7),(7,43),-2.52529 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),1.29791 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.279226 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.159036 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.530984 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.706044 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.984756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.599544 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.697657 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-1.28771 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.543399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.998998 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0606049 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.00685579 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.142662 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.613426 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.335065 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.303551 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.614242 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-1.04744 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.577943 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.700548 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-1.17109 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.428684 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.772212 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.22662 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.543774 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.747538 # DEPENDENCYPART_GRANDPAR
(4,11),(11,28),-0.927382 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.31167 # DEPENDENCYPART_GRANDPAR
(4,11),(11,34),0.05853 # DEPENDENCYPART_GRANDPAR
(4,11),(11,38),-1.05543 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.840142 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.601158 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-1.00186 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.518263 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.313501 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.35999 # DEPENDENCYPART_GRANDPAR
(4,17),(17,31),-1.18561 # DEPENDENCYPART_GRANDPAR
(4,17),(17,32),-0.966128 # DEPENDENCYPART_GRANDPAR
(4,17),(17,43),-2.68873 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),0.0372196 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.560615 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.680173 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.278918 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.268727 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-1.20585 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.662348 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.680796 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.361634 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.587116 # DEPENDENCYPART_GRANDPAR
(4,18),(18,26),-0.477258 # DEPENDENCYPART_GRANDPAR
(4,18),(18,31),-1.18154 # DEPENDENCYPART_GRANDPAR
(4,18),(18,32),-0.915208 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.941755 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.682141 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.390211 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-1.07341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.01801 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-1.02773 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-2.19695 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-1.08213 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.8942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.50989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.41108 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-2.52005 # DEPENDENCYPART_GRANDPAR
(5,3),(3,38),-2.62423 # DEPENDENCYPART_GRANDPAR
(5,3),(3,43),-1.60174 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.702269 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.02373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-1.1185 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-1.01864 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.10535 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-2.24211 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.33285 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.19417 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.04946 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.26504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.281888 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.419664 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-1.53468 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.383398 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.225814 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.249879 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.70124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.928005 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.15869 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-1.29162 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.941597 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.41991 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.122513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.426306 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.64165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,2),-1.18247 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.04776 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.383271 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.739378 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.770082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.192806 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.296853 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.285384 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.452422 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.17279 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0533695 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.305533 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0890152 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.561558 # DEPENDENCYPART_GRANDPAR
(6,7),(7,24),-0.599761 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.320164 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.720235 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-0.623379 # DEPENDENCYPART_GRANDPAR
(6,7),(7,28),-0.676577 # DEPENDENCYPART_GRANDPAR
(6,7),(7,31),-0.39589 # DEPENDENCYPART_GRANDPAR
(6,7),(7,32),-0.483671 # DEPENDENCYPART_GRANDPAR
(6,7),(7,34),-0.604752 # DEPENDENCYPART_GRANDPAR
(6,7),(7,42),-0.465803 # DEPENDENCYPART_GRANDPAR
(6,7),(7,43),-2.18433 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.682817 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.240449 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.231162 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.544412 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.197871 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.361742 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.235518 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.835281 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.90375 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.0931907 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.719839 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),-0.128364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.38027 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.465082 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.468483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.519581 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.331891 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0359138 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.456923 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.276908 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.796121 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.548514 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.877794 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.492657 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.784388 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.424676 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.718698 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-0.846703 # DEPENDENCYPART_GRANDPAR
(6,11),(11,29),-1.08874 # DEPENDENCYPART_GRANDPAR
(6,11),(11,34),-0.808197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,38),-0.665629 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.560477 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.275307 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.544906 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0472244 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.114186 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.312986 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.233885 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.856184 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.77216 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.79159 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.433187 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.843426 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.102958 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.514253 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.179675 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.09812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.095996 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.292552 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.125483 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.636336 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.644751 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.57424 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-0.705531 # DEPENDENCYPART_GRANDPAR
(7,3),(3,38),-1.4345 # DEPENDENCYPART_GRANDPAR
(7,3),(3,43),-2.43492 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0100983 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.158885 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.172138 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.21749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.328539 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.466877 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.898986 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.153648 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0808863 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.277553 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.113161 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.418043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.18569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.09673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.095038 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.291499 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.124483 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.989996 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.578029 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.677454 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0430895 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.317524 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.182561 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0460195 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),0.336794 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.755665 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.0747768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.956491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.370043 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.404179 # DEPENDENCYPART_GRANDPAR
