# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(11,4),(11,30),-0.0392344 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.12187 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.000319099 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.000469085 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0965034 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.102082 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0078064 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0852227 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0498942 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0078064 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0498942 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.00357596 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.0439047 # DEPENDENCYPART_SIBL
(11,5),(11,24),0.0179613 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0244295 # DEPENDENCYPART_SIBL
(11,5),(11,27),0.131069 # DEPENDENCYPART_SIBL
(11,5),(11,30),-0.0182257 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.000319099 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.000469085 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0965034 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.102082 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0078064 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0852227 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0498942 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0078064 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0498942 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.00357596 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0439047 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0179613 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0244295 # DEPENDENCYPART_SIBL
(11,7),(11,27),0.131069 # DEPENDENCYPART_SIBL
(11,7),(11,30),-0.0182257 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.294314 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0222226 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0232642 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0247714 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.114353 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.032771 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0247714 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.032771 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0773388 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0159548 # DEPENDENCYPART_SIBL
(11,9),(11,24),0.0051505 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.00107928 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.0550866 # DEPENDENCYPART_SIBL
(11,9),(11,30),0.0313755 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.244511 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0996825 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0949579 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0226661 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0309155 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0949579 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0309155 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0928014 # DEPENDENCYPART_SIBL
(11,10),(11,23),0.300814 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.0942213 # DEPENDENCYPART_SIBL
(11,10),(11,26),0.0703389 # DEPENDENCYPART_SIBL
(11,10),(11,27),0.125286 # DEPENDENCYPART_SIBL
(11,10),(11,30),0.00116771 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00524202 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00437252 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0392931 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0102523 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.00437252 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0102523 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.00242661 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0347092 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.0338233 # DEPENDENCYPART_SIBL
(11,12),(11,26),0.0429841 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.149042 # DEPENDENCYPART_SIBL
(11,12),(11,30),0.02099 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00981338 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.074923 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.106922 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00981338 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.106922 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0367676 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0953287 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0458771 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.0334414 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.0800674 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.0894399 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0248322 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0260487 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.010978 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0260487 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0116892 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.00559198 # DEPENDENCYPART_SIBL
(11,14),(11,24),-0.0257788 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.00702071 # DEPENDENCYPART_SIBL
(11,14),(11,27),-0.0456351 # DEPENDENCYPART_SIBL
(11,14),(11,30),-0.00857389 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0279255 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00367376 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0279255 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0102338 # DEPENDENCYPART_SIBL
(11,15),(11,23),0.0280218 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.00483825 # DEPENDENCYPART_SIBL
(11,15),(11,26),0.00655448 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.0214545 # DEPENDENCYPART_SIBL
(11,15),(11,30),-0.0280941 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.366611 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0276028 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0491542 # DEPENDENCYPART_SIBL
(11,16),(11,23),-0.0222185 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.00776524 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.0305359 # DEPENDENCYPART_SIBL
(11,16),(11,27),0.0260418 # DEPENDENCYPART_SIBL
(11,16),(11,30),-0.00140395 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0260487 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0116892 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.00559198 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0257788 # DEPENDENCYPART_SIBL
(11,18),(11,26),0.00702071 # DEPENDENCYPART_SIBL
(11,18),(11,27),-0.0456351 # DEPENDENCYPART_SIBL
(11,18),(11,30),-0.00857389 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0491542 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0222185 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.00776524 # DEPENDENCYPART_SIBL
(11,19),(11,26),0.0305359 # DEPENDENCYPART_SIBL
(11,19),(11,27),0.0260418 # DEPENDENCYPART_SIBL
(11,19),(11,30),-0.00140395 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.017761 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.0301042 # DEPENDENCYPART_SIBL
(11,22),(11,26),0.0461542 # DEPENDENCYPART_SIBL
(11,22),(11,27),0.0553882 # DEPENDENCYPART_SIBL
(11,22),(11,30),0.0276409 # DEPENDENCYPART_SIBL
(11,23),(11,24),-0.0329618 # DEPENDENCYPART_SIBL
(11,23),(11,26),-0.0171174 # DEPENDENCYPART_SIBL
(11,23),(11,27),0.192326 # DEPENDENCYPART_SIBL
(11,23),(11,30),-0.00537314 # DEPENDENCYPART_SIBL
(11,24),(11,26),-0.0207598 # DEPENDENCYPART_SIBL
(11,24),(11,27),0.029647 # DEPENDENCYPART_SIBL
(11,24),(11,30),0.0734275 # DEPENDENCYPART_SIBL
(11,26),(11,27),0.0563555 # DEPENDENCYPART_SIBL
(11,26),(11,30),0.0806977 # DEPENDENCYPART_SIBL
(11,27),(11,30),0.202422 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.135555 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00749683 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.182115 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.135555 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.182115 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0526977 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.37851 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.080978 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.843181 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.080978 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.443711 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.125123 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.419665 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.125123 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.19838 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0399353 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.260662 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.000913054 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.080978 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.443711 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.000913054 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.12616 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.00418026 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.237574 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.132479 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0139716 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0844202 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00235687 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0279636 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00235687 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0109458 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.22416 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.00539154 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.00206739 # DEPENDENCYPART_SIBL
(14,1),(14,27),0.0272723 # DEPENDENCYPART_SIBL
(14,1),(14,30),0.0738777 # DEPENDENCYPART_SIBL
(14,2),(14,4),0.0174411 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0206098 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0969661 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0574561 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.082775 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0452653 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.00302136 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0452653 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0126854 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.0244069 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0204619 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.02693 # DEPENDENCYPART_SIBL
(14,2),(14,27),0.11973 # DEPENDENCYPART_SIBL
(14,2),(14,30),-0.0147696 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.013038 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0460634 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.00932875 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0297632 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.00457916 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00405304 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.00457916 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.00732348 # DEPENDENCYPART_SIBL
(14,4),(14,23),0.0101019 # DEPENDENCYPART_SIBL
(14,4),(14,24),0.0159033 # DEPENDENCYPART_SIBL
(14,4),(14,26),0.00284349 # DEPENDENCYPART_SIBL
(14,4),(14,27),-0.0321346 # DEPENDENCYPART_SIBL
(14,4),(14,30),-0.0381067 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.113514 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.614844 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0507608 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0556942 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0710491 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0556942 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0510489 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.225617 # DEPENDENCYPART_SIBL
(14,10),(14,24),0.0661881 # DEPENDENCYPART_SIBL
(14,10),(14,26),0.0423057 # DEPENDENCYPART_SIBL
(14,10),(14,27),0.0657817 # DEPENDENCYPART_SIBL
(14,10),(14,30),-0.0250708 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0738515 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0132948 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00613574 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0213346 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00613574 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0138546 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0200781 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0743685 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.0742388 # DEPENDENCYPART_SIBL
(14,12),(14,27),0.0272038 # DEPENDENCYPART_SIBL
(14,12),(14,30),0.0636812 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.114294 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00862018 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00524933 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00862018 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.113544 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.121562 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0795085 # DEPENDENCYPART_SIBL
(14,13),(14,26),0.0663166 # DEPENDENCYPART_SIBL
(14,13),(14,27),-0.137405 # DEPENDENCYPART_SIBL
(14,13),(14,30),0.14421 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0285275 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00723005 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0285275 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0107661 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.0343963 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.00847772 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.00291501 # DEPENDENCYPART_SIBL
(14,15),(14,27),-0.0230928 # DEPENDENCYPART_SIBL
(14,15),(14,30),-0.0300677 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.375432 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0373288 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0389495 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.000409533 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0137617 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0365323 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.0412354 # DEPENDENCYPART_SIBL
(14,16),(14,30),0.006744 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0321457 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0181895 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0113843 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.0236018 # DEPENDENCYPART_SIBL
(14,18),(14,26),0.00919769 # DEPENDENCYPART_SIBL
(14,18),(14,27),-0.036841 # DEPENDENCYPART_SIBL
(14,18),(14,30),-0.00418311 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0389495 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.000409533 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0137617 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.0365323 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.0412354 # DEPENDENCYPART_SIBL
(14,19),(14,30),0.006744 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00299844 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0306234 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0466733 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.0621408 # DEPENDENCYPART_SIBL
(14,22),(14,30),0.0299077 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0107278 # DEPENDENCYPART_SIBL
(14,23),(14,26),0.00511653 # DEPENDENCYPART_SIBL
(14,23),(14,27),0.248385 # DEPENDENCYPART_SIBL
(14,23),(14,30),0.0196613 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0204083 # DEPENDENCYPART_SIBL
(14,24),(14,27),0.0362384 # DEPENDENCYPART_SIBL
(14,24),(14,30),0.0755026 # DEPENDENCYPART_SIBL
(14,26),(14,27),0.0629469 # DEPENDENCYPART_SIBL
(14,26),(14,30),0.0827728 # DEPENDENCYPART_SIBL
(14,27),(14,30),0.217506 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0248362 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.00312367 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00939343 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00312367 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0223604 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0112255 # DEPENDENCYPART_SIBL
(15,5),(15,27),0.10785 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00191266 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0805343 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00191266 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.13391 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0367367 # DEPENDENCYPART_SIBL
(15,13),(15,27),0.0280122 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0696754 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0813688 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00976255 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0681135 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0436488 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0828376 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.030207 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0236065 # DEPENDENCYPART_SIBL
(15,18),(15,27),0.116855 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00976255 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0681135 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.0436488 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0197534 # DEPENDENCYPART_SIBL
(15,22),(15,27),0.0805618 # DEPENDENCYPART_SIBL
(15,24),(15,27),0.175503 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0460634 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.035413 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0622905 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0729921 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00457916 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.00732348 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0101019 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.0159033 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.10105 # DEPENDENCYPART_SIBL
(18,4),(18,26),0.00284349 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.0321346 # DEPENDENCYPART_SIBL
(18,4),(18,30),-0.0381067 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0739844 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.124015 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0893356 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00613574 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0138546 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0200781 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0743685 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0387183 # DEPENDENCYPART_SIBL
(18,12),(18,26),0.0742388 # DEPENDENCYPART_SIBL
(18,12),(18,27),0.0272038 # DEPENDENCYPART_SIBL
(18,12),(18,30),0.0636812 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0135449 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.427308 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00435079 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00496918 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0688881 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0429245 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.128741 # DEPENDENCYPART_SIBL
(18,15),(18,26),0.0256416 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.00721679 # DEPENDENCYPART_SIBL
(18,15),(18,30),0.0170195 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.019171 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.334721 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.108673 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.130889 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0646658 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.059023 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0402853 # DEPENDENCYPART_SIBL
(18,16),(18,27),0.0250359 # DEPENDENCYPART_SIBL
(18,16),(18,30),-0.316267 # DEPENDENCYPART_SIBL
(18,17),(18,19),8.37452e-05 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0595411 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.289136 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.14976 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0575018 # DEPENDENCYPART_SIBL
(18,17),(18,26),0.122469 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.146097 # DEPENDENCYPART_SIBL
(18,17),(18,30),0.053071 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0389495 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.000409533 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0137617 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.00421002 # DEPENDENCYPART_SIBL
(18,19),(18,26),0.0365323 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0412354 # DEPENDENCYPART_SIBL
(18,19),(18,30),0.006744 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00299844 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0306234 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0392993 # DEPENDENCYPART_SIBL
(18,22),(18,26),0.0466733 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0621408 # DEPENDENCYPART_SIBL
(18,22),(18,30),0.0299077 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0107278 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.224403 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.00511653 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.248385 # DEPENDENCYPART_SIBL
(18,23),(18,30),0.0196613 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0100255 # DEPENDENCYPART_SIBL
(18,24),(18,26),-0.0204083 # DEPENDENCYPART_SIBL
(18,24),(18,27),0.0362384 # DEPENDENCYPART_SIBL
(18,24),(18,30),0.0755026 # DEPENDENCYPART_SIBL
(18,25),(18,26),0.119224 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.136433 # DEPENDENCYPART_SIBL
(18,25),(18,30),0.15861 # DEPENDENCYPART_SIBL
(18,26),(18,27),0.0629469 # DEPENDENCYPART_SIBL
(18,26),(18,30),0.0827728 # DEPENDENCYPART_SIBL
(18,27),(18,30),0.217506 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0429605 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.20037 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.037188 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0667892 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.0434928 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0721443 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.162824 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0721437 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0846961 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.333185 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.162762 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0721437 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.333185 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.367109 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0709498 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.105097 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.209086 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.120539 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.158064 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.116254 # DEPENDENCYPART_SIBL
(22,1),(22,29),-0.228253 # DEPENDENCYPART_SIBL
(22,1),(22,30),-0.100125 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0220618 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0330197 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.050169 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0383744 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0878461 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0383737 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0837726 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.354985 # DEPENDENCYPART_SIBL
