# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,0,6,4,6,9,7,12,12,4,14,12,12,15,21,21,20,21,12,21,27,27,26,27,21,27,12,4,
(2,6),(6,5),-0.347327 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0499822 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.107027 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0773153 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.182767 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.377817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.379514 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.192562 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.149622 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-1.78506 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.288944 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.0339448 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.237635 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-2.45448 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.969733 # DEPENDENCYPART_GRANDPAR
(2,6),(6,30),-1.96544 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0767399 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.571994 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0283101 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0637481 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.110791 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.282613 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.781468 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.807238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.254625 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.107648 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0996845 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.0469943 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.539125 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0509702 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.725846 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.0261135 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.24105 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.00473566 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.507075 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.14175 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-1.50777 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.11899 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),0.1923 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.140615 # DEPENDENCYPART_GRANDPAR
(2,12),(12,23),-0.436009 # DEPENDENCYPART_GRANDPAR
(2,12),(12,24),-2.17719 # DEPENDENCYPART_GRANDPAR
(2,12),(12,26),-0.788814 # DEPENDENCYPART_GRANDPAR
(2,12),(12,27),0.111419 # DEPENDENCYPART_GRANDPAR
(2,12),(12,28),-0.374289 # DEPENDENCYPART_GRANDPAR
(2,12),(12,29),-0.519999 # DEPENDENCYPART_GRANDPAR
(2,12),(12,30),-1.99453 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.0244441 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0783937 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.301896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.48859 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.224613 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.196627 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0553421 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.205663 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.629258 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.149894 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-1.76645 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.284808 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),0.0067621 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.229942 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.444153 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-2.43587 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-0.965597 # DEPENDENCYPART_GRANDPAR
(2,14),(14,27),-0.0741191 # DEPENDENCYPART_GRANDPAR
(2,14),(14,28),-0.453352 # DEPENDENCYPART_GRANDPAR
(2,14),(14,29),-0.424645 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.30509 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.02946 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.095818 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.55234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.395973 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0786355 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.709711 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.652619 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.04297 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.19197 # DEPENDENCYPART_GRANDPAR
(4,2),(2,30),-2.40699 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.949396 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.622694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.36091 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0742353 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.212541 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0699164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0817314 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0349437 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.1117 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.385045 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.299909 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-1.32136 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.812158 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.156342 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.0399288 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.9797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.54704 # DEPENDENCYPART_GRANDPAR
(4,6),(6,30),-1.65085 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.764371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),1.01836 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.387191 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.124103 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.142094 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0130295 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.663123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),1.31211 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.43327 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.265466 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.443826 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.128295 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0159419 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.00387782 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.15346 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-1.33341 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.139633 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.20506 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.06825 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.18283 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.73313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),0.447464 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.331864 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.571799 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.12716 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.520686 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.060917 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.111507 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0302525 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.513178 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.0884209 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.90372 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.563587 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),0.153594 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),0.114981 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.0605784 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-1.56206 # DEPENDENCYPART_GRANDPAR
(4,12),(12,26),-0.274398 # DEPENDENCYPART_GRANDPAR
(4,12),(12,27),0.14133 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),0.175127 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),-0.0853287 # DEPENDENCYPART_GRANDPAR
(4,12),(12,30),-1.47197 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.66144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,7),0.341562 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.445328 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0278169 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0929465 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.2424 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.312552 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.315445 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.679189 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.291702 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-1.25004 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.76679 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),0.22862 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.0929231 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.440702 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-1.90837 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-0.501672 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),0.216356 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),0.179015 # DEPENDENCYPART_GRANDPAR
(4,14),(14,29),-0.0922106 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.111479 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.150284 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.319526 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.503432 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.122749 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-1.32573 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.507553 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.772801 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),0.087934 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-0.2549 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.663123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,10),0.000561273 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),0.240758 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.0883868 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-1.12392 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.881611 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),0.125275 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),0.0226401 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),0.113012 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),0.108732 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-1.2059 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-1.06894 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-1.18367 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.745167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,6),0.458082 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),0.305856 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.137216 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.492169 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.0262131 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),0.105601 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),0.209594 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.113835 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.400453 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.133761 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.364618 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-1.01126 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.4624 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),0.073169 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.100537 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-1.54244 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.321782 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),0.0903651 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),0.133315 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),-0.131443 # DEPENDENCYPART_GRANDPAR
(4,21),(21,30),-1.51693 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.0384607 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.996931 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.466381 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.420119 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.279362 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-1.83324 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.416782 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),0.0624887 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),0.10787 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-0.168897 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.286834 # DEPENDENCYPART_GRANDPAR
(4,26),(26,10),0.070466 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),0.472196 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),-0.0857007 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.345531 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),-1.73308 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),-1.35138 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),0.180011 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),0.13822 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),-0.120127 # DEPENDENCYPART_GRANDPAR
(4,27),(27,2),-1.06894 # DEPENDENCYPART_GRANDPAR
(4,27),(27,6),0.458082 # DEPENDENCYPART_GRANDPAR
(4,27),(27,7),0.305856 # DEPENDENCYPART_GRANDPAR
(4,27),(27,11),0.0262131 # DEPENDENCYPART_GRANDPAR
(4,27),(27,12),0.105601 # DEPENDENCYPART_GRANDPAR
(4,27),(27,14),0.209594 # DEPENDENCYPART_GRANDPAR
(4,27),(27,15),-0.113835 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),0.133761 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),-0.364618 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-0.4624 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),0.32254 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-0.155086 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.0152385 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-1.02296 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-1.52592 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.215895 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),0.133315 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.131443 # DEPENDENCYPART_GRANDPAR
(4,27),(27,30),-1.51693 # DEPENDENCYPART_GRANDPAR
(4,28),(28,23),-0.133675 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),-0.191407 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),0.482886 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),-0.172231 # DEPENDENCYPART_GRANDPAR
(4,28),(28,30),-1.65476 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.44502 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.62962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.14658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.331506 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-1.24325 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.738345 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.603934 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.597258 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.28859 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.879091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.690587 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.94249 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-1.65215 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.726041 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-1.30901 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.992317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-1.86377 # DEPENDENCYPART_GRANDPAR
(5,6),(6,30),-1.06847 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.63558 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-1.33381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.624271 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-1.19095 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.691379 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.516223 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.398651 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.646524 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.4209 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.48238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.270367 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.536448 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.682973 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.869547 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.90057 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.872445 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.02138 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.30761 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-1.73144 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.767366 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-0.686785 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-1.0992 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.60228 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-1.26543 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-0.761439 # DEPENDENCYPART_GRANDPAR
(6,4),(4,28),-1.1465 # DEPENDENCYPART_GRANDPAR
(6,4),(4,29),-1.5584 # DEPENDENCYPART_GRANDPAR
(6,4),(4,30),-2.79474 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.36186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.22645 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.40184 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.998814 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.376577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),0.66487 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.112548 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.016945 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.36246 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.02323 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.574239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.535952 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.350392 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0796359 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0983713 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.153224 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0263066 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-1.2073 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.131112 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.29732 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.72887 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.31957 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.54073 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.502625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.69573 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.574254 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.43611 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.748884 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0319634 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.183488 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0120202 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.151688 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.30668 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.922869 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.337441 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),0.314793 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.176083 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.601351 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-1.4443 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.186573 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),0.240139 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.234259 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.654872 # DEPENDENCYPART_GRANDPAR
(6,12),(12,30),-1.91953 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.36249 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),0.57104 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.33762 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.508473 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.1626 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0389546 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.341987 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.220767 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.283586 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.326747 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-1.19303 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.161907 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.119004 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.275776 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.621418 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-1.71446 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.37307 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),0.04435 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-0.323688 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-0.57111 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.171269 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.573515 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.235934 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.222888 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.439768 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-1.18471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.353781 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.109859 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),0.132856 # DEPENDENCYPART_GRANDPAR
(6,18),(18,29),-0.704169 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-1.36246 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.482801 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.0381889 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.149929 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.693226 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),0.674267 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.0676046 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.282619 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.00704973 # DEPENDENCYPART_GRANDPAR
(6,20),(20,28),-0.330531 # DEPENDENCYPART_GRANDPAR
(6,21),(21,1),-1.29746 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-1.72893 # DEPENDENCYPART_GRANDPAR
