# _root_ On hi ha varietat de flora , però , el Seneci_del_Cap és rebutjat tant pels animals de pastura com per les abelles .
#goldHeads=3,3,13,3,4,5,8,13,8,11,13,13,0,15,13,15,16,17,15,15,22,20,13,
#predictedHeads=3,3,0,3,4,5,8,3,8,11,13,13,0,15,13,15,16,17,15,15,22,20,13,
(13,15),(13,19),-0.042274 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0639239 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00290187 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.000334842 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.056814 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.226264 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0591326 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0209317 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.226264 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0256166 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0642849 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0683998 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.244481 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0642849 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0175625 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0801861 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0016689 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.244545 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.00258948 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.119417 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0013733 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0137184 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0170998 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.00119656 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.00258948 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.135661 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.123866 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.163098 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.083599 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.103069 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.277071 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0215044 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0367368 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0618604 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.095593 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0698582 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0226224 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00274525 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.028644 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0987331 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.163098 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.083599 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.103069 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.277071 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0215044 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0367368 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0437121 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.111291 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.088158 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0253433 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00428074 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0246726 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.129808 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0838372 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0134736 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00595673 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0140075 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0135528 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.117338 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0863579 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.245946 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.165009 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.172484 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.172118 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.108938 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.127556 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.108989 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0571029 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0292982 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0646569 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.192201 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.302727 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.100093 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00604631 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0933524 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.117061 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0535697 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.225414 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.301477 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.10805 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00995773 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.101309 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.12047 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0406282 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.202789 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.367821 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.364133 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.3701 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.848042 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.388279 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.313879 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0100041 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.823487 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0137197 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00458246 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0466787 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0908872 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0960429 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0739053 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0882585 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0147317 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00648425 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0419337 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.599364 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0704701 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.112939 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0746649 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.285903 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.450727 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.732838 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.240999 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.450727 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.152464 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0249512 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0424215 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00572039 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0288541 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0424215 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0470897 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.036186 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.17073 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0927275 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.036186 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0183919 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0077403 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00352671 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0151652 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.00322863 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0433751 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0381646 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0274892 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0546507 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.140068 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.00322863 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.342405 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.913934 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.389778 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.165977 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.278971 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.351071 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.000548397 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0354688 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.154112 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0682599 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.044718 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.737228 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.246866 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0651196 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0291538 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0389497 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0288316 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.101362 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0312501 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.549155 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00969522 # DEPENDENCYPART_SIBL
(20,17),(20,22),-2.15363e-05 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0107178 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0518608 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0449737 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0776464 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.171758 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0376664 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0322219 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0246291 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0633957 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0811397 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.00200376 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.179652 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0111714 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0746649 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.044718 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.137051 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.11583 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.152465 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0931264 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.184193 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0717355 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0470918 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.379724 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0909924 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0147696 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0319544 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0568447 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00868291 # DEPENDENCYPART_SIBL
(0,3),(3,1),1.14811 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.14113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.658724 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.099935 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.347691 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.109284 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),1.05259 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.128903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.545011 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.734137 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.285977 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.0702975 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.99431 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.904604 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.684563 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.975999 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.15798 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.105402 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.25238 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),1.02431 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0141929 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.128626 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.37879 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.577443 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.138627 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.215736 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.109813 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.023525 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),3.01623 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.902249 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.783016 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.940048 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.396702 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.250459 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.752464 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.488646 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.16043 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.132276 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.834213 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.233435 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.298192 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.37716 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.176802 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.286022 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.05529 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),3.17004 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.0489 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.936212 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),1.08997 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.48653 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0248285 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.196312 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.281799 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.772542 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.519987 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.140252 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.219723 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.387046 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.18087 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.297148 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.416927 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.096192 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.183359 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.245527 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.0819826 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.186248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),3.0334 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.89542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.448017 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.00289296 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.16972 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.363332 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.285529 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.350702 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.349153 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.435408 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.209756 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.405661 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.431517 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.569752 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.569702 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.572016 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-1.03281 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.310574 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.489978 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.260039 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.553602 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.382665 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.166032 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.348393 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.678744 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.540724 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.89422 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.10357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.566368 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.233685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.659414 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.233537 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.354112 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.293945 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.270651 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.916097 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.76539 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.442839 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.725711 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.642617 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.673123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.999573 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.599006 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.43096 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.26017 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.491369 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.210258 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.868298 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.704048 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.833035 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.51923 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.0835806 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.295317 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.570007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.296468 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.570609 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.860661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.702945 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.791486 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.878272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.116027 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.132498 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.163197 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.16478 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0321631 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0699709 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.139176 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.00445328 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.132022 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.1524 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.34697 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),0.0437216 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-1.01827 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.064929 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.275272 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.147545 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.144238 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.13697 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.374539 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.24755 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.324029 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.645218 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.791454 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.873015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.189429 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.164179 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.165507 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0331447 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0665534 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.148506 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0137833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.25271 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0836778 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.109769 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.242052 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0468795 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.24523 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0873136 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.16446 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0700502 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-1.01534 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.16838 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-1.14707 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.22951 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.788162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.433513 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.111373 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.386012 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.242407 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.419472 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0497573 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.206201 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0204644 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.171148 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.263389 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.594083 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.264479 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.143484 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.976242 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.12866 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-1.2111 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.802317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.411382 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.308893 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.126548 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.0865263 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.373188 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.217561 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.462952 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0765296 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.230697 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.00600718 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.170064 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.298638 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.647472 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.402758 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.317835 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.134058 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.0336542 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-1.02945 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.393472 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.100129 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.043134 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.150582 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.0999094 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.570409 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.210689 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.539625 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.0856532 # DEPENDENCYPART_GRANDPAR
