# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(2,4),(4,3),0.56298 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.152245 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0920494 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.137077 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.204807 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0376987 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.136294 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.404017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.563825 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.165769 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0473322 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.162823 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.210844 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0228686 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.058783 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.195135 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.17476 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.0430153 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.0853344 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.189431 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-0.613926 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.161603 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.337806 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0420804 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.569225 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.359512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,9),-0.0136392 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.016613 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.093315 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.294907 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.287835 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.224097 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.15609 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.199893 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.713564 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.350117 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.136057 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.158096 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.17425 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.319394 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.65795 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-0.721844 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.85819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.569052 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.820281 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.09986 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.48278 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.478064 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.31787 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.63474 # DEPENDENCYPART_GRANDPAR
(3,2),(2,27),-2.24375 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.36295 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.36299 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.920456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.168136 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0686882 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.318426 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-1.05506 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.117563 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.211255 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.36384 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.926428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.303611 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.085398 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.349403 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-1.04254 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.16192 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.170193 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.278667 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.27048 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.600015 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.285782 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.328908 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-1.47954 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.12938 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.526942 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.117239 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.00518987 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.728055 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.56516 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.62125 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.0805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.25609 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.00249014 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.130367 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0455777 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.228309 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0257207 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.300715 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.213846 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.293839 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.506793 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.623374 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.238901 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.292518 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.284065 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.656509 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.689771 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.83986 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-1.39283 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.41446 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-1.453 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0715564 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.281123 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.115949 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.115575 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.205453 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.66738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.534988 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.233539 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.715738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-0.640094 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-1.56516 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-1.62125 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.08012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.261232 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.00265151 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.127506 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0450149 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.226844 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.173124 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.03296 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.214604 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.276608 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.498344 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.606143 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.239659 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.285173 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.276215 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.639278 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.663063 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.722014 # DEPENDENCYPART_GRANDPAR
(3,12),(12,25),-0.832515 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.451652 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),-1.37745 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.621342 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.203519 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.184176 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.654477 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.799644 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-1.46537 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-1.56575 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-1.6219 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-1.0702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),0.271491 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.012911 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),0.129214 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.0394972 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),0.183042 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),0.0438459 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.141182 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.185727 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.215887 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.00348886 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.545422 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-1.56248 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.216285 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.256795 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.585275 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.606176 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.682631 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.793158 # DEPENDENCYPART_GRANDPAR
(3,20),(20,26),-0.424249 # DEPENDENCYPART_GRANDPAR
(3,20),(20,27),-1.3183 # DEPENDENCYPART_GRANDPAR
(3,25),(25,1),-1.56525 # DEPENDENCYPART_GRANDPAR
(3,25),(25,2),-1.62136 # DEPENDENCYPART_GRANDPAR
(3,25),(25,3),-1.11584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,25),(25,4),0.275221 # DEPENDENCYPART_GRANDPAR
(3,25),(25,6),0.0166407 # DEPENDENCYPART_GRANDPAR
(3,25),(25,7),0.183102 # DEPENDENCYPART_GRANDPAR
(3,25),(25,8),-0.054697 # DEPENDENCYPART_GRANDPAR
(3,25),(25,10),0.137872 # DEPENDENCYPART_GRANDPAR
(3,25),(25,11),0.0565587 # DEPENDENCYPART_GRANDPAR
(3,25),(25,12),-0.186353 # DEPENDENCYPART_GRANDPAR
(3,25),(25,14),-0.181997 # DEPENDENCYPART_GRANDPAR
(3,25),(25,15),-0.203581 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),-0.0115214 # DEPENDENCYPART_GRANDPAR
(3,25),(25,17),-0.533116 # DEPENDENCYPART_GRANDPAR
(3,25),(25,19),-0.212555 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.173097 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),-0.251944 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.566251 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.351777 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.218214 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-0.420004 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-1.27476 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.188366 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.85682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-1.00033 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.06146 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.24195 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.15969 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.41667 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.87094 # DEPENDENCYPART_GRANDPAR
(4,2),(2,27),-2.79596 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.348855 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0998008 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.01484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-1.1583 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.2192 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.39629 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.08248 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.19215 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.28671 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.16162 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.4491 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.53563 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-1.51653 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.56935 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-2.02868 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-1.65232 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-2.92935 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.246809 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.866105 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.954224 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.10627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.466873 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.24884 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.910731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.435107 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.389901 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.906869 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.478161 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.596021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.956031 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.569709 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-2.05476 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.283994 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.262289 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.310563 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.17948 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.963296 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.11643 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.0353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),-0.192014 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.11173 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.478892 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.219942 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.264735 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.163471 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.692376 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.547351 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.648702 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.665211 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.745389 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.524083 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.444955 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.667604 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-1.03535 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.674196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-2.05595 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.35285 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.53927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.32254 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.00351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.371122 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.622465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.319249 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.289754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-1.27949 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.601452 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.613464 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-1.50237 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.633824 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.718049 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.641771 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.203337 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.44721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.644298 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.668646 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.811375 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-1.02369 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-1.18895 # DEPENDENCYPART_GRANDPAR
(6,2),(2,27),-2.37618 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.517846 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.318335 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.20657 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.60518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.802037 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.822985 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.838828 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.816636 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.938402 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.987477 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.957748 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.14265 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.32147 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.24095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-1.34668 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-1.20299 # DEPENDENCYPART_GRANDPAR
(6,3),(3,27),-2.50956 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.36045 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.714562 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.828748 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.125368 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.45921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.693634 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.701685 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.650455 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.877335 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.48862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,6),-0.726325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.149068 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0582867 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.35602 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.38313 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.57585 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.1353 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.591389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.348911 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),1.10007 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0710583 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0549981 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0075099 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.00578348 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.0497575 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.255671 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.387669 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.153151 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.332183 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.214565 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.33296 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.342555 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.228035 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-1.63051 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-1.35602 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-1.38313 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.57585 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.1353 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.59253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.317107 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),1.10533 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0688501 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.231463 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0853143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.00569383 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.038223 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.240552 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.376134 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.141673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.318717 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.204914 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.321425 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.327697 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-1.24414 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.214568 # DEPENDENCYPART_GRANDPAR
(6,12),(12,26),-0.353653 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-1.62083 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.41363 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.991257 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.708387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,10),0.10503 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.0517739 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0686147 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-1.05485 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.00539696 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.526444 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.343308 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.397378 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.597018 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.355997 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.288599 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.492484 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.41364 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.991264 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),-0.0521145 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.0597825 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-1.02358 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.0256095 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.367987 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.312302 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.86954 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.572256 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.347303 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.280745 # DEPENDENCYPART_GRANDPAR
(6,19),(19,25),-0.467722 # DEPENDENCYPART_GRANDPAR
