# _root_ ' El moviment denuncia l' especulació , els desallotjaments , les polítiques de criminalització i la violència policial exercida contra el moviment okupa .
#goldHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
#predictedHeads=4,3,4,0,6,4,6,9,6,6,12,6,12,13,6,17,6,17,17,19,22,20,22,4,
(14,12),(14,20),0.0109636 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.000968853 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00197835 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.0498944 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0219307 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00294108 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0822502 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0826028 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0731445 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.00418857 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.00125323 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.014772 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.610514 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.248684 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.249351 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.118003 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.604039 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.603415 # DEPENDENCYPART_SIBL
(14,15),(14,24),-0.00690081 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0303135 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0269916 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0307792 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0127262 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0120277 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.00807392 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0314528 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0807948 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00595755 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.00529996 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.00992605 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0674148 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.00478295 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.00412536 # DEPENDENCYPART_SIBL
(14,19),(14,24),-0.0170247 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0507221 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0503272 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.154564 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.00880631 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0112576 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.00737529 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0275396 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.234974 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00359141 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0176089 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.23825 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.299143 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.578748 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0431719 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.000569759 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.00285529 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0448435 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0444637 # DEPENDENCYPART_SIBL
(17,7),(17,23),-0.0503753 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.309943 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0622822 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0922985 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.188929 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0256967 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.401453 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0139869 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0410731 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0414372 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.00651861 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.00283409 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.000113119 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.0457427 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0176089 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.23825 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.299143 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.578748 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0431719 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.000569759 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00285529 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0448435 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0444637 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0503753 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.309943 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0340532 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.169838 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0501095 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.825411 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.014701 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0140536 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.278632 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.076872 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0693903 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.00514998 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0256749 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.401289 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0139876 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0407309 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0410951 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00831851 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00296478 # DEPENDENCYPART_SIBL
(17,12),(17,23),-1.75724e-05 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0434477 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.754701 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0217513 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0870747 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0874275 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0700622 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.00660448 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.00366914 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.00873044 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0363586 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0654212 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0652342 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0304832 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0875 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0851037 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.107315 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0771435 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0778721 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.304363 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0497672 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0568394 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0339792 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0351967 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.076695 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00180772 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.00246531 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0144824 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0633159 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.00298144 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.00363902 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0215802 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0478165 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.0474217 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.152865 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0059756 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.0125494 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.00608356 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.341065 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.146877 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.256118 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.00101402 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.104266 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0489348 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.119459 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0462056 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0131124 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0503577 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0773233 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.27027 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0118043 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00786557 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.102963 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.341066 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.536661 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.146878 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.256118 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.128897 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.104269 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.137275 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.129043 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.144899 # DEPENDENCYPART_SIBL
(19,13),(19,15),1.02233 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0489356 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.11946 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0145498 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0131152 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0101734 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.00960416 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0218454 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0346216 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0551422 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0217512 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0318928 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.020836 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0208037 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0768749 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0503577 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0628411 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.270285 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.152204 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.154621 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0168617 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0535118 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00786015 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0250456 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0256289 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.00792322 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0111431 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0544942 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0546118 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0265737 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00269372 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.00246061 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0527551 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.1334 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0378201 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0430023 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0874785 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0881391 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0304359 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0305582 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0881391 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.030447 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0305693 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.139518 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.140771 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.839686 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.237912 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0372529 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.162396 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.162398 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.036947 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0335029 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.32338 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.00736903 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0354449 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.035447 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0839158 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0186263 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0548017 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.118417 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.118424 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.768977 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.151201 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.00734183 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0791585 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.416046 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0257725 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.00884953 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.416042 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0257965 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00889163 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.407755 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0254157 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0181771 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.238312 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.162767 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.379806 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.032481 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.23482 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.312533 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0354137 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.067032 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0893857 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.188934 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.0487155 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0932443 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.421513 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.048158 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0182867 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0982503 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0380032 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0349578 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0413741 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.011683 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0436261 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.271072 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.321476 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.818533 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0864606 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.309718 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.158145 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.350919 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.301327 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.317001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.322324 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.576726 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.278545 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.114935 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0370379 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0435932 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.100538 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.434976 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0426643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.476177 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.106985 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.336176 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.259403 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0377263 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.383364 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.348362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.169604 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-1.00424 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.536645 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.0896747 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.6442 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.16751 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.35507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.443582 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-1.38219 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.776226 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-1.53794 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.757221 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-1.52179 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.623525 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.74999 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-1.52308 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-1.59453 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.701964 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.901866 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.89732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-2.0107 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.826365 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.874092 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.04977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.367501 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.339894 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.412954 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.482406 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.565207 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.765619 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.748232 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.56845 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.847264 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.391723 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.527209 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.339775 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.937209 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.952241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-1.82671 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.853315 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.11446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),-0.958617 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.361036 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.603678 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.503547 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.734267 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.813263 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.918309 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.658498 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-1.01931 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.493338 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.624744 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.435542 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-1.11109 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-1.12121 # DEPENDENCYPART_GRANDPAR
(3,6),(6,24),-1.81692 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.532671 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.11631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),-0.951249 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.504596 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.211234 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.389422 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.505369 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.739974 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.820731 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.924016 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.66816 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-1.02501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.495604 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.627009 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.443011 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-1.11679 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-1.12692 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-1.81875 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.329792 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.60099 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.214605 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.398456 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.572612 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.357117 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.134326 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.844222 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.934667 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.677744 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-1.03566 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.505465 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.63687 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.46664 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-1.12745 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-1.13757 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-1.82943 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.511915 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.157814 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.550495 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.553741 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.582117 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.638526 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.449729 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.212565 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.573408 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.355076 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.137683 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.715024 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.728892 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.601783 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.305656 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.499823 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.631228 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.444326 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-1.11985 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-1.12998 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-1.81751 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),-0.207507 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),-0.713578 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.667437 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.344375 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),0.0169836 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-1.08264 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-1.84593 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.258786 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),0.253903 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.116545 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),1.33716 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.39331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.372438 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.0448 # DEPENDENCYPART_GRANDPAR
