# _root_ El Congrés s' havia plantejat de consens a l' entorn_de Preses , que ha iniciat el tercer mandat al_capdavant_de Comissions , si_bé una hora abans d' acabar -se el termini Àngel_González ha presentat la_seva candidatura .
#goldHeads=2,5,5,5,0,5,6,7,10,8,10,15,15,15,11,18,18,15,15,19,15,33,24,25,33,25,26,27,30,27,33,33,5,35,33,5,
#predictedHeads=2,5,5,5,0,5,6,5,10,8,10,15,15,15,11,18,18,15,15,19,33,33,24,25,15,25,26,27,30,33,30,33,15,35,33,5,
(4,5),(5,21),-0.505535 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.127732 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.448742 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.71218 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.933403 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-0.461665 # DEPENDENCYPART_GRANDPAR
(4,5),(5,31),-0.345044 # DEPENDENCYPART_GRANDPAR
(4,5),(5,32),-0.739166 # DEPENDENCYPART_GRANDPAR
(4,5),(5,33),-0.724969 # DEPENDENCYPART_GRANDPAR
(4,5),(5,35),-0.568825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,36),-2.28018 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.393308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.399903 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.580142 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.501702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.869527 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.205365 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.974961 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.436316 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.172303 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.844177 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.532167 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.448499 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.209279 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.413276 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.197049 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.148667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.277305 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-1.00782 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.393173 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.813761 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.55527 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.476431 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.00413393 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.960908 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0476743 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.09161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.0832823 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.531837 # DEPENDENCYPART_GRANDPAR
(5,2),(2,36),-2.89917 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0863303 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.490064 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.48189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.555752 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.578044 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.674887 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-1.7358 # DEPENDENCYPART_GRANDPAR
(5,4),(4,36),-3.12891 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.41714 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.10776 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.021676 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.00127088 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.593157 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.132392 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.0816783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.319238 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.00395808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0224759 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0570092 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0776505 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.188201 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.126792 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.0836857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.185338 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.144747 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.340937 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.5463 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.137675 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.333761 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.314223 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.153205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.20042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.150564 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.186248 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.320779 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0889851 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.551492 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.0840179 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.275275 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.0925865 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.276737 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.793648 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0766636 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.189202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.0735265 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),0.350313 # DEPENDENCYPART_GRANDPAR
(5,11),(11,36),-2.19173 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.16561 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.221763 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.106813 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.203262 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.19918 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.00699845 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.0490988 # DEPENDENCYPART_GRANDPAR
(5,14),(14,33),-0.278382 # DEPENDENCYPART_GRANDPAR
(5,14),(14,36),-2.1106 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-1.14844 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-1.40179 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.325329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.147888 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),0.463241 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.161445 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.378184 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0498362 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0351346 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.320972 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.180401 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.355146 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.39848 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.00049175 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),0.0236627 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.216873 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.212305 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),0.695444 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.07761 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),0.424165 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.0452578 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.370552 # DEPENDENCYPART_GRANDPAR
(5,15),(15,30),-0.00134054 # DEPENDENCYPART_GRANDPAR
(5,15),(15,31),0.448631 # DEPENDENCYPART_GRANDPAR
(5,15),(15,32),-0.0838024 # DEPENDENCYPART_GRANDPAR
(5,15),(15,33),-0.212998 # DEPENDENCYPART_GRANDPAR
(5,15),(15,35),0.177348 # DEPENDENCYPART_GRANDPAR
(5,15),(15,36),-2.02238 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.0754698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.327856 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.310781 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.285119 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.673939 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.321362 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.487445 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.403118 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.395741 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.132108 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.291676 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.509894 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),0.349434 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.83762 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.147197 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),0.251661 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),0.0462978 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.336971 # DEPENDENCYPART_GRANDPAR
(5,18),(18,30),-0.0797561 # DEPENDENCYPART_GRANDPAR
(5,18),(18,31),0.37043 # DEPENDENCYPART_GRANDPAR
(5,18),(18,33),-0.168957 # DEPENDENCYPART_GRANDPAR
(5,18),(18,35),0.104131 # DEPENDENCYPART_GRANDPAR
(5,18),(18,36),-2.19293 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),0.0872152 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.130623 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.273087 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),0.412865 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.455365 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.82097 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.0346992 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),0.131988 # DEPENDENCYPART_GRANDPAR
(5,22),(22,27),-0.310585 # DEPENDENCYPART_GRANDPAR
(5,24),(24,5),-0.0553765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,24),(24,6),0.366981 # DEPENDENCYPART_GRANDPAR
(5,24),(24,18),0.275274 # DEPENDENCYPART_GRANDPAR
(5,24),(24,19),0.2283 # DEPENDENCYPART_GRANDPAR
(5,24),(24,21),-0.351771 # DEPENDENCYPART_GRANDPAR
(5,24),(24,22),0.590966 # DEPENDENCYPART_GRANDPAR
(5,24),(24,23),-0.556111 # DEPENDENCYPART_GRANDPAR
(5,24),(24,25),0.23804 # DEPENDENCYPART_GRANDPAR
(5,24),(24,26),0.0574152 # DEPENDENCYPART_GRANDPAR
(5,24),(24,27),-0.329871 # DEPENDENCYPART_GRANDPAR
(5,24),(24,30),-0.0809915 # DEPENDENCYPART_GRANDPAR
(5,24),(24,31),0.369195 # DEPENDENCYPART_GRANDPAR
(5,24),(24,32),-0.0217586 # DEPENDENCYPART_GRANDPAR
(5,24),(24,33),-0.161858 # DEPENDENCYPART_GRANDPAR
(5,24),(24,35),0.102896 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),0.147063 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),0.202174 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.0872328 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),0.291584 # DEPENDENCYPART_GRANDPAR
(5,25),(25,27),-0.261063 # DEPENDENCYPART_GRANDPAR
(5,25),(25,30),0.125354 # DEPENDENCYPART_GRANDPAR
(5,25),(25,31),0.56919 # DEPENDENCYPART_GRANDPAR
(5,25),(25,33),-0.0953812 # DEPENDENCYPART_GRANDPAR
(5,27),(27,2),-1.14843 # DEPENDENCYPART_GRANDPAR
(5,27),(27,4),-1.40176 # DEPENDENCYPART_GRANDPAR
(5,27),(27,5),-0.315402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,27),(27,13),-0.172653 # DEPENDENCYPART_GRANDPAR
(5,27),(27,14),0.360369 # DEPENDENCYPART_GRANDPAR
(5,27),(27,15),0.256607 # DEPENDENCYPART_GRANDPAR
(5,27),(27,18),0.0262403 # DEPENDENCYPART_GRANDPAR
(5,27),(27,19),-0.0566187 # DEPENDENCYPART_GRANDPAR
(5,27),(27,21),-0.0161941 # DEPENDENCYPART_GRANDPAR
(5,27),(27,22),0.576333 # DEPENDENCYPART_GRANDPAR
(5,27),(27,24),-0.0505532 # DEPENDENCYPART_GRANDPAR
(5,27),(27,25),0.409548 # DEPENDENCYPART_GRANDPAR
(5,27),(27,26),-0.114699 # DEPENDENCYPART_GRANDPAR
(5,27),(27,28),-0.454298 # DEPENDENCYPART_GRANDPAR
(5,27),(27,30),0.0125785 # DEPENDENCYPART_GRANDPAR
(5,27),(27,31),0.46255 # DEPENDENCYPART_GRANDPAR
(5,27),(27,32),-0.0642165 # DEPENDENCYPART_GRANDPAR
(5,27),(27,33),-0.196608 # DEPENDENCYPART_GRANDPAR
(5,27),(27,35),0.191267 # DEPENDENCYPART_GRANDPAR
(5,27),(27,36),-2.00404 # DEPENDENCYPART_GRANDPAR
(5,30),(30,23),-0.572736 # DEPENDENCYPART_GRANDPAR
(5,30),(30,25),0.41228 # DEPENDENCYPART_GRANDPAR
(5,30),(30,26),0.148956 # DEPENDENCYPART_GRANDPAR
(5,30),(30,27),-0.0570328 # DEPENDENCYPART_GRANDPAR
(5,30),(30,29),-0.193487 # DEPENDENCYPART_GRANDPAR
(5,30),(30,31),0.38056 # DEPENDENCYPART_GRANDPAR
(5,30),(30,32),-0.0122369 # DEPENDENCYPART_GRANDPAR
(5,30),(30,33),-0.152336 # DEPENDENCYPART_GRANDPAR
(5,30),(30,35),0.117705 # DEPENDENCYPART_GRANDPAR
(5,31),(31,29),-0.191072 # DEPENDENCYPART_GRANDPAR
(5,31),(31,30),0.261093 # DEPENDENCYPART_GRANDPAR
(5,32),(32,22),0.62015 # DEPENDENCYPART_GRANDPAR
(5,32),(32,30),0.0283462 # DEPENDENCYPART_GRANDPAR
(5,32),(32,31),0.482793 # DEPENDENCYPART_GRANDPAR
(5,32),(32,35),0.183855 # DEPENDENCYPART_GRANDPAR
(5,32),(32,36),-2.1106 # DEPENDENCYPART_GRANDPAR
(5,33),(33,2),-1.14881 # DEPENDENCYPART_GRANDPAR
(5,33),(33,4),-1.40177 # DEPENDENCYPART_GRANDPAR
(5,33),(33,5),-0.308648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,33),(33,8),0.17084 # DEPENDENCYPART_GRANDPAR
(5,33),(33,10),0.051407 # DEPENDENCYPART_GRANDPAR
(5,33),(33,12),-0.307356 # DEPENDENCYPART_GRANDPAR
(5,33),(33,13),-0.163725 # DEPENDENCYPART_GRANDPAR
(5,33),(33,14),0.363089 # DEPENDENCYPART_GRANDPAR
(5,33),(33,15),0.263363 # DEPENDENCYPART_GRANDPAR
(5,33),(33,17),-0.557419 # DEPENDENCYPART_GRANDPAR
(5,33),(33,18),0.0215741 # DEPENDENCYPART_GRANDPAR
(5,33),(33,19),-0.045501 # DEPENDENCYPART_GRANDPAR
(5,33),(33,21),-0.0231267 # DEPENDENCYPART_GRANDPAR
(5,33),(33,22),0.576609 # DEPENDENCYPART_GRANDPAR
(5,33),(33,24),-0.0555994 # DEPENDENCYPART_GRANDPAR
(5,33),(33,25),0.432134 # DEPENDENCYPART_GRANDPAR
(5,33),(33,26),-0.103094 # DEPENDENCYPART_GRANDPAR
(5,33),(33,27),-0.26336 # DEPENDENCYPART_GRANDPAR
(5,33),(33,28),-0.506973 # DEPENDENCYPART_GRANDPAR
(5,33),(33,29),-0.42885 # DEPENDENCYPART_GRANDPAR
(5,33),(33,30),0.0222497 # DEPENDENCYPART_GRANDPAR
(5,33),(33,31),0.485731 # DEPENDENCYPART_GRANDPAR
(5,33),(33,32),0.413323 # DEPENDENCYPART_GRANDPAR
(5,33),(33,35),0.196739 # DEPENDENCYPART_GRANDPAR
(5,33),(33,36),-2.02983 # DEPENDENCYPART_GRANDPAR
(5,35),(35,34),-0.738773 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.51711 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.28983 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.522732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.315427 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.495155 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.458702 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.354963 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.117589 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.530648 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.751243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.460247 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.52796 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.33031 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.536273 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.267816 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.14819 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.50974 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.36194 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.2265 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.739448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.0886634 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0330496 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.32225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.511461 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.352028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0607282 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.109057 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0328777 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.431411 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.338781 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.13378 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.624803 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.566754 # DEPENDENCYPART_GRANDPAR
(6,11),(11,36),-1.99078 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.0528396 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.595542 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.304711 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0165287 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.524909 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.216593 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.69857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.849485 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.949938 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-1.09079 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.00933 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.899955 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.02257 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-1.30738 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.18381 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-1.30984 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-1.62146 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-1.504 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-1.04757 # DEPENDENCYPART_GRANDPAR
(7,5),(5,27),-1.26987 # DEPENDENCYPART_GRANDPAR
(7,5),(5,30),-1.72367 # DEPENDENCYPART_GRANDPAR
(7,5),(5,31),-1.58841 # DEPENDENCYPART_GRANDPAR
(7,5),(5,32),-1.77215 # DEPENDENCYPART_GRANDPAR
(7,5),(5,33),-1.40641 # DEPENDENCYPART_GRANDPAR
(7,5),(5,35),-1.58756 # DEPENDENCYPART_GRANDPAR
(7,5),(5,36),-2.89621 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.64667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.770069 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.872286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.03889 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.93168 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.0643 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.854962 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.231068 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0577007 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.181397 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.0973099 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.187624 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.269173 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.36512 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.02205 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.05912 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.010653 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.709093 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0825914 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.196984 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.182421 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.27684 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.561888 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0468541 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0316766 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.226251 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.274702 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.405519 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.91187 # DEPENDENCYPART_GRANDPAR
(7,11),(11,36),-2.00807 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.34107 # DEPENDENCYPART_GRANDPAR
(7,14),(14,8),0.143765 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.0671243 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.135879 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.616485 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.236924 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.230536 # DEPENDENCYPART_GRANDPAR
(7,14),(14,33),-0.46297 # DEPENDENCYPART_GRANDPAR
(7,14),(14,36),-2.07302 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-1.33671 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.48057 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.15877 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-1.14774 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.741263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.111579 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),-0.835674 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.0330444 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.127322 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.0389091 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.702391 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.291929 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.249265 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.257397 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.228581 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.347187 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.319998 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.658408 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.461863 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.169451 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.551823 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.28253 # DEPENDENCYPART_GRANDPAR
(7,15),(15,30),-0.669325 # DEPENDENCYPART_GRANDPAR
(7,15),(15,31),-0.543892 # DEPENDENCYPART_GRANDPAR
(7,15),(15,32),-0.909511 # DEPENDENCYPART_GRANDPAR
(7,15),(15,33),-0.430394 # DEPENDENCYPART_GRANDPAR
(7,15),(15,35),-0.54155 # DEPENDENCYPART_GRANDPAR
(7,15),(15,36),-2.02872 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.257328 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.415273 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.517202 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.874785 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.140814 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.72197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.645878 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.761005 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.16905 # DEPENDENCYPART_GRANDPAR
