# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,8,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
(14,17),(14,32),0.0776545 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0218368 # DEPENDENCYPART_SIBL
(14,20),(14,25),-0.0634541 # DEPENDENCYPART_SIBL
(14,20),(14,27),-0.0347708 # DEPENDENCYPART_SIBL
(14,20),(14,32),0.0154099 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.0246613 # DEPENDENCYPART_SIBL
(14,21),(14,27),0.0745644 # DEPENDENCYPART_SIBL
(14,21),(14,32),0.0685968 # DEPENDENCYPART_SIBL
(14,25),(14,27),0.777966 # DEPENDENCYPART_SIBL
(14,25),(14,32),0.057058 # DEPENDENCYPART_SIBL
(14,27),(14,32),0.0149697 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0247381 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0848268 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.66128 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0506425 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0316631 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.00997475 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0481022 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0107226 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0729791 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.021455 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0848268 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.0506425 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.02402 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.176158 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0178111 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.00999597 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0265897 # DEPENDENCYPART_SIBL
(15,1),(15,25),-0.00757248 # DEPENDENCYPART_SIBL
(15,1),(15,27),-0.0461702 # DEPENDENCYPART_SIBL
(15,1),(15,29),-0.0619384 # DEPENDENCYPART_SIBL
(15,1),(15,32),-0.0801293 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.522118 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.713776 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.0754139 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00843054 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.775979 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0943741 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.777707 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0547685 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.788019 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.522118 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0754139 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0623633 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0709304 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00579796 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.160167 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0168909 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.0411098 # DEPENDENCYPART_SIBL
(15,2),(15,27),0.0106924 # DEPENDENCYPART_SIBL
(15,2),(15,29),-0.108732 # DEPENDENCYPART_SIBL
(15,2),(15,32),0.0804304 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.12109 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.165829 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.0268001 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.00219736 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0908889 # DEPENDENCYPART_SIBL
(15,3),(15,10),5.37855e-05 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0897754 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0173082 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.392907 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.165829 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.07169 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.152478 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0341275 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0727703 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.0156472 # DEPENDENCYPART_SIBL
(15,3),(15,25),-0.0366591 # DEPENDENCYPART_SIBL
(15,3),(15,27),-0.0271894 # DEPENDENCYPART_SIBL
(15,3),(15,29),-0.0899277 # DEPENDENCYPART_SIBL
(15,3),(15,32),-0.455169 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.299693 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.189474 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0222594 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.242341 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0144334 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.400663 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.00103247 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.504743 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.299693 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0326891 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.103228 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00889126 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0309403 # DEPENDENCYPART_SIBL
(15,4),(15,24),0.123034 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.00825812 # DEPENDENCYPART_SIBL
(15,4),(15,27),0.0074781 # DEPENDENCYPART_SIBL
(15,4),(15,29),-0.10074 # DEPENDENCYPART_SIBL
(15,4),(15,32),-0.446023 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.000427837 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0273573 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.052654 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0283837 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.046823 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0413564 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.144454 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.312727 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0162775 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0693264 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0458201 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0825379 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0249139 # DEPENDENCYPART_SIBL
(15,5),(15,25),0.0506876 # DEPENDENCYPART_SIBL
(15,5),(15,27),0.0349496 # DEPENDENCYPART_SIBL
(15,5),(15,29),-0.0407328 # DEPENDENCYPART_SIBL
(15,5),(15,32),0.28807 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0311733 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.194291 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0321997 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0324759 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.0451703 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.135089 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.354795 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0246653 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0829434 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0234538 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.065031 # DEPENDENCYPART_SIBL
(15,6),(15,24),0.0491463 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.0415734 # DEPENDENCYPART_SIBL
(15,6),(15,27),0.0290757 # DEPENDENCYPART_SIBL
(15,6),(15,29),-0.0609903 # DEPENDENCYPART_SIBL
(15,6),(15,32),0.111721 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0843715 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.73527 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0349956 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.745581 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.485833 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.0968045 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0520412 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0651392 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0017336 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0735236 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.0076916 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.0132985 # DEPENDENCYPART_SIBL
(15,8),(15,27),0.0163841 # DEPENDENCYPART_SIBL
(15,8),(15,29),-0.0965141 # DEPENDENCYPART_SIBL
(15,8),(15,32),0.0558607 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0258189 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0692779 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0163597 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.335145 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.071902 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.051743 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0844678 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.00739828 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.101375 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0622 # DEPENDENCYPART_SIBL
(15,9),(15,25),0.0228929 # DEPENDENCYPART_SIBL
(15,9),(15,27),0.00538737 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.0890884 # DEPENDENCYPART_SIBL
(15,9),(15,32),0.0260526 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0345437 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.744769 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.490724 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.100042 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0479406 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.075115 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00824222 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0696889 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00744671 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.0167877 # DEPENDENCYPART_SIBL
(15,10),(15,27),0.00640826 # DEPENDENCYPART_SIBL
(15,10),(15,29),-0.0935317 # DEPENDENCYPART_SIBL
(15,10),(15,32),0.0532165 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0254117 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.336078 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0184217 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.198909 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.154858 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0454571 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.171299 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.124216 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0978509 # DEPENDENCYPART_SIBL
(15,11),(15,27),-0.0672709 # DEPENDENCYPART_SIBL
(15,11),(15,29),-0.231926 # DEPENDENCYPART_SIBL
(15,11),(15,32),0.0168535 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.492895 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0942129 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0513746 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.089471 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0225982 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0705467 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.00168051 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0149921 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.00794771 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.0969657 # DEPENDENCYPART_SIBL
(15,12),(15,32),0.0372692 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.165829 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.07169 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.152478 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0341275 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0727703 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.0156472 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0366591 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.0271894 # DEPENDENCYPART_SIBL
(15,13),(15,29),-0.0899277 # DEPENDENCYPART_SIBL
(15,13),(15,32),-0.455169 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0162775 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0693264 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0458201 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0825379 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0249139 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0506876 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0349496 # DEPENDENCYPART_SIBL
(15,14),(15,29),-0.0407328 # DEPENDENCYPART_SIBL
(15,14),(15,32),0.28807 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.149652 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0436174 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0151896 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0521085 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0187583 # DEPENDENCYPART_SIBL
(15,17),(15,27),-0.0693562 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.287162 # DEPENDENCYPART_SIBL
(15,17),(15,32),-0.105313 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0323677 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0131134 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0197661 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0429602 # DEPENDENCYPART_SIBL
(15,19),(15,27),-0.0365282 # DEPENDENCYPART_SIBL
(15,19),(15,29),0.0166847 # DEPENDENCYPART_SIBL
(15,19),(15,32),-0.0402774 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00873494 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0226727 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0409044 # DEPENDENCYPART_SIBL
(15,20),(15,27),-0.012606 # DEPENDENCYPART_SIBL
(15,20),(15,29),-0.00243887 # DEPENDENCYPART_SIBL
(15,20),(15,32),0.0187282 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0137788 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0151407 # DEPENDENCYPART_SIBL
(15,21),(15,27),-0.0395572 # DEPENDENCYPART_SIBL
(15,21),(15,29),-0.0492568 # DEPENDENCYPART_SIBL
(15,21),(15,32),-0.102555 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.0362881 # DEPENDENCYPART_SIBL
(15,24),(15,27),-0.0194518 # DEPENDENCYPART_SIBL
(15,24),(15,29),-0.0241372 # DEPENDENCYPART_SIBL
(15,24),(15,32),-0.0266362 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.63762 # DEPENDENCYPART_SIBL
(15,25),(15,29),0.190945 # DEPENDENCYPART_SIBL
(15,25),(15,32),-0.0232347 # DEPENDENCYPART_SIBL
(15,27),(15,29),0.040242 # DEPENDENCYPART_SIBL
(15,27),(15,32),0.0170485 # DEPENDENCYPART_SIBL
(15,29),(15,32),-0.0885067 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.179275 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0822417 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.197812 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.05657 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.199681 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.170121 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0266559 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0962042 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0753104 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0132248 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0612846 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.00387938 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0415656 # DEPENDENCYPART_SIBL
(17,2),(17,27),-0.0011288 # DEPENDENCYPART_SIBL
(17,2),(17,29),-0.00492082 # DEPENDENCYPART_SIBL
(17,2),(17,30),-0.0226883 # DEPENDENCYPART_SIBL
(17,2),(17,32),-0.0500915 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.00955726 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.16182 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.294155 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.00860435 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.162325 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.323531 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.113049 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.188618 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0786561 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0755269 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.0210676 # DEPENDENCYPART_SIBL
(17,6),(17,25),-0.0206564 # DEPENDENCYPART_SIBL
(17,6),(17,27),-0.0983436 # DEPENDENCYPART_SIBL
(17,6),(17,29),-0.0221049 # DEPENDENCYPART_SIBL
(17,6),(17,30),-0.0366783 # DEPENDENCYPART_SIBL
(17,6),(17,32),0.0134629 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0944865 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.00123491 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0704695 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0728595 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0670558 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0944888 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0618845 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0487396 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0627839 # DEPENDENCYPART_SIBL
(17,9),(17,24),0.0389855 # DEPENDENCYPART_SIBL
(17,9),(17,25),0.0296605 # DEPENDENCYPART_SIBL
(17,9),(17,27),0.0158919 # DEPENDENCYPART_SIBL
(17,9),(17,29),0.00231639 # DEPENDENCYPART_SIBL
(17,9),(17,30),-0.0356907 # DEPENDENCYPART_SIBL
(17,9),(17,32),0.0649473 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.067707 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.201908 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.175903 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0296516 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.100138 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0906781 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0012728 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0184614 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.00163836 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0136766 # DEPENDENCYPART_SIBL
(17,12),(17,27),-0.0165463 # DEPENDENCYPART_SIBL
(17,12),(17,29),-0.00033426 # DEPENDENCYPART_SIBL
(17,12),(17,30),-0.00885048 # DEPENDENCYPART_SIBL
(17,12),(17,32),-0.074495 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.396054 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.364401 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.441196 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.132833 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0112374 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.14064 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0437492 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0401526 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0322201 # DEPENDENCYPART_SIBL
(17,13),(17,27),0.116657 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.0397079 # DEPENDENCYPART_SIBL
(17,13),(17,30),0.0535213 # DEPENDENCYPART_SIBL
(17,13),(17,32),-0.328491 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.171673 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.295724 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.141598 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.204863 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0905301 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0999181 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0729339 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0334293 # DEPENDENCYPART_SIBL
(17,14),(17,27),-0.118464 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.0221049 # DEPENDENCYPART_SIBL
(17,14),(17,30),-0.051803 # DEPENDENCYPART_SIBL
(17,14),(17,32),0.0780737 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.325636 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.114481 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.204965 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.094003 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0766019 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0208516 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0475008 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.114771 # DEPENDENCYPART_SIBL
(17,15),(17,29),-0.0357294 # DEPENDENCYPART_SIBL
(17,15),(17,30),-0.0213592 # DEPENDENCYPART_SIBL
(17,15),(17,32),-0.00753657 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.100597 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0380053 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.194721 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.102775 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0641974 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.00396619 # DEPENDENCYPART_SIBL
(17,16),(17,27),0.120464 # DEPENDENCYPART_SIBL
(17,16),(17,29),-0.0126438 # DEPENDENCYPART_SIBL
(17,16),(17,30),0.167305 # DEPENDENCYPART_SIBL
(17,16),(17,32),0.114195 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.146815 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.156506 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.187518 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0548324 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0655081 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.129923 # DEPENDENCYPART_SIBL
(17,18),(17,29),-0.204067 # DEPENDENCYPART_SIBL
(17,18),(17,30),-0.178244 # DEPENDENCYPART_SIBL
(17,18),(17,32),-0.105596 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.108213 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0134715 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.0158784 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0152919 # DEPENDENCYPART_SIBL
(17,19),(17,27),-0.100438 # DEPENDENCYPART_SIBL
(17,19),(17,29),-0.0118018 # DEPENDENCYPART_SIBL
(17,19),(17,30),-0.00539325 # DEPENDENCYPART_SIBL
(17,19),(17,32),-0.0625329 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.128207 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0707394 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.0743768 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.036433 # DEPENDENCYPART_SIBL
(17,20),(17,29),0.0440269 # DEPENDENCYPART_SIBL
(17,20),(17,30),0.120048 # DEPENDENCYPART_SIBL
(17,20),(17,32),0.0152902 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0978911 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0149694 # DEPENDENCYPART_SIBL
(17,21),(17,27),-0.00769427 # DEPENDENCYPART_SIBL
(17,21),(17,29),0.0566909 # DEPENDENCYPART_SIBL
(17,21),(17,30),0.0213333 # DEPENDENCYPART_SIBL
(17,21),(17,32),0.188981 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.013746 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.0305142 # DEPENDENCYPART_SIBL
(17,24),(17,29),0.00293837 # DEPENDENCYPART_SIBL
(17,24),(17,30),0.063459 # DEPENDENCYPART_SIBL
(17,24),(17,32),0.0644155 # DEPENDENCYPART_SIBL
(17,25),(17,27),0.0940667 # DEPENDENCYPART_SIBL
(17,25),(17,29),0.640223 # DEPENDENCYPART_SIBL
(17,25),(17,30),0.258697 # DEPENDENCYPART_SIBL
(17,25),(17,32),-0.0245008 # DEPENDENCYPART_SIBL
(17,27),(17,29),0.0357108 # DEPENDENCYPART_SIBL
(17,27),(17,30),0.0570608 # DEPENDENCYPART_SIBL
(17,27),(17,32),0.0207566 # DEPENDENCYPART_SIBL
(17,29),(17,30),0.066026 # DEPENDENCYPART_SIBL
(17,29),(17,32),-0.0293813 # DEPENDENCYPART_SIBL
(17,30),(17,32),-0.0266908 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0576053 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.497597 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.201622 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0759311 # DEPENDENCYPART_SIBL
(19,18),(19,32),-0.301632 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00219627 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0198584 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0250817 # DEPENDENCYPART_SIBL
(19,20),(19,32),0.00568637 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0844418 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.106053 # DEPENDENCYPART_SIBL
(19,21),(19,32),0.149199 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.00518009 # DEPENDENCYPART_SIBL
(19,24),(19,32),0.0489161 # DEPENDENCYPART_SIBL
(19,27),(19,32),0.00537676 # DEPENDENCYPART_SIBL
(20,2),(20,3),-0.472714 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.679714 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.11432 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.0287568 # DEPENDENCYPART_SIBL
