# _root_ L' empresa Formigons_Montcau desmantellarà la_seva fàbrica de Sabadell , situada al barri d' Hostafrancs i envoltada de vivendes , en un termini de tres anys .
#goldHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,4,22,20,22,25,23,4,
#predictedHeads=2,4,2,0,6,4,6,7,10,6,10,11,12,13,10,10,16,17,10,10,22,20,22,25,23,4,
(12,14),(12,18),0.00546761 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.011033 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.00595543 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0676323 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0385383 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.00949306 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.246626 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.260925 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.595605 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.074031 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.565086 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.260925 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.495867 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.0123166 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0825317 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00850715 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0139978 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0130524 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.0825317 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.091991 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0143739 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0160607 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.00399262 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0362816 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.0575746 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0880972 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.0148828 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0113758 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00608939 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0672934 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0386723 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.00324188 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0314922 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.153179 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.00707529 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.15693 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.0558565 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0466685 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.0180548 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.0880972 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.0148828 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.0475891 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.106021 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0690643 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0371314 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0375079 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.110721 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.648645 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0287388 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.035598 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.378354 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0726889 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.8433 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.080978 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0244854 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.292436 # DEPENDENCYPART_SIBL
(13,15),(13,17),1.08171 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.27884 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0699215 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.819127 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0418925 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.419679 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.126768 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.100183 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0433672 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0246657 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.106916 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.117503 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0177803 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.425252 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0026278 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0083091 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00474196 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00806491 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0126498 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00334743 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.00474196 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.249361 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.246932 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.604013 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0777333 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.573494 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.246932 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0586884 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00492664 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0192822 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0166329 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0586884 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0120232 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0106147 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.00819771 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0364845 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.00934742 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.00180631 # DEPENDENCYPART_SIBL
(14,18),(14,23),0.0504703 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0514539 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.125202 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0390334 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0109711 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0670969 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0626103 # DEPENDENCYPART_SIBL
(16,7),(16,15),1.02233 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0466531 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00939997 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0031511 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0536874 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.000908665 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0466531 # DEPENDENCYPART_SIBL
(16,7),(16,26),-0.0218454 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.391299 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.304531 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.536661 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.189864 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.133984 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.643893 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.10573 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.125761 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.189864 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.144899 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0197428 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.62414 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0418765 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0127393 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0174523 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0811368 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0213606 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0418765 # DEPENDENCYPART_SIBL
(16,11),(16,26),-0.0064176 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.709289 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0391835 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0203081 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00756195 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.067189 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0279909 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0391835 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.0178076 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.189425 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0202277 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.019961 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00256797 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0267411 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.189425 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0768749 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00177991 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0242834 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.122111 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00946418 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.182698 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.0539197 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0972205 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.130218 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.135247 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0470542 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0496589 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.00699489 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0678219 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0436858 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.00834875 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.00775185 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0562841 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0694104 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0400976 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.0408061 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0539197 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0632566 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0634538 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00199255 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.127602 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00773252 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.00256464 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.136777 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0857602 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.199568 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.406128 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0739843 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.00899817 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0262043 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0715038 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0227555 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0156107 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.00499863 # DEPENDENCYPART_SIBL
(18,13),(18,26),0.0622012 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00147387 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00377223 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0542138 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00137094 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0179299 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0010027 # DEPENDENCYPART_SIBL
(18,16),(18,26),0.0154951 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0315098 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0751414 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.348874 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.047225 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.213765 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0108198 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0472448 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0326228 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.10459 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.00594618 # DEPENDENCYPART_SIBL
(18,20),(18,26),0.143133 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0078585 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0971656 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.000721763 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.102141 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0287906 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0486327 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.0358831 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0909248 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0331361 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.0654174 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.058991 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.14956 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0163794 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.265573 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0985359 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.206658 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0934067 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.1065 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0389698 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.118825 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.955818 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0103115 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.140448 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0981675 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0697942 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.648258 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.418742 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.46535 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.148569 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0182027 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.31713 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0730293 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0285368 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0193295 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.132512 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.05947 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0535177 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0402521 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0298461 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.42917 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0182084 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.00393016 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.327666 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.195061 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0054812 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.162429 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0538031 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.00367257 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0434049 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.277486 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.566997 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.423897 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0112234 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.976954 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.160549 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.268982 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.432297 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.330684 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.124884 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.040656 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.192485 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.0515345 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.209688 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),2.64434 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.159671 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.936661 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0803395 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0131615 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.256446 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.264192 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.449127 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.25884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.109842 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.222078 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.186764 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.325672 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.228193 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.217879 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.55608 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.310968 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.0300549 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),2.67069 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.14415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.526617 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.245647 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-1.22329 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0517412 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-1.02518 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.687761 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.642168 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.337374 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.25058 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.642561 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-1.57075 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-0.720248 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.72437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.986897 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.933613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.363302 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.163505 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.537257 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.01615 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.823899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.316213 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.261792 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.152029 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.167171 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0137705 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.446683 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.17772 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.275072 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.619243 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.401279 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.166883 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.31529 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.306833 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.682697 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.828863 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-2.00648 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.986898 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.937198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,5),-0.733127 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.169768 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.318597 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.00265749 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.541893 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.389304 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.423513 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.628639 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.55571 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.248261 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.423276 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.206346 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.644264 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.870454 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.990446 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.681725 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-1.97913 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.086062 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.150672 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.542266 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.462688 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.196001 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.637018 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.223533 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.443735 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.00945541 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.54463 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.398263 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.415191 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.638052 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.547388 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.248669 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.426014 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.21089 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.635942 # DEPENDENCYPART_GRANDPAR
(2,8),(8,26),-1.97613 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.14914 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.118185 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.225155 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.352541 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.55921 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.484338 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.13408 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.398045 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.199601 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.571841 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.388674 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.733323 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.913252 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.67498 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-2.09003 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.18499 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0329766 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.657771 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.48297 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.76496 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.606854 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.256864 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.372511 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.507978 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-1.06739 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.0603316 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.253836 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.229078 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.409994 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.18607 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.367975 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.47125 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.96856 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.145294 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.124465 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.267586 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.53121 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.060182 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.218323 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.590973 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.426264 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.747867 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.932385 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.693702 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-2.11721 # DEPENDENCYPART_GRANDPAR
