# _root_ La manca d' aigua potable i d' electricitat que han provocat aquestes inundacions , accentuen la possibilitat d' aparició d' epidèmies , sobretot de còlera i de malària .
#goldHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,2,0,17,15,17,18,19,20,24,24,21,24,24,24,27,15,
#predictedHeads=2,15,2,3,4,3,3,7,11,11,2,13,11,11,0,17,15,17,18,19,20,24,24,19,24,24,24,27,15,
(13,6),(13,17),-0.0963957 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0175867 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0175867 # DEPENDENCYPART_SIBL
(13,6),(13,29),0.100879 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.00487985 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.0110851 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0674459 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00613574 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0138571 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.00496564 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.020404 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.020404 # DEPENDENCYPART_SIBL
(13,7),(13,29),0.0636812 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.197186 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.210635 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0240593 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.100501 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00292663 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.093649 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.093649 # DEPENDENCYPART_SIBL
(13,10),(13,29),0.0258519 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.216158 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.041885 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.106674 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0548172 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0725432 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0725432 # DEPENDENCYPART_SIBL
(13,11),(13,29),0.0213653 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0844888 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0964646 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.175582 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.101855 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.101855 # DEPENDENCYPART_SIBL
(13,12),(13,29),-0.0708218 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.040049 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.389118 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0379047 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0379047 # DEPENDENCYPART_SIBL
(13,14),(13,29),0.00917456 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0355529 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0329437 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0329437 # DEPENDENCYPART_SIBL
(13,15),(13,29),0.0508121 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0268623 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0268623 # DEPENDENCYPART_SIBL
(13,17),(13,29),0.0102875 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0372377 # DEPENDENCYPART_SIBL
(13,18),(13,29),0.0329181 # DEPENDENCYPART_SIBL
(13,20),(13,29),0.0329181 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0394601 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0399534 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0035754 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.114889 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0248367 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0334298 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.354471 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0456336 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.00895416 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.357225 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0334333 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.188975 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.00300215 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0577407 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0106359 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0577407 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.00994208 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.0365727 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0611748 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0241838 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.0111883 # DEPENDENCYPART_SIBL
(15,1),(15,26),-0.00954657 # DEPENDENCYPART_SIBL
(15,1),(15,28),0.0111883 # DEPENDENCYPART_SIBL
(15,1),(15,29),-0.0431695 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.74071 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.174886 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0312702 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.000887256 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.731445 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.698382 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0434216 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.00189007 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.247611 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.731445 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.489166 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0344027 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0165409 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0388396 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0165409 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.0369117 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0260927 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0116094 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0124753 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.0349558 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.0246647 # DEPENDENCYPART_SIBL
(15,2),(15,28),-0.0349558 # DEPENDENCYPART_SIBL
(15,2),(15,29),0.021785 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.171886 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0282509 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.00664968 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.728446 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.697402 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0518017 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0102717 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.244612 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.728446 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.486109 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0331457 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.00755657 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0375826 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.00755657 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0356547 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0368715 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0155096 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.00892097 # DEPENDENCYPART_SIBL
(15,4),(15,25),-0.0336987 # DEPENDENCYPART_SIBL
(15,4),(15,26),0.0349432 # DEPENDENCYPART_SIBL
(15,4),(15,28),-0.0336987 # DEPENDENCYPART_SIBL
(15,4),(15,29),0.000116435 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.113794 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.010939 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.025081 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.247292 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.00331001 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.00834674 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.188137 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0250812 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.187463 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0344011 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0732845 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0370674 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0732845 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.038396 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.00982945 # DEPENDENCYPART_SIBL
(15,5),(15,23),-0.0390904 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.0683799 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.0370407 # DEPENDENCYPART_SIBL
(15,5),(15,26),-0.00713898 # DEPENDENCYPART_SIBL
(15,5),(15,28),-0.0370407 # DEPENDENCYPART_SIBL
(15,5),(15,29),0.00176365 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0280634 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0106281 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.115226 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00398147 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0253983 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.136509 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0106417 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.318731 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.158635 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.113192 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.165871 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.113192 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.169266 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.028786 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.0483676 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0386826 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.165851 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.083646 # DEPENDENCYPART_SIBL
(15,6),(15,28),-0.165851 # DEPENDENCYPART_SIBL
(15,6),(15,29),0.00634121 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0128611 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.492044 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.00163697 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0457167 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.184503 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0128696 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.378002 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0100518 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0120477 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.00793339 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0120477 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0110819 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0115934 # DEPENDENCYPART_SIBL
(15,7),(15,23),0.0085447 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.0342453 # DEPENDENCYPART_SIBL
(15,7),(15,25),-0.00791019 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.00585985 # DEPENDENCYPART_SIBL
(15,7),(15,28),-0.00791019 # DEPENDENCYPART_SIBL
(15,7),(15,29),0.0114997 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.697605 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0443258 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.00279427 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.246975 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.730809 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.48846 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0218822 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00932806 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.026319 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00932806 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0243912 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0209163 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0065432 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.00522912 # DEPENDENCYPART_SIBL
(15,8),(15,25),-0.0224352 # DEPENDENCYPART_SIBL
(15,8),(15,26),0.0297055 # DEPENDENCYPART_SIBL
(15,8),(15,28),-0.0224352 # DEPENDENCYPART_SIBL
(15,8),(15,29),0.0270384 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.451317 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.244977 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0731079 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0457094 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.483338 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0273234 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0930627 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.00216401 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0930627 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.00316066 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0364958 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0252875 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00739235 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.00214396 # DEPENDENCYPART_SIBL
(15,9),(15,26),-0.000584249 # DEPENDENCYPART_SIBL
(15,9),(15,28),-0.00214396 # DEPENDENCYPART_SIBL
(15,9),(15,29),-0.465378 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0367567 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0144997 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0144604 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0964269 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.123859 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0450121 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.139796 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0450121 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.135266 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0560742 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.000744248 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.0504233 # DEPENDENCYPART_SIBL
(15,10),(15,25),0.136071 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.0396628 # DEPENDENCYPART_SIBL
(15,10),(15,28),0.136071 # DEPENDENCYPART_SIBL
(15,10),(15,29),0.104602 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0601792 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0140575 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.144073 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0460224 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0686742 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0298939 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0686742 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0346458 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0455931 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0502901 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.054319 # DEPENDENCYPART_SIBL
(15,11),(15,25),-0.0336195 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.0195331 # DEPENDENCYPART_SIBL
(15,11),(15,28),-0.0336195 # DEPENDENCYPART_SIBL
(15,11),(15,29),0.0296012 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0218062 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.138992 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.123394 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0974096 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.116188 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0974096 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.117707 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.117246 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0924713 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.117924 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.116461 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.0972298 # DEPENDENCYPART_SIBL
(15,12),(15,28),-0.116461 # DEPENDENCYPART_SIBL
(15,12),(15,29),-0.147347 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.493164 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.028299 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0163807 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0327359 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0163807 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.030808 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0299374 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0124008 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.012282 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.0288521 # DEPENDENCYPART_SIBL
(15,13),(15,26),0.0184052 # DEPENDENCYPART_SIBL
(15,13),(15,28),-0.0288521 # DEPENDENCYPART_SIBL
(15,13),(15,29),0.014854 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00548765 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0490029 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00763753 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0490029 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00833862 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.2075 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0099838 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.00852754 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.00709176 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0233967 # DEPENDENCYPART_SIBL
(15,14),(15,28),-0.00709176 # DEPENDENCYPART_SIBL
(15,14),(15,29),-0.472047 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.104394 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.2738 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.104394 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.275447 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0284923 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0831181 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.114636 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.275446 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0262008 # DEPENDENCYPART_SIBL
(15,17),(15,28),-0.275446 # DEPENDENCYPART_SIBL
(15,17),(15,29),-0.0483677 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0312412 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.265123 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0342728 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0688682 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.174927 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.25205 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.0341621 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.0320753 # DEPENDENCYPART_SIBL
(15,18),(15,28),-0.0341621 # DEPENDENCYPART_SIBL
(15,18),(15,29),-0.0131775 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0601427 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.254271 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00993195 # DEPENDENCYPART_SIBL
(15,19),(15,23),-0.0508418 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0707433 # DEPENDENCYPART_SIBL
(15,19),(15,25),-0.254269 # DEPENDENCYPART_SIBL
(15,19),(15,26),-0.00887982 # DEPENDENCYPART_SIBL
(15,19),(15,28),-0.254269 # DEPENDENCYPART_SIBL
(15,19),(15,29),-0.0107165 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0342728 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0688682 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.174927 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.25205 # DEPENDENCYPART_SIBL
(15,20),(15,25),-0.0341621 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.0320753 # DEPENDENCYPART_SIBL
(15,20),(15,28),-0.0341621 # DEPENDENCYPART_SIBL
(15,20),(15,29),-0.0131775 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00594714 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0479409 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0665391 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.246896 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.00232218 # DEPENDENCYPART_SIBL
(15,21),(15,28),-0.246896 # DEPENDENCYPART_SIBL
(15,21),(15,29),-0.0132789 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.112928 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0934757 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0328751 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.220973 # DEPENDENCYPART_SIBL
(15,22),(15,28),-0.0328751 # DEPENDENCYPART_SIBL
(15,22),(15,29),-0.0606677 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.0595344 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.00649666 # DEPENDENCYPART_SIBL
(15,23),(15,26),-0.026163 # DEPENDENCYPART_SIBL
(15,23),(15,28),0.00649666 # DEPENDENCYPART_SIBL
(15,23),(15,29),0.0128548 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0602354 # DEPENDENCYPART_SIBL
(15,24),(15,26),0.00700314 # DEPENDENCYPART_SIBL
(15,24),(15,28),-0.0602354 # DEPENDENCYPART_SIBL
(15,24),(15,29),-0.0144638 # DEPENDENCYPART_SIBL
(15,25),(15,26),-0.00196455 # DEPENDENCYPART_SIBL
(15,25),(15,28),-0.246539 # DEPENDENCYPART_SIBL
(15,25),(15,29),-0.0114907 # DEPENDENCYPART_SIBL
(15,26),(15,28),0.201132 # DEPENDENCYPART_SIBL
(15,26),(15,29),0.0226441 # DEPENDENCYPART_SIBL
(15,28),(15,29),-0.0114907 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.570891 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.172616 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.188939 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0614456 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.172728 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00807534 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00495855 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0167718 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.00495855 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0151851 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.00386824 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.00315199 # DEPENDENCYPART_SIBL
(17,2),(17,24),-0.0320368 # DEPENDENCYPART_SIBL
(17,2),(17,25),-0.0145029 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.0145101 # DEPENDENCYPART_SIBL
(17,2),(17,27),-0.0320368 # DEPENDENCYPART_SIBL
(17,2),(17,28),-0.0145029 # DEPENDENCYPART_SIBL
(17,2),(17,29),-0.0474058 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.169516 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.286745 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.169249 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.244485 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0876508 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0432102 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0876508 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0449633 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0373102 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0542851 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.0343758 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.044746 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0385375 # DEPENDENCYPART_SIBL
(17,11),(17,27),-0.0343758 # DEPENDENCYPART_SIBL
(17,11),(17,28),-0.044746 # DEPENDENCYPART_SIBL
(17,11),(17,29),0.026231 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0614816 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.17083 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00807486 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0044819 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0133217 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0044819 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.011735 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.00234271 # DEPENDENCYPART_SIBL
(17,13),(17,23),0.00315282 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.0315436 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0110528 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0172429 # DEPENDENCYPART_SIBL
(17,13),(17,27),-0.0315436 # DEPENDENCYPART_SIBL
(17,13),(17,28),-0.0110528 # DEPENDENCYPART_SIBL
(17,13),(17,29),-0.0504745 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.364538 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.044036 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0147374 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0607717 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0147374 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0594768 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.346542 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0605785 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0288701 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0591492 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.0329833 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.0288701 # DEPENDENCYPART_SIBL
(17,14),(17,28),-0.0591492 # DEPENDENCYPART_SIBL
(17,14),(17,29),-0.304149 # DEPENDENCYPART_SIBL
