# _root_ En l' obra s' hi pot veure un cert paral·lelisme amb la vida de l' autor , s' hi veu reflectida la_seva sensibilitat , les_seves inquietuds i els_seus dubtes .
#goldHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,7,20,20,7,20,23,20,23,26,23,23,29,23,7,
#predictedHeads=7,3,1,7,7,7,0,10,8,7,10,13,11,13,16,14,20,20,20,13,20,23,20,23,26,23,23,29,23,7,
(13,1),(13,24),0.0104133 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0035022 # DEPENDENCYPART_SIBL
(13,1),(13,27),0.041345 # DEPENDENCYPART_SIBL
(13,1),(13,29),-0.00701261 # DEPENDENCYPART_SIBL
(13,1),(13,30),0.0569454 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.648271 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0280506 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0739406 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.765552 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0796102 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0516779 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0528522 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.122804 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0842081 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.101676 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.014725 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0528522 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0226872 # DEPENDENCYPART_SIBL
(13,8),(13,27),0.0503325 # DEPENDENCYPART_SIBL
(13,8),(13,29),-0.0219334 # DEPENDENCYPART_SIBL
(13,8),(13,30),0.1122 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0363022 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0769488 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.765111 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0198817 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0792481 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0463686 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0601758 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0498843 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0298696 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0423287 # DEPENDENCYPART_SIBL
(13,9),(13,24),-0.0463686 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.050291 # DEPENDENCYPART_SIBL
(13,9),(13,27),0.00156582 # DEPENDENCYPART_SIBL
(13,9),(13,29),-0.0495372 # DEPENDENCYPART_SIBL
(13,9),(13,30),-0.014423 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.055105 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0198677 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0506951 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0131338 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0166513 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00245614 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0123695 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0370188 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.00055867 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.0166513 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.00360298 # DEPENDENCYPART_SIBL
(13,10),(13,27),0.0129663 # DEPENDENCYPART_SIBL
(13,10),(13,29),-0.00488202 # DEPENDENCYPART_SIBL
(13,10),(13,30),-0.0620557 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0744433 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0983509 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.000582993 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0593969 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.00204109 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0228764 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0545827 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.00961775 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0593969 # DEPENDENCYPART_SIBL
(13,11),(13,26),0.0130477 # DEPENDENCYPART_SIBL
(13,11),(13,27),0.0291283 # DEPENDENCYPART_SIBL
(13,11),(13,29),0.00954088 # DEPENDENCYPART_SIBL
(13,11),(13,30),0.00920499 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.114809 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0274936 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0989054 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.031566 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0405121 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0575701 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0726673 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0989054 # DEPENDENCYPART_SIBL
(13,12),(13,26),0.0646809 # DEPENDENCYPART_SIBL
(13,12),(13,27),0.0316943 # DEPENDENCYPART_SIBL
(13,12),(13,29),0.0654714 # DEPENDENCYPART_SIBL
(13,12),(13,30),-0.0560603 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0452655 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0597166 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0374336 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.00342267 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0529743 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.012585 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0597166 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.0190047 # DEPENDENCYPART_SIBL
(13,14),(13,27),0.0173036 # DEPENDENCYPART_SIBL
(13,14),(13,29),-0.0150601 # DEPENDENCYPART_SIBL
(13,14),(13,30),-0.0367572 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0410967 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00972977 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0102977 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0507924 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0448932 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0410967 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.0380556 # DEPENDENCYPART_SIBL
(13,16),(13,27),0.0520816 # DEPENDENCYPART_SIBL
(13,16),(13,29),0.0449963 # DEPENDENCYPART_SIBL
(13,16),(13,30),0.00142313 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0775523 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0618206 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.012576 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.348377 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0157774 # DEPENDENCYPART_SIBL
(13,17),(13,26),0.339705 # DEPENDENCYPART_SIBL
(13,17),(13,27),0.252098 # DEPENDENCYPART_SIBL
(13,17),(13,29),0.354599 # DEPENDENCYPART_SIBL
(13,17),(13,30),-0.0209121 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0213194 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0238469 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.00506189 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0295799 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.00228608 # DEPENDENCYPART_SIBL
(13,19),(13,27),0.0122546 # DEPENDENCYPART_SIBL
(13,19),(13,29),0.00173924 # DEPENDENCYPART_SIBL
(13,19),(13,30),-0.0204189 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.00996018 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0231698 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0728498 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.0148209 # DEPENDENCYPART_SIBL
(13,20),(13,27),0.0623434 # DEPENDENCYPART_SIBL
(13,20),(13,29),0.0270843 # DEPENDENCYPART_SIBL
(13,20),(13,30),0.0313763 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.00214958 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.0316911 # DEPENDENCYPART_SIBL
(13,21),(13,26),-0.00998382 # DEPENDENCYPART_SIBL
(13,21),(13,27),-0.0150031 # DEPENDENCYPART_SIBL
(13,21),(13,29),-0.00533042 # DEPENDENCYPART_SIBL
(13,21),(13,30),-0.0392305 # DEPENDENCYPART_SIBL
(13,23),(13,24),0.0318507 # DEPENDENCYPART_SIBL
(13,23),(13,26),0.0091487 # DEPENDENCYPART_SIBL
(13,23),(13,27),0.039001 # DEPENDENCYPART_SIBL
(13,23),(13,29),0.0160894 # DEPENDENCYPART_SIBL
(13,23),(13,30),-0.0141171 # DEPENDENCYPART_SIBL
(13,24),(13,26),0.339705 # DEPENDENCYPART_SIBL
(13,24),(13,27),0.252098 # DEPENDENCYPART_SIBL
(13,24),(13,29),0.354599 # DEPENDENCYPART_SIBL
(13,24),(13,30),-0.0209121 # DEPENDENCYPART_SIBL
(13,26),(13,27),0.0544126 # DEPENDENCYPART_SIBL
(13,26),(13,29),0.0156825 # DEPENDENCYPART_SIBL
(13,26),(13,30),-0.0118866 # DEPENDENCYPART_SIBL
(13,27),(13,29),0.696219 # DEPENDENCYPART_SIBL
(13,27),(13,30),0.0413217 # DEPENDENCYPART_SIBL
(13,29),(13,30),-0.0318872 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.139069 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.156214 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.104339 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0121057 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.449355 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0213857 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.000117775 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.130507 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0232919 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0443532 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00719145 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.013626 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0198173 # DEPENDENCYPART_SIBL
(16,1),(16,23),-0.00524767 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.0443532 # DEPENDENCYPART_SIBL
(16,1),(16,26),-0.00181769 # DEPENDENCYPART_SIBL
(16,1),(16,27),0.0399652 # DEPENDENCYPART_SIBL
(16,1),(16,29),-0.0053281 # DEPENDENCYPART_SIBL
(16,1),(16,30),0.0759492 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0688553 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.107 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0254491 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.00225598 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0343788 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0476289 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0113048 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0254491 # DEPENDENCYPART_SIBL
(16,11),(16,26),0.0147348 # DEPENDENCYPART_SIBL
(16,11),(16,27),0.0277519 # DEPENDENCYPART_SIBL
(16,11),(16,29),0.0112279 # DEPENDENCYPART_SIBL
(16,11),(16,30),0.0282167 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.810839 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0344895 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0444056 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0244548 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0423494 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0782924 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0344895 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.070306 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.00303334 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.0710965 # DEPENDENCYPART_SIBL
(16,12),(16,30),-0.0140478 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0313731 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.1656 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.012679 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0446029 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.192123 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0313731 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.184161 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.00058678 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.184915 # DEPENDENCYPART_SIBL
(16,15),(16,30),0.0741787 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0522023 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0943756 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0417108 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.288534 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.028474 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.279863 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.206176 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.294757 # DEPENDENCYPART_SIBL
(16,17),(16,30),-0.060827 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0279718 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0201539 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0152656 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0192931 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0226136 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.000806528 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0185882 # DEPENDENCYPART_SIBL
(16,19),(16,30),-0.0283164 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00310849 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.00111063 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0562417 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.00945955 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.0452173 # DEPENDENCYPART_SIBL
(16,20),(16,29),0.00280384 # DEPENDENCYPART_SIBL
(16,20),(16,30),0.0191275 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.00381069 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.0257135 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.0159441 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.00497925 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0112907 # DEPENDENCYPART_SIBL
(16,21),(16,30),-0.0314878 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0183955 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.0342068 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.0122657 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0272661 # DEPENDENCYPART_SIBL
(16,23),(16,30),-0.0500959 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.279863 # DEPENDENCYPART_SIBL
(16,24),(16,27),0.206176 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.294757 # DEPENDENCYPART_SIBL
(16,24),(16,30),-0.060827 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.0276773 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.027673 # DEPENDENCYPART_SIBL
(16,26),(16,30),-0.0478653 # DEPENDENCYPART_SIBL
(16,27),(16,29),0.574295 # DEPENDENCYPART_SIBL
(16,27),(16,30),-0.0528636 # DEPENDENCYPART_SIBL
(16,29),(16,30),-0.067866 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0919781 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0968985 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00682763 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0393539 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.290179 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.140578 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.034731 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0110702 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.1188 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.101718 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.00970726 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0570643 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0903096 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.00508416 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.3582 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.320434 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.290179 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0114431 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0248446 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0281493 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.00341771 # DEPENDENCYPART_SIBL
(20,1),(20,27),0.00740486 # DEPENDENCYPART_SIBL
(20,1),(20,29),-0.00867995 # DEPENDENCYPART_SIBL
(20,1),(20,30),0.00410503 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0150884 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0347274 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0402688 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.743966 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.106514 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.152868 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.744205 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0109535 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.133945 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.735715 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.486106 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0777395 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0150884 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.00868508 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0366754 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.012389 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0304696 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.00267706 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.0317779 # DEPENDENCYPART_SIBL
(20,3),(20,30),-0.002109 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.245443 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.00701386 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0940963 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0920106 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.127582 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0966657 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.299948 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.148139 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0867565 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.358344 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0588473 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.0871607 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0361772 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0102005 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0773614 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0174635 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0168596 # DEPENDENCYPART_SIBL
(20,5),(20,29),0.022947 # DEPENDENCYPART_SIBL
(20,5),(20,30),0.109655 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0986337 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0213779 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.100524 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0253793 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0215955 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.262146 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0401411 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0133346 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.13981 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.00164774 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.100532 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0385529 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.0554896 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.0443001 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0646212 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.049809 # DEPENDENCYPART_SIBL
(20,6),(20,29),0.0652632 # DEPENDENCYPART_SIBL
(20,6),(20,30),0.129538 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0471465 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.166284 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0561822 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0473641 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.198255 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0708945 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0391032 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.171862 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0216711 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0757308 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0473882 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.114417 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.130629 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.105286 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.08623 # DEPENDENCYPART_SIBL
(20,7),(20,29),-0.104644 # DEPENDENCYPART_SIBL
(20,7),(20,30),-0.0838215 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.132889 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.174632 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.748483 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.015214 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.150355 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.739994 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.502703 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0727199 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.00425155 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0033131 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0335167 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0353438 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0273109 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.00119491 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.0286192 # DEPENDENCYPART_SIBL
(20,10),(20,30),0.0119835 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.143365 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0164194 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0523604 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.108952 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0118488 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.307565 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.31606 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.275917 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0302531 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00130186 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0765261 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0227288 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.00598855 # DEPENDENCYPART_SIBL
(20,11),(20,29),0.0174737 # DEPENDENCYPART_SIBL
(20,11),(20,30),-0.00316699 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0470728 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0158965 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.380172 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0383696 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.196772 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.222744 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.309138 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00783639 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.00527911 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0439871 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.0102423 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.0313011 # DEPENDENCYPART_SIBL
(20,12),(20,29),0.0115199 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.0501976 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0217483 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.154833 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.74465 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.508549 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0663442 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.00212711 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0282973 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.069662 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0851076 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0634562 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0328644 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0647645 # DEPENDENCYPART_SIBL
(20,13),(20,30),-0.0391139 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0982487 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0353328 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.355844 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.12253 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.150494 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0685808 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.103605 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0199597 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0743779 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0212842 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.087433 # DEPENDENCYPART_SIBL
(20,14),(20,30),0.00615339 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0714057 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.188259 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.200988 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.26865 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0580459 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0836454 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0747169 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0786745 # DEPENDENCYPART_SIBL
