# _root_ La resolució , en_atenció_a aquestes falsedats i mala fe , imposa les costes del procediment als defensors per ' temeritat ' .
#goldHeads=2,11,4,11,6,4,6,9,6,4,0,13,11,13,14,11,16,11,20,18,20,11,
#predictedHeads=2,11,4,2,6,4,2,9,2,4,0,13,11,13,14,15,16,11,20,18,20,11,
(13,2),(13,17),-0.00282113 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0380365 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0165321 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.00054148 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0165321 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0623685 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.382057 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.578812 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.133429 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.234684 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.00366431 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0181884 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.12974 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0497571 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0419188 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0501758 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.0180492 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.164109 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.05001 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.164109 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.316267 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.461669 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0695401 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0432356 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0569973 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0622724 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0453085 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0509235 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00651454 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0482815 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0258923 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0460853 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0505737 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0460853 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0560558 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0103991 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0633765 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0229616 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0253266 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0633073 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0857671 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0632378 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0860672 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0508487 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0858026 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0850952 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0858026 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.100879 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0481374 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0135479 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.416319 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0423579 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.00544605 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0961758 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00733932 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0641324 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.14251 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0050605 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.14251 # DEPENDENCYPART_SIBL
(13,8),(13,22),0.0119146 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0622802 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0918119 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.012552 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00276928 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0784661 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.00221754 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0303623 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0362321 # DEPENDENCYPART_SIBL
(13,9),(13,20),6.2108e-05 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0362321 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0529687 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0181884 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.12974 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0497571 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0419188 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0501758 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0180492 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.164109 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.05001 # DEPENDENCYPART_SIBL
(13,10),(13,21),0.164109 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.316267 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.293683 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0690278 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0204254 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0717484 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0869795 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.027731 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.067882 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.027731 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.00983255 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0176106 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.14014 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0162778 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.126426 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0187949 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.019318 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0187949 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0196595 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0652947 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0112871 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00345578 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00552527 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0128944 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00552527 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.00782949 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00323512 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0667734 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00222063 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.000194929 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.00222063 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0706569 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0072818 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0177428 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0139892 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0177428 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.00286445 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0575654 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0427111 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0575654 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.133755 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0701989 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.156528 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0302899 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0110924 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.00418311 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0302899 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.080564 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.134986 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0486505 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0397535 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0470343 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0200986 # DEPENDENCYPART_SIBL
(14,7),(14,21),0.0732796 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.390774 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0259387 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0561167 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0274235 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0447988 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0189606 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0529274 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.135249 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0525224 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.157574 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0132718 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0341453 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.937942 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.148576 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0836059 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.153646 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0484603 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0730995 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.137813 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0713636 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0757421 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0432354 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0570007 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0646191 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0105428 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0421688 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0170691 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0447571 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.044461 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0447571 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0547257 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.062277 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0941583 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0744375 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.00832996 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0215386 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.034904 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.00605031 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.034904 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0542986 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0111533 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0416404 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0582686 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0231225 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.160801 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0581028 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.160801 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.319578 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.013369 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0867455 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.103626 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0223038 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0828791 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0223038 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0152618 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00456834 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0761312 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00222909 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00152815 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.00222909 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0706483 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0157889 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0168852 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0118063 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0168852 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.00372206 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0575564 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0413773 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0575564 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.133745 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0656905 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.15838 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0321421 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0102348 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.00504073 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0321421 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0282745 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0386553 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0516065 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0282637 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.039077 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0554234 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.840291 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0224389 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.158954 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.179979 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0676225 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.401431 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0920811 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0460796 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0364309 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0163289 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.000541293 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.0163289 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0625717 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.461661 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0625338 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0476279 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0242907 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0458801 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0505718 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.0458801 # DEPENDENCYPART_SIBL
(17,4),(17,22),0.0558505 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0256062 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0396001 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0492435 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.085599 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0850953 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.085599 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.100676 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.106076 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.090346 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0276856 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0676223 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0276856 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.009878 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0216627 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0138775 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0171935 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0138775 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.012308 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0561956 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.041544 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0561956 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.132385 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0701507 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.156676 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0304383 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0109891 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00428636 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0304383 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0660393 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.226765 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0214674 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0333147 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0214674 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.055591 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.224739 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0228817 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0190806 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0228817 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0418151 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0389266 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0339108 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0389266 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.00961874 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.199425 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.155434 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0144951 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0495724 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0322219 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0144951 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0622823 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0676225 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.401436 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0238629 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.188936 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0622823 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.188936 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0460796 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0624818 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.188936 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0831127 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.213135 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0165323 # DEPENDENCYPART_SIBL
(20,2),(20,22),-0.0623682 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.382057 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.578812 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.133429 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.234684 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.00366431 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.235038 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.420716 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.387631 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.234822 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.43193 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.426803 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.164109 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.316267 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.461669 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.0695401 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0432356 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0569973 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0433554 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0476258 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.039792 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0433554 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0303059 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0322221 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0460853 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0560558 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0103991 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0633765 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0229616 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0642411 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0396181 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0557211 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0635673 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0457032 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.1207 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0858026 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.100879 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0481374 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0135479 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0481373 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0993124 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0941348 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0481373 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0889592 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0852039 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.14251 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0119146 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0622803 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.188927 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0463492 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.0627514 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.188927 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0833823 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.213133 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0362323 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0529685 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.235038 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.420716 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.387631 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.234822 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.43193 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.426803 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.164109 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.316267 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0463492 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0627514 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.188927 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0833823 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.213144 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0367162 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0522001 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0500352 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0329211 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0405306 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0302607 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0140828 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.0125133 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0353604 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0409716 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0255295 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0373268 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0349076 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0833449 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.213144 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.038264 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0491044 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.032331 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0211553 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0541686 # DEPENDENCYPART_SIBL
(20,19),(20,21),1.16662 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.146004 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0302899 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.387113 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0288684 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.424849 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0757999 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.39316 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.248459 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.216246 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.132489 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.901956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.149376 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.43328 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.179737 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.0346979 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.222039 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.387183 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.0310306 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.80658 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.730144 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.395875 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.534966 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.258114 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.294524 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.333083 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.141571 # DEPENDENCYPART_GRANDPAR
