# _root_ He de reconèixer que és difícil , amb un nacionalisme espanyol tan excloent com el que està fent el PP , mantenir aquesta política de pactes perquè de_vegades fan trontollar .
#goldHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,8,5,24,22,24,25,29,29,5,29,3,
#predictedHeads=3,3,0,5,3,5,8,5,10,8,10,13,10,18,18,18,18,13,20,18,18,18,24,22,24,25,30,30,30,22,3,
(1,6),(6,7),-0.505861 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0310715 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.463541 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.640163 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.326452 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.170431 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.123629 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.184769 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.162008 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-1.49531 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.264991 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.595232 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.539252 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.271209 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.705412 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.126984 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.651607 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.731759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.174151 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),0.0715141 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),0.0745813 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.0511648 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.113064 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.0361609 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.0257489 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.375289 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.728649 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.509361 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.40169 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.465499 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-1.73835 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-1.55481 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.0171713 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.690879 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.663725 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.587844 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.544447 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.485871 # DEPENDENCYPART_GRANDPAR
(1,18),(18,26),-0.557923 # DEPENDENCYPART_GRANDPAR
(1,18),(18,27),-0.870346 # DEPENDENCYPART_GRANDPAR
(1,18),(18,28),-0.522227 # DEPENDENCYPART_GRANDPAR
(1,18),(18,29),-0.682948 # DEPENDENCYPART_GRANDPAR
(1,18),(18,30),-0.37017 # DEPENDENCYPART_GRANDPAR
(1,18),(18,31),-1.65384 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.40633 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.470997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.189646 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.256104 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.371307 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.443248 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.062815 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0623816 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.41476 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.271494 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.115209 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.395079 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.513366 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.658495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.60317 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-0.941071 # DEPENDENCYPART_GRANDPAR
(2,3),(3,30),-1.0491 # DEPENDENCYPART_GRANDPAR
(2,3),(3,31),-1.78572 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.4093 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.507742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.598656 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),1.05526 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.356342 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.441285 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.095726 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0843519 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.404825 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.270171 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.261805 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0714344 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.417546 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.452548 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.569044 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.698049 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.656532 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.651277 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.812684 # DEPENDENCYPART_GRANDPAR
(2,5),(5,29),-0.996983 # DEPENDENCYPART_GRANDPAR
(2,5),(5,30),-1.10181 # DEPENDENCYPART_GRANDPAR
(2,5),(5,31),-1.75684 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.509781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.0327188 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.302178 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.496997 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.195769 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0658844 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.457113 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.319081 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.548527 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.82827 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.418835 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.510065 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.426637 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.262796 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.606218 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.491549 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.468578 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.261908 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.727373 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.863076 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.385028 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.6963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.405395 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.775398 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.661599 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.33737 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.446509 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.660795 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-1.83624 # DEPENDENCYPART_GRANDPAR
(3,1),(1,31),-2.47002 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.4311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.230859 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.502124 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.527458 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.19849 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.271304 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.51988 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.06442 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),1.57333 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.505169 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0979498 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.453277 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.213376 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0993429 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.235274 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0138945 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.108857 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-1.60996 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.166572 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),0.437173 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),0.017006 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.596821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.126972 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),0.0507022 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.375763 # DEPENDENCYPART_GRANDPAR
(3,5),(5,30),-0.052646 # DEPENDENCYPART_GRANDPAR
(3,5),(5,31),-1.30538 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.738348 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.649003 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.526284 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.29585 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.351165 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0648491 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.26741 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.162335 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.13046 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.464144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,6),0.11128 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0287189 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.596829 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.247049 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.231947 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.267771 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.116559 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.237922 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.464937 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.674011 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.579103 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.263693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,6),0.36546 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.193399 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.239418 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.341817 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.141041 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.210349 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.122046 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),0.415167 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.134715 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.109036 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.126433 # DEPENDENCYPART_GRANDPAR
(3,10),(10,31),-1.54349 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.738251 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.553327 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.298615 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.145418 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.209539 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0656262 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.446944 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.228016 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.256551 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.131819 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.207693 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.0877437 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.36015 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.120695 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.774953 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.145825 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.0863874 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-0.117744 # DEPENDENCYPART_GRANDPAR
(3,13),(13,30),-0.0897386 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.259021 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.536772 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.588263 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.415732 # DEPENDENCYPART_GRANDPAR
(3,14),(14,31),-1.32728 # DEPENDENCYPART_GRANDPAR
(3,17),(17,4),1.32059 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.37268 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.0316099 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.210817 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.164971 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.255607 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.0205608 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-1.18349 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.796771 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.302418 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.102894 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.675351 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.263027 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.0719812 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.614351 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-0.500742 # DEPENDENCYPART_GRANDPAR
(3,17),(17,30),-0.183418 # DEPENDENCYPART_GRANDPAR
(3,17),(17,31),-1.45791 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.50279 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.05199 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.493162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),1.37157 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.436261 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.187872 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.158123 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.265239 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.142359 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.352466 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.241181 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.234142 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.0372676 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-1.14781 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.719347 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.355428 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),0.0462682 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.671607 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.0328526 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),0.0771753 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.113323 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.0889585 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.429884 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.517004 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.269966 # DEPENDENCYPART_GRANDPAR
(3,18),(18,30),0.04675 # DEPENDENCYPART_GRANDPAR
(3,18),(18,31),-1.38768 # DEPENDENCYPART_GRANDPAR
(3,22),(22,1),-1.50226 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.514995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),1.31067 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),0.412582 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),0.174585 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),0.213507 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),0.131447 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.365753 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.249139 # DEPENDENCYPART_GRANDPAR
(3,22),(22,13),-0.247429 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),0.0205249 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-1.1673 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.816631 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),0.325457 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),0.490035 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.315636 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.0247382 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.445429 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.0471798 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.213461 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.213314 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.523639 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.580854 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.414875 # DEPENDENCYPART_GRANDPAR
(3,22),(22,30),-0.0981587 # DEPENDENCYPART_GRANDPAR
(3,22),(22,31),-1.43515 # DEPENDENCYPART_GRANDPAR
(3,29),(29,3),-0.498886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,29),(29,4),1.33023 # DEPENDENCYPART_GRANDPAR
(3,29),(29,5),0.430543 # DEPENDENCYPART_GRANDPAR
(3,29),(29,15),-1.19274 # DEPENDENCYPART_GRANDPAR
(3,29),(29,16),-0.810835 # DEPENDENCYPART_GRANDPAR
(3,29),(29,20),0.000365425 # DEPENDENCYPART_GRANDPAR
(3,29),(29,22),0.036954 # DEPENDENCYPART_GRANDPAR
(3,29),(29,24),-0.0149665 # DEPENDENCYPART_GRANDPAR
(3,29),(29,25),-0.190936 # DEPENDENCYPART_GRANDPAR
(3,29),(29,26),-0.16907 # DEPENDENCYPART_GRANDPAR
(3,29),(29,27),0.0174799 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),-0.554032 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-0.0792054 # DEPENDENCYPART_GRANDPAR
(3,29),(29,31),-1.37072 # DEPENDENCYPART_GRANDPAR
(3,30),(30,1),-1.5022 # DEPENDENCYPART_GRANDPAR
(3,30),(30,3),-0.514569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,30),(30,4),1.33966 # DEPENDENCYPART_GRANDPAR
(3,30),(30,5),0.41486 # DEPENDENCYPART_GRANDPAR
(3,30),(30,6),0.181482 # DEPENDENCYPART_GRANDPAR
(3,30),(30,8),0.222086 # DEPENDENCYPART_GRANDPAR
(3,30),(30,11),-0.358856 # DEPENDENCYPART_GRANDPAR
(3,30),(30,12),-0.261805 # DEPENDENCYPART_GRANDPAR
(3,30),(30,13),-0.240532 # DEPENDENCYPART_GRANDPAR
(3,30),(30,15),-1.16963 # DEPENDENCYPART_GRANDPAR
(3,30),(30,16),-0.770248 # DEPENDENCYPART_GRANDPAR
(3,30),(30,17),0.325892 # DEPENDENCYPART_GRANDPAR
(3,30),(30,20),-0.0218744 # DEPENDENCYPART_GRANDPAR
(3,30),(30,22),0.0212707 # DEPENDENCYPART_GRANDPAR
(3,30),(30,24),-0.0372063 # DEPENDENCYPART_GRANDPAR
(3,30),(30,25),-0.202109 # DEPENDENCYPART_GRANDPAR
(3,30),(30,26),-0.19131 # DEPENDENCYPART_GRANDPAR
(3,30),(30,27),0.0112331 # DEPENDENCYPART_GRANDPAR
(3,30),(30,28),-0.585154 # DEPENDENCYPART_GRANDPAR
(3,30),(30,29),-0.172157 # DEPENDENCYPART_GRANDPAR
(3,30),(30,31),-1.37388 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.166464 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.177506 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.057194 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.94085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.347831 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-1.15675 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.51188 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.899891 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.5206 # DEPENDENCYPART_GRANDPAR
(5,1),(1,31),-2.37977 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.17816 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.823593 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.62115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.175905 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.979962 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.280757 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0438025 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.203761 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0766758 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.94085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.347831 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-1.15675 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.511881 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.938874 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.15403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-1.12651 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-1.12131 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.23085 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.899892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.5206 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.26031 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-1.35621 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-1.0595 # DEPENDENCYPART_GRANDPAR
(5,3),(3,31),-2.37977 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.518691 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.42889 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.565417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.00960197 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.346852 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.0218287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0792392 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.0457588 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.416967 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.1217 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.387671 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.297295 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.448152 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.106778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.123984 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.330314 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0801922 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.160891 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.191546 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.302657 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.334971 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.999777 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.592426 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.119271 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0455609 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.365972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0190298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0808459 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.0874684 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.265681 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.539628 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.252396 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),0.0609659 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-1.37738 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.518494 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.402196 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.316497 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0132963 # DEPENDENCYPART_GRANDPAR
