# _root_ Segons va explicar , les peces intervingudes tenen imatges d' inspiració mironiana , però " no reprodueixen dibuixos del pintor " .
#goldHeads=3,3,8,3,6,8,6,0,8,9,10,11,9,8,17,17,8,17,18,19,17,8,
#predictedHeads=3,3,8,3,6,8,6,0,8,9,10,11,8,8,17,17,8,17,18,19,17,8,
(10,12),(10,13),-0.1248 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00789429 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0823547 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.197764 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0630468 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.408842 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.123135 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.000234445 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.480003 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0691938 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.250647 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.625908 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0573731 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.268636 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0281504 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.287173 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.114786 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.17015 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.107949 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.125655 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.033614 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00388244 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00541554 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.105045 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0315915 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0504637 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.00541554 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0242299 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0181882 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.234677 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.259592 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0073804 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.334721 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0183317 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0277179 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.110056 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0520117 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.126306 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0277179 # DEPENDENCYPART_SIBL
(11,4),(11,22),-0.316267 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0342864 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.130143 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0231759 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0213122 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00531522 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.130334 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0101973 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0621272 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.283382 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.130334 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0132674 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0446156 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0344929 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.00107704 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0251911 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00566776 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0128997 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00195015 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00737188 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.00566776 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0534241 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0131213 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0061363 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0022638 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00784865 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0143152 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0229797 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0154951 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.00784865 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0636807 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0152513 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0070452 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00664538 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0186742 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.014501 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0471238 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.00664538 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0170241 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.274612 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0268616 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0430968 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.407453 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.000409533 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0268616 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.00674349 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0356997 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.19013 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.295894 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0728113 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0356997 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0608036 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0184277 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.08885 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.161101 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.149562 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0313154 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0373705 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00520411 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0777583 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.0432684 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.00901996 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0379763 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.00945775 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0285256 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0196598 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0313154 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.304531 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.643893 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0790057 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.160699 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0473483 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0646022 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.100591 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.160699 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00756197 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0282951 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0270079 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00559757 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00376734 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.00282313 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0270079 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.234733 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0363196 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0113764 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00565279 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.020888 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0363196 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.107815 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.138214 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.365184 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.277865 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.107815 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0585725 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0903661 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0169005 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.186238 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0411461 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0166863 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.003105 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0112584 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0751159 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0245172 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0271222 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.0825173 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0478676 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.31396 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0831343 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.00349317 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0533041 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0829857 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0247095 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0807313 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00349318 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.31396 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.303629 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0910045 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.133799 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00674763 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0569618 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0122158 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0681557 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.0553388 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.00992465 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.12061 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.00393278 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0197513 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0174977 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.00382144 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.244452 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.00606699 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0197513 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.12061 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0321361 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.00693135 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0398851 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0365314 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0719667 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0297761 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0543214 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.301449 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.149432 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.014955 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0519778 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0849371 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0148436 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.135998 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0170892 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.0519778 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.149432 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0599397 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0161818 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.00133787 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0262947 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0860327 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0194093 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0225549 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.0503311 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0410157 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0174138 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.152787 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.0460338 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0248824 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0392471 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0174138 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.361013 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.105363 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.209172 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0137413 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0173922 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.00034511 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.00665965 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.138666 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.472048 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.17809 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0158502 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.732359 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00632882 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.734615 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.17809 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.489943 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0747128 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0122244 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.101426 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0338521 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.040869 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0253444 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0223874 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0216451 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.00660761 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0227912 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0109389 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0250468 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.017971 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.187463 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0254556 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0337234 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.118506 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0429614 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0700786 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0374075 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0100418 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.00176364 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0287951 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.110345 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0310406 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0597023 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.171496 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0698477 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0326724 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.00851024 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0537994 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.107061 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0469141 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.000114381 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.00090925 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.00626757 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.73758 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.181055 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.495282 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.077501 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0199114 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.093169 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0263066 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0393496 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0177989 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.00311666 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0403013 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0128004 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0752028 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.378003 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.058671 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0256692 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.100624 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0165014 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.101267 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.00832318 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0210082 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0114996 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.174228 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.488438 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0706736 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0130754 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.1 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0313392 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0334516 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0228315 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.00990581 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0270966 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.187463 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0254556 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0337234 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.118506 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0429614 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0700786 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0374075 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0100418 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.00176364 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.105363 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.209172 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0137413 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0173922 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00034511 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00665965 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.138666 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.472048 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0297925 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0944304 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.124323 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.161262 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.118812 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.101591 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0554313 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.125249 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0194644 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0120336 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.010913 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.750083 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0425471 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0506882 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.044814 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0648326 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0405022 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0119856 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.08752 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.254137 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0071383 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0323014 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0832837 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00742276 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0362036 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00771668 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.0138145 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0357944 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.163089 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.195785 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.133769 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0444834 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0336615 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00751537 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0221148 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.185855 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.137781 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0458781 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0352636 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.000341146 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.011924 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.205056 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.136612 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0811032 # DEPENDENCYPART_SIBL
(18,15),(18,21),1.08481 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.15626 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0994501 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.115916 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0432958 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0576641 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0199946 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00508876 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00379312 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.00549601 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0511112 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0622839 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.115192 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.129405 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.205319 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0509627 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0155408 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.236219 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0803945 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0444518 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0588358 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00650018 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.012309 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.031788 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.1176 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.868813 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.113539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.525986 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.390442 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.743018 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.345311 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.25311 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.368057 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.76113 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.225605 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.59824 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.354182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),1.86818 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.112199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.388583 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.169324 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.687458 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.299525 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0975454 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.275057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0558523 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.87319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0894441 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.545004 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0343613 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.0252301 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),2.9021 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0541028 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.971583 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.391908 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.238052 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.00577921 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.427886 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0868349 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0431825 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.110123 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0186013 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.506845 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0637881 # DEPENDENCYPART_GRANDPAR
