# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,26,31,4,
(4,13),(13,5),1.48167 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.631032 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.079804 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.277386 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.589119 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.452552 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.345073 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.702391 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.0110378 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.0978092 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.154614 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.644264 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.213123 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),0.293409 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),0.31775 # DEPENDENCYPART_GRANDPAR
(4,13),(13,31),0.0851757 # DEPENDENCYPART_GRANDPAR
(4,13),(13,32),-0.130397 # DEPENDENCYPART_GRANDPAR
(4,13),(13,33),-1.30483 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.75016 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),-0.976266 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.355357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),1.48647 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),0.623378 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.269758 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),0.454552 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),0.689465 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),0.461685 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.120889 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-1.52804 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),0.0697129 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.0245415 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-1.39912 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.0988101 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.164806 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.347696 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),0.206488 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),0.266016 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.192524 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),0.140769 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),0.290367 # DEPENDENCYPART_GRANDPAR
(4,21),(21,30),0.162163 # DEPENDENCYPART_GRANDPAR
(4,21),(21,31),0.0577836 # DEPENDENCYPART_GRANDPAR
(4,21),(21,32),-0.157789 # DEPENDENCYPART_GRANDPAR
(4,21),(21,33),-1.24041 # DEPENDENCYPART_GRANDPAR
(4,25),(25,5),1.45281 # DEPENDENCYPART_GRANDPAR
(4,25),(25,7),0.649727 # DEPENDENCYPART_GRANDPAR
(4,25),(25,14),0.428053 # DEPENDENCYPART_GRANDPAR
(4,25),(25,15),-0.154545 # DEPENDENCYPART_GRANDPAR
(4,25),(25,17),0.0960605 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),-0.328421 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-0.432167 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-1.57156 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),0.117035 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-0.314858 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),0.0317689 # DEPENDENCYPART_GRANDPAR
(4,25),(25,29),0.141386 # DEPENDENCYPART_GRANDPAR
(4,25),(25,30),0.0820326 # DEPENDENCYPART_GRANDPAR
(4,25),(25,31),-0.0911979 # DEPENDENCYPART_GRANDPAR
(4,25),(25,33),-1.38192 # DEPENDENCYPART_GRANDPAR
(4,26),(26,1),-0.75016 # DEPENDENCYPART_GRANDPAR
(4,26),(26,3),-0.976266 # DEPENDENCYPART_GRANDPAR
(4,26),(26,4),-0.352147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,26),(26,5),1.4973 # DEPENDENCYPART_GRANDPAR
(4,26),(26,7),0.632928 # DEPENDENCYPART_GRANDPAR
(4,26),(26,12),0.457757 # DEPENDENCYPART_GRANDPAR
(4,26),(26,13),0.69267 # DEPENDENCYPART_GRANDPAR
(4,26),(26,14),0.493247 # DEPENDENCYPART_GRANDPAR
(4,26),(26,15),-0.110063 # DEPENDENCYPART_GRANDPAR
(4,26),(26,16),-1.52426 # DEPENDENCYPART_GRANDPAR
(4,26),(26,17),0.0792629 # DEPENDENCYPART_GRANDPAR
(4,26),(26,18),-0.0283039 # DEPENDENCYPART_GRANDPAR
(4,26),(26,19),-1.39534 # DEPENDENCYPART_GRANDPAR
(4,26),(26,20),-0.0892601 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),0.718603 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),-0.30524 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.406557 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),-1.51874 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),0.259537 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),-0.238289 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),0.126861 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),0.280855 # DEPENDENCYPART_GRANDPAR
(4,26),(26,30),0.148065 # DEPENDENCYPART_GRANDPAR
(4,26),(26,31),0.0482709 # DEPENDENCYPART_GRANDPAR
(4,26),(26,32),-0.167302 # DEPENDENCYPART_GRANDPAR
(4,26),(26,33),-1.27361 # DEPENDENCYPART_GRANDPAR
(4,29),(29,5),1.46299 # DEPENDENCYPART_GRANDPAR
(4,29),(29,15),-0.144369 # DEPENDENCYPART_GRANDPAR
(4,29),(29,17),0.0591526 # DEPENDENCYPART_GRANDPAR
(4,29),(29,22),-0.334336 # DEPENDENCYPART_GRANDPAR
(4,29),(29,23),-0.428815 # DEPENDENCYPART_GRANDPAR
(4,29),(29,24),-1.55356 # DEPENDENCYPART_GRANDPAR
(4,29),(29,25),0.236324 # DEPENDENCYPART_GRANDPAR
(4,29),(29,26),0.347007 # DEPENDENCYPART_GRANDPAR
(4,29),(29,27),-0.176311 # DEPENDENCYPART_GRANDPAR
(4,29),(29,28),0.227612 # DEPENDENCYPART_GRANDPAR
(4,29),(29,30),0.126686 # DEPENDENCYPART_GRANDPAR
(4,29),(29,31),0.0210826 # DEPENDENCYPART_GRANDPAR
(4,29),(29,32),-0.19449 # DEPENDENCYPART_GRANDPAR
(4,29),(29,33),-1.30392 # DEPENDENCYPART_GRANDPAR
(4,31),(31,1),-0.752005 # DEPENDENCYPART_GRANDPAR
(4,31),(31,4),-0.356448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,31),(31,5),1.51674 # DEPENDENCYPART_GRANDPAR
(4,31),(31,7),0.622817 # DEPENDENCYPART_GRANDPAR
(4,31),(31,12),0.453479 # DEPENDENCYPART_GRANDPAR
(4,31),(31,15),-0.0906185 # DEPENDENCYPART_GRANDPAR
(4,31),(31,17),0.0691511 # DEPENDENCYPART_GRANDPAR
(4,31),(31,21),0.714325 # DEPENDENCYPART_GRANDPAR
(4,31),(31,22),-0.307828 # DEPENDENCYPART_GRANDPAR
(4,31),(31,23),-0.408353 # DEPENDENCYPART_GRANDPAR
(4,31),(31,24),-1.52387 # DEPENDENCYPART_GRANDPAR
(4,31),(31,25),0.255259 # DEPENDENCYPART_GRANDPAR
(4,31),(31,26),0.365942 # DEPENDENCYPART_GRANDPAR
(4,31),(31,27),-0.15258 # DEPENDENCYPART_GRANDPAR
(4,31),(31,28),0.249844 # DEPENDENCYPART_GRANDPAR
(4,31),(31,29),0.574139 # DEPENDENCYPART_GRANDPAR
(4,31),(31,30),0.195168 # DEPENDENCYPART_GRANDPAR
(4,31),(31,32),-0.0951287 # DEPENDENCYPART_GRANDPAR
(4,31),(31,33),-1.27551 # DEPENDENCYPART_GRANDPAR
(4,32),(32,1),-0.750203 # DEPENDENCYPART_GRANDPAR
(4,32),(32,4),-0.356411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,32),(32,5),1.50177 # DEPENDENCYPART_GRANDPAR
(4,32),(32,7),0.631402 # DEPENDENCYPART_GRANDPAR
(4,32),(32,12),0.455782 # DEPENDENCYPART_GRANDPAR
(4,32),(32,13),0.690695 # DEPENDENCYPART_GRANDPAR
(4,32),(32,14),0.501782 # DEPENDENCYPART_GRANDPAR
(4,32),(32,15),-0.105594 # DEPENDENCYPART_GRANDPAR
(4,32),(32,17),0.0777367 # DEPENDENCYPART_GRANDPAR
(4,32),(32,20),-0.0911057 # DEPENDENCYPART_GRANDPAR
(4,32),(32,21),0.716629 # DEPENDENCYPART_GRANDPAR
(4,32),(32,22),-0.30771 # DEPENDENCYPART_GRANDPAR
(4,32),(32,23),-0.399783 # DEPENDENCYPART_GRANDPAR
(4,32),(32,24),-1.53163 # DEPENDENCYPART_GRANDPAR
(4,32),(32,25),0.257189 # DEPENDENCYPART_GRANDPAR
(4,32),(32,26),0.368245 # DEPENDENCYPART_GRANDPAR
(4,32),(32,27),-0.119557 # DEPENDENCYPART_GRANDPAR
(4,32),(32,28),0.242898 # DEPENDENCYPART_GRANDPAR
(4,32),(32,29),0.56723 # DEPENDENCYPART_GRANDPAR
(4,32),(32,30),0.196882 # DEPENDENCYPART_GRANDPAR
(4,32),(32,31),0.0176556 # DEPENDENCYPART_GRANDPAR
(4,32),(32,33),-1.20293 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.2494 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.25682 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.1297 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.04712 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.93833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.00379334 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.231537 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.173504 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.192165 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.341015 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.63307 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.691608 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0150884 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.664028 # DEPENDENCYPART_GRANDPAR
(5,7),(7,33),-1.06882 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.593336 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.236995 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.125387 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.263743 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.440076 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.463872 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.188972 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0773528 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.628546 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.64713 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.43385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0331767 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.116155 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.59428 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.302745 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.81414 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.58383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.326943 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.835981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.618716 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.826018 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.17043 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.25964 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-1.12582 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-1.0576 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-1.4173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,29),-1.65496 # DEPENDENCYPART_GRANDPAR
(7,4),(4,31),-0.979764 # DEPENDENCYPART_GRANDPAR
(7,4),(4,32),-1.4543 # DEPENDENCYPART_GRANDPAR
(7,4),(4,33),-2.54012 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.42359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.159046 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.388652 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.422949 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.297573 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.133897 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.25118 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.11806 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.494789 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.353797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0757984 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0967754 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.30195 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.37447 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.4292 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.22432 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.61914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.586054 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.118996 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.184247 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.139211 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.16152 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.951022 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.100788 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.178427 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.278782 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),0.00937833 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.0732597 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-0.684688 # DEPENDENCYPART_GRANDPAR
(7,12),(12,31),0.0354875 # DEPENDENCYPART_GRANDPAR
(7,12),(12,32),-0.453288 # DEPENDENCYPART_GRANDPAR
(7,12),(12,33),-1.6511 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.30195 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-1.37449 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.42928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.22432 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.570738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.596475 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.167308 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0734368 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.459093 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.15249 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.949859 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0900928 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.177386 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.152291 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.207496 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),0.011879 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),0.00219667 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.609237 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),0.110944 # DEPENDENCYPART_GRANDPAR
(7,13),(13,32),-0.377832 # DEPENDENCYPART_GRANDPAR
(7,13),(13,33),-1.63704 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.202735 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.346167 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.227969 # DEPENDENCYPART_GRANDPAR
(7,17),(17,8),0.571265 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0921282 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.0250338 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.747372 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.0474986 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.255011 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.35432 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.529955 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.151801 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.142364 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.404427 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.325328 # DEPENDENCYPART_GRANDPAR
(7,17),(17,29),-0.92175 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0491039 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.915153 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.0617815 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.0682924 # DEPENDENCYPART_GRANDPAR
(7,18),(18,30),-0.428447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.713438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,4),-1.43919 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.77206 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.519886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.792858 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.191771 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0768808 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.43537 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.57312 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.55122 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.54552 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.43836 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.77935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.281082 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0097617 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0881028 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.403144 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.594749 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.346244 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.711962 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.309808 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.84769 # DEPENDENCYPART_GRANDPAR
(8,12),(12,26),-0.590519 # DEPENDENCYPART_GRANDPAR
(8,12),(12,29),-0.867113 # DEPENDENCYPART_GRANDPAR
(8,12),(12,31),-0.937171 # DEPENDENCYPART_GRANDPAR
(8,12),(12,32),-0.768025 # DEPENDENCYPART_GRANDPAR
(8,12),(12,33),-1.51706 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-1.43537 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.57312 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.5513 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.54552 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.43837 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.775103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),0.318025 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0825273 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.13912 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.418288 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.608198 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.2924 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.697805 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.441415 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.233316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.842185 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.509857 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.786457 # DEPENDENCYPART_GRANDPAR
(8,13),(13,31),-0.856509 # DEPENDENCYPART_GRANDPAR
(8,13),(13,32),-0.687363 # DEPENDENCYPART_GRANDPAR
(8,13),(13,33),-1.52189 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.19593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.31119 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.18426 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.04593 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.168595 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.112563 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.170789 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.603755 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.671727 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.366131 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.44969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-1.56562 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-1.50934 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-1.8296 # DEPENDENCYPART_GRANDPAR
(10,4),(4,21),-2.14984 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-1.78392 # DEPENDENCYPART_GRANDPAR
(10,4),(4,26),-1.75818 # DEPENDENCYPART_GRANDPAR
(10,4),(4,27),-2.07266 # DEPENDENCYPART_GRANDPAR
(10,4),(4,29),-1.88562 # DEPENDENCYPART_GRANDPAR
(10,4),(4,31),-1.57985 # DEPENDENCYPART_GRANDPAR
(10,4),(4,32),-1.94746 # DEPENDENCYPART_GRANDPAR
(10,4),(4,33),-2.9738 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.727743 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.39441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-1.43871 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.38245 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.526102 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.945446 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.793546 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.00279 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.22919 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.200924 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.352035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.90214 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.611373 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.879255 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-1.48345 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.762349 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.897609 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-1.23624 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.852015 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.841089 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-0.982632 # DEPENDENCYPART_GRANDPAR
(10,12),(12,31),-0.631854 # DEPENDENCYPART_GRANDPAR
(10,12),(12,32),-1.01371 # DEPENDENCYPART_GRANDPAR
(10,12),(12,33),-2.15294 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.945451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.793561 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.00287 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.22919 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.200939 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.35204 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.56883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.793606 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.576299 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.870231 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-1.48229 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.75166 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.896574 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.834999 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-1.16496 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.849521 # DEPENDENCYPART_GRANDPAR
(10,13),(13,26),-0.765639 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.907188 # DEPENDENCYPART_GRANDPAR
(10,13),(13,31),-0.556405 # DEPENDENCYPART_GRANDPAR
(10,13),(13,32),-0.938256 # DEPENDENCYPART_GRANDPAR
(10,13),(13,33),-2.13888 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.635926 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.542603 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.0735615 # DEPENDENCYPART_GRANDPAR
