# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,12,10,0,14,12,14,17,15,19,12,21,19,21,22,19,19,25,12,
(12,15),(12,25),-0.00370412 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.000335068 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0554502 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0216843 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0169403 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.023426 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0453269 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.0208074 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0576545 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.00498987 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0138779 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.021561 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.046291 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0233683 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.00319278 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0207496 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0540432 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0442732 # DEPENDENCYPART_SIBL
(12,17),(12,27),0.0052021 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0242938 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0859065 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0722434 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0832879 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.128666 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.00558616 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.0889642 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0307513 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0250238 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0326553 # DEPENDENCYPART_SIBL
(12,19),(12,24),-0.0555719 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.00370412 # DEPENDENCYPART_SIBL
(12,19),(12,27),0.000335068 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00314132 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.247201 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.0923681 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.130107 # DEPENDENCYPART_SIBL
(12,21),(12,27),0.00486708 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.00285308 # DEPENDENCYPART_SIBL
(12,22),(12,24),-0.0788718 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.00110241 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.00429079 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0891519 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.130328 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.0127653 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.150205 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.00682767 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.00316607 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0794268 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.131119 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.131119 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0138688 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0593054 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00581034 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0253189 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0532919 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00718816 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.00581034 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.000528691 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.00101844 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.0629923 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0282584 # DEPENDENCYPART_SIBL
(14,3),(14,27),-0.00373237 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.014025 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.014025 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0321082 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.345415 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.015556 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.00751731 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00712659 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00915273 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.015556 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0136077 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.104629 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0528501 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0344164 # DEPENDENCYPART_SIBL
(14,8),(14,27),0.018974 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0116092 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.351468 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.16585 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0201519 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0318138 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0657298 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.015072 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0201519 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0719816 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0720439 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0838628 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0494456 # DEPENDENCYPART_SIBL
(14,9),(14,27),-0.339661 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.351468 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.16585 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0201519 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0318138 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0657298 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.015072 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0201519 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0719816 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0720439 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0838628 # DEPENDENCYPART_SIBL
(14,11),(14,25),0.0494456 # DEPENDENCYPART_SIBL
(14,11),(14,27),-0.339661 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.187056 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0742697 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0633699 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0741231 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0568935 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0742697 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0267943 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.113263 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.00430237 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0601703 # DEPENDENCYPART_SIBL
(14,12),(14,27),0.0325235 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0720126 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0136596 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0227422 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.057944 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0720126 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.107297 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0389588 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.18085 # DEPENDENCYPART_SIBL
(14,13),(14,25),0.0359942 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.0538807 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0420963 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0585974 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0241718 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0653345 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0597567 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.11256 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.166131 # DEPENDENCYPART_SIBL
(14,15),(14,25),0.124364 # DEPENDENCYPART_SIBL
(14,15),(14,27),0.153034 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0030901 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00605043 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0530868 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.000314533 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0710824 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.0187822 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0679913 # DEPENDENCYPART_SIBL
(14,16),(14,27),-0.00767369 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0242817 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0515506 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0213628 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0770993 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.00408519 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.0732868 # DEPENDENCYPART_SIBL
(14,17),(14,27),-0.0187252 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00261527 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0119386 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0350006 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.00930157 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0361618 # DEPENDENCYPART_SIBL
(14,18),(14,27),0.0558501 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0597567 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.11256 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.166131 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.124364 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.153034 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0191707 # DEPENDENCYPART_SIBL
(14,21),(14,24),-0.0218146 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.00456759 # DEPENDENCYPART_SIBL
(14,21),(14,27),0.00346648 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.0884979 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.00331747 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.126652 # DEPENDENCYPART_SIBL
(14,24),(14,25),-0.0467235 # DEPENDENCYPART_SIBL
(14,24),(14,27),-0.0151751 # DEPENDENCYPART_SIBL
(14,25),(14,27),0.122639 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.032079 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0204413 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0807906 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0681819 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0833272 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.102232 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0699472 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.301238 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.127659 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.109981 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.519389 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0974756 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0351303 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.144336 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.111303 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.544298 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.113774 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0406379 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.170256 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.425794 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0065964 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.0717581 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.12833 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.181036 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.15082 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0451557 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.0641051 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.667123 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.110954 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.0512894 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0327912 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0402422 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0447094 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.00993152 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0664132 # DEPENDENCYPART_SIBL
(16,3),(16,25),0.0815387 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.161018 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0522132 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.011939 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00946564 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0290351 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0107551 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.00492284 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0403631 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0622123 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0166275 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0287947 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.00889713 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.0266728 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0325258 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0214545 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0376187 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0377309 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.00787004 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.124668 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.080673 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.142381 # DEPENDENCYPART_SIBL
(16,18),(16,25),0.0940698 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0794515 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0201525 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0332649 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0259241 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0915783 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.00149903 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.00383132 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0185523 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.00943914 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.00301609 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0151706 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.00398505 # DEPENDENCYPART_SIBL
(17,3),(17,22),9.63531e-05 # DEPENDENCYPART_SIBL
(17,3),(17,23),-0.00143686 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0185523 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00943914 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.00301609 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0151706 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00398505 # DEPENDENCYPART_SIBL
(17,6),(17,22),9.63531e-05 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.00143686 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0325046 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0431734 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0533891 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0359393 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0520957 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0384805 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.106985 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0245783 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.075482 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0369181 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.075482 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.117055 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0968878 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.134756 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0968878 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.125517 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0385864 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.125462 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0247528 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.109895 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.123321 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0234789 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0644768 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0377215 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.00139696 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.00773353 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.0241106 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0202244 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.305249 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00553046 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.100474 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0279085 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.115087 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.140709 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0093764 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0638637 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0207904 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0600914 # DEPENDENCYPART_SIBL
(18,15),(18,27),0.0628532 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0260902 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0534223 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0331334 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.0957063 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0279075 # DEPENDENCYPART_SIBL
(18,21),(18,25),0.0640116 # DEPENDENCYPART_SIBL
(18,21),(18,27),-0.00877768 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0151365 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.141182 # DEPENDENCYPART_SIBL
(18,25),(18,27),0.113715 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.111022 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0171603 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00160625 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0844432 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.00414748 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0864468 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0849009 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.0474029 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.33365 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.463951 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.55538 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.463951 # DEPENDENCYPART_SIBL
(19,18),(19,24),1.00145 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.493743 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.35197 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.185244 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0460034 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.185244 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.00278242 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0566069 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.00325163 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0276457 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.98676 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0451557 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0641051 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.00387947 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.195786 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0658034 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.033527 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.165539 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0438449 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0639785 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.012993 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.667123 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0910669 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.210583 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.609856 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.294137 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.248087 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.196713 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.229761 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.516478 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0339628 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0573627 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0110147 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.135127 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0521771 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00410495 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0447909 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0113326 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.0754554 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0168754 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.00797563 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.211647 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.13644 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0116343 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.00337732 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0698287 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0340207 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.111977 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.138811 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.249373 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.455146 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.735655 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.225611 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.156455 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.135127 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0521771 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.00410495 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0447909 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0113326 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0754554 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0793986 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0753322 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.255681 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0145968 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.017177 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.023517 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0951965 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0354058 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.139331 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0104905 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0288654 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.00565247 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0326139 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0256886 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.135316 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.301356 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.346733 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.863684 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.321343 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.346733 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0145826 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0122681 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.024485 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0145826 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0532797 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.108471 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.929451 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.62643 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.170448 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.109465 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.132275 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0432181 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0150461 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.254889 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00613214 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0331693 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00094051 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.110684 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0308964 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.122712 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.175136 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0751062 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.00372214 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.324538 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0123708 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.00966244 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0049998 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0140813 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0236107 # DEPENDENCYPART_SIBL
