# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(3,1),(1,21),-0.981507 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-1.10691 # DEPENDENCYPART_GRANDPAR
(3,1),(1,27),-1.27311 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.789256 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.48925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.640822 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.916438 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.373053 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0489525 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.200151 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.31624 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0798667 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.159525 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.166757 # DEPENDENCYPART_GRANDPAR
(3,4),(4,33),-0.739787 # DEPENDENCYPART_GRANDPAR
(3,4),(4,36),-0.633189 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.95622 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.152181 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0827225 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.143318 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.206853 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.107996 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.211542 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.107877 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.156526 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.2912 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.118558 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.590812 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.200228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.26631 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.213963 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.306628 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.0663793 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.146038 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.148266 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0216679 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.184084 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.111856 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.194661 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.111737 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.105339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.594672 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.991285 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.34002 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.147879 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0221331 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0923364 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0862307 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.233545 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.132405 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.172551 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.313204 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.125286 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.61534 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.520456 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.726712 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.155346 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.506953 # DEPENDENCYPART_GRANDPAR
(3,10),(10,24),-0.766842 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.738493 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.400571 # DEPENDENCYPART_GRANDPAR
(3,10),(10,29),-1.01195 # DEPENDENCYPART_GRANDPAR
(3,10),(10,30),-0.227182 # DEPENDENCYPART_GRANDPAR
(3,10),(10,32),-1.02377 # DEPENDENCYPART_GRANDPAR
(3,10),(10,38),-2.47606 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.50659 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.245709 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.118243 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.302349 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0469708 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.146038 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-1.5938 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.602413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.129057 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.108685 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.0716092 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0607193 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.00486894 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.124175 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.0323955 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.200428 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.023529 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.178715 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.312584 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0160211 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.387574 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.385968 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.499649 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.0656738 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.268515 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.541972 # DEPENDENCYPART_GRANDPAR
(3,13),(13,27),-0.250865 # DEPENDENCYPART_GRANDPAR
(3,13),(13,29),-0.78724 # DEPENDENCYPART_GRANDPAR
(3,13),(13,30),-0.117917 # DEPENDENCYPART_GRANDPAR
(3,13),(13,32),-0.796004 # DEPENDENCYPART_GRANDPAR
(3,13),(13,35),-0.110282 # DEPENDENCYPART_GRANDPAR
(3,13),(13,38),-2.35325 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.34019 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0630694 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.214497 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.0982301 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),1.15931 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.501916 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.711257 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.141819 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.481779 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.751387 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.719953 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.925614 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.381137 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.996498 # DEPENDENCYPART_GRANDPAR
(3,18),(18,30),-0.211033 # DEPENDENCYPART_GRANDPAR
(3,18),(18,32),-1.00831 # DEPENDENCYPART_GRANDPAR
(3,18),(18,33),-0.803462 # DEPENDENCYPART_GRANDPAR
(3,18),(18,34),-0.882491 # DEPENDENCYPART_GRANDPAR
(3,18),(18,35),-0.333443 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.253999 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.21055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.43347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,2),-0.899235 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.679555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.737208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.49879 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.339783 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.060844 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.618356 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0967842 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.582381 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.563475 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.453254 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.00672555 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.582833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.553609 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.448969 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.109548 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.17416 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.119278 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.679611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,6),0.432386 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.338954 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0266332 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.60971 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0625733 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.45297 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.0274853 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),0.391748 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.81258 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.192949 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.626276 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.152194 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.329609 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.119278 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.512145 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.452222 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0621149 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.0853295 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.297891 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.124114 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.267609 # DEPENDENCYPART_GRANDPAR
(4,14),(14,33),-1.2366 # DEPENDENCYPART_GRANDPAR
(4,14),(14,36),-0.658953 # DEPENDENCYPART_GRANDPAR
(4,33),(33,31),-0.551501 # DEPENDENCYPART_GRANDPAR
(4,33),(33,34),-0.095773 # DEPENDENCYPART_GRANDPAR
(4,33),(33,35),-0.974845 # DEPENDENCYPART_GRANDPAR
(4,33),(33,36),-0.66422 # DEPENDENCYPART_GRANDPAR
(4,36),(36,35),-0.763793 # DEPENDENCYPART_GRANDPAR
(4,36),(36,37),0.307714 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.644832 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.833255 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.712414 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.565262 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.49626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.472783 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.85496 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.724689 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.697325 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.749247 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.932907 # DEPENDENCYPART_GRANDPAR
(5,4),(4,33),-1.1655 # DEPENDENCYPART_GRANDPAR
(5,4),(4,36),-1.09406 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.424207 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.265837 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0959035 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),0.260503 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.135091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0831683 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.268604 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.36833 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.257569 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0458932 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0948886 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.281487 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.488702 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.545616 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-0.69767 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.20381 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.268604 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),0.367865 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.389988 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.00583746 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0560043 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.302155 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0851964 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),0.00408192 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.50865 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.566284 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.216052 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.634429 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.0456585 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.273758 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.667442 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.332315 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.353434 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.718338 # DEPENDENCYPART_GRANDPAR
(5,10),(10,30),-0.835289 # DEPENDENCYPART_GRANDPAR
(5,10),(10,32),-1.01553 # DEPENDENCYPART_GRANDPAR
(5,10),(10,38),-2.6019 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.37039 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.153662 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.034827 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.02051 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0481504 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.0831683 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.20381 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),0.368348 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.00432114 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.0207916 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.143806 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0707822 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.0429841 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.45697 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.470824 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.505896 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.592205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.299355 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0492166 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.393297 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.249706 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0318878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0748132 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.194959 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0705422 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.177053 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.451649 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.389979 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.149592 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.458826 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.0568838 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.0950222 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.494032 # DEPENDENCYPART_GRANDPAR
(5,13),(13,27),-0.340176 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-0.545086 # DEPENDENCYPART_GRANDPAR
(5,13),(13,30),-0.778289 # DEPENDENCYPART_GRANDPAR
(5,13),(13,32),-0.839225 # DEPENDENCYPART_GRANDPAR
(5,13),(13,35),-0.431565 # DEPENDENCYPART_GRANDPAR
(5,13),(13,38),-2.57998 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0299842 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.462814 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.242556 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.136966 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.10642 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.388318 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.253229 # DEPENDENCYPART_GRANDPAR
(5,14),(14,33),-0.265326 # DEPENDENCYPART_GRANDPAR
(5,14),(14,36),-0.261643 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-1.20398 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.0440036 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),0.107514 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.454343 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.429124 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.197512 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.618974 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.0321308 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.248584 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.651987 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.313775 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.804616 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.334 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-0.702884 # DEPENDENCYPART_GRANDPAR
(5,18),(18,30),-0.81914 # DEPENDENCYPART_GRANDPAR
(5,18),(18,32),-1.00008 # DEPENDENCYPART_GRANDPAR
(5,18),(18,33),-0.325578 # DEPENDENCYPART_GRANDPAR
(5,18),(18,34),-1.02607 # DEPENDENCYPART_GRANDPAR
(5,18),(18,35),-0.582597 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.761661 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.220666 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.65554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.201111 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.973389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.910262 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.931905 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.13671 # DEPENDENCYPART_GRANDPAR
(6,4),(4,33),-1.04326 # DEPENDENCYPART_GRANDPAR
(6,4),(4,36),-1.04307 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.784982 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.500594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.145794 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.426278 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.287778 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.33098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.247434 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.417784 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),0.0840553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.02285 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.784982 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.501033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.00911986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.682745 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.31571 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.343028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.00131653 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.337353 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.258211 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.429831 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.378047 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.232938 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.39964 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.349944 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.2516 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.298309 # DEPENDENCYPART_GRANDPAR
(6,10),(10,27),-0.581852 # DEPENDENCYPART_GRANDPAR
(6,10),(10,29),0.0720075 # DEPENDENCYPART_GRANDPAR
(6,10),(10,30),-0.377418 # DEPENDENCYPART_GRANDPAR
(6,10),(10,32),-0.637142 # DEPENDENCYPART_GRANDPAR
(6,10),(10,38),-2.34603 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.0845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.161239 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.283826 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0337505 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.00416595 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.4407 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.24822 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.171408 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.120325 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.481393 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.42204 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.388346 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.401655 # DEPENDENCYPART_GRANDPAR
(6,14),(14,33),-0.474951 # DEPENDENCYPART_GRANDPAR
(6,14),(14,36),-0.551864 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.697738 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.291558 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.519623 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.68272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.639947 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.80329 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.857876 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.866978 # DEPENDENCYPART_GRANDPAR
(7,4),(4,33),-1.22134 # DEPENDENCYPART_GRANDPAR
(7,4),(4,36),-1.10313 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.247624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.7088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.654621 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.880904 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.818799 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.873385 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.785938 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.524132 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.185654 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.392075 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.148671 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0652464 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.358065 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0323553 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.119833 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.53508 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.568852 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.317047 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.542615 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.0403948 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.499015 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.610868 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.435404 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.323038 # DEPENDENCYPART_GRANDPAR
(7,10),(10,29),-0.923775 # DEPENDENCYPART_GRANDPAR
(7,10),(10,30),-0.789543 # DEPENDENCYPART_GRANDPAR
(7,10),(10,32),-0.892492 # DEPENDENCYPART_GRANDPAR
