# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,25,7,16,4,10,16,13,16,10,16,16,4,18,16,18,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
(2,10),(10,15),-1.11257 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.526502 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.802543 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.692423 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.871361 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.541043 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.571983 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),-1.18165 # DEPENDENCYPART_GRANDPAR
(2,10),(10,34),-2.1975 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.698194 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.119275 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.361273 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-1.01587 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.488537 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.912099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.0501605 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.0913568 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),0.605343 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.516547 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.341343 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.463612 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.146072 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.588997 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.036037 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.00757707 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.384359 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.400349 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.511831 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.623912 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.49722 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.649303 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.693466 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.522092 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-1.04366 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.285578 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-0.998109 # DEPENDENCYPART_GRANDPAR
(2,16),(16,28),-0.54958 # DEPENDENCYPART_GRANDPAR
(2,16),(16,30),-1.01884 # DEPENDENCYPART_GRANDPAR
(2,16),(16,34),-2.21697 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.155697 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.342499 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.306025 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.806497 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.332005 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.522662 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.688775 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.827676 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),-0.871839 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.541912 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),-1.25688 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.571777 # DEPENDENCYPART_GRANDPAR
(2,18),(18,27),-1.18212 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-0.574249 # DEPENDENCYPART_GRANDPAR
(2,18),(18,30),-1.22834 # DEPENDENCYPART_GRANDPAR
(2,18),(18,32),-0.58484 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),0.0509719 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.541043 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-1.25708 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.571983 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-1.18165 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0145008 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.169262 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.84089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.854469 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.12159 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-1.26385 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-1.53447 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.29912 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-1.41065 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.16399 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-1.45312 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-1.60114 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-1.86358 # DEPENDENCYPART_GRANDPAR
(3,2),(2,34),-1.83691 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.91891 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.909033 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.14727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.425809 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.524923 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.83822 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.559592 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.644583 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.67032 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.465241 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.906415 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.728211 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.633751 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.674317 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-1.18801 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.89876 # DEPENDENCYPART_GRANDPAR
(3,4),(4,30),-0.733654 # DEPENDENCYPART_GRANDPAR
(3,4),(4,34),-1.08521 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.71122 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.878914 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.738707 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.973403 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.871293 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.08521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.00455624 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0508268 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.478439 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.859354 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.625853 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.631342 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.611736 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.442916 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.856206 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.699721 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.927626 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.756744 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-1.19032 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.661076 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-1.23778 # DEPENDENCYPART_GRANDPAR
(3,7),(7,34),-1.04707 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.271727 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),1.05976 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0106378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.39274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.044821 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.557648 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.858922 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.607336 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.47619 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.61922 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.37695 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.721648 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.840684 # DEPENDENCYPART_GRANDPAR
(4,2),(2,34),-2.57786 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.674936 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.204702 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.41415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0144105 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.561408 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.834463 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.148678 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.00427274 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.681308 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.0287188 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.542821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.543738 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.390548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.727643 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.333592 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0258538 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0793244 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.805197 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.229237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0751301 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.17345 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.329884 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.0318633 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.461192 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.154023 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.959473 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.163924 # DEPENDENCYPART_GRANDPAR
(4,7),(7,34),-1.88917 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.542671 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.543734 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.389612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.728752 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.33395 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.401974 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.149345 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.499562 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.787524 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.244242 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.0537793 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.188456 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.344889 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.0171805 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.420731 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.13934 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.9418 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.117946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,27),-0.149241 # DEPENDENCYPART_GRANDPAR
(4,10),(10,34),-1.87527 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.0401929 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.844951 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.815495 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.528464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),1.41962 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.294478 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.0417917 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.243354 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.156083 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.273024 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.00151596 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.169341 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.321214 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.02115 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.15874 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.142375 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.682908 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.034243 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.0999171 # DEPENDENCYPART_GRANDPAR
(4,13),(13,30),-0.605223 # DEPENDENCYPART_GRANDPAR
(4,13),(13,34),-1.76769 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.246457 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.300851 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.275706 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.358861 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),1.4266 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.252909 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.201789 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.0895475 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.355845 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.122215 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0789601 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.166032 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.0109852 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.201948 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.844876 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.81548 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.560257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),1.46315 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.559985 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.226734 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.107807 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.695681 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.175609 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.193082 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.22125 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.140126 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.063277 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.471743 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),0.0249182 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.257433 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.117285 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.0963069 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.696187 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-0.0918301 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.158449 # DEPENDENCYPART_GRANDPAR
(4,16),(16,27),-0.103362 # DEPENDENCYPART_GRANDPAR
(4,16),(16,28),-0.525397 # DEPENDENCYPART_GRANDPAR
(4,16),(16,30),-0.665103 # DEPENDENCYPART_GRANDPAR
(4,16),(16,34),-1.76012 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),0.0164609 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-1.08586 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),0.0098607 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),0.0308384 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.708546 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),0.0497988 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.0680979 # DEPENDENCYPART_GRANDPAR
(4,24),(24,5),1.47743 # DEPENDENCYPART_GRANDPAR
(4,24),(24,10),0.195393 # DEPENDENCYPART_GRANDPAR
(4,24),(24,12),-0.288859 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),0.0778542 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.355292 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.0589324 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.0379547 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.199661 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.169453 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),-0.525913 # DEPENDENCYPART_GRANDPAR
(4,24),(24,30),-0.665163 # DEPENDENCYPART_GRANDPAR
(4,24),(24,34),-1.81753 # DEPENDENCYPART_GRANDPAR
(4,25),(25,2),-0.844966 # DEPENDENCYPART_GRANDPAR
(4,25),(25,3),-0.815618 # DEPENDENCYPART_GRANDPAR
(4,25),(25,4),-0.523036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,25),(25,5),1.45897 # DEPENDENCYPART_GRANDPAR
(4,25),(25,7),0.256327 # DEPENDENCYPART_GRANDPAR
(4,25),(25,10),0.205203 # DEPENDENCYPART_GRANDPAR
(4,25),(25,11),-0.114477 # DEPENDENCYPART_GRANDPAR
(4,25),(25,12),-0.208806 # DEPENDENCYPART_GRANDPAR
(4,25),(25,13),0.177347 # DEPENDENCYPART_GRANDPAR
(4,25),(25,14),0.0954261 # DEPENDENCYPART_GRANDPAR
(4,25),(25,15),0.495136 # DEPENDENCYPART_GRANDPAR
(4,25),(25,16),0.490893 # DEPENDENCYPART_GRANDPAR
(4,25),(25,18),0.0876613 # DEPENDENCYPART_GRANDPAR
(4,25),(25,19),-0.297109 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),-0.0491223 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),-0.0281446 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-0.268753 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),0.258756 # DEPENDENCYPART_GRANDPAR
(4,25),(25,27),-0.0809931 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),-0.50317 # DEPENDENCYPART_GRANDPAR
(4,25),(25,29),-0.264391 # DEPENDENCYPART_GRANDPAR
(4,25),(25,30),-0.637356 # DEPENDENCYPART_GRANDPAR
(4,25),(25,31),-0.328258 # DEPENDENCYPART_GRANDPAR
(4,25),(25,32),-0.72138 # DEPENDENCYPART_GRANDPAR
(4,25),(25,33),-0.31873 # DEPENDENCYPART_GRANDPAR
(4,25),(25,34),-1.73347 # DEPENDENCYPART_GRANDPAR
(4,30),(30,28),-0.377257 # DEPENDENCYPART_GRANDPAR
(4,30),(30,31),-0.181759 # DEPENDENCYPART_GRANDPAR
(4,30),(30,32),-0.801101 # DEPENDENCYPART_GRANDPAR
(4,30),(30,33),-0.172229 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.15296 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.01703 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.891637 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.878069 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.812295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0944085 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0639997 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.138464 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.271533 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.126506 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.274212 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.298515 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.201244 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.359054 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.694077 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),0.0903312 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.569261 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),0.481768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,34),-0.884927 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0816868 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.900533 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.758978 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.538979 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.296968 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-1.16583 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.950799 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.316733 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.19358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.883272 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.12335 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.722906 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.510645 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.561872 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.2673 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.5283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.661264 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.709718 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.88424 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.999187 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-1.10446 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.1714 # DEPENDENCYPART_GRANDPAR
(7,2),(2,22),-1.20135 # DEPENDENCYPART_GRANDPAR
(7,2),(2,34),-2.86555 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.817498 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.465438 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.578287 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.222322 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.51427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.640805 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.637596 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.369619 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.682897 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.554404 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.67303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.749941 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.853709 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.990784 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.19417 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.09966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-1.32062 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-1.26847 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.44466 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-1.2861 # DEPENDENCYPART_GRANDPAR
(7,4),(4,24),-1.82441 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-1.37919 # DEPENDENCYPART_GRANDPAR
(7,4),(4,30),-1.92353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,34),-2.95818 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.51837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.632399 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.835203 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.817169 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.675361 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.640485 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.26609 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.37309 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.33802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.18025 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.01761 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.762371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0886265 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.412369 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0107589 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.444629 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.372021 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.674396 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.531043 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.422432 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.671562 # DEPENDENCYPART_GRANDPAR
(7,10),(10,22),-0.449814 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.306071 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.656107 # DEPENDENCYPART_GRANDPAR
(7,10),(10,27),-0.695801 # DEPENDENCYPART_GRANDPAR
