# _root_ Aquell dia es va presentar un llibre d' un rigor científic lluny_de tot folklorisme , realitzat per l' historiador i arqueòleg Marc_Sureda_i_Jubany , també gran especialista en temes religiosos .
#goldHeads=2,5,5,5,0,7,5,7,10,8,10,10,14,12,16,7,16,19,17,19,19,19,26,26,26,19,26,27,28,5,
#predictedHeads=2,5,5,5,0,7,5,7,10,8,10,5,14,12,16,7,16,19,17,19,19,19,16,25,26,19,16,27,28,5,
(10,8),(10,12),-0.0219491 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0429362 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0213279 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00614006 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00678313 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0662815 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0213486 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.0236961 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0209194 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0213279 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.00614006 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.0165892 # DEPENDENCYPART_SIBL
(10,8),(10,26),0.0166295 # DEPENDENCYPART_SIBL
(10,8),(10,27),-0.0411181 # DEPENDENCYPART_SIBL
(10,8),(10,28),0.0262848 # DEPENDENCYPART_SIBL
(10,8),(10,29),-0.013909 # DEPENDENCYPART_SIBL
(10,8),(10,30),0.063678 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.111349 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0200438 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0723588 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00905262 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0124164 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.140778 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0189355 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.00741069 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0101911 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.00941406 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.00905262 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0124164 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.123534 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.0154587 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0288015 # DEPENDENCYPART_SIBL
(10,9),(10,28),0.000406395 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.110563 # DEPENDENCYPART_SIBL
(10,9),(10,30),0.140416 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0303435 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0241488 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.00272519 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.016608 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0419191 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0879471 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.00449862 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.00465661 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.00623731 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.00272519 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.016608 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0741144 # DEPENDENCYPART_SIBL
(10,11),(10,26),0.00266304 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.0168369 # DEPENDENCYPART_SIBL
(10,11),(10,28),0.0153045 # DEPENDENCYPART_SIBL
(10,11),(10,29),-0.048664 # DEPENDENCYPART_SIBL
(10,11),(10,30),-0.019244 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0135089 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0609717 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0674291 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0713727 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.132103 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0703616 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.0145127 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0642694 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0609717 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.0674291 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0478253 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.0571811 # DEPENDENCYPART_SIBL
(10,12),(10,27),0.0588053 # DEPENDENCYPART_SIBL
(10,12),(10,28),0.0961105 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0517632 # DEPENDENCYPART_SIBL
(10,12),(10,30),0.115852 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0031788 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0772777 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0513611 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0307335 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.00140537 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0637148 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.000333313 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0031788 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0772777 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0666986 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.00324095 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0753508 # DEPENDENCYPART_SIBL
(10,13),(10,28),0.00982295 # DEPENDENCYPART_SIBL
(10,13),(10,29),-0.0549776 # DEPENDENCYPART_SIBL
(10,13),(10,30),-0.0676163 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0321013 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0153254 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.00346143 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0181826 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0441463 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0217322 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0136367 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0321013 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.00162413 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.0193057 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.00904676 # DEPENDENCYPART_SIBL
(10,14),(10,28),0.0231337 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.0256069 # DEPENDENCYPART_SIBL
(10,14),(10,30),-0.00422316 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.00227918 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0170254 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.369277 # DEPENDENCYPART_SIBL
(10,15),(10,20),0.272063 # DEPENDENCYPART_SIBL
(10,15),(10,21),0.374126 # DEPENDENCYPART_SIBL
(10,15),(10,22),0.375041 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.0373104 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.00497384 # DEPENDENCYPART_SIBL
(10,15),(10,26),0.369926 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0235864 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.407865 # DEPENDENCYPART_SIBL
(10,15),(10,29),0.0125607 # DEPENDENCYPART_SIBL
(10,15),(10,30),0.00672825 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.113153 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0117516 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0140305 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0134902 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.00997813 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.00206809 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.0553231 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.00991598 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0021145 # DEPENDENCYPART_SIBL
(10,16),(10,28),0.0225575 # DEPENDENCYPART_SIBL
(10,16),(10,29),-0.0298727 # DEPENDENCYPART_SIBL
(10,16),(10,30),-0.00292891 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.0517275 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0518533 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0456354 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0423377 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0819584 # DEPENDENCYPART_SIBL
(10,17),(10,25),0.0875984 # DEPENDENCYPART_SIBL
(10,17),(10,26),0.0385471 # DEPENDENCYPART_SIBL
(10,17),(10,27),-0.0169784 # DEPENDENCYPART_SIBL
(10,17),(10,28),0.0773612 # DEPENDENCYPART_SIBL
(10,17),(10,29),0.0922803 # DEPENDENCYPART_SIBL
(10,17),(10,30),0.133748 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0527328 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0287859 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.0206904 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0370911 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.00662228 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.0263594 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.00554055 # DEPENDENCYPART_SIBL
(10,19),(10,28),0.0301874 # DEPENDENCYPART_SIBL
(10,19),(10,29),0.0306051 # DEPENDENCYPART_SIBL
(10,19),(10,30),0.000765913 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.617582 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.604334 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.04181 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.220698 # DEPENDENCYPART_SIBL
(10,20),(10,26),0.604254 # DEPENDENCYPART_SIBL
(10,20),(10,27),0.0777261 # DEPENDENCYPART_SIBL
(10,20),(10,28),0.629655 # DEPENDENCYPART_SIBL
(10,20),(10,29),0.247814 # DEPENDENCYPART_SIBL
(10,20),(10,30),-0.0068966 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.012772 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.0318102 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.00133065 # DEPENDENCYPART_SIBL
(10,21),(10,26),0.018441 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.00933784 # DEPENDENCYPART_SIBL
(10,21),(10,28),0.022269 # DEPENDENCYPART_SIBL
(10,21),(10,29),0.0253134 # DEPENDENCYPART_SIBL
(10,21),(10,30),-0.00451424 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0321013 # DEPENDENCYPART_SIBL
(10,22),(10,25),0.00162413 # DEPENDENCYPART_SIBL
(10,22),(10,26),0.0193057 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.00904676 # DEPENDENCYPART_SIBL
(10,22),(10,28),0.0231337 # DEPENDENCYPART_SIBL
(10,22),(10,29),0.0256069 # DEPENDENCYPART_SIBL
(10,22),(10,30),-0.00422316 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.00497384 # DEPENDENCYPART_SIBL
(10,23),(10,26),0.369926 # DEPENDENCYPART_SIBL
(10,23),(10,27),-0.0235864 # DEPENDENCYPART_SIBL
(10,23),(10,28),0.407865 # DEPENDENCYPART_SIBL
(10,23),(10,29),0.0125607 # DEPENDENCYPART_SIBL
(10,23),(10,30),0.00672825 # DEPENDENCYPART_SIBL
(10,25),(10,26),-0.016191 # DEPENDENCYPART_SIBL
(10,25),(10,27),-0.0289912 # DEPENDENCYPART_SIBL
(10,25),(10,28),-0.00354948 # DEPENDENCYPART_SIBL
(10,25),(10,29),-0.0618072 # DEPENDENCYPART_SIBL
(10,25),(10,30),-0.069315 # DEPENDENCYPART_SIBL
(10,26),(10,27),-0.0163051 # DEPENDENCYPART_SIBL
(10,26),(10,28),0.0193253 # DEPENDENCYPART_SIBL
(10,26),(10,29),0.0220057 # DEPENDENCYPART_SIBL
(10,26),(10,30),-0.0116596 # DEPENDENCYPART_SIBL
(10,27),(10,28),0.108856 # DEPENDENCYPART_SIBL
(10,27),(10,29),0.0670655 # DEPENDENCYPART_SIBL
(10,27),(10,30),0.171424 # DEPENDENCYPART_SIBL
(10,28),(10,29),0.0207722 # DEPENDENCYPART_SIBL
(10,28),(10,30),-0.0259928 # DEPENDENCYPART_SIBL
(10,29),(10,30),-0.013807 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.130077 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.1026 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0293146 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.100626 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0356579 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0154619 # DEPENDENCYPART_SIBL
(11,9),(11,25),0.101682 # DEPENDENCYPART_SIBL
(11,9),(11,27),0.124619 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0302498 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.143209 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.177447 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0593662 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.108321 # DEPENDENCYPART_SIBL
(11,12),(11,25),0.188283 # DEPENDENCYPART_SIBL
(11,12),(11,27),0.0300966 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.108016 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0921649 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0686467 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.115654 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.0982127 # DEPENDENCYPART_SIBL
(11,14),(11,27),0.148953 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.672713 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0665817 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.331391 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.705684 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.00180071 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.127897 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.137861 # DEPENDENCYPART_SIBL
(11,16),(11,25),0.10559 # DEPENDENCYPART_SIBL
(11,16),(11,27),0.123595 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.157922 # DEPENDENCYPART_SIBL
(11,17),(11,25),0.25052 # DEPENDENCYPART_SIBL
(11,17),(11,27),0.0538151 # DEPENDENCYPART_SIBL
(11,20),(11,25),0.902769 # DEPENDENCYPART_SIBL
(11,20),(11,27),0.421141 # DEPENDENCYPART_SIBL
(11,25),(11,27),0.128151 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0894551 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0373346 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00823356 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0520711 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0885596 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0373346 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0552299 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.179636 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0672977 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0815265 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00757549 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.179636 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.00632585 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0890552 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.342447 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0670705 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.813418 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.100529 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0530733 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.249719 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.140095 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.119044 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0333242 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.417656 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0678257 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.14698 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0669778 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.102323 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0738515 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.073984 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0413113 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0721873 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.00613574 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00678299 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0631153 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0213553 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0236962 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0209261 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0213346 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.0165891 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.0166361 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.0262915 # DEPENDENCYPART_SIBL
(14,8),(14,29),-0.0139089 # DEPENDENCYPART_SIBL
(14,8),(14,30),0.0636812 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.159751 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0700472 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.635226 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00862018 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.144568 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00881984 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.00360741 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0139814 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00561077 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.00524933 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.127324 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.0116554 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.00420968 # DEPENDENCYPART_SIBL
(14,9),(14,29),0.114354 # DEPENDENCYPART_SIBL
(14,9),(14,30),0.14421 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0925789 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.334559 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00435498 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0181657 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0178267 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00915491 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00332663 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.00877279 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.00913423 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.00363541 # DEPENDENCYPART_SIBL
(14,11),(14,26),0.00641995 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.0127265 # DEPENDENCYPART_SIBL
(14,11),(14,29),0.00750029 # DEPENDENCYPART_SIBL
(14,11),(14,30),0.0170216 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0322348 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.00233496 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0111032 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0247429 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0505946 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0584852 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0502234 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0505739 # DEPENDENCYPART_SIBL
(14,12),(14,25),0.00191345 # DEPENDENCYPART_SIBL
(14,12),(14,26),0.0461891 # DEPENDENCYPART_SIBL
(14,12),(14,28),0.0560058 # DEPENDENCYPART_SIBL
(14,12),(14,29),0.00397683 # DEPENDENCYPART_SIBL
(14,12),(14,30),0.0560558 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0668363 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0747521 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.178443 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0644064 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0890885 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0664098 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0660484 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0885963 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0724544 # DEPENDENCYPART_SIBL
(14,13),(14,28),-0.0544711 # DEPENDENCYPART_SIBL
(14,13),(14,29),-0.0909853 # DEPENDENCYPART_SIBL
(14,13),(14,30),-0.0579223 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00243421 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0170094 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.369668 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.272076 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.374517 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.375432 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.00481881 # DEPENDENCYPART_SIBL
(14,15),(14,26),0.370318 # DEPENDENCYPART_SIBL
(14,15),(14,28),0.408256 # DEPENDENCYPART_SIBL
(14,15),(14,29),0.0127158 # DEPENDENCYPART_SIBL
(14,15),(14,30),0.006744 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.113618 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.012932 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.014493 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0146707 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0111585 # DEPENDENCYPART_SIBL
(14,16),(14,25),-0.0546082 # DEPENDENCYPART_SIBL
(14,16),(14,26),0.0110964 # DEPENDENCYPART_SIBL
(14,16),(14,28),0.0237379 # DEPENDENCYPART_SIBL
(14,16),(14,29),-0.0291578 # DEPENDENCYPART_SIBL
(14,16),(14,30),-0.00246384 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0521046 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.051859 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0460125 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0427148 # DEPENDENCYPART_SIBL
(14,17),(14,25),0.0877462 # DEPENDENCYPART_SIBL
(14,17),(14,26),0.0389242 # DEPENDENCYPART_SIBL
(14,17),(14,28),0.0777383 # DEPENDENCYPART_SIBL
(14,17),(14,29),0.092428 # DEPENDENCYPART_SIBL
(14,17),(14,30),0.133756 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0527685 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0291883 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0210928 # DEPENDENCYPART_SIBL
(14,19),(14,25),0.00683169 # DEPENDENCYPART_SIBL
(14,19),(14,26),0.0267618 # DEPENDENCYPART_SIBL
(14,19),(14,28),0.0305898 # DEPENDENCYPART_SIBL
(14,19),(14,29),0.0308145 # DEPENDENCYPART_SIBL
(14,19),(14,30),0.000805962 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.617956 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.604707 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.220844 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.604627 # DEPENDENCYPART_SIBL
(14,20),(14,28),0.630028 # DEPENDENCYPART_SIBL
(14,20),(14,29),0.24796 # DEPENDENCYPART_SIBL
(14,20),(14,30),-0.00689045 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0131744 # DEPENDENCYPART_SIBL
(14,21),(14,25),0.00154006 # DEPENDENCYPART_SIBL
(14,21),(14,26),0.0188435 # DEPENDENCYPART_SIBL
(14,21),(14,28),0.0226715 # DEPENDENCYPART_SIBL
(14,21),(14,29),0.0255228 # DEPENDENCYPART_SIBL
(14,21),(14,30),-0.00447419 # DEPENDENCYPART_SIBL
(14,22),(14,25),0.00183354 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0197082 # DEPENDENCYPART_SIBL
(14,22),(14,28),0.0235362 # DEPENDENCYPART_SIBL
(14,22),(14,29),0.0258163 # DEPENDENCYPART_SIBL
(14,22),(14,30),-0.00418311 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0150105 # DEPENDENCYPART_SIBL
(14,25),(14,28),-0.00236907 # DEPENDENCYPART_SIBL
(14,25),(14,29),-0.0610923 # DEPENDENCYPART_SIBL
(14,25),(14,30),-0.06885 # DEPENDENCYPART_SIBL
(14,26),(14,28),0.0197278 # DEPENDENCYPART_SIBL
(14,26),(14,29),0.0222152 # DEPENDENCYPART_SIBL
(14,26),(14,30),-0.0116196 # DEPENDENCYPART_SIBL
(14,28),(14,29),0.0209816 # DEPENDENCYPART_SIBL
(14,28),(14,30),-0.0259528 # DEPENDENCYPART_SIBL
(14,29),(14,30),-0.0133419 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0711765 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.122763 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.045549 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.066659 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0309149 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.00897893 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.0308324 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.0309149 # DEPENDENCYPART_SIBL
(16,8),(16,23),0.00385417 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0292003 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.00804641 # DEPENDENCYPART_SIBL
(16,8),(16,26),0.029281 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0193008 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.0185661 # DEPENDENCYPART_SIBL
(16,8),(16,30),0.012861 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.105967 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0101596 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0386281 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0403489 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0346259 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0402953 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0403489 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.00399456 # DEPENDENCYPART_SIBL
(16,12),(16,24),0.014387 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.00433865 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0390275 # DEPENDENCYPART_SIBL
(16,12),(16,27),0.00594851 # DEPENDENCYPART_SIBL
(16,12),(16,29),-0.00649167 # DEPENDENCYPART_SIBL
