# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,4,18,0,20,18,20,21,18,25,23,25,26,18,
(13,9),(13,21),-0.0638519 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0312287 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0263132 # DEPENDENCYPART_SIBL
(13,9),(13,28),-0.00586208 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.153439 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.265061 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00091467 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0021491 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0364958 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0720616 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.0167501 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00215492 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00739235 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.00091467 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.017257 # DEPENDENCYPART_SIBL
(13,10),(13,28),-0.465378 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0943225 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.140598 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0877203 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.109272 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0965489 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0782166 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0877261 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.115208 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.140598 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0832613 # DEPENDENCYPART_SIBL
(13,11),(13,28),-0.0420593 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0107028 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.229013 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0694776 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0110959 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0156177 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.22902 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0743944 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0107028 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.238335 # DEPENDENCYPART_SIBL
(13,12),(13,28),0.111354 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00331674 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.015408 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.067291 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0237727 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00335733 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.187178 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0986327 # DEPENDENCYPART_SIBL
(13,14),(13,25),-0.00325547 # DEPENDENCYPART_SIBL
(13,14),(13,28),0.00482243 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00487425 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0412603 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0234458 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.246547 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0661292 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0039291 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.258869 # DEPENDENCYPART_SIBL
(13,15),(13,28),-0.0114907 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00909795 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0516061 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0328837 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0934757 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.119016 # DEPENDENCYPART_SIBL
(13,16),(13,25),-0.0482845 # DEPENDENCYPART_SIBL
(13,16),(13,28),-0.0606677 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0420526 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.000633077 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.031228 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0168411 # DEPENDENCYPART_SIBL
(13,17),(13,25),-0.00767706 # DEPENDENCYPART_SIBL
(13,17),(13,28),-0.000685146 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0294902 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00703166 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.030109 # DEPENDENCYPART_SIBL
(13,18),(13,25),0.0224462 # DEPENDENCYPART_SIBL
(13,18),(13,28),0.0185767 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0673229 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.00273546 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.260056 # DEPENDENCYPART_SIBL
(13,20),(13,28),-0.0127352 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0965445 # DEPENDENCYPART_SIBL
(13,21),(13,25),-0.0645765 # DEPENDENCYPART_SIBL
(13,21),(13,28),-0.0144638 # DEPENDENCYPART_SIBL
(13,23),(13,25),-0.00325547 # DEPENDENCYPART_SIBL
(13,23),(13,28),0.00482243 # DEPENDENCYPART_SIBL
(13,25),(13,28),-0.0386551 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.163533 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0168604 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0851105 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0181344 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0747362 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.04865 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00656556 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0349519 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.396589 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0507529 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0390949 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0639747 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0172111 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0205387 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0776158 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0674895 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0170604 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0430915 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.375432 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0372633 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.0384183 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0828627 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00307542 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0146494 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0412996 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0311405 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0474023 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0582219 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0508062 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.00543559 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0483111 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.480002 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.75941 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.592979 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.592979 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.00435166 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.0886189 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.480002 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0189348 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.0318891 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0327174 # DEPENDENCYPART_SIBL
(17,1),(17,28),-0.00704133 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0699594 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.294792 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.294792 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.172509 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.204152 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.280082 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0405525 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0371852 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0239658 # DEPENDENCYPART_SIBL
(17,2),(17,28),-0.466158 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.592979 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.592979 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.00435166 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0886189 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.480002 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0189348 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0318891 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0327174 # DEPENDENCYPART_SIBL
(17,4),(17,28),-0.00704133 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.626931 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.249693 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.326759 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.463977 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.128995 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.255832 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.162863 # DEPENDENCYPART_SIBL
(17,8),(17,28),-0.272802 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.249693 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.326759 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.463977 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.128995 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.255832 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.162863 # DEPENDENCYPART_SIBL
(17,10),(17,28),-0.272802 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0911625 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.107985 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.000746903 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0984972 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0657982 # DEPENDENCYPART_SIBL
(17,13),(17,28),0.136282 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.24061 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0113166 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.12888 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.110804 # DEPENDENCYPART_SIBL
(17,14),(17,28),0.0572497 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0405525 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0371852 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0239658 # DEPENDENCYPART_SIBL
(17,16),(17,28),-0.466158 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00754084 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0256261 # DEPENDENCYPART_SIBL
(17,18),(17,28),0.0149697 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.047406 # DEPENDENCYPART_SIBL
(17,20),(17,28),0.0859331 # DEPENDENCYPART_SIBL
(17,23),(17,28),0.0844106 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.488437 # DEPENDENCYPART_SIBL
(18,1),(18,3),-0.140453 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.730753 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.00699957 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.722443 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.690562 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.176078 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.690562 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0422865 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0083233 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.124745 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.730753 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.488437 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.132257 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0175069 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.00755881 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0270471 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0130032 # DEPENDENCYPART_SIBL
(18,1),(18,25),-0.0142087 # DEPENDENCYPART_SIBL
(18,1),(18,26),-0.00755881 # DEPENDENCYPART_SIBL
(18,1),(18,27),-0.0174893 # DEPENDENCYPART_SIBL
(18,1),(18,28),0.0370493 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0466664 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.0441874 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.0114361 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0499487 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.168146 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0480127 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.168146 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0450365 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.119579 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0781675 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0441874 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.356072 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.261072 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00220378 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0113758 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0308643 # DEPENDENCYPART_SIBL
(18,2),(18,23),0.0211153 # DEPENDENCYPART_SIBL
(18,2),(18,25),0.00468564 # DEPENDENCYPART_SIBL
(18,2),(18,26),-0.0113758 # DEPENDENCYPART_SIBL
(18,2),(18,27),-0.00219105 # DEPENDENCYPART_SIBL
(18,2),(18,28),-0.462102 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0664312 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0125589 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0707697 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.256367 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0403874 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.256367 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0658337 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0253123 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0540539 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0664312 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.180461 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0201439 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0753357 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.0705506 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0848982 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.122408 # DEPENDENCYPART_SIBL
(18,3),(18,25),-0.0743104 # DEPENDENCYPART_SIBL
(18,3),(18,26),0.0705506 # DEPENDENCYPART_SIBL
(18,3),(18,27),-0.0753248 # DEPENDENCYPART_SIBL
(18,3),(18,28),-0.0666154 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.00699957 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.722443 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.690562 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.176078 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.690562 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0422865 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0083233 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.124745 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.730753 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.488437 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.132257 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0175069 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.00755881 # DEPENDENCYPART_SIBL
(18,4),(18,22),-0.0270471 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0130032 # DEPENDENCYPART_SIBL
(18,4),(18,25),-0.0142087 # DEPENDENCYPART_SIBL
(18,4),(18,26),-0.00755881 # DEPENDENCYPART_SIBL
(18,4),(18,27),-0.0174893 # DEPENDENCYPART_SIBL
(18,4),(18,28),0.0370493 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0396505 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.394134 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0399935 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.394134 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0708767 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0296825 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.125074 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0193863 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.338973 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0502068 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0822992 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0257681 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.091846 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0068288 # DEPENDENCYPART_SIBL
(18,5),(18,25),-0.0793181 # DEPENDENCYPART_SIBL
(18,5),(18,26),-0.0257681 # DEPENDENCYPART_SIBL
(18,5),(18,27),-0.0822882 # DEPENDENCYPART_SIBL
(18,5),(18,28),0.0151708 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.52443 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.11381 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.52443 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0110976 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0395123 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0779682 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.607299 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.429983 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.144741 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0784466 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0526616 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0879867 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0274027 # DEPENDENCYPART_SIBL
(18,7),(18,25),-0.075187 # DEPENDENCYPART_SIBL
(18,7),(18,26),-0.0526616 # DEPENDENCYPART_SIBL
(18,7),(18,27),-0.0784289 # DEPENDENCYPART_SIBL
(18,7),(18,28),-0.00375064 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.137623 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.724106 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.162541 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.254674 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.286137 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0478245 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.481257 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.36857 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0123317 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.00273591 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.00278493 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.00557111 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.00277039 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.00273591 # DEPENDENCYPART_SIBL
(18,8),(18,27),0.0123427 # DEPENDENCYPART_SIBL
(18,8),(18,28),-0.443764 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.180359 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0301285 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0708999 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00230869 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0108373 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.200685 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0723526 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0365918 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0628876 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.027045 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0302644 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0362091 # DEPENDENCYPART_SIBL
(18,9),(18,26),-0.0628876 # DEPENDENCYPART_SIBL
(18,9),(18,27),0.0366028 # DEPENDENCYPART_SIBL
(18,9),(18,28),0.010266 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.162541 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.254674 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.286137 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0478245 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.481257 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.36857 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0123317 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.00273591 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.00278493 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.00557111 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.00277039 # DEPENDENCYPART_SIBL
(18,10),(18,26),-0.00273591 # DEPENDENCYPART_SIBL
(18,10),(18,27),0.0123427 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.443764 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0994411 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.191239 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0420666 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.168882 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.322782 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0832641 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.118498 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0928109 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.143887 # DEPENDENCYPART_SIBL
(18,11),(18,25),-0.0787993 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.118498 # DEPENDENCYPART_SIBL
(18,11),(18,27),-0.0832531 # DEPENDENCYPART_SIBL
(18,11),(18,28),-0.0325338 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.14086 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0135466 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.143898 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.287598 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0288581 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0573795 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0384049 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0872981 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0243934 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0573795 # DEPENDENCYPART_SIBL
(18,13),(18,27),-0.0288472 # DEPENDENCYPART_SIBL
(18,13),(18,28),0.0394126 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00399409 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.290797 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.102757 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.022572 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0216874 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0130252 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0718256 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0256342 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.0216874 # DEPENDENCYPART_SIBL
(18,14),(18,27),0.0225829 # DEPENDENCYPART_SIBL
(18,14),(18,28),0.00581443 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.488437 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.132257 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0175069 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00755881 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0270471 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0130032 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0142087 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.00755881 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0174893 # DEPENDENCYPART_SIBL
(18,15),(18,28),0.0370493 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.261072 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00220378 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0113758 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0308643 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0211153 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.00468564 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.0113758 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.00219105 # DEPENDENCYPART_SIBL
(18,16),(18,28),-0.462102 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0652563 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0422983 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0557095 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.068442 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.0679728 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0422983 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.0652672 # DEPENDENCYPART_SIBL
(18,17),(18,28),0.281726 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0710667 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.248205 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.00100833 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.260535 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.0710667 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.248205 # DEPENDENCYPART_SIBL
(18,20),(18,28),-0.0140865 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0643169 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.105688 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0686229 # DEPENDENCYPART_SIBL
