# _root_ Empúries ha editat en català els tres números anteriors , que portaven per títol ' Harry_Potter_i_la_pedra_filosofal ' , ' Harry_Potter_i_la_cambra_secreta ' i ' Harry_Potter_i_el_presoner_d'_Azkaban ' .
#goldHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,16,24,16,24,3,
#predictedHeads=3,3,0,3,4,8,6,3,8,12,12,8,12,13,16,12,16,16,20,16,20,20,24,20,24,3,
(12,4),(12,25),-0.0402866 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0035234 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.137869 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.732667 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.176878 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.491027 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.704868 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0440081 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0402069 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0294945 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0266553 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0294945 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0399651 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0294945 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0266553 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0294945 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0164399 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0266553 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0294945 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.00536506 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0212316 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0544817 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.12303 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.430319 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0111712 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0306764 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.129572 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0166332 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.129572 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0875491 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.129572 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0166327 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.129572 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0455789 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0166327 # DEPENDENCYPART_SIBL
(12,6),(12,25),-0.129572 # DEPENDENCYPART_SIBL
(12,6),(12,26),-0.111998 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.173642 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.487701 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.700215 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0521602 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0271239 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.00300984 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0135724 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00300984 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00490215 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00300984 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0135724 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00300984 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.036533 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0135724 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.00300984 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0296576 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.18756 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.24999 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.029704 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0574697 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0106956 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0415758 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0106956 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0125235 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0106956 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0415752 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0106956 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0126036 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0415752 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0106956 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.00998374 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.145276 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0286957 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0136799 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0761731 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0172553 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0761731 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.190752 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0761731 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0172553 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0761731 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0363016 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0172553 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.0761731 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.495517 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0901573 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0438852 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0421351 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00377704 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0421351 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0454893 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0421351 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00377704 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0421351 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00596726 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.00377704 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0421351 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.481182 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0208266 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.00442623 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0125778 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.00442623 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0150852 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00442623 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0125778 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00442623 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.00220328 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0125778 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.00442623 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.00430106 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0455472 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.239641 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0455472 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0422876 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0455472 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.239641 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0455472 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.00929188 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.239641 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0455472 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0544747 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0125596 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0827436 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0075043 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0827436 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0125596 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0827436 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.00857242 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0125596 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0827436 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.0491848 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0310269 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0171328 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0310269 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.25489 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0310269 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0258379 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.25489 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0310269 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.036379 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0075043 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0827436 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0125596 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0827436 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.00857242 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0125596 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0827436 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.0491848 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0610867 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0355482 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0610867 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.207067 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0355482 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0610867 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.0789228 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0125596 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0827436 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.00857242 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0125596 # DEPENDENCYPART_SIBL
(12,19),(12,25),-0.0827436 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.0491848 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.0310269 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0258379 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.25489 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0310269 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.036379 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00857242 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0125596 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0827436 # DEPENDENCYPART_SIBL
(12,21),(12,26),-0.0491848 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.19023 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0477853 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.00964883 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0310269 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.036379 # DEPENDENCYPART_SIBL
(12,25),(12,26),-0.0491848 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.259991 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.130582 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.18564 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.139182 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0449536 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.117919 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0449536 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0593354 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0449536 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.00713285 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0249091 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.15288 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.143741 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0170085 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.120743 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0170085 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0804157 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0170085 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.159668 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.299043 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.32843 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0968611 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.262034 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0968611 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.57557 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0968611 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.0311542 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.144372 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0501261 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.123109 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0501261 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0536846 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0501261 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.00659447 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.058785 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.855579 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.058785 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00950465 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.058785 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.113089 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.199425 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.155434 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.16708 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.155434 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0528088 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0495724 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0237959 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0495724 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0874528 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.16708 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.155434 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0528088 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.280935 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0944387 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0528088 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.177122 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0296544 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.177122 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.349784 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.177122 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0296527 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.177122 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0156913 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.177122 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0296527 # DEPENDENCYPART_SIBL
(14,10),(14,25),0.177122 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.301202 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0641767 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.160346 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0270463 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.160346 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0641767 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.160346 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0535431 # DEPENDENCYPART_SIBL
(14,15),(14,23),-0.160346 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.0641767 # DEPENDENCYPART_SIBL
(14,15),(14,25),-0.160346 # DEPENDENCYPART_SIBL
(14,15),(14,26),-0.0341544 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00208723 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0209447 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00208723 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.00151323 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00208723 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0295676 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.00208723 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.00151323 # DEPENDENCYPART_SIBL
(14,16),(14,25),0.00208723 # DEPENDENCYPART_SIBL
(14,16),(14,26),-0.0129594 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0270463 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.160346 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0641767 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.160346 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0535431 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.160346 # DEPENDENCYPART_SIBL
(14,17),(14,24),0.0641767 # DEPENDENCYPART_SIBL
(14,17),(14,25),-0.160346 # DEPENDENCYPART_SIBL
(14,17),(14,26),-0.0341544 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0570027 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.366696 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0570027 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.261067 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0570027 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.366696 # DEPENDENCYPART_SIBL
(14,18),(14,25),-0.0570027 # DEPENDENCYPART_SIBL
(14,18),(14,26),0.000967085 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0641767 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.160346 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0535431 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.160346 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0641767 # DEPENDENCYPART_SIBL
(14,19),(14,25),-0.160346 # DEPENDENCYPART_SIBL
(14,19),(14,26),-0.0341544 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.00208723 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0295676 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.00208723 # DEPENDENCYPART_SIBL
(14,20),(14,24),0.00151323 # DEPENDENCYPART_SIBL
(14,20),(14,25),0.00208723 # DEPENDENCYPART_SIBL
(14,20),(14,26),-0.0129594 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0535431 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.160346 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0641767 # DEPENDENCYPART_SIBL
(14,21),(14,25),-0.160346 # DEPENDENCYPART_SIBL
(14,21),(14,26),-0.0341544 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00469591 # DEPENDENCYPART_SIBL
(14,22),(14,24),0.599208 # DEPENDENCYPART_SIBL
(14,22),(14,25),-0.00469591 # DEPENDENCYPART_SIBL
(14,22),(14,26),-0.00925059 # DEPENDENCYPART_SIBL
(14,23),(14,24),0.0641767 # DEPENDENCYPART_SIBL
(14,23),(14,25),-0.160346 # DEPENDENCYPART_SIBL
(14,23),(14,26),-0.0341544 # DEPENDENCYPART_SIBL
(14,24),(14,25),0.00208723 # DEPENDENCYPART_SIBL
(14,24),(14,26),-0.0129594 # DEPENDENCYPART_SIBL
(14,25),(14,26),-0.0341544 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.16958 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.168436 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0403543 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.258837 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.00941074 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0442583 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.00941074 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0350827 # DEPENDENCYPART_SIBL
(16,3),(16,22),-0.0334066 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0350827 # DEPENDENCYPART_SIBL
(16,3),(16,26),0.0181124 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.173909 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.083005 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.213055 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0405678 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.00754816 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0405678 # DEPENDENCYPART_SIBL
(16,8),(16,20),-7.87506e-05 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.00512444 # DEPENDENCYPART_SIBL
(16,8),(16,24),-7.87506e-05 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.047937 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0403827 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.258866 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.014603 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0385861 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.014603 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0298721 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0339193 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0298721 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0279804 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.03233 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.021141 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00544072 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.021141 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0657209 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0560994 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0657209 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.0541547 # DEPENDENCYPART_SIBL
(16,15),(16,17),1.16641 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0236093 # DEPENDENCYPART_SIBL
(16,15),(16,19),1.16641 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.083587 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.131559 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.083587 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.145797 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0223441 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.156692 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0699409 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0623724 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0699409 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.0304534 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0513719 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.375273 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.272006 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.375273 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.00664489 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0699409 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0623724 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0699409 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.0304534 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0441295 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.0139372 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.00428023 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.604658 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.00692068 # DEPENDENCYPART_SIBL
(16,24),(16,26),-0.00428023 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.287708 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.258838 # DEPENDENCYPART_SIBL
(20,3),(20,21),0.00942422 # DEPENDENCYPART_SIBL
(20,3),(20,22),-0.0334066 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.00942422 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0350446 # DEPENDENCYPART_SIBL
(20,3),(20,26),0.0181257 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.426803 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.164109 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0297329 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.164109 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0500098 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.316267 # DEPENDENCYPART_SIBL
(20,19),(20,21),1.16662 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.131727 # DEPENDENCYPART_SIBL
(20,19),(20,23),1.16662 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0838683 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.146004 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0625071 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.156528 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0701999 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0302899 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.00210982 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.604707 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.00689045 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0701999 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0302899 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.00418311 # DEPENDENCYPART_SIBL
(24,3),(24,22),0.669168 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.258838 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.00942422 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.0181257 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.1207 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0858026 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.100879 # DEPENDENCYPART_SIBL
(24,23),(24,25),1.16662 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.146004 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0302899 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.15724 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.4567 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0653539 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.334981 # DEPENDENCYPART_GRANDPAR
