# _root_ - La moció de censura , plantejada amb tant de temps , és un interrogant de com sortirà .
#goldHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
#predictedHeads=13,3,13,3,4,7,3,7,8,9,10,7,0,15,13,15,18,16,13,
(15,14),(15,16),0.121934 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.124214 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.14421 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0241671 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00671668 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0319278 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0855977 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0666745 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.089774 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.456485 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.168964 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0836995 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0173931 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.394963 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0130003 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.00572029 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.0959649 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0642922 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.00781664 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.394963 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0735647 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0243142 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0642922 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0895194 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0166598 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.484464 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.167659 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.108069 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0384718 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0143872 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.696967 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.484464 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0443371 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.722986 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0143872 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.106608 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0106075 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.00908354 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0649746 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.112391 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00183889 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0192337 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.370554 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0671537 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0313944 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.00183889 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.221044 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.496486 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0761818 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0114376 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0123333 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0205604 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.188912 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0448562 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0234096 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0123333 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0128852 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0156953 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0815009 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0469398 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0135846 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.298494 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0386482 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.000593802 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0469398 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0019334 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0839304 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0144536 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.014599 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.330631 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0807528 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0371837 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0144536 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0238478 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.164752 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0248134 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.33559 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.073278 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.00843472 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0663592 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0739842 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0524448 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.432726 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0559834 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.657708 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0463036 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0276166 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0557958 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0671537 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0313944 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00183889 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.221044 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.496486 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0278285 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.110785 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0877968 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00148628 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00378983 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.114411 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0236764 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0739842 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0524448 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.117503 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.638481 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.401066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0120262 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0317446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.00778824 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.154283 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.196077 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.60723 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0201994 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0448614 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.110152 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),1.01499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.249782 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.385479 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.0035641 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),2.31049 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0585774 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.109885 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0597823 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.432748 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0204676 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.84061 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.190441 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.155939 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.382584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.927837 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.357167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.59612 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.0764221 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),1.76787 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.72301 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.273443 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0637891 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.199824 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0562063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.487302 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.0601478 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.167081 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.04703 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.167599 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0317059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.589666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0642681 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.2829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.493739 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.267544 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),2.49599 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.625421 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.107131 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.562995 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0371626 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.20277 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-1.06363 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.182045 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0117389 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.665359 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),1.01086 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.18281 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.587724 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.761149 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),2.29156 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.19996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0280931 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.16961 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.400646 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.456883 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.424971 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.18065 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.317487 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.167747 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.42226 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.343263 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.203272 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.527465 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.281189 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.32403 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.478439 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.16779 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.42817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.348441 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-1.37639 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.777324 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.689979 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.499385 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.712327 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.452994 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-1.56845 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.80801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.648405 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-1.84228 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.669665 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.659743 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.86766 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.14746 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-1.36001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),-1.42545 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.95707 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.740439 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.684011 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.759816 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.63111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.987756 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.53068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,3),-1.5816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.617461 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.753758 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.765459 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.311801 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0556661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0840902 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.105006 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0827099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.016689 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.130501 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.728068 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.78908 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0161753 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.158459 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0387131 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.259254 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.107343 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.311223 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.185236 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-1.20088 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.688368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.320442 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0494767 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.137553 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0621245 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.21556 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0940874 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.224601 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.12769 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.183444 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.251394 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.117672 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.0574488 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.30154 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.753774 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.234417 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0753436 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.27403 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.251837 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.177607 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.108754 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.127278 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.227656 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.201191 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.141949 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-1.26036 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.013588 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.122575 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.0910724 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0660413 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.250373 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.238577 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.182831 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.0896259 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.0608202 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-1.42218 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.765459 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.28544 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0284611 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0893758 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0319001 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0308558 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.130501 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0352272 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0402735 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.784776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,6),0.175115 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.18081 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.100747 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0131411 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0386654 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0519652 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.139414 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.83297 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.336016 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.0919943 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.0637444 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-1.19428 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.830787 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.811732 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.706521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.193597 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.0307209 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.215489 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.121452 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.196794 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.174124 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.113186 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.21983 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.140654 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.163224 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0592849 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.782517 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.0806773 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-1.14062 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.785078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,7),-0.19551 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0891464 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0256026 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0542679 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.0727243 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0741772 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.327562 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.111741 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.109237 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-1.20049 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.461293 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-1.05465 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.062969 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-1.22857 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.822664 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.679927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,6),0.112917 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.146339 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.278631 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.141614 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.00118315 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.193181 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.0380818 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.0385886 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.222093 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.0224014 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.662279 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-1.206 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.325946 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.190764 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.64869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-1.15257 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.47435 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.180314 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.142756 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.482407 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.335823 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.12319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.34896 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0458531 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-1.0467 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.15019 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.674429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.896038 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0694593 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.229619 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.14289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0852587 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0212119 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.40546 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.0716331 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.171016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.343272 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.137548 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.996503 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.32632 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.64862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.146505 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0235732 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.329208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.293232 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.253163 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.569783 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.118804 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.721763 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.0754792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.10393 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0908411 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.00374333 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.143629 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0631266 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.134811 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.468058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0435096 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.491658 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.110218 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-1.10787 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.33071 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.641214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,6),-0.166615 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.128124 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.152894 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0445742 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.549784 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.0641141 # DEPENDENCYPART_GRANDPAR
