# _root_ Els antecedents dels Pastorets de l' Ametlla_de_Merola es remunten a l' any_1878 , quan a iniciativa de les Germanes_Dominiques , van començar les representacions durant la Missa_del_Gall .
#goldHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
#predictedHeads=2,9,2,3,4,7,5,9,0,9,12,10,22,22,22,15,16,19,17,15,22,12,24,22,22,27,25,9,
(16,17),(16,21),-0.0142662 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0324554 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.0310188 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0125939 # DEPENDENCYPART_SIBL
(16,17),(16,28),-0.015156 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0216901 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.00670104 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0252676 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.0170395 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.0301898 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.0129945 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0488064 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0443148 # DEPENDENCYPART_SIBL
(16,20),(16,24),0.336891 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.153596 # DEPENDENCYPART_SIBL
(16,20),(16,28),0.00949533 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0596879 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.00454458 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.0680756 # DEPENDENCYPART_SIBL
(16,21),(16,28),0.0152716 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.00462206 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0739715 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.0260674 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.0225894 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0146268 # DEPENDENCYPART_SIBL
(16,25),(16,28),0.12681 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.128582 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00508228 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.084777 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0850941 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0345918 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.461892 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.475519 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00702022 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0176086 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.264696 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.170511 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0918115 # DEPENDENCYPART_SIBL
(19,2),(19,20),-2.36018e-05 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0546835 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0218099 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.00132712 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.0642112 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.0508953 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.115886 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0447434 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.154859 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.11033 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0354215 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.0602209 # DEPENDENCYPART_SIBL
(19,9),(19,28),0.0163169 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0258966 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0890784 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.000979217 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0699138 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0716079 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.00868291 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0608363 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0563447 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.348512 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.159201 # DEPENDENCYPART_SIBL
(19,20),(19,28),0.006744 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.074099 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.00408151 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0707942 # DEPENDENCYPART_SIBL
(19,21),(19,28),0.00808518 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0132481 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0766901 # DEPENDENCYPART_SIBL
(19,22),(19,28),0.018881 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0328768 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.00581548 # DEPENDENCYPART_SIBL
(19,25),(19,28),0.137379 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.124628 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.138856 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0604421 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.124628 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.241668 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0150592 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.138856 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0447052 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0270221 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.180416 # DEPENDENCYPART_SIBL
(21,9),(21,28),0.0743162 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.28212 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0604213 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.00239064 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0346274 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0443046 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.28212 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0325212 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0224155 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.0681927 # DEPENDENCYPART_SIBL
(21,10),(21,28),0.0440623 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.398778 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.108097 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0482683 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.116161 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.328342 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0388425 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0140878 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.180844 # DEPENDENCYPART_SIBL
(21,13),(21,28),-0.408469 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.14355 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.420251 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.125456 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.280425 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0168174 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0723387 # DEPENDENCYPART_SIBL
(21,14),(21,25),0.291935 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.0700525 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0346274 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0443046 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.28212 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0325212 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0224155 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0681927 # DEPENDENCYPART_SIBL
(21,15),(21,28),0.0440623 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.000272435 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.344214 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0318737 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0728988 # DEPENDENCYPART_SIBL
(21,17),(21,25),0.137012 # DEPENDENCYPART_SIBL
(21,17),(21,28),0.0583877 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.483343 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00162625 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00253066 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.156765 # DEPENDENCYPART_SIBL
(21,19),(21,28),0.0902694 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0388425 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0140878 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.180844 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.408469 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0109894 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0558273 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0268389 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.049295 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.00297053 # DEPENDENCYPART_SIBL
(21,25),(21,28),0.0869143 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.225647 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.613114 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.00588189 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.26916 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.122946 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.42685 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.108394 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.26916 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.615506 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.225647 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.110089 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.612656 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.42685 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.000279498 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.140486 # DEPENDENCYPART_SIBL
(22,2),(22,25),0.055214 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.146785 # DEPENDENCYPART_SIBL
(22,2),(22,28),0.22316 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.0457116 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0743644 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.140378 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0231497 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.319865 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.143112 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.140378 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.0381014 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0826065 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.111085 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0470858 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.319865 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0199371 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.104076 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.109145 # DEPENDENCYPART_SIBL
(22,5),(22,27),0.110208 # DEPENDENCYPART_SIBL
(22,5),(22,28),0.229286 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.00689878 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.26791 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.124372 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.428275 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.115204 # DEPENDENCYPART_SIBL
(22,7),(22,15),0.26791 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.616932 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.224311 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.111515 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.614082 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.428275 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.00129639 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.140399 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.0571697 # DEPENDENCYPART_SIBL
(22,7),(22,27),0.146698 # DEPENDENCYPART_SIBL
(22,7),(22,28),0.219063 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.366628 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0263439 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0868901 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.00837303 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.366628 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0924037 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.445101 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0117245 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0959334 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0868901 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.056818 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.0947254 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.0827751 # DEPENDENCYPART_SIBL
(22,9),(22,27),0.100856 # DEPENDENCYPART_SIBL
(22,9),(22,28),0.149029 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0519587 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.223186 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.00656946 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.227393 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.132988 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.169398 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0496178 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.141982 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.223186 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.0413804 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.191161 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0497856 # DEPENDENCYPART_SIBL
(22,10),(22,27),0.197295 # DEPENDENCYPART_SIBL
(22,10),(22,28),0.252123 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.195111 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0332764 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.232416 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.0517774 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.188179 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0518764 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0540743 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.195111 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.113396 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.115018 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.00552887 # DEPENDENCYPART_SIBL
(22,12),(22,27),0.121168 # DEPENDENCYPART_SIBL
(22,12),(22,28),0.113925 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.321155 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.172965 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0567097 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0887742 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0437258 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0523783 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.38992 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.16417 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0906927 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0985131 # DEPENDENCYPART_SIBL
(22,13),(22,27),0.121248 # DEPENDENCYPART_SIBL
(22,13),(22,28),-0.329625 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.197893 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0636016 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.44515 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.106542 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.067677 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.345278 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.31417 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.0817833 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.0835824 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0879127 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.0973882 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.132988 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.169398 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0496178 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.141982 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.223186 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0413804 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.191161 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0497856 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.197295 # DEPENDENCYPART_SIBL
(22,15),(22,28),0.252123 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.216994 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.116653 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.624103 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.430253 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.00437738 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.129516 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0348028 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.135815 # DEPENDENCYPART_SIBL
(22,16),(22,28),0.2255 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.111085 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0470858 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.319865 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0199371 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.104076 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.109145 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.110208 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.229286 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.03878 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.108254 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0488716 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.00695072 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.000286845 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0140967 # DEPENDENCYPART_SIBL
(22,18),(22,28),0.0223376 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.427536 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00296093 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.14213 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0581838 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.148429 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.221932 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.16417 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0906927 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0985131 # DEPENDENCYPART_SIBL
(22,20),(22,27),0.121248 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.329625 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.196145 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.15803 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.202276 # DEPENDENCYPART_SIBL
(22,21),(22,28),0.369104 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.077577 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.213524 # DEPENDENCYPART_SIBL
(22,24),(22,28),0.113846 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.016274 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.0274102 # DEPENDENCYPART_SIBL
(22,27),(22,28),0.118007 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.287066 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.337135 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.240514 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.121505 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0911517 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.010172 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0911517 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.00713155 # DEPENDENCYPART_SIBL
(24,5),(24,27),-0.00675513 # DEPENDENCYPART_SIBL
(24,5),(24,28),-0.01492 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0911517 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.010172 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0911517 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.00713155 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.00675513 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.01492 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0303061 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.850715 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0753451 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0954828 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0265418 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.111375 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0572058 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0313921 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0813285 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0753451 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0954828 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0265418 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0324824 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.121757 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0101459 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.240381 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0317415 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0340984 # DEPENDENCYPART_SIBL
(25,23),(25,28),0.0827603 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0254209 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0348033 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.0289388 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.114685 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.0101277 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.00724291 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.100423 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.824519 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.00868291 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.0357353 # DEPENDENCYPART_SIBL
(27,25),(27,28),0.0333124 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.0250708 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.274687 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.032436 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0756924 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0330945 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0575135 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0256581 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.358709 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0698887 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.347624 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.080726 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.054579 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.424352 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.760927 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.0256995 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),-0.0784472 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),-0.0606364 # DEPENDENCYPART_GRANDPAR
(0,2),(2,28),2.50525 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0194348 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),1.06514 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.394158 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.04813 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.133867 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.695109 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0634559 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),1.66961 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.173668 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.189087 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.47528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.265768 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.116342 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.056071 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.0190918 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.552008 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.9481 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.217661 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.121506 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),0.0318872 # DEPENDENCYPART_GRANDPAR
(0,9),(9,27),-0.0667216 # DEPENDENCYPART_GRANDPAR
(0,9),(9,28),2.53763 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.109969 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.141731 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.838644 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.863868 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.581166 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.211708 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.0742156 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.915372 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.103911 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),0.0597172 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.0095515 # DEPENDENCYPART_GRANDPAR
(0,21),(21,28),2.39243 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),1.19144 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.0184833 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.189755 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.154432 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.0299717 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.0539255 # DEPENDENCYPART_GRANDPAR
