# _root_ L' Ajuntament_de_Girona està preparant la redacció d' un nou Pla_General que , segons ha explicat l' alcalde , podria estar llest a finals del 2001 .
#goldHeads=2,4,4,0,6,4,6,10,10,7,20,15,15,15,20,17,15,15,20,10,20,20,22,23,24,4,
#predictedHeads=2,4,4,0,6,4,6,10,10,7,15,15,15,15,10,17,15,15,20,15,20,20,22,23,24,4,
(10,17),(10,26),-0.0362025 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0596582 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0243735 # DEPENDENCYPART_SIBL
(10,18),(10,21),0.0113328 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.00033755 # DEPENDENCYPART_SIBL
(10,18),(10,25),0.0303988 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.006744 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0511722 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.00860652 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.000770658 # DEPENDENCYPART_SIBL
(10,19),(10,25),0.0471821 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.0315701 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.0104587 # DEPENDENCYPART_SIBL
(10,20),(10,24),0.00557494 # DEPENDENCYPART_SIBL
(10,20),(10,25),0.0506871 # DEPENDENCYPART_SIBL
(10,20),(10,26),0.058316 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0470518 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.014132 # DEPENDENCYPART_SIBL
(10,21),(10,26),-0.0225063 # DEPENDENCYPART_SIBL
(10,24),(10,25),0.00610725 # DEPENDENCYPART_SIBL
(10,24),(10,26),0.0207213 # DEPENDENCYPART_SIBL
(10,25),(10,26),0.0890615 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.326372 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0944991 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.12453 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0985062 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.0373031 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.17054 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0458209 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.00154669 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0538918 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0374071 # DEPENDENCYPART_SIBL
(14,3),(14,26),0.219907 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.113506 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.107985 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0320399 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0729854 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.00988072 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0299717 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0254667 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0405114 # DEPENDENCYPART_SIBL
(14,4),(14,26),0.13262 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.463977 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.275331 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.226384 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0454588 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0976764 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.169362 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.311993 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.272802 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.878866 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.039005 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.153723 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0754594 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0608971 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0229388 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.466158 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.148069 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.212303 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0411408 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0160783 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0113152 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0356746 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.162568 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0203402 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0551808 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0884763 # DEPENDENCYPART_SIBL
(14,17),(14,26),0.0880946 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0669576 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0883231 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.181053 # DEPENDENCYPART_SIBL
(14,18),(14,26),-0.0309568 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0477724 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.000914914 # DEPENDENCYPART_SIBL
(14,19),(14,26),5.40964e-05 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.00884792 # DEPENDENCYPART_SIBL
(14,20),(14,26),0.0271035 # DEPENDENCYPART_SIBL
(14,22),(14,26),0.0685968 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0611738 # DEPENDENCYPART_SIBL
(15,2),(15,4),-0.0336803 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.751408 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0253445 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.184744 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.7502 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.738503 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.522512 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0509924 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0991298 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0548071 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0042249 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.00727091 # DEPENDENCYPART_SIBL
(15,2),(15,20),0.00181839 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.060068 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.0262247 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.10014 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.00759332 # DEPENDENCYPART_SIBL
(15,2),(15,26),0.0414606 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.159403 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.00853727 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.170065 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.0555585 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.00730772 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.310499 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.168919 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.00643562 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.391351 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.0466114 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0873213 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0496424 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00781914 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.026861 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0264395 # DEPENDENCYPART_SIBL
(15,3),(15,24),-0.133296 # DEPENDENCYPART_SIBL
(15,3),(15,25),0.0758074 # DEPENDENCYPART_SIBL
(15,3),(15,26),0.14005 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0379028 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.108214 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0638986 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.0366732 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.303088 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.181168 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.00474897 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.342932 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0543898 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0285359 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0803358 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0228743 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0667172 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.025815 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.169492 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.0409434 # DEPENDENCYPART_SIBL
(15,4),(15,26),0.0496794 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.022494 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.181895 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.744872 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.733725 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.514538 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0538412 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.100126 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.066878 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.00299831 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0147618 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00567247 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0603768 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.0538558 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.119221 # DEPENDENCYPART_SIBL
(15,6),(15,25),-0.0131364 # DEPENDENCYPART_SIBL
(15,6),(15,26),0.041708 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.070002 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.00453868 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.524708 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.39827 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0412803 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0305165 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0117517 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0329287 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.027424 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.00443339 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0820693 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0839336 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.148262 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.0190981 # DEPENDENCYPART_SIBL
(15,7),(15,26),0.015826 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0268771 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.287939 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.202562 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.113695 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0533346 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0387839 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0460885 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.015697 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0560705 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0701098 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0506592 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.112775 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.00657003 # DEPENDENCYPART_SIBL
(15,9),(15,26),0.0359316 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.740509 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.523423 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0500771 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0911271 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0766919 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0177504 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0254164 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0163271 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0766686 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0595477 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.131839 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0213342 # DEPENDENCYPART_SIBL
(15,10),(15,26),0.0284048 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.548406 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.251387 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.268613 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0516411 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0214218 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.047377 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0258704 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0628687 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0538162 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.144998 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.122004 # DEPENDENCYPART_SIBL
(15,11),(15,26),-0.473607 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.983676 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.238744 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.000966418 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.187537 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.113267 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0970684 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.130912 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0611297 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0800683 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.0167841 # DEPENDENCYPART_SIBL
(15,12),(15,26),-0.515392 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.335816 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0678365 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.342362 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0752278 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.048605 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0324602 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0359378 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0883646 # DEPENDENCYPART_SIBL
(15,13),(15,25),-0.00756389 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0329547 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0460381 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.155317 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0395727 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0375708 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0980538 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00845254 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.210443 # DEPENDENCYPART_SIBL
(15,14),(15,25),-0.00369247 # DEPENDENCYPART_SIBL
(15,14),(15,26),0.312522 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0898406 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0933105 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0570883 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0452881 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.024412 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.0816517 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.0277174 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.0269057 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0829084 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0601548 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0694149 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.268801 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.2119 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.126815 # DEPENDENCYPART_SIBL
(15,18),(15,26),-0.140956 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0498805 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0139803 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.00582466 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.0533477 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.0076245 # DEPENDENCYPART_SIBL
(15,19),(15,26),0.011159 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0126819 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00281513 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0459622 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0116219 # DEPENDENCYPART_SIBL
(15,20),(15,26),0.0395659 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.168297 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0954819 # DEPENDENCYPART_SIBL
(15,21),(15,25),-0.0784423 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.0432196 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0938058 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0220112 # DEPENDENCYPART_SIBL
(15,22),(15,26),0.0161567 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.0986643 # DEPENDENCYPART_SIBL
(15,24),(15,26),-0.060411 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.00258095 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.14265 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.129701 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0105894 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.141418 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.120599 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0544733 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.129061 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0992215 # DEPENDENCYPART_SIBL
(17,3),(17,21),-0.131035 # DEPENDENCYPART_SIBL
(17,3),(17,22),-0.110872 # DEPENDENCYPART_SIBL
(17,3),(17,24),-0.0523418 # DEPENDENCYPART_SIBL
(17,3),(17,25),-0.0108245 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.107715 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0224094 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.167763 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.126614 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0576538 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.123266 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0934261 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.130219 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0879047 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.047769 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.00762625 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.000996399 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0140999 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0968096 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0364889 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0420691 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.027451 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0327679 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.00727765 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.00891194 # DEPENDENCYPART_SIBL
(17,7),(17,25),0.0570539 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.173744 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0962657 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0425418 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.132497 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0928164 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.179622 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.1115 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0994155 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0612846 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.124529 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.052092 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.129734 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0998524 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.123053 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0894618 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0509633 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.00557636 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0832303 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.107781 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.140921 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.120037 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.223078 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.383352 # DEPENDENCYPART_SIBL
(17,16),(17,25),0.236349 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.181637 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.146363 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.116655 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.116303 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.142761 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0994345 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0453689 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.00777978 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0354336 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.013637 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.0438591 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.00963197 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.0411088 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.00883269 # DEPENDENCYPART_SIBL
(17,20),(17,25),0.047364 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0282698 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0435559 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0180636 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.114114 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.154305 # DEPENDENCYPART_SIBL
(17,24),(17,25),0.0612704 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0983583 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.00350419 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.740385 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.739177 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.714805 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0418256 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.129694 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0108122 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.750692 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.489837 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0401602 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0434004 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0157455 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0416575 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.00732015 # DEPENDENCYPART_SIBL
(19,2),(19,26),-0.0186298 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.110579 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.00948029 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0107098 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.276219 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.010168 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.342166 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.109542 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0163456 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.132233 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0160714 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00571537 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0019721 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0828435 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.0786569 # DEPENDENCYPART_SIBL
(19,3),(19,26),0.0887056 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0198852 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0186557 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.268808 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0084814 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.293747 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0744302 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0130199 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.144482 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0146221 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0455716 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0013476 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.119039 # DEPENDENCYPART_SIBL
(19,4),(19,25),0.043793 # DEPENDENCYPART_SIBL
(19,4),(19,26),-0.00166517 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.733849 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.710027 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0446744 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.13069 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.00982311 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.745364 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.481863 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0476511 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0437092 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0118857 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.060738 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0128632 # DEPENDENCYPART_SIBL
(19,6),(19,26),-0.0183824 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.716811 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0409103 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.121691 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.00392498 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.749124 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.490749 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0583057 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0600011 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0175775 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0733566 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0210611 # DEPENDENCYPART_SIBL
