# _root_ Les coses han canviat molt des_d' aleshores : en_vigílies dels comicis del 1977 , el PSUC podia mirar de_tu_a_tu un partit socialista constituït recentment ; avui , Iniciativa lluita per la_seva supervivència i el PSC ocupa una posició hegemònica .
#goldHeads=2,4,4,0,4,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,18,29,32,30,29,35,36,29,38,36,38,4,
#predictedHeads=2,4,4,29,6,4,6,18,18,9,10,11,12,9,16,18,18,4,18,21,18,21,21,23,18,29,26,29,0,29,32,30,32,35,36,29,38,36,38,29,
(36,9),(36,16),0.0168232 # DEPENDENCYPART_SIBL
(36,9),(36,17),0.137614 # DEPENDENCYPART_SIBL
(36,9),(36,18),0.0476799 # DEPENDENCYPART_SIBL
(36,9),(36,19),-0.0229892 # DEPENDENCYPART_SIBL
(36,9),(36,21),0.0130726 # DEPENDENCYPART_SIBL
(36,9),(36,23),-0.0299741 # DEPENDENCYPART_SIBL
(36,9),(36,24),-0.0187354 # DEPENDENCYPART_SIBL
(36,9),(36,26),-0.0283497 # DEPENDENCYPART_SIBL
(36,9),(36,28),0.0121665 # DEPENDENCYPART_SIBL
(36,9),(36,29),0.0440306 # DEPENDENCYPART_SIBL
(36,9),(36,30),-0.0138453 # DEPENDENCYPART_SIBL
(36,9),(36,32),0.0168232 # DEPENDENCYPART_SIBL
(36,9),(36,33),0.0176425 # DEPENDENCYPART_SIBL
(36,9),(36,34),-0.0267851 # DEPENDENCYPART_SIBL
(36,9),(36,35),0.00156513 # DEPENDENCYPART_SIBL
(36,9),(36,38),-0.0391432 # DEPENDENCYPART_SIBL
(36,9),(36,39),0.0162106 # DEPENDENCYPART_SIBL
(36,9),(36,40),0.00576964 # DEPENDENCYPART_SIBL
(36,16),(36,17),0.0532803 # DEPENDENCYPART_SIBL
(36,16),(36,18),0.004492 # DEPENDENCYPART_SIBL
(36,16),(36,19),-0.0345427 # DEPENDENCYPART_SIBL
(36,16),(36,21),-0.732725 # DEPENDENCYPART_SIBL
(36,16),(36,23),-0.176919 # DEPENDENCYPART_SIBL
(36,16),(36,24),-0.0434994 # DEPENDENCYPART_SIBL
(36,16),(36,26),-0.0848708 # DEPENDENCYPART_SIBL
(36,16),(36,28),-0.732356 # DEPENDENCYPART_SIBL
(36,16),(36,29),-0.00192267 # DEPENDENCYPART_SIBL
(36,16),(36,30),-0.0692036 # DEPENDENCYPART_SIBL
(36,16),(36,32),-0.729506 # DEPENDENCYPART_SIBL
(36,16),(36,33),-0.0331204 # DEPENDENCYPART_SIBL
(36,16),(36,34),-0.175926 # DEPENDENCYPART_SIBL
(36,16),(36,35),-0.744631 # DEPENDENCYPART_SIBL
(36,16),(36,38),-0.0182619 # DEPENDENCYPART_SIBL
(36,16),(36,39),-0.0220674 # DEPENDENCYPART_SIBL
(36,16),(36,40),-0.00315116 # DEPENDENCYPART_SIBL
(36,17),(36,18),-0.052065 # DEPENDENCYPART_SIBL
(36,17),(36,19),0.0202866 # DEPENDENCYPART_SIBL
(36,17),(36,21),0.000992416 # DEPENDENCYPART_SIBL
(36,17),(36,23),-0.0397741 # DEPENDENCYPART_SIBL
(36,17),(36,24),0.0174066 # DEPENDENCYPART_SIBL
(36,17),(36,26),0.00683249 # DEPENDENCYPART_SIBL
(36,17),(36,28),0.000360322 # DEPENDENCYPART_SIBL
(36,17),(36,29),-0.0618923 # DEPENDENCYPART_SIBL
(36,17),(36,30),-0.128071 # DEPENDENCYPART_SIBL
(36,17),(36,32),0.00388998 # DEPENDENCYPART_SIBL
(36,17),(36,33),0.0634595 # DEPENDENCYPART_SIBL
(36,17),(36,34),-0.0662919 # DEPENDENCYPART_SIBL
(36,17),(36,35),-0.00686241 # DEPENDENCYPART_SIBL
(36,17),(36,38),0.0244625 # DEPENDENCYPART_SIBL
(36,17),(36,39),0.0072054 # DEPENDENCYPART_SIBL
(36,17),(36,40),0.0579806 # DEPENDENCYPART_SIBL
(36,18),(36,19),0.0386844 # DEPENDENCYPART_SIBL
(36,18),(36,21),0.0122355 # DEPENDENCYPART_SIBL
(36,18),(36,23),-0.0254832 # DEPENDENCYPART_SIBL
(36,18),(36,24),0.0358044 # DEPENDENCYPART_SIBL
(36,18),(36,26),0.0252303 # DEPENDENCYPART_SIBL
(36,18),(36,28),0.0116034 # DEPENDENCYPART_SIBL
(36,18),(36,29),-0.0552613 # DEPENDENCYPART_SIBL
(36,18),(36,30),-0.0815333 # DEPENDENCYPART_SIBL
(36,18),(36,32),0.0151331 # DEPENDENCYPART_SIBL
(36,18),(36,33),0.0760555 # DEPENDENCYPART_SIBL
(36,18),(36,34),-0.0517489 # DEPENDENCYPART_SIBL
(36,18),(36,35),0.00438071 # DEPENDENCYPART_SIBL
(36,18),(36,38),-0.0040067 # DEPENDENCYPART_SIBL
(36,18),(36,39),0.00105703 # DEPENDENCYPART_SIBL
(36,18),(36,40),0.0250677 # DEPENDENCYPART_SIBL
(36,19),(36,21),0.0130726 # DEPENDENCYPART_SIBL
(36,19),(36,23),-0.0299741 # DEPENDENCYPART_SIBL
(36,19),(36,24),-0.0187354 # DEPENDENCYPART_SIBL
(36,19),(36,26),-0.0283497 # DEPENDENCYPART_SIBL
(36,19),(36,28),0.0121665 # DEPENDENCYPART_SIBL
(36,19),(36,29),0.0440306 # DEPENDENCYPART_SIBL
(36,19),(36,30),-0.0138453 # DEPENDENCYPART_SIBL
(36,19),(36,32),0.0168232 # DEPENDENCYPART_SIBL
(36,19),(36,33),0.0176425 # DEPENDENCYPART_SIBL
(36,19),(36,34),-0.0267851 # DEPENDENCYPART_SIBL
(36,19),(36,35),0.00156513 # DEPENDENCYPART_SIBL
(36,19),(36,38),-0.0391432 # DEPENDENCYPART_SIBL
(36,19),(36,39),0.0162106 # DEPENDENCYPART_SIBL
(36,19),(36,40),0.00576964 # DEPENDENCYPART_SIBL
(36,21),(36,23),-0.177131 # DEPENDENCYPART_SIBL
(36,21),(36,24),-0.0213231 # DEPENDENCYPART_SIBL
(36,21),(36,26),-0.0626944 # DEPENDENCYPART_SIBL
(36,21),(36,28),-0.735347 # DEPENDENCYPART_SIBL
(36,21),(36,29),-0.0175552 # DEPENDENCYPART_SIBL
(36,21),(36,30),-0.0735186 # DEPENDENCYPART_SIBL
(36,21),(36,32),-0.732497 # DEPENDENCYPART_SIBL
(36,21),(36,33),-0.03336 # DEPENDENCYPART_SIBL
(36,21),(36,34),-0.176137 # DEPENDENCYPART_SIBL
(36,21),(36,35),-0.747622 # DEPENDENCYPART_SIBL
(36,21),(36,38),-0.0287504 # DEPENDENCYPART_SIBL
(36,21),(36,39),-0.0389606 # DEPENDENCYPART_SIBL
(36,21),(36,40),-0.0418926 # DEPENDENCYPART_SIBL
(36,23),(36,24),0.021921 # DEPENDENCYPART_SIBL
(36,23),(36,26),0.0242456 # DEPENDENCYPART_SIBL
(36,23),(36,28),-0.028676 # DEPENDENCYPART_SIBL
(36,23),(36,29),-0.016167 # DEPENDENCYPART_SIBL
(36,23),(36,30),-0.0684254 # DEPENDENCYPART_SIBL
(36,23),(36,32),-0.0263791 # DEPENDENCYPART_SIBL
(36,23),(36,33),0.109755 # DEPENDENCYPART_SIBL
(36,23),(36,34),-0.199405 # DEPENDENCYPART_SIBL
(36,23),(36,35),-0.0389661 # DEPENDENCYPART_SIBL
(36,23),(36,38),-0.0301278 # DEPENDENCYPART_SIBL
(36,23),(36,39),-0.0504738 # DEPENDENCYPART_SIBL
(36,23),(36,40),-0.0153134 # DEPENDENCYPART_SIBL
(36,24),(36,26),-0.0400171 # DEPENDENCYPART_SIBL
(36,24),(36,28),0.00568013 # DEPENDENCYPART_SIBL
(36,24),(36,29),0.0480349 # DEPENDENCYPART_SIBL
(36,24),(36,30),-0.026774 # DEPENDENCYPART_SIBL
(36,24),(36,32),0.0103369 # DEPENDENCYPART_SIBL
(36,24),(36,33),0.00568373 # DEPENDENCYPART_SIBL
(36,24),(36,34),-0.0311804 # DEPENDENCYPART_SIBL
(36,24),(36,35),-0.00492124 # DEPENDENCYPART_SIBL
(36,24),(36,38),-0.045085 # DEPENDENCYPART_SIBL
(36,24),(36,39),0.0078447 # DEPENDENCYPART_SIBL
(36,24),(36,40),-0.00194399 # DEPENDENCYPART_SIBL
(36,26),(36,28),0.0223634 # DEPENDENCYPART_SIBL
(36,26),(36,29),-0.0150765 # DEPENDENCYPART_SIBL
(36,26),(36,30),-0.0401488 # DEPENDENCYPART_SIBL
(36,26),(36,32),0.0270201 # DEPENDENCYPART_SIBL
(36,26),(36,33),0.0105558 # DEPENDENCYPART_SIBL
(36,26),(36,34),-0.0591697 # DEPENDENCYPART_SIBL
(36,26),(36,35),0.011762 # DEPENDENCYPART_SIBL
(36,26),(36,38),-0.084729 # DEPENDENCYPART_SIBL
(36,26),(36,39),-0.00694222 # DEPENDENCYPART_SIBL
(36,26),(36,40),-0.0348041 # DEPENDENCYPART_SIBL
(36,28),(36,29),-0.00885563 # DEPENDENCYPART_SIBL
(36,28),(36,30),-0.0784136 # DEPENDENCYPART_SIBL
(36,28),(36,32),-0.740267 # DEPENDENCYPART_SIBL
(36,28),(36,33),-0.049627 # DEPENDENCYPART_SIBL
(36,28),(36,34),-0.181803 # DEPENDENCYPART_SIBL
(36,28),(36,35),-0.755392 # DEPENDENCYPART_SIBL
(36,28),(36,38),-0.030883 # DEPENDENCYPART_SIBL
(36,28),(36,39),-0.0295213 # DEPENDENCYPART_SIBL
(36,28),(36,40),0.000417784 # DEPENDENCYPART_SIBL
(36,29),(36,30),-0.134858 # DEPENDENCYPART_SIBL
(36,29),(36,32),-0.00592253 # DEPENDENCYPART_SIBL
(36,29),(36,33),0.057073 # DEPENDENCYPART_SIBL
(36,29),(36,34),-0.0728372 # DEPENDENCYPART_SIBL
(36,29),(36,35),-0.0166749 # DEPENDENCYPART_SIBL
(36,29),(36,38),-0.0251208 # DEPENDENCYPART_SIBL
(36,29),(36,39),-0.00922481 # DEPENDENCYPART_SIBL
(36,29),(36,40),0.0351026 # DEPENDENCYPART_SIBL
(36,30),(36,32),0.0121692 # DEPENDENCYPART_SIBL
(36,30),(36,33),0.2912 # DEPENDENCYPART_SIBL
(36,30),(36,34),-0.105704 # DEPENDENCYPART_SIBL
(36,30),(36,35),-0.00548247 # DEPENDENCYPART_SIBL
(36,30),(36,38),0.0185563 # DEPENDENCYPART_SIBL
(36,30),(36,39),-0.0113373 # DEPENDENCYPART_SIBL
(36,30),(36,40),-0.0147538 # DEPENDENCYPART_SIBL
(36,32),(36,33),-0.0331204 # DEPENDENCYPART_SIBL
(36,32),(36,34),-0.175926 # DEPENDENCYPART_SIBL
(36,32),(36,35),-0.744631 # DEPENDENCYPART_SIBL
(36,32),(36,38),-0.0182619 # DEPENDENCYPART_SIBL
(36,32),(36,39),-0.0220674 # DEPENDENCYPART_SIBL
(36,32),(36,40),-0.00315124 # DEPENDENCYPART_SIBL
(36,33),(36,34),-0.190115 # DEPENDENCYPART_SIBL
(36,33),(36,35),-0.00851641 # DEPENDENCYPART_SIBL
(36,33),(36,38),-0.135557 # DEPENDENCYPART_SIBL
(36,33),(36,39),-0.0664366 # DEPENDENCYPART_SIBL
(36,33),(36,40),-0.0011288 # DEPENDENCYPART_SIBL
(36,34),(36,35),-0.0146308 # DEPENDENCYPART_SIBL
(36,34),(36,38),0.00876021 # DEPENDENCYPART_SIBL
(36,34),(36,39),0.0284799 # DEPENDENCYPART_SIBL
(36,34),(36,40),-0.115497 # DEPENDENCYPART_SIBL
(36,35),(36,38),-0.0376178 # DEPENDENCYPART_SIBL
(36,35),(36,39),-0.0330968 # DEPENDENCYPART_SIBL
(36,35),(36,40),-0.0485359 # DEPENDENCYPART_SIBL
(36,38),(36,39),-0.041141 # DEPENDENCYPART_SIBL
(36,38),(36,40),-0.0428111 # DEPENDENCYPART_SIBL
(36,39),(36,40),-0.0204478 # DEPENDENCYPART_SIBL
(38,34),(38,37),-0.688956 # DEPENDENCYPART_SIBL
(38,34),(38,39),0.0753314 # DEPENDENCYPART_SIBL
(38,34),(38,40),-0.0138619 # DEPENDENCYPART_SIBL
(38,37),(38,39),0.186863 # DEPENDENCYPART_SIBL
(38,37),(38,40),0.144573 # DEPENDENCYPART_SIBL
(38,39),(38,40),-0.0114556 # DEPENDENCYPART_SIBL
(0,3),(3,2),0.678627 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.699232 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0755311 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.179288 # DEPENDENCYPART_GRANDPAR
(0,3),(3,40),2.84022 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.00495189 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.701509 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.1674 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0552586 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.197372 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.223308 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.35072 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.256754 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.116744 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0188849 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.320088 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.199381 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.413792 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.245786 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.414065 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.157489 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.0854827 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.325533 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),0.0950145 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.344382 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),0.252889 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),0.649692 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.724029 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),0.97459 # DEPENDENCYPART_GRANDPAR
(0,4),(4,29),0.382264 # DEPENDENCYPART_GRANDPAR
(0,4),(4,30),0.508657 # DEPENDENCYPART_GRANDPAR
(0,4),(4,32),0.310223 # DEPENDENCYPART_GRANDPAR
(0,4),(4,33),-0.199106 # DEPENDENCYPART_GRANDPAR
(0,4),(4,35),0.118593 # DEPENDENCYPART_GRANDPAR
(0,4),(4,36),-0.397968 # DEPENDENCYPART_GRANDPAR
(0,4),(4,38),-0.574997 # DEPENDENCYPART_GRANDPAR
(0,4),(4,40),2.88144 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.706184 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),1.19192 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.652772 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.240265 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.057174 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.535714 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.488774 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.0511369 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.443818 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.101275 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.708446 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.523761 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.758747 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.564541 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.155751 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.194499 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.139207 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.385431 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.135869 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.290658 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),0.306111 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),0.703416 # DEPENDENCYPART_GRANDPAR
(0,17),(17,27),-0.669288 # DEPENDENCYPART_GRANDPAR
(0,17),(17,28),1.03449 # DEPENDENCYPART_GRANDPAR
(0,17),(17,29),0.419274 # DEPENDENCYPART_GRANDPAR
(0,17),(17,30),0.561337 # DEPENDENCYPART_GRANDPAR
(0,17),(17,33),-0.147802 # DEPENDENCYPART_GRANDPAR
(0,17),(17,36),-0.360957 # DEPENDENCYPART_GRANDPAR
(0,17),(17,40),2.93096 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.699484 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),1.19202 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.652873 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.229446 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.0578507 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.524895 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.509097 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.0403176 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.444495 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.107974 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.709123 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.529205 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.783223 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.567066 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.149051 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.37344 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.108179 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.357342 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.326929 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.124822 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.321686 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.298783 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),0.672388 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.675672 # DEPENDENCYPART_GRANDPAR
(0,18),(18,28),1.0064 # DEPENDENCYPART_GRANDPAR
(0,18),(18,29),0.418108 # DEPENDENCYPART_GRANDPAR
(0,18),(18,30),0.543761 # DEPENDENCYPART_GRANDPAR
(0,18),(18,32),0.342031 # DEPENDENCYPART_GRANDPAR
(0,18),(18,33),-0.156498 # DEPENDENCYPART_GRANDPAR
(0,18),(18,35),0.150402 # DEPENDENCYPART_GRANDPAR
(0,18),(18,36),-0.362124 # DEPENDENCYPART_GRANDPAR
(0,18),(18,38),-0.543188 # DEPENDENCYPART_GRANDPAR
(0,18),(18,40),2.9338 # DEPENDENCYPART_GRANDPAR
(0,29),(29,2),0.714865 # DEPENDENCYPART_GRANDPAR
(0,29),(29,3),1.1925 # DEPENDENCYPART_GRANDPAR
(0,29),(29,4),0.653352 # DEPENDENCYPART_GRANDPAR
(0,29),(29,5),-0.222947 # DEPENDENCYPART_GRANDPAR
(0,29),(29,6),-0.0564197 # DEPENDENCYPART_GRANDPAR
(0,29),(29,7),-0.518396 # DEPENDENCYPART_GRANDPAR
(0,29),(29,8),-0.499706 # DEPENDENCYPART_GRANDPAR
(0,29),(29,9),-0.0338193 # DEPENDENCYPART_GRANDPAR
(0,29),(29,10),-0.443064 # DEPENDENCYPART_GRANDPAR
(0,29),(29,11),-0.0925934 # DEPENDENCYPART_GRANDPAR
(0,29),(29,13),-0.523355 # DEPENDENCYPART_GRANDPAR
(0,29),(29,16),0.164432 # DEPENDENCYPART_GRANDPAR
(0,29),(29,17),0.37392 # DEPENDENCYPART_GRANDPAR
(0,29),(29,18),0.0827652 # DEPENDENCYPART_GRANDPAR
(0,29),(29,19),-0.20509 # DEPENDENCYPART_GRANDPAR
(0,29),(29,21),0.231085 # DEPENDENCYPART_GRANDPAR
(0,29),(29,22),-0.604195 # DEPENDENCYPART_GRANDPAR
(0,29),(29,23),-0.167098 # DEPENDENCYPART_GRANDPAR
(0,29),(29,24),-0.629811 # DEPENDENCYPART_GRANDPAR
(0,29),(29,25),-0.16914 # DEPENDENCYPART_GRANDPAR
(0,29),(29,26),0.241457 # DEPENDENCYPART_GRANDPAR
(0,29),(29,27),-1.08398 # DEPENDENCYPART_GRANDPAR
(0,29),(29,28),0.918848 # DEPENDENCYPART_GRANDPAR
(0,29),(29,30),0.561202 # DEPENDENCYPART_GRANDPAR
(0,29),(29,32),0.326205 # DEPENDENCYPART_GRANDPAR
(0,29),(29,33),-0.164606 # DEPENDENCYPART_GRANDPAR
(0,29),(29,35),0.134576 # DEPENDENCYPART_GRANDPAR
(0,29),(29,36),-0.368592 # DEPENDENCYPART_GRANDPAR
(0,29),(29,38),-0.559014 # DEPENDENCYPART_GRANDPAR
(0,29),(29,39),-0.216211 # DEPENDENCYPART_GRANDPAR
(0,29),(29,40),2.93452 # DEPENDENCYPART_GRANDPAR
(0,36),(36,2),0.692636 # DEPENDENCYPART_GRANDPAR
(0,36),(36,3),1.18069 # DEPENDENCYPART_GRANDPAR
(0,36),(36,4),0.641541 # DEPENDENCYPART_GRANDPAR
(0,36),(36,5),-0.237936 # DEPENDENCYPART_GRANDPAR
(0,36),(36,6),-0.0728744 # DEPENDENCYPART_GRANDPAR
(0,36),(36,7),-0.533385 # DEPENDENCYPART_GRANDPAR
(0,36),(36,8),-0.510931 # DEPENDENCYPART_GRANDPAR
(0,36),(36,9),-0.0488081 # DEPENDENCYPART_GRANDPAR
(0,36),(36,16),0.142202 # DEPENDENCYPART_GRANDPAR
(0,36),(36,17),0.362109 # DEPENDENCYPART_GRANDPAR
(0,36),(36,18),0.0709546 # DEPENDENCYPART_GRANDPAR
(0,36),(36,19),-0.220079 # DEPENDENCYPART_GRANDPAR
(0,36),(36,21),0.208855 # DEPENDENCYPART_GRANDPAR
(0,36),(36,23),-0.180266 # DEPENDENCYPART_GRANDPAR
(0,36),(36,24),-0.6448 # DEPENDENCYPART_GRANDPAR
(0,36),(36,26),0.226468 # DEPENDENCYPART_GRANDPAR
(0,36),(36,28),0.896618 # DEPENDENCYPART_GRANDPAR
(0,36),(36,29),0.267261 # DEPENDENCYPART_GRANDPAR
(0,36),(36,30),-0.0257751 # DEPENDENCYPART_GRANDPAR
(0,36),(36,32),0.206437 # DEPENDENCYPART_GRANDPAR
(0,36),(36,33),-0.74417 # DEPENDENCYPART_GRANDPAR
(0,36),(36,34),-0.57011 # DEPENDENCYPART_GRANDPAR
(0,36),(36,35),-0.0543637 # DEPENDENCYPART_GRANDPAR
(0,36),(36,38),-0.540962 # DEPENDENCYPART_GRANDPAR
(0,36),(36,39),-0.244265 # DEPENDENCYPART_GRANDPAR
(0,36),(36,40),2.86708 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.47112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.325424 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.432383 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.612661 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.689731 # DEPENDENCYPART_GRANDPAR
(1,2),(2,40),-0.772177 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.62189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,2),-0.79921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.208823 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.2803 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0713032 # DEPENDENCYPART_GRANDPAR
(2,3),(3,40),-2.16184 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.664573 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.757513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.199083 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.270728 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0531006 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.357991 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.209363 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.288163 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.301759 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.341462 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.334856 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.21017 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.266892 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.355292 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.493238 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.436548 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.320723 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.605123 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.476162 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.374083 # DEPENDENCYPART_GRANDPAR
(2,4),(4,25),-0.319266 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-0.421768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-0.709612 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-0.845307 # DEPENDENCYPART_GRANDPAR
(2,4),(4,29),-0.893683 # DEPENDENCYPART_GRANDPAR
(2,4),(4,30),-0.583191 # DEPENDENCYPART_GRANDPAR
(2,4),(4,32),-0.595794 # DEPENDENCYPART_GRANDPAR
(2,4),(4,33),-0.83391 # DEPENDENCYPART_GRANDPAR
(2,4),(4,35),-0.648611 # DEPENDENCYPART_GRANDPAR
(2,4),(4,36),-0.847424 # DEPENDENCYPART_GRANDPAR
(2,4),(4,38),-1.03256 # DEPENDENCYPART_GRANDPAR
(2,4),(4,40),-2.15318 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.851925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.196748 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.131551 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.437433 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.36957 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.17784 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.281463 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.334512 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.332684 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.622976 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.575768 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.707689 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.32328 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0250459 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.75491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.854305 # DEPENDENCYPART_GRANDPAR
