# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,9,15,18,16,18,21,19,21,24,21,24,25,25,25,5,
(12,11),(12,13),0.213946 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.000182424 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0929476 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.115737 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.116506 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.196232 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0245388 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0121443 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.104444 # DEPENDENCYPART_SIBL
(12,11),(12,27),0.118576 # DEPENDENCYPART_SIBL
(12,11),(12,28),0.144014 # DEPENDENCYPART_SIBL
(12,11),(12,29),0.145223 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00682048 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.115481 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0341997 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0157142 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0414988 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0388818 # DEPENDENCYPART_SIBL
(12,13),(12,24),0.00609248 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0137767 # DEPENDENCYPART_SIBL
(12,13),(12,27),0.0117933 # DEPENDENCYPART_SIBL
(12,13),(12,28),0.0365889 # DEPENDENCYPART_SIBL
(12,13),(12,29),0.00288351 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0569416 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0214009 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.00557447 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00132236 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0153307 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.00731054 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0351935 # DEPENDENCYPART_SIBL
(12,14),(12,27),-0.00942897 # DEPENDENCYPART_SIBL
(12,14),(12,28),0.0238541 # DEPENDENCYPART_SIBL
(12,14),(12,29),-0.0218598 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0246575 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0312701 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.053101 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0260999 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0734066 # DEPENDENCYPART_SIBL
(12,15),(12,25),0.0060473 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.0273464 # DEPENDENCYPART_SIBL
(12,15),(12,28),0.0537555 # DEPENDENCYPART_SIBL
(12,15),(12,29),0.196729 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00411452 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0605885 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0677946 # DEPENDENCYPART_SIBL
(12,16),(12,24),0.040165 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.0140683 # DEPENDENCYPART_SIBL
(12,16),(12,27),0.000327785 # DEPENDENCYPART_SIBL
(12,16),(12,28),0.0221971 # DEPENDENCYPART_SIBL
(12,16),(12,29),0.0346893 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.025248 # DEPENDENCYPART_SIBL
(12,18),(12,22),0.0163837 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.025827 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0770482 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.0564215 # DEPENDENCYPART_SIBL
(12,18),(12,28),-0.0229238 # DEPENDENCYPART_SIBL
(12,18),(12,29),-0.0110485 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0277479 # DEPENDENCYPART_SIBL
(12,19),(12,24),0.0273865 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0619392 # DEPENDENCYPART_SIBL
(12,19),(12,27),0.0832363 # DEPENDENCYPART_SIBL
(12,19),(12,28),0.109587 # DEPENDENCYPART_SIBL
(12,19),(12,29),0.122762 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.63034 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.189494 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.243256 # DEPENDENCYPART_SIBL
(12,22),(12,28),0.280203 # DEPENDENCYPART_SIBL
(12,22),(12,29),-0.00496412 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0429385 # DEPENDENCYPART_SIBL
(12,24),(12,27),-0.0171876 # DEPENDENCYPART_SIBL
(12,24),(12,28),0.0160712 # DEPENDENCYPART_SIBL
(12,24),(12,29),-0.0437615 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.0712553 # DEPENDENCYPART_SIBL
(12,25),(12,28),-0.0349536 # DEPENDENCYPART_SIBL
(12,25),(12,29),-0.019012 # DEPENDENCYPART_SIBL
(12,27),(12,28),-0.0270353 # DEPENDENCYPART_SIBL
(12,27),(12,29),-0.0173543 # DEPENDENCYPART_SIBL
(12,28),(12,29),-0.00668732 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.111705 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0574854 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0562741 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.150867 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.126926 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.482575 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0326245 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.12287 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00724571 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.039261 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0572914 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.057566 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0206 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0793304 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0698708 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0108952 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00671381 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0130931 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.0458005 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.0124672 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.163279 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.431809 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.259495 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0233222 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.100705 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0100984 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0353039 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.0590855 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.00501079 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.313878 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.118873 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0199183 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00126321 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0186965 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0789398 # DEPENDENCYPART_SIBL
(14,9),(14,24),0.00234893 # DEPENDENCYPART_SIBL
(14,9),(14,28),0.0251633 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.10648 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.144664 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.102557 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.11593 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.144391 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0343921 # DEPENDENCYPART_SIBL
(14,11),(14,28),0.143438 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.02427 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0163827 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0114846 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0353129 # DEPENDENCYPART_SIBL
(14,13),(14,24),0.0162318 # DEPENDENCYPART_SIBL
(14,13),(14,28),-0.00573314 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0253824 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0493939 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0901598 # DEPENDENCYPART_SIBL
(14,15),(14,24),0.049551 # DEPENDENCYPART_SIBL
(14,15),(14,28),0.0718793 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0192882 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.077803 # DEPENDENCYPART_SIBL
(14,16),(14,24),0.022023 # DEPENDENCYPART_SIBL
(14,16),(14,28),0.0373707 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0497316 # DEPENDENCYPART_SIBL
(14,18),(14,24),0.0126835 # DEPENDENCYPART_SIBL
(14,18),(14,28),0.0110968 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0038956 # DEPENDENCYPART_SIBL
(14,19),(14,28),0.128072 # DEPENDENCYPART_SIBL
(14,24),(14,28),0.0544358 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0108084 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0992967 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00155056 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.100262 # DEPENDENCYPART_SIBL
(15,13),(15,27),0.0027632 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.066559 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.1002 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0420947 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.100201 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0840565 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.285775 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.091856 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.18268 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.259426 # DEPENDENCYPART_SIBL
(15,19),(15,27),0.00171929 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0177604 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.00645174 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0190823 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.28527 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0287251 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0654609 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0177166 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0157859 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0179124 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0283753 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0274599 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0298853 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.078503 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0278214 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0163537 # DEPENDENCYPART_SIBL
(16,1),(16,24),0.00472677 # DEPENDENCYPART_SIBL
(16,1),(16,25),-0.0301465 # DEPENDENCYPART_SIBL
(16,1),(16,26),0.0163537 # DEPENDENCYPART_SIBL
(16,1),(16,27),-0.0253778 # DEPENDENCYPART_SIBL
(16,1),(16,28),-0.0316468 # DEPENDENCYPART_SIBL
(16,1),(16,29),0.00348086 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0005961 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.728444 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.48525 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.171196 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0643709 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.726697 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0103811 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.729496 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.00310784 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.00619581 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0139345 # DEPENDENCYPART_SIBL
(16,3),(16,19),-0.00165982 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.0335234 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.0201139 # DEPENDENCYPART_SIBL
(16,3),(16,24),-0.0209259 # DEPENDENCYPART_SIBL
(16,3),(16,25),-0.0143168 # DEPENDENCYPART_SIBL
(16,3),(16,26),0.0201139 # DEPENDENCYPART_SIBL
(16,3),(16,27),-0.0139745 # DEPENDENCYPART_SIBL
(16,3),(16,28),-0.0152588 # DEPENDENCYPART_SIBL
(16,3),(16,29),0.0161021 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0166733 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.145762 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0485533 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.136957 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0149638 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.144958 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0220847 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.105392 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0314581 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0265541 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.104943 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0508834 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0275365 # DEPENDENCYPART_SIBL
(16,5),(16,24),-0.0276859 # DEPENDENCYPART_SIBL
(16,5),(16,25),-0.0270896 # DEPENDENCYPART_SIBL
(16,5),(16,26),-0.0275365 # DEPENDENCYPART_SIBL
(16,5),(16,27),-0.027328 # DEPENDENCYPART_SIBL
(16,5),(16,28),-0.0286844 # DEPENDENCYPART_SIBL
(16,5),(16,29),0.0162713 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.48525 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.171196 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0643707 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.726696 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0103814 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.729496 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00310758 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.00227251 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00964919 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00254483 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0270465 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0279528 # DEPENDENCYPART_SIBL
(16,7),(16,24),-0.014449 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.0100316 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.0279528 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.00968918 # DEPENDENCYPART_SIBL
(16,7),(16,28),-0.0109735 # DEPENDENCYPART_SIBL
(16,7),(16,29),0.0252405 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.00563186 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.166432 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0271428 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0148166 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0302117 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0514451 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.211943 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0360945 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.00484581 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0273556 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0326093 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.00627551 # DEPENDENCYPART_SIBL
(16,8),(16,25),-0.0398455 # DEPENDENCYPART_SIBL
(16,8),(16,26),-0.0326093 # DEPENDENCYPART_SIBL
(16,8),(16,27),-0.0418165 # DEPENDENCYPART_SIBL
(16,8),(16,28),-0.04662 # DEPENDENCYPART_SIBL
(16,8),(16,29),-0.486804 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0649109 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0247078 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0142484 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0275078 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0284447 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00265966 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0505634 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.150874 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0399815 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.00906156 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0311984 # DEPENDENCYPART_SIBL
(16,9),(16,25),-0.0506602 # DEPENDENCYPART_SIBL
(16,9),(16,26),-0.00906156 # DEPENDENCYPART_SIBL
(16,9),(16,27),-0.0503213 # DEPENDENCYPART_SIBL
(16,9),(16,28),-0.0517481 # DEPENDENCYPART_SIBL
(16,9),(16,29),-0.00460688 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00813249 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0369083 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00865721 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0231591 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0174015 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0100116 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0685931 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0088402 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.00792599 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.0412352 # DEPENDENCYPART_SIBL
(16,10),(16,25),-0.0102787 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.00792599 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.0055047 # DEPENDENCYPART_SIBL
(16,10),(16,28),-0.0117793 # DEPENDENCYPART_SIBL
(16,10),(16,29),-0.00456888 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0119985 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.729476 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00148198 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0192823 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0135916 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00902484 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0267892 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0132397 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0141917 # DEPENDENCYPART_SIBL
(16,12),(16,25),-0.013974 # DEPENDENCYPART_SIBL
(16,12),(16,26),0.0132397 # DEPENDENCYPART_SIBL
(16,12),(16,27),-0.0136316 # DEPENDENCYPART_SIBL
(16,12),(16,28),-0.014916 # DEPENDENCYPART_SIBL
(16,12),(16,29),0.0333331 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0192784 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0273137 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.00198083 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0434225 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0912031 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0171877 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00231727 # DEPENDENCYPART_SIBL
(16,13),(16,24),0.0153516 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0436909 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.00231727 # DEPENDENCYPART_SIBL
(16,13),(16,27),-0.0391364 # DEPENDENCYPART_SIBL
(16,13),(16,28),-0.0451861 # DEPENDENCYPART_SIBL
(16,13),(16,29),0.00097255 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00520527 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0200294 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00985888 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00233742 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0240054 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0389982 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0114079 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0102412 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.0389982 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.00989887 # DEPENDENCYPART_SIBL
(16,14),(16,28),-0.0111832 # DEPENDENCYPART_SIBL
(16,14),(16,29),0.0258888 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0217897 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0572123 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.126334 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0428758 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0361581 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.00957713 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0574776 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.0361581 # DEPENDENCYPART_SIBL
(16,15),(16,27),-0.0527169 # DEPENDENCYPART_SIBL
(16,15),(16,28),-0.0594036 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.0108518 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.021047 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.102197 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.000523582 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.26778 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0119233 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0333038 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.26778 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.028842 # DEPENDENCYPART_SIBL
(16,17),(16,28),0.044116 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.00647098 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.070369 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.04871 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0197295 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0511651 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.190942 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.0197295 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.186994 # DEPENDENCYPART_SIBL
(16,18),(16,28),-0.179143 # DEPENDENCYPART_SIBL
(16,18),(16,29),0.0131385 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0184729 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.000937752 # DEPENDENCYPART_SIBL
(16,19),(16,24),-0.010815 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0100907 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.000937752 # DEPENDENCYPART_SIBL
(16,19),(16,27),-0.00608239 # DEPENDENCYPART_SIBL
(16,19),(16,28),-0.00373859 # DEPENDENCYPART_SIBL
(16,19),(16,29),-0.0183836 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00225247 # DEPENDENCYPART_SIBL
(16,21),(16,24),-0.24589 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0482268 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.00225247 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.0415975 # DEPENDENCYPART_SIBL
(16,21),(16,28),-0.0357477 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.00563998 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.203893 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.10227 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.404121 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.124198 # DEPENDENCYPART_SIBL
(16,22),(16,28),0.132609 # DEPENDENCYPART_SIBL
(16,22),(16,29),0.0315055 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0422408 # DEPENDENCYPART_SIBL
(16,24),(16,26),0.0192117 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.0356183 # DEPENDENCYPART_SIBL
(16,24),(16,28),-0.0297803 # DEPENDENCYPART_SIBL
(16,24),(16,29),-0.00719965 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.02346 # DEPENDENCYPART_SIBL
(16,25),(16,27),-0.184596 # DEPENDENCYPART_SIBL
(16,25),(16,28),-0.175342 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.0166309 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.124198 # DEPENDENCYPART_SIBL
(16,26),(16,28),0.132609 # DEPENDENCYPART_SIBL
(16,26),(16,29),0.0315055 # DEPENDENCYPART_SIBL
(16,27),(16,28),-0.179496 # DEPENDENCYPART_SIBL
(16,27),(16,29),0.00913582 # DEPENDENCYPART_SIBL
(16,28),(16,29),0.0114357 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.409787 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.304531 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.354536 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0611545 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.144697 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.128323 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.00768002 # DEPENDENCYPART_SIBL
(18,8),(18,24),0.13751 # DEPENDENCYPART_SIBL
(18,8),(18,25),-0.0077814 # DEPENDENCYPART_SIBL
(18,8),(18,26),-0.00768002 # DEPENDENCYPART_SIBL
(18,8),(18,27),-0.0046996 # DEPENDENCYPART_SIBL
(18,8),(18,28),-0.0167477 # DEPENDENCYPART_SIBL
(18,8),(18,29),-0.144899 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0332875 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0454914 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0338318 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0375542 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0459644 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0129797 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0555127 # DEPENDENCYPART_SIBL
(18,10),(18,25),-0.00947276 # DEPENDENCYPART_SIBL
(18,10),(18,26),0.0129797 # DEPENDENCYPART_SIBL
(18,10),(18,27),-0.00238434 # DEPENDENCYPART_SIBL
(18,10),(18,28),-0.00936357 # DEPENDENCYPART_SIBL
