# _root_ En la fase final del premi , que es desenvoluparà entre el 7_de_juny i el 2_de_juliol , els equips disposaran de tres milions de pessetes reals cadascun que podran invertir .
#goldHeads=20,3,1,3,3,5,10,10,10,3,13,13,10,13,16,13,10,19,20,0,20,23,21,23,24,23,20,30,30,23,20,
#predictedHeads=20,3,1,3,3,5,10,10,10,6,13,13,10,13,16,13,1,19,20,0,20,23,21,23,24,23,23,30,30,27,20,
(13,12),(13,17),0.0926901 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.0331284 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0669508 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.150747 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.150747 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.482828 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0631822 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.350384 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.263784 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.469245 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.469245 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0890921 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0441171 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0226786 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0844445 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0844445 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0307446 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0168642 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0848713 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0848713 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0668726 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0872264 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.0872264 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0796569 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0796569 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.00759813 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00803279 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00254035 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.11299 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.501041 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.351727 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0785529 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.162056 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.14165 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.18805 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00173652 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.03566 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.115904 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0137069 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00768649 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0857196 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0263621 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.07394 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.131121 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.030746 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.016872 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0848767 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.066879 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0872356 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0796607 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.0127041 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0415151 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0496264 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0131887 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0554725 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00337453 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0898302 # DEPENDENCYPART_SIBL
(19,1),(19,24),-0.0898302 # DEPENDENCYPART_SIBL
(19,1),(19,25),-0.000204571 # DEPENDENCYPART_SIBL
(19,1),(19,26),-0.0237328 # DEPENDENCYPART_SIBL
(19,1),(19,27),0.00550105 # DEPENDENCYPART_SIBL
(19,1),(19,29),-0.00171262 # DEPENDENCYPART_SIBL
(19,1),(19,30),0.00931626 # DEPENDENCYPART_SIBL
(19,1),(19,31),0.0680154 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.083671 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0145084 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0680693 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0938974 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0124072 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0426484 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.0426484 # DEPENDENCYPART_SIBL
(19,5),(19,25),-0.0180578 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.0175995 # DEPENDENCYPART_SIBL
(19,5),(19,27),0.0175621 # DEPENDENCYPART_SIBL
(19,5),(19,29),-0.0174701 # DEPENDENCYPART_SIBL
(19,5),(19,30),-0.00798182 # DEPENDENCYPART_SIBL
(19,5),(19,31),0.00906421 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0833957 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0248448 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.947122 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00378228 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.383696 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.383696 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.00181436 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0684953 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.141694 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.0086941 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.0139446 # DEPENDENCYPART_SIBL
(19,15),(19,31),-0.0192647 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0296918 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.189886 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0321929 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0490115 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0490115 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0275392 # DEPENDENCYPART_SIBL
(19,16),(19,26),-0.0581607 # DEPENDENCYPART_SIBL
(19,16),(19,27),0.0148335 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.0374258 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.0289043 # DEPENDENCYPART_SIBL
(19,16),(19,31),0.00618415 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0378824 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.109575 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0176638 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0176638 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0351784 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.00267451 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0579085 # DEPENDENCYPART_SIBL
(19,17),(19,29),0.104371 # DEPENDENCYPART_SIBL
(19,17),(19,30),0.112734 # DEPENDENCYPART_SIBL
(19,17),(19,31),-0.320004 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00374894 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.15237 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.15237 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0161001 # DEPENDENCYPART_SIBL
(19,18),(19,26),-0.0277817 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.0662573 # DEPENDENCYPART_SIBL
(19,18),(19,29),-0.0175702 # DEPENDENCYPART_SIBL
(19,18),(19,30),0.0135317 # DEPENDENCYPART_SIBL
(19,18),(19,31),0.0615782 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0397641 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0397641 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0197625 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.0141975 # DEPENDENCYPART_SIBL
(19,20),(19,27),0.0673458 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0629086 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0577689 # DEPENDENCYPART_SIBL
(19,20),(19,31),0.0387842 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.00965166 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.0319972 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0620495 # DEPENDENCYPART_SIBL
(19,21),(19,27),0.0490174 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0349687 # DEPENDENCYPART_SIBL
(19,21),(19,30),-0.0157069 # DEPENDENCYPART_SIBL
(19,21),(19,31),-0.0114125 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.0319972 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0620495 # DEPENDENCYPART_SIBL
(19,24),(19,27),0.0490174 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0349687 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.0157069 # DEPENDENCYPART_SIBL
(19,24),(19,31),-0.0114125 # DEPENDENCYPART_SIBL
(19,25),(19,26),-0.0272364 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0721057 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.0267909 # DEPENDENCYPART_SIBL
(19,25),(19,30),-0.0217917 # DEPENDENCYPART_SIBL
(19,25),(19,31),-0.0350202 # DEPENDENCYPART_SIBL
(19,26),(19,27),0.042409 # DEPENDENCYPART_SIBL
(19,26),(19,29),0.00331656 # DEPENDENCYPART_SIBL
(19,26),(19,30),0.0108187 # DEPENDENCYPART_SIBL
(19,26),(19,31),-0.0335951 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.0262533 # DEPENDENCYPART_SIBL
(19,27),(19,30),-0.0215996 # DEPENDENCYPART_SIBL
(19,27),(19,31),-0.016799 # DEPENDENCYPART_SIBL
(19,29),(19,30),-0.0596898 # DEPENDENCYPART_SIBL
(19,29),(19,31),0.0268984 # DEPENDENCYPART_SIBL
(19,30),(19,31),0.0429449 # DEPENDENCYPART_SIBL
(20,1),(20,3),0.00979797 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0655843 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.125968 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.341641 # DEPENDENCYPART_SIBL
(20,1),(20,8),-0.519163 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.024107 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0801484 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.144029 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0467561 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0648688 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.144029 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.046756 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.341641 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0856297 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.012645 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.0431847 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0055927 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0431847 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0774456 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.0212479 # DEPENDENCYPART_SIBL
(20,1),(20,27),-0.00244953 # DEPENDENCYPART_SIBL
(20,1),(20,29),0.0112547 # DEPENDENCYPART_SIBL
(20,1),(20,30),0.0276524 # DEPENDENCYPART_SIBL
(20,1),(20,31),0.00692203 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.18075 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.151985 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.491909 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.704157 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.000255606 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.0574653 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.177409 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.190758 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0340488 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.177409 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.190758 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.491909 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.138756 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.736169 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.0115995 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.057906 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.0115995 # DEPENDENCYPART_SIBL
(20,3),(20,25),-0.0211351 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0197707 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0205919 # DEPENDENCYPART_SIBL
(20,3),(20,29),-0.00135284 # DEPENDENCYPART_SIBL
(20,3),(20,30),0.0181181 # DEPENDENCYPART_SIBL
(20,3),(20,31),0.0160024 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0976401 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.192249 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.2574 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0117396 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0289159 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.200723 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.000769832 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.10886 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.200723 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.000769832 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.192249 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.172278 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0309854 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0749298 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0423249 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0749298 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.00367175 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.0552733 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0304628 # DEPENDENCYPART_SIBL
(20,4),(20,29),-0.00928302 # DEPENDENCYPART_SIBL
(20,4),(20,30),0.00172555 # DEPENDENCYPART_SIBL
(20,4),(20,31),-7.31944e-05 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.346259 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.488244 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.126512 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.129179 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.169553 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0761738 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0835348 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.169553 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0761737 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.346259 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.111321 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.063207 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0347687 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.157446 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0347687 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0227041 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.0685761 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0353934 # DEPENDENCYPART_SIBL
(20,5),(20,29),-0.0473816 # DEPENDENCYPART_SIBL
(20,5),(20,30),-0.0340644 # DEPENDENCYPART_SIBL
(20,5),(20,31),-0.0537915 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.154119 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.111618 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.341804 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0836619 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0311238 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.130517 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0836619 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0311238 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.361012 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.0788168 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0385688 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.00689893 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0324227 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.00689893 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0134091 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.0288833 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.0225848 # DEPENDENCYPART_SIBL
(20,7),(20,29),-0.0198718 # DEPENDENCYPART_SIBL
(20,7),(20,30),-0.00902149 # DEPENDENCYPART_SIBL
(20,7),(20,31),-0.472336 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.250807 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.262871 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.013568 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.113168 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.376115 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.013568 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.113168 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.481969 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0158149 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.047471 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.00330088 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.0356654 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.00330088 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0805905 # DEPENDENCYPART_SIBL
(20,8),(20,26),-0.0094011 # DEPENDENCYPART_SIBL
(20,8),(20,27),0.0323769 # DEPENDENCYPART_SIBL
(20,8),(20,29),0.00786281 # DEPENDENCYPART_SIBL
(20,8),(20,30),0.0220709 # DEPENDENCYPART_SIBL
(20,8),(20,31),-0.464686 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0662683 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0740416 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0341491 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0566608 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0740416 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0341491 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.144195 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0815847 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0152288 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0533004 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0611821 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0533004 # DEPENDENCYPART_SIBL
(20,10),(20,25),4.21838e-05 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0202107 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.00148253 # DEPENDENCYPART_SIBL
(20,10),(20,29),-0.0289184 # DEPENDENCYPART_SIBL
(20,10),(20,30),-0.0114286 # DEPENDENCYPART_SIBL
(20,10),(20,31),0.0288572 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0140237 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0454731 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.148203 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0140237 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0454729 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.286299 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0103093 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0390245 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0735791 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0345352 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0735791 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0164363 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.0947597 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0085593 # DEPENDENCYPART_SIBL
(20,11),(20,29),0.00076863 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.0141175 # DEPENDENCYPART_SIBL
(20,11),(20,31),0.0176066 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0117108 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0694957 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.381637 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0117106 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0834286 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.388907 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.00824478 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.099595 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.00233745 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.099595 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.013655 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.0254502 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0348283 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.0565092 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.0383803 # DEPENDENCYPART_SIBL
(20,12),(20,31),-0.105189 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0596285 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0809998 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0354656 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.202107 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0607217 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00853099 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0648952 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.00124803 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0648952 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.0276864 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0363432 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.0128985 # DEPENDENCYPART_SIBL
(20,13),(20,29),0.00838518 # DEPENDENCYPART_SIBL
(20,13),(20,30),0.0198817 # DEPENDENCYPART_SIBL
(20,13),(20,31),-0.00561595 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.192912 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0679092 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.316802 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.116869 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00706413 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.034242 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.172483 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.034242 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0190105 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0736767 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0627034 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.054566 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0439721 # DEPENDENCYPART_SIBL
(20,14),(20,31),0.00720953 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0117106 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0834286 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.388907 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00824478 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.099595 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.00233745 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.099595 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.013655 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0254502 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.0348283 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0565092 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0383803 # DEPENDENCYPART_SIBL
(20,15),(20,31),-0.105189 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.202107 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0607217 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00853099 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0648949 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.00116974 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0648949 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0276864 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0363432 # DEPENDENCYPART_SIBL
(20,16),(20,27),0.0128985 # DEPENDENCYPART_SIBL
(20,16),(20,29),0.00838518 # DEPENDENCYPART_SIBL
(20,16),(20,30),0.0198817 # DEPENDENCYPART_SIBL
(20,16),(20,31),-0.00561591 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0788168 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0385688 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00689893 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0324227 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.00689893 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0134091 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0288833 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0225848 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.0198718 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.00902149 # DEPENDENCYPART_SIBL
(20,17),(20,31),-0.472336 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0225342 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0751503 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0198403 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0751503 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0190227 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0332204 # DEPENDENCYPART_SIBL
(20,18),(20,27),0.00159428 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0216273 # DEPENDENCYPART_SIBL
(20,18),(20,30),0.000738191 # DEPENDENCYPART_SIBL
(20,18),(20,31),-0.101101 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00062832 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0491585 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.00062832 # DEPENDENCYPART_SIBL
