# _root_ El ministre va assenyalar la informació , la lluita contra la guerra bacteriològica , la nuclear i la química com_a camps per a la cooperació intereuropea .
#goldHeads=2,4,4,0,6,4,6,9,6,9,12,10,12,12,16,12,12,19,12,4,20,21,22,25,23,25,4,
#predictedHeads=2,4,4,0,6,4,9,9,6,9,12,10,12,9,16,12,16,19,16,19,20,21,22,25,23,25,4,
(12,9),(12,20),-0.0542924 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.00080698 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0243514 # DEPENDENCYPART_SIBL
(12,9),(12,25),-0.000865862 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.0383701 # DEPENDENCYPART_SIBL
(12,9),(12,27),-0.0514952 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0177727 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.000320879 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0320043 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00223749 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.045901 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0052069 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0278622 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.041737 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0321287 # DEPENDENCYPART_SIBL
(12,10),(12,25),0.0410653 # DEPENDENCYPART_SIBL
(12,10),(12,26),-0.000320879 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.0275412 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0516695 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0768585 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0555076 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0146696 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0422179 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0206874 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0905781 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.040236 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.0892856 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.0516695 # DEPENDENCYPART_SIBL
(12,11),(12,27),-0.0295116 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0309112 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.049545 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0240863 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0435961 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0249023 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0223518 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0787464 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.0142113 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.0485776 # DEPENDENCYPART_SIBL
(12,13),(12,27),-0.0238864 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0120813 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.319131 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0143724 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0123568 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.423854 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0226236 # DEPENDENCYPART_SIBL
(12,14),(12,25),0.398797 # DEPENDENCYPART_SIBL
(12,14),(12,26),0.0130487 # DEPENDENCYPART_SIBL
(12,14),(12,27),0.0108038 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.000836546 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0556535 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00356784 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.00819251 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0502742 # DEPENDENCYPART_SIBL
(12,16),(12,25),5.20351e-05 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.060635 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.0359438 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.250628 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0575002 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.627909 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0374806 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.61985 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.249077 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.0129044 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0183749 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0254227 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.0722191 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.0172823 # DEPENDENCYPART_SIBL
(12,19),(12,26),-0.0532883 # DEPENDENCYPART_SIBL
(12,19),(12,27),-0.0256957 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.00558777 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.025012 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.00325247 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.0238156 # DEPENDENCYPART_SIBL
(12,20),(12,27),0.0384539 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.00986745 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.0315649 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.0308097 # DEPENDENCYPART_SIBL
(12,21),(12,27),-0.00908001 # DEPENDENCYPART_SIBL
(12,22),(12,25),0.0518571 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.0899971 # DEPENDENCYPART_SIBL
(12,22),(12,27),0.121259 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.0179937 # DEPENDENCYPART_SIBL
(12,25),(12,27),-0.0325567 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.0238864 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.253495 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.146878 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.643893 # DEPENDENCYPART_SIBL
(13,7),(13,16),6.10392e-05 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00768002 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00485938 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0990139 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.10907 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0878347 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.00101474 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0995287 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0828511 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0147314 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0158186 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0147314 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0071294 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0607929 # DEPENDENCYPART_SIBL
(13,9),(13,23),0.00372814 # DEPENDENCYPART_SIBL
(13,9),(13,26),0.0147314 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0182679 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0763732 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0378324 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0792543 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.108146 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.000804663 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.149358 # DEPENDENCYPART_SIBL
(13,11),(13,26),0.077334 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.674247 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.331727 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.674133 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0178249 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0726038 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0409724 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.674247 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.131532 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0984506 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0779737 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.106284 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0298061 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.0967361 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.894865 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.363476 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.29815 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.281623 # DEPENDENCYPART_SIBL
(13,17),(13,26),0.894865 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0834261 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.111738 # DEPENDENCYPART_SIBL
(13,19),(13,23),0.0352585 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.0948904 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.103535 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0662395 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.173726 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0526161 # DEPENDENCYPART_SIBL
(13,22),(13,26),0.230143 # DEPENDENCYPART_SIBL
(13,23),(13,26),0.200883 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.119961 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.298478 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.365618 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.376861 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.128897 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0611545 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.146878 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00768015 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00485938 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0990133 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.127747 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.109069 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0878336 # DEPENDENCYPART_SIBL
(16,7),(16,25),0.144727 # DEPENDENCYPART_SIBL
(16,7),(16,26),0.00101474 # DEPENDENCYPART_SIBL
(16,7),(16,27),-0.144899 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.00904474 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0305045 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0203841 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0134259 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.00911847 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0270092 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0134541 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.102 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0589165 # DEPENDENCYPART_SIBL
(16,10),(16,25),0.0129213 # DEPENDENCYPART_SIBL
(16,10),(16,26),-0.00907704 # DEPENDENCYPART_SIBL
(16,10),(16,27),-0.0191708 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0906366 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0347339 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0309048 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0218618 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0305434 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0546295 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.07336 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.00529834 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.054616 # DEPENDENCYPART_SIBL
(16,13),(16,26),0.0200539 # DEPENDENCYPART_SIBL
(16,13),(16,27),0.0266195 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.146878 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00768015 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00485938 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0990133 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.127747 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.109069 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0878336 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.144727 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.00101474 # DEPENDENCYPART_SIBL
(16,14),(16,27),-0.144899 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0378322 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0792543 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.108145 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.153197 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.000805248 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.149357 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.152587 # DEPENDENCYPART_SIBL
(16,15),(16,26),0.077334 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0168617 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.894864 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.363473 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.330475 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.298147 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.281618 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.33048 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.894864 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0248863 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0834252 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.013757 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.111737 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0352566 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0137868 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0948904 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.0561918 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0521832 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.103534 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0662377 # DEPENDENCYPART_SIBL
(16,20),(16,25),0.0518638 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.173726 # DEPENDENCYPART_SIBL
(16,20),(16,27),0.0913056 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0562779 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.124102 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.131466 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0912921 # DEPENDENCYPART_SIBL
(16,21),(16,27),0.0386079 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0526143 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.0320429 # DEPENDENCYPART_SIBL
(16,22),(16,26),0.230143 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.110765 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0311435 # DEPENDENCYPART_SIBL
(16,23),(16,26),0.200883 # DEPENDENCYPART_SIBL
(16,23),(16,27),0.0789912 # DEPENDENCYPART_SIBL
(16,25),(16,26),0.0913794 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0325113 # DEPENDENCYPART_SIBL
(16,26),(16,27),0.0565867 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.208967 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0305045 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0203837 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.00904482 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.648421 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0203837 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.027064 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0160439 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.102055 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.0588628 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.015511 # DEPENDENCYPART_SIBL
(19,10),(19,26),-0.00908064 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.146878 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.128897 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.536661 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.146878 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0989626 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.130342 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.109019 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0877834 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.147322 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.00101399 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0628441 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.239916 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.313067 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.118679 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.171668 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00972806 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.159891 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.171057 # DEPENDENCYPART_SIBL
(19,15),(19,26),0.0879177 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.674665 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.034734 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0307385 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0570798 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0735551 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0051038 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0570663 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.0199572 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0346215 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.011545 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0216359 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0749339 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.055819 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0182214 # DEPENDENCYPART_SIBL
(19,17),(19,26),0.000781797 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.118679 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.171668 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00972806 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.159891 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.171057 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.0879177 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0548245 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.10334 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0660449 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0545051 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.175566 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0558897 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.123715 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.128922 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0930352 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0524215 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0346842 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.231983 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0337847 # DEPENDENCYPART_SIBL
(19,23),(19,26),0.202724 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.0931224 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.13771 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.151432 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0797375 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0556086 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.140373 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0787652 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.151432 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0797375 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0556086 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.140373 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0787652 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0473325 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.10552 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0988611 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0469636 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00805549 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.00526961 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.801659 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.197619 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.164064 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.133788 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0433058 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.162292 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0433058 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.162292 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0228194 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.0289363 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0416572 # DEPENDENCYPART_SIBL
(21,7),(21,26),0.00555984 # DEPENDENCYPART_SIBL
(21,7),(21,27),-0.321348 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.111722 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.787976 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.111722 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0589807 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0716214 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.053622 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0562431 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0387689 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.398276 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0791913 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0124845 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0128453 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.00317962 # DEPENDENCYPART_SIBL
(21,16),(21,26),0.00806886 # DEPENDENCYPART_SIBL
(21,16),(21,27),0.0130431 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.111722 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0589807 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0716214 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.053622 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0562431 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0387689 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0125514 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0127784 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00297878 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.00800191 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0129762 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00729546 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0130593 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.10057 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.121657 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0458949 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0614892 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.205553 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0170633 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0393775 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0212551 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.151619 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.133444 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0349176 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.104094 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0152392 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.133444 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0349176 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.104094 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0152392 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0166835 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0200286 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.00070849 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.269286 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.127955 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.364167 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0351232 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.00716797 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0470779 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0554524 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0544962 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.436032 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.398042 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0231854 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0558006 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.4131 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.753048 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.358871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0111107 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.224756 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.18676 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.441625 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.317523 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.191495 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.816544 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.288168 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0550422 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.536196 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.151541 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.464763 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.628963 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),2.22225 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.152117 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.871823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.59736 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.167625 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.335093 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0389581 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.444878 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0782322 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.029995 # DEPENDENCYPART_GRANDPAR
