# _root_ " Si parla així , és només per intentar fer_front a les enormes pressions internacionals de què és objecte " , va assegurar el ministre palestí Hassan_Asfur .
#goldHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,19,16,14,18,6,6,23,0,25,23,25,25,23,
#predictedHeads=6,3,6,3,3,23,6,6,8,9,10,14,14,11,14,18,16,6,18,6,6,23,0,25,23,25,25,23,
(0,18),(18,10),0.283981 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.21181 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.922697 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.485424 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0495352 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.407432 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.713838 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-2.15265 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.424079 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.0225524 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.291631 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),1.80491 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.0441145 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.518264 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),0.195519 # DEPENDENCYPART_GRANDPAR
(0,18),(18,28),2.38923 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.667173 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.676265 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.42143 # DEPENDENCYPART_GRANDPAR
(0,22),(22,28),2.01538 # DEPENDENCYPART_GRANDPAR
(0,23),(23,1),0.506304 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),-0.627602 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.778569 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),-0.343385 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),0.79349 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.210448 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.11963 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.0730098 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.495821 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.135811 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.425315 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),0.0653819 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.347323 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.648671 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-1.96938 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.176507 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),0.362706 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.397714 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.703039 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),2.57012 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),0.524198 # DEPENDENCYPART_GRANDPAR
(0,23),(23,26),-0.214841 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),0.199661 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),2.27213 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.569072 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.646203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.215447 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.409518 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.370092 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.48261 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.278749 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.475401 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.506239 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.252164 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.471571 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.418658 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.436984 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.637701 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.690133 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.792555 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.578594 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.685122 # DEPENDENCYPART_GRANDPAR
(2,3),(3,27),-0.752546 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-1.04904 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.522945 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.651219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.184861 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.559214 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.443171 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.516633 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.416647 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.542421 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.565853 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.574322 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.571316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.104884 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.22056 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.316354 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.476461 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.295817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.473685 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.511379 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.285867 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.319465 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.460188 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.385344 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.593869 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.447351 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.626362 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.619603 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.738669 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.585289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),-0.674862 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-0.741164 # DEPENDENCYPART_GRANDPAR
(2,6),(6,28),-0.960756 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.711678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.205435 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.137623 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.511241 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.321383 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.302053 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.48127 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.548885 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.294477 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.565224 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.657507 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.926266 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.618353 # DEPENDENCYPART_GRANDPAR
(2,8),(8,28),-1.10435 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.86365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.731588 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.26297 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-1.05996 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.637156 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-1.26458 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.16631 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.00723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.387477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.319123 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.212256 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.181555 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0957523 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.138118 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.55604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.46162 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.10002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0661877 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.144007 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.267168 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.187877 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.143022 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.20945 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.311323 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.346887 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.167368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.310249 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-1.14486 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.401067 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.282278 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.00667793 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.366952 # DEPENDENCYPART_GRANDPAR
(3,6),(6,23),-0.0993484 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.433057 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-0.461093 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-1.12689 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),-0.0184518 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.145116 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.21261 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.108864 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.15123 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.302172 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.28121 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.963428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0687602 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0414289 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.17785 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.344051 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.127638 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.00267167 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.180567 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.315585 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.00954871 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.447371 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),0.134245 # DEPENDENCYPART_GRANDPAR
(3,8),(8,28),-1.21238 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.53612 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.44092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.08049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0571742 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.282312 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.384477 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.180292 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.138974 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.249289 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.226142 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.341868 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.341009 # DEPENDENCYPART_GRANDPAR
(3,9),(9,20),-0.0451253 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.370957 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.0372207 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.49056 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-0.519868 # DEPENDENCYPART_GRANDPAR
(3,9),(9,28),-1.181 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.5361 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-1.44073 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.10069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.0534207 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.133286 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.305091 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.380724 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.163222 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.227497 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.208852 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.400794 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.182325 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.364156 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.418874 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.380731 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.297192 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.000720545 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.330245 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.697211 # DEPENDENCYPART_GRANDPAR
(3,10),(10,23),-0.0836732 # DEPENDENCYPART_GRANDPAR
(3,10),(10,25),-0.448601 # DEPENDENCYPART_GRANDPAR
(3,10),(10,27),-0.476051 # DEPENDENCYPART_GRANDPAR
(3,10),(10,28),-1.14608 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0600255 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-1.00286 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.418875 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.080311 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.372678 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.443063 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.0917659 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.45624 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),-0.0427268 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.467465 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.364045 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.0196934 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.13677 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.12133 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.821515 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.415755 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.450863 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.348958 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.358892 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.390023 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.0597591 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.650939 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.658234 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.0509982 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.544849 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),-0.759362 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.564832 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),-1.31785 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-1.01499 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.469343 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.368516 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.458862 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.396878 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.55604 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.46162 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-1.10002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.0661877 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.144007 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.281285 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.411912 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.186141 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.217398 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.13323 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.37624 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-1.06325 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.477995 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.217134 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.439082 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.520927 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-1.03941 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.282278 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.00667793 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.366952 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.720445 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.0993484 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.433057 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.461093 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-1.12689 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.213357 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.847635 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0638196 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.656031 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.655388 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.0484113 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.546396 # DEPENDENCYPART_GRANDPAR
(3,19),(19,26),-0.756183 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.566379 # DEPENDENCYPART_GRANDPAR
(3,23),(23,1),-1.5365 # DEPENDENCYPART_GRANDPAR
(3,23),(23,2),-1.44155 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-1.13964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,4),-0.0917715 # DEPENDENCYPART_GRANDPAR
(3,23),(23,6),-0.33937 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),-0.417977 # DEPENDENCYPART_GRANDPAR
(3,23),(23,8),-0.201563 # DEPENDENCYPART_GRANDPAR
(3,23),(23,9),-0.262979 # DEPENDENCYPART_GRANDPAR
(3,23),(23,10),-0.172838 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.342643 # DEPENDENCYPART_GRANDPAR
(3,23),(23,13),-0.617984 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.250695 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.579071 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.476922 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-1.00515 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.387511 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.380241 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.0800267 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.254753 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.519214 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.468396 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-0.695385 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),-0.497704 # DEPENDENCYPART_GRANDPAR
(3,23),(23,28),-1.15651 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),-0.182366 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.557788 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-0.764987 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.529331 # DEPENDENCYPART_GRANDPAR
(3,25),(25,28),-1.30521 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.541764 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.21216 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.69789 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.344608 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.36936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.541152 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.593083 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.76779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.50086 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.247972 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.38614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.6053 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.692965 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.66147 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.81607 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.853074 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.909192 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.992422 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.09884 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.0075 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.899953 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-1.18151 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.865748 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.970629 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-1.05383 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-1.51347 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-1.38466 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-1.21775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.17579 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.19704 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.17009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.729905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.259624 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.010069 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.081511 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0374945 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.115494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.246779 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.273633 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.299002 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.256029 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.202936 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.103217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.378791 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.15473 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.2049 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.258637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.715267 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.583934 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-0.447677 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.618893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.191427 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.123212 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0351528 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0988021 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.270513 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.16391 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.08165 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.574857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.21962 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.190164 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.194447 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0496101 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.163946 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.211844 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.376127 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.149962 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.311212 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.298829 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-0.538229 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.17054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.19336 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.16792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.694951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),0.0886155 # DEPENDENCYPART_GRANDPAR
