# _root_ El tribunal es torna a remetre als fonaments jurídics de la sentència que , en cap cas , es refereix als empleats públics autonòmics o locals .
#goldHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
#predictedHeads=2,6,6,6,6,0,6,7,8,8,12,10,20,15,20,17,15,15,20,12,20,21,22,22,24,24,6,
(12,16),(12,24),-0.0496115 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.00242362 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.0314125 # DEPENDENCYPART_SIBL
(12,16),(12,27),-0.043168 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0466065 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0179999 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0368865 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.00486124 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0174316 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.0447141 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.047048 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.00738824 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0472878 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0392544 # DEPENDENCYPART_SIBL
(12,18),(12,23),-0.0189973 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.00779233 # DEPENDENCYPART_SIBL
(12,18),(12,25),0.369093 # DEPENDENCYPART_SIBL
(12,18),(12,26),0.046704 # DEPENDENCYPART_SIBL
(12,18),(12,27),-0.000502777 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0347581 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.00121757 # DEPENDENCYPART_SIBL
(12,20),(12,24),0.00793657 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.0591383 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.0260992 # DEPENDENCYPART_SIBL
(12,20),(12,27),0.0443194 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0265807 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.00485924 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.0182663 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.0177213 # DEPENDENCYPART_SIBL
(12,21),(12,27),0.0512267 # DEPENDENCYPART_SIBL
(12,23),(12,24),-0.0637843 # DEPENDENCYPART_SIBL
(12,23),(12,25),0.043238 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.0416729 # DEPENDENCYPART_SIBL
(12,23),(12,27),-0.00519087 # DEPENDENCYPART_SIBL
(12,24),(12,25),0.0411704 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.0274744 # DEPENDENCYPART_SIBL
(12,24),(12,27),0.00240853 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.179534 # DEPENDENCYPART_SIBL
(12,25),(12,27),0.0135218 # DEPENDENCYPART_SIBL
(12,26),(12,27),-0.0242545 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.178101 # DEPENDENCYPART_SIBL
(15,4),(15,13),0.128343 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.130434 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.131984 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0293997 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0179047 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0100072 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0754718 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.0414192 # DEPENDENCYPART_SIBL
(15,4),(15,26),-0.00807046 # DEPENDENCYPART_SIBL
(15,4),(15,27),0.160048 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.128346 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.131591 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.132762 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0201966 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0287352 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00885339 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0646514 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.0427936 # DEPENDENCYPART_SIBL
(15,6),(15,26),-0.0116046 # DEPENDENCYPART_SIBL
(15,6),(15,27),0.132861 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.161783 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00654556 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.073641 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.118788 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.014499 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0529137 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0157839 # DEPENDENCYPART_SIBL
(15,13),(15,26),-0.0430678 # DEPENDENCYPART_SIBL
(15,13),(15,27),-0.235754 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0870806 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.198486 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.664737 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.140279 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0269056 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.0112714 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0473896 # DEPENDENCYPART_SIBL
(15,14),(15,27),-0.0985359 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.163289 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.119184 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.114433 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.000649957 # DEPENDENCYPART_SIBL
(15,16),(15,25),0.0870862 # DEPENDENCYPART_SIBL
(15,16),(15,26),-0.0878305 # DEPENDENCYPART_SIBL
(15,16),(15,27),-0.0183855 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.178984 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.424573 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0175688 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.166413 # DEPENDENCYPART_SIBL
(15,17),(15,26),-0.330205 # DEPENDENCYPART_SIBL
(15,17),(15,27),0.1005 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.078488 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.326186 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.26327 # DEPENDENCYPART_SIBL
(15,18),(15,26),0.0283928 # DEPENDENCYPART_SIBL
(15,18),(15,27),-0.189612 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0111907 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.109188 # DEPENDENCYPART_SIBL
(15,20),(15,26),-0.099054 # DEPENDENCYPART_SIBL
(15,20),(15,27),0.108864 # DEPENDENCYPART_SIBL
(15,21),(15,25),0.130906 # DEPENDENCYPART_SIBL
(15,21),(15,26),-0.0467909 # DEPENDENCYPART_SIBL
(15,21),(15,27),0.111476 # DEPENDENCYPART_SIBL
(15,25),(15,26),0.22335 # DEPENDENCYPART_SIBL
(15,25),(15,27),0.127732 # DEPENDENCYPART_SIBL
(15,26),(15,27),-0.0817629 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.11713 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.243191 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.222081 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.010916 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0904891 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.102457 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.146552 # DEPENDENCYPART_SIBL
(17,6),(17,24),-0.13874 # DEPENDENCYPART_SIBL
(17,6),(17,26),-0.131635 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0048441 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0147579 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.029254 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0339508 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0157387 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0906196 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0757405 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0674432 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.639439 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0464322 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0479948 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0965248 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.122228 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.109269 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0722853 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0403915 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00654343 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.226602 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0933169 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0824566 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0523303 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0808767 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0237427 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0492188 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.0380138 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0164826 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0624157 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00581236 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0149665 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0331291 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0580037 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0362823 # DEPENDENCYPART_SIBL
(17,21),(17,26),-0.0137017 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.0583149 # DEPENDENCYPART_SIBL
(17,23),(17,26),-0.0362035 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.022005 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0730179 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.00961689 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.00211594 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0688334 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.171504 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.00467589 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.73278 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.691962 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.485152 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0711855 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.736935 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.485152 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.204658 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0115657 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.0128482 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.00980506 # DEPENDENCYPART_SIBL
(20,2),(20,24),0.000297526 # DEPENDENCYPART_SIBL
(20,2),(20,25),-0.00220848 # DEPENDENCYPART_SIBL
(20,2),(20,26),-0.00101182 # DEPENDENCYPART_SIBL
(20,2),(20,27),0.0408193 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.201151 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0565717 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.00958871 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0293116 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.277807 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.00159943 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.234393 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.12826 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.115182 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.00582857 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.12826 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.148209 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.078899 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0244822 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0317018 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0295218 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0143458 # DEPENDENCYPART_SIBL
(20,4),(20,26),0.0274081 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.121221 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.016594 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.00555026 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.00556656 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0364653 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0214688 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.400801 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.270718 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0397002 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0212815 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.270718 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.243884 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0041751 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0414306 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.0715581 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0597886 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0118738 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.0619435 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0135329 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.0699921 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0474152 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.217403 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.018344 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.252491 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.144051 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.175585 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0225731 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.144051 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.130108 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0167708 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0367343 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0158533 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0180332 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.052084 # DEPENDENCYPART_SIBL
(20,6),(20,26),-0.0201469 # DEPENDENCYPART_SIBL
(20,6),(20,27),0.0263568 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.000882755 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.00133098 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.043434 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.321811 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.245401 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0513942 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0433244 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.245401 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.342404 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0359295 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0324878 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.0391253 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0317503 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0355246 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.0334755 # DEPENDENCYPART_SIBL
(20,7),(20,27),-0.00995403 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.00799336 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0287258 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.243981 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.186735 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0778221 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0328933 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.186735 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.112886 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0373433 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0406542 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0473382 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0480928 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0451664 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0492426 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.000319787 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0272906 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.396387 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.337534 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.109174 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0273715 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.337534 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.120525 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0213209 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0955414 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0973679 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0878233 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0379046 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0895455 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.00407352 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.701102 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.493197 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0900166 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.744647 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.493197 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.19406 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00982395 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0514557 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.00588521 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0153927 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0141394 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0167021 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0447791 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.483366 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.257657 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0324978 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.483366 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.272301 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0793723 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00574077 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.00734973 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.00849173 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0185 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.00958573 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.469698 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.116681 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0161187 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.361583 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0971744 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0189722 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0201773 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0188645 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0302295 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0206807 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0423048 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.479064 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.000842703 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.340087 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.370335 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0232607 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0129435 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0319114 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0245375 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0304307 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0262537 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.00224753 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.492208 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.197869 # DEPENDENCYPART_SIBL
(20,17),(20,21),-1.78448e-05 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.000971072 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00960526 # DEPENDENCYPART_SIBL
(20,17),(20,24),9.77315e-05 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.00791976 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.00121161 # DEPENDENCYPART_SIBL
(20,17),(20,27),0.0798797 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0971744 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0189722 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0201773 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0188645 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0302295 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0206807 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0423048 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.479064 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0490499 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.233361 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0545474 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0567808 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0907222 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0578753 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.107702 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0106148 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0361723 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.026447 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0371242 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0241607 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.00688641 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0523352 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0503416 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0212193 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0444836 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0187913 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.191347 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0176863 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.187464 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0123415 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0196583 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.182608 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.0158267 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.073809 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0335125 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0066832 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.107136 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0210781 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.0210925 # DEPENDENCYPART_SIBL
(21,6),(21,25),0.0622345 # DEPENDENCYPART_SIBL
(21,6),(21,26),0.0200666 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.347479 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.345724 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.162093 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.340048 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.243985 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0111994 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.240286 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.00859874 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.234985 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.192513 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0254998 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0116923 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0211588 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00340663 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.0335442 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0510917 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0520683 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0289803 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.00408029 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0500007 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0147818 # DEPENDENCYPART_SIBL
(22,24),(22,27),0.0116797 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.183565 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0148942 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0149834 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0683666 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0942694 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.547438 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0252504 # DEPENDENCYPART_SIBL
(24,15),(24,25),0.0524693 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.0142033 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0433262 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.069877 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0236675 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0265756 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.565094 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0152647 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0574099 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0828664 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.374882 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.031057 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.374879 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0303579 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0267337 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.418633 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.400164 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.847396 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.180867 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.147502 # DEPENDENCYPART_GRANDPAR
