# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,35,4,
(3,7),(7,8),-0.316425 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.692766 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.881736 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.763333 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.582681 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.751662 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.855045 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.959598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-1.20411 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.664539 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-0.827648 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-1.36282 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-1.41148 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-1.01632 # DEPENDENCYPART_GRANDPAR
(3,7),(7,33),-1.095 # DEPENDENCYPART_GRANDPAR
(3,7),(7,35),-1.51448 # DEPENDENCYPART_GRANDPAR
(3,7),(7,41),-1.02161 # DEPENDENCYPART_GRANDPAR
(3,7),(7,42),-2.37707 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.314833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.454265 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.699296 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.695492 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.410611 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-1.25939 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.21424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0634321 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.567313 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.203066 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.33094 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.27566 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.878179 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.765257 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.579138 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.711746 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.851503 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.960568 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.998189 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-1.20143 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.626624 # DEPENDENCYPART_GRANDPAR
(3,9),(9,25),-0.829571 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-1.36014 # DEPENDENCYPART_GRANDPAR
(3,9),(9,29),-1.40794 # DEPENDENCYPART_GRANDPAR
(3,9),(9,30),-0.997331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,32),-1.18527 # DEPENDENCYPART_GRANDPAR
(3,9),(9,33),-1.057 # DEPENDENCYPART_GRANDPAR
(3,9),(9,34),-1.12705 # DEPENDENCYPART_GRANDPAR
(3,9),(9,35),-1.5118 # DEPENDENCYPART_GRANDPAR
(3,9),(9,38),-1.17988 # DEPENDENCYPART_GRANDPAR
(3,9),(9,42),-2.37633 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.194137 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),1.10861 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0547968 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.35423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,2),-0.0414912 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.7435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.615983 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.837679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.800552 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.309916 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-1.18712 # DEPENDENCYPART_GRANDPAR
(4,3),(3,42),-3.08814 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.127217 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.357522 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.03457 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.36369 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.600509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.304433 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.378311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.280426 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.151262 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.160559 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.373175 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.0960712 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.13792 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.120606 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.584795 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.317355 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.154242 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.580089 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.466222 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-0.480497 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-0.399678 # DEPENDENCYPART_GRANDPAR
(4,7),(7,33),-0.237872 # DEPENDENCYPART_GRANDPAR
(4,7),(7,35),-0.621011 # DEPENDENCYPART_GRANDPAR
(4,7),(7,41),-0.441738 # DEPENDENCYPART_GRANDPAR
(4,7),(7,42),-2.01923 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.388644 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0857075 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.202479 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.462998 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.0437814 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.03464 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.36409 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.604072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.309053 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.381423 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.365537 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.233285 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.156367 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.374779 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.10025 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0976843 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.116427 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.585445 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.340544 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.314361 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.116007 # DEPENDENCYPART_GRANDPAR
(4,9),(9,25),-0.581693 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.463228 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-0.476319 # DEPENDENCYPART_GRANDPAR
(4,9),(9,30),-0.380368 # DEPENDENCYPART_GRANDPAR
(4,9),(9,32),-0.355127 # DEPENDENCYPART_GRANDPAR
(4,9),(9,33),-0.199553 # DEPENDENCYPART_GRANDPAR
(4,9),(9,34),-0.0325584 # DEPENDENCYPART_GRANDPAR
(4,9),(9,35),-0.618017 # DEPENDENCYPART_GRANDPAR
(4,9),(9,38),-0.377344 # DEPENDENCYPART_GRANDPAR
(4,9),(9,42),-2.01817 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.619332 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.542128 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.224491 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.5743 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.619039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0301537 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.295897 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.121141 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.591175 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.245393 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.230742 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.379751 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.513408 # DEPENDENCYPART_GRANDPAR
(4,11),(11,30),-0.337596 # DEPENDENCYPART_GRANDPAR
(4,11),(11,32),-0.391927 # DEPENDENCYPART_GRANDPAR
(4,11),(11,42),-2.13367 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.546925 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.589614 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.132443 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.470842 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.312552 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.128504 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.596194 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.317024 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.223798 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.209134 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.837294 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0912787 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.262017 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.879265 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-1.18955 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0426128 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.172209 # DEPENDENCYPART_GRANDPAR
(4,14),(14,38),-0.485979 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),0.228321 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.500641 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.353584 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0543022 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.605885 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.439294 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.596139 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),0.316634 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.26028 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.245493 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-0.251732 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.828673 # DEPENDENCYPART_GRANDPAR
(4,18),(18,27),-0.394502 # DEPENDENCYPART_GRANDPAR
(4,18),(18,29),-0.522166 # DEPENDENCYPART_GRANDPAR
(4,18),(18,30),-0.344404 # DEPENDENCYPART_GRANDPAR
(4,18),(18,32),-0.400685 # DEPENDENCYPART_GRANDPAR
(4,18),(18,42),-2.13259 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.0444123 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.490618 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),0.41838 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.402113 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.0835907 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.587382 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-1.03464 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-1.36409 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.604072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),0.309053 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),0.381423 # DEPENDENCYPART_GRANDPAR
(4,22),(22,7),0.365537 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),0.233285 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.0491328 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.150988 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.18507 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.076741 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),-0.209321 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.862134 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.723277 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.0864089 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.575405 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),0.481247 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.0552803 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.116007 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.440511 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.581693 # DEPENDENCYPART_GRANDPAR
(4,22),(22,26),-0.104453 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.463228 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-0.476319 # DEPENDENCYPART_GRANDPAR
(4,22),(22,30),-0.380368 # DEPENDENCYPART_GRANDPAR
(4,22),(22,32),-0.355127 # DEPENDENCYPART_GRANDPAR
(4,22),(22,33),-0.199553 # DEPENDENCYPART_GRANDPAR
(4,22),(22,34),-0.0325584 # DEPENDENCYPART_GRANDPAR
(4,22),(22,35),-0.618017 # DEPENDENCYPART_GRANDPAR
(4,22),(22,38),-0.377344 # DEPENDENCYPART_GRANDPAR
(4,22),(22,41),-0.442388 # DEPENDENCYPART_GRANDPAR
(4,22),(22,42),-2.01817 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.813104 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.355536 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.620208 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),0.105562 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.322246 # DEPENDENCYPART_GRANDPAR
(4,23),(23,34),0.0234096 # DEPENDENCYPART_GRANDPAR
(4,27),(27,2),-1.03457 # DEPENDENCYPART_GRANDPAR
(4,27),(27,3),-1.36368 # DEPENDENCYPART_GRANDPAR
(4,27),(27,4),-0.559942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,27),(27,6),0.417556 # DEPENDENCYPART_GRANDPAR
(4,27),(27,7),0.409668 # DEPENDENCYPART_GRANDPAR
(4,27),(27,8),0.268741 # DEPENDENCYPART_GRANDPAR
(4,27),(27,9),-0.00500251 # DEPENDENCYPART_GRANDPAR
(4,27),(27,11),-0.106268 # DEPENDENCYPART_GRANDPAR
(4,27),(27,12),-0.116717 # DEPENDENCYPART_GRANDPAR
(4,27),(27,13),0.12146 # DEPENDENCYPART_GRANDPAR
(4,27),(27,14),-0.17826 # DEPENDENCYPART_GRANDPAR
(4,27),(27,15),-0.831924 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),-0.691758 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),-0.0417142 # DEPENDENCYPART_GRANDPAR
(4,27),(27,19),-0.524655 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),0.514523 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),-0.0191468 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),-0.171096 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.193645 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.389243 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.323631 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),0.216944 # DEPENDENCYPART_GRANDPAR
(4,27),(27,29),-0.409863 # DEPENDENCYPART_GRANDPAR
(4,27),(27,30),-0.337164 # DEPENDENCYPART_GRANDPAR
(4,27),(27,32),-0.288672 # DEPENDENCYPART_GRANDPAR
(4,27),(27,33),-0.146086 # DEPENDENCYPART_GRANDPAR
(4,27),(27,34),0.0341589 # DEPENDENCYPART_GRANDPAR
(4,27),(27,35),-0.562543 # DEPENDENCYPART_GRANDPAR
(4,27),(27,36),-0.473165 # DEPENDENCYPART_GRANDPAR
(4,27),(27,37),-0.289307 # DEPENDENCYPART_GRANDPAR
(4,27),(27,38),-0.341167 # DEPENDENCYPART_GRANDPAR
(4,27),(27,40),-0.267988 # DEPENDENCYPART_GRANDPAR
(4,27),(27,41),-0.399847 # DEPENDENCYPART_GRANDPAR
(4,27),(27,42),-1.98133 # DEPENDENCYPART_GRANDPAR
(4,33),(33,31),-1.86669 # DEPENDENCYPART_GRANDPAR
(4,33),(33,32),-0.253345 # DEPENDENCYPART_GRANDPAR
(4,33),(33,34),0.129517 # DEPENDENCYPART_GRANDPAR
(4,33),(33,35),-0.444673 # DEPENDENCYPART_GRANDPAR
(4,33),(33,37),-0.279416 # DEPENDENCYPART_GRANDPAR
(4,33),(33,38),-0.43194 # DEPENDENCYPART_GRANDPAR
(4,35),(35,3),-1.36368 # DEPENDENCYPART_GRANDPAR
(4,35),(35,4),-0.595441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,35),(35,6),0.393708 # DEPENDENCYPART_GRANDPAR
(4,35),(35,7),0.374168 # DEPENDENCYPART_GRANDPAR
(4,35),(35,9),-0.0405019 # DEPENDENCYPART_GRANDPAR
(4,35),(35,20),0.497725 # DEPENDENCYPART_GRANDPAR
(4,35),(35,21),-0.0429957 # DEPENDENCYPART_GRANDPAR
(4,35),(35,26),0.193095 # DEPENDENCYPART_GRANDPAR
(4,35),(35,29),-0.45004 # DEPENDENCYPART_GRANDPAR
(4,35),(35,32),-0.326619 # DEPENDENCYPART_GRANDPAR
(4,35),(35,33),-0.395309 # DEPENDENCYPART_GRANDPAR
(4,35),(35,34),-0.0687562 # DEPENDENCYPART_GRANDPAR
(4,35),(35,36),-0.496566 # DEPENDENCYPART_GRANDPAR
(4,35),(35,37),-0.329537 # DEPENDENCYPART_GRANDPAR
(4,35),(35,38),-0.355974 # DEPENDENCYPART_GRANDPAR
(4,35),(35,40),-0.306484 # DEPENDENCYPART_GRANDPAR
(4,35),(35,41),-0.421032 # DEPENDENCYPART_GRANDPAR
(4,35),(35,42),-1.99862 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.59317 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.61743 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.76292 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.75448 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.15672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.254704 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.246528 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.707092 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.532028 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.642157 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.67583 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.76855 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.744684 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.853514 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.684433 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-0.604917 # DEPENDENCYPART_GRANDPAR
(6,7),(7,27),-1.09563 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-1.28513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,30),-0.711424 # DEPENDENCYPART_GRANDPAR
(6,7),(7,33),-1.0029 # DEPENDENCYPART_GRANDPAR
(6,7),(7,35),-1.09335 # DEPENDENCYPART_GRANDPAR
(6,7),(7,41),-0.84429 # DEPENDENCYPART_GRANDPAR
(6,7),(7,42),-2.25489 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.303888 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.00802725 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.524653 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.464186 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.470088 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.323452 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.418014 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0153278 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.586791 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.281343 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.570184 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.481214 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.72074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.515062 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.85444 # DEPENDENCYPART_GRANDPAR
(7,3),(3,42),-2.96932 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0442031 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.547993 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.783357 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.601351 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.459494 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.7183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.513678 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.852 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-1.06554 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-1.4271 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-1.02525 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.814645 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-1.06818 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-1.62595 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.42641 # DEPENDENCYPART_GRANDPAR
(7,4),(4,22),-1.23558 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-1.02824 # DEPENDENCYPART_GRANDPAR
(7,4),(4,25),-1.63821 # DEPENDENCYPART_GRANDPAR
(7,4),(4,27),-1.5878 # DEPENDENCYPART_GRANDPAR
(7,4),(4,30),-1.31296 # DEPENDENCYPART_GRANDPAR
(7,4),(4,33),-0.841664 # DEPENDENCYPART_GRANDPAR
(7,4),(4,35),-1.37289 # DEPENDENCYPART_GRANDPAR
(7,4),(4,41),-1.55966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,42),-2.96802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.72074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.515062 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.526437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.214809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0859412 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.323199 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0275856 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.60372 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.73007 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.41874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.535 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.70087 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.543233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0495384 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.00743357 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.203965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0612782 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0246019 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0252714 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.472371 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.490327 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.194438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.232539 # DEPENDENCYPART_GRANDPAR
(7,9),(9,25),-0.415067 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.551733 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-0.393346 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.19368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,32),-0.176853 # DEPENDENCYPART_GRANDPAR
(7,9),(9,33),0.00905121 # DEPENDENCYPART_GRANDPAR
(7,9),(9,34),-0.0820226 # DEPENDENCYPART_GRANDPAR
(7,9),(9,35),-0.330134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,38),-0.250729 # DEPENDENCYPART_GRANDPAR
(7,9),(9,42),-1.87544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.298083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.344762 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.559942 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.558063 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.47194 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0330244 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.244947 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0541918 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.501913 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.413217 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.128886 # DEPENDENCYPART_GRANDPAR
